en,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
"
											As dawn breaks over a moveable city 
of ten thousand yurts,
											Queen Boraqchin is in 
for a rude awakening.
											A rogue sheep has slipped past her 
servants and guards
											and bolted into her yurt,
											where he springs into bed 
and bleats in her ear.
									","
											Şafak vakti taşınabilir, on bin yurdelik
şehrin üzerinde yükselirken
											Kraliçe Boraqchin
kaba bir şekilde uyandırılmıştı.
											Bir haydut koyun, hizmetkârlarını
ve gardiyanlarını aştı
											ve odasına girip yatağa atladı
											ve kulağına meledi.
									","
											Quand l'aube perce sur une ville mobile
de dix mille yourtes,
											la Reine Boraqchin se prépare
à un réveil difficile.
											Un mouton rebelle a échappé
aux serviteurs et aux gardes
											et s'est engouffré dans sa yourte,
											où il saute sur le lit
et bêle dans son oreille.
									","
											Quando rompe a alvorada numa cidade
nómada de 10 000 ""yurts"",
											a rainha Boraqchin é despertada
de uma forma inesperada.
											Um carneiro tresmalhado passou
pelos criados e pelos guardas
											e irrompeu no seu ""yurt"",
											aproximando-se da cama
e balindo à sua orelha.
									",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
"
","
","
","
",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
"
											Although she’s the formidable khatun 
of the Golden Horde,
											a huge kingdom in the Mongolian Empire,
											Boraqchin has a hands-on 
approach to ruling.
											She’s been married to Batu Khan,
											the fearsome grandson 
of Genghis Khan himself,
											since she was fifteen –
											and while her husband is out on his raids,
											she juggles the duties of flocks, 
family and empire at home.
									","
											Moğol İmparatorluğu'ndaki
dev bir krallık olan Altınordu'nun
											ürkütücü hanımı olmasına rağmen,
											Boraqchin yönetimde
uygulamalı bir yaklaşıma sahipti.
											On beş yaşından beri,
											Cengiz Han'ın
korku dolu torunu olan
											Batu Han ile evliydi
											ve eşi akınlara gittiğinde
											sürüleri, aileyi ve binlerce şehri
yönetme görevlerini üstlenirdi.
									","
											Même si elle est la formidable
khatan de la Horde d'or,
											un immense royaume dans l'Empire mongol,
											Boraqchin a une approche
concrète du pouvoir.
											Elle est l'épouse de Batu Khan,
											le redoutable petit-fils
de Genghis Khan lui-même,
											depuis ses quinze ans –
											et lorsque son époux
est parti mener des raids,
											elle jongle ses obligations avec
les troupeaux, la famille et l'empire
											à la maison.
									","
											Embora ela seja a formidável ""khatun""
da Horda Dourada,
											um enorme reino do Império Mongol,
											Boraqchin tem uma abordagem
prática do governo.
											É casada com Batu Khan,
											o temível neto de Genghis Khan,
											desde os 15 anos.
											Enquanto o marido está fora,
em campanha,
											ela encarrega-se de gerir os rebanhos,
a família e um império, na retaguarda.
									",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
"
","
","
","
",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
"
											This makes her the manager – 
and the mover – of a city of thousands.
											Twice a year, Boraqchin moves the city 
between two seasonal camping grounds.
											This ensures constant water 
and lush grass in summer,
											and protection from harsh winds in winter.
									","
											Bu onu binlerce kişinin yaşadığı şehrin
yöneticisi ve işleticisi yapar.
											Yılda iki defa, Boraqchin şehri
iki mevsimlik kamp alanını arasında taşır.
											Bu, sabit su kaynağı
ve yemyeşil çimenleri
											ve kışın sert rüzgardan korunma sağlardı.
									","
											Cela la rend la manager –
et la déménageuse –
											d'une ville de milliers de personnes.
											Deux fois par an, Boraqchin déplace
la ville entre deux lieux de pâturage.
											Cela assure eau constante
et herbe luxuriante en été,
											et protection des vents froids en hiver.
									","
											Isto faz dela a gestora — e a motora —
duma cidade de milhares.
											Duas vezes por ano,
											Boraqchin muda a cidade
entre dois acampamentos sazonais.
											Isso garante água permanente
e erva abundante, no verão
											e proteção contra os fortes ventos,
no inverno.
									",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
"
","
","
","
",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
"
											The whole operation requires 
weeks of strict planning,
											liaising with the other camps in her 
domain, strategic delegation –
											and the patience to move at the speed 
of dawdling animals.
											Today is moving day,
											and she’ll have to direct throngs of her
ladies, commanders, slaves and animals
											up the river Volga for the summer.
									","
											Bütün bu faaliyet haftalar süren
katı planlamalar, nüfuzu altındaki
											diğer kamplarla ve stratejik heyetlerle
birlikte hareket etmelerini
											ve uyuşuk hareket eden hayvanların
hızına sabırlı olmalarını gerektiriyordu.
											Bugün taşınma günü
											ve kadınların, komutanları,
kölelerin ve hayvanların yaz için
											Volga nehrine doğru
hareket etmesi gerekiyor.
									","
											Toute l'opération nécessite
des semaines de planning strict,
											communication avec les autres
camps dans son domaine,
											délégation stratégique,
											et la patience de se déplacer à la vitesse
d'animaux très lents.
											Aujourd'hui est le jour du déménagement,
											et elle devra diriger des foules
											de femmes, commandants,
esclaves et animaux
											en amont de la Volga pour l'été.
									","
											Toda essa operação exige
semanas de planeamento rigoroso,
											em conjunto com os outros acampamentos
do seu domínio, uma delegação estratégica
											e a paciência para uma mudança
ao ritmo de animais vagarosos.
											Hoje é o dia da mudança
											e ela terá de dirigir as multidões
											das suas aias, comandantes,
escravos e animais
											até ao rio Volga, para passar o verão.
									",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
"
","
","
","
",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
"
											As Boraqchin steps outside,
											she’s greeted by a commotion –
											her unwanted visitor is now running 
circles around her stewards.
											They’re attempting to stow her possessions
securely into wagons.
											Boraqchin orders them 
to get it under control –
											but she’s the only one quick 
enough to catch the stray.
									","
											Boraqchin dışarı çıkınca
											bir koşuşturma tarafından karşılandı -
											istenmeyen ziyaretçisi
etrafında daireler çiziyordu.
											Eşyalarını yük arabalarına güvenli
bir şekilde yerleştirmeye çalışıyorlardı.
											Boraqchin kontrol altına
almalarını emretti -
											fakat ipin ucunu tutacak kadar
hızlı davranabilecek tek kişi oydu.
									","
											Lorsque Boraqchin sort,
											elle est saluée par un brouhaha -
											le visiteur non désiré court maintenant
en rond autour de ses intendants.
											Ils sont en train de ranger ses biens
en toute sécurité dans des wagons.
											Boraqchin leur ordonne
de le tenir sous contrôle,
											mais elle est la seule qui est assez
rapide pour rattraper l'animal égaré.
									","
											Quando Boraqchin sai da tenda,
											é recebida com alvoroço.
											O seu visitante indesejado está a correr
em círculos à volta do seu pessoal
											que estão a tentar arrumar nos carros
os pertences dela, com segurança.
											Boraqchin ordena-lhes que o controlem
											mas é ela a única suficientemente rápida
para apanhar o tresmalhado.
									",A day in the life of a Mongolian queen,Anne F. Broadbridge,4:08,"history,TED-Ed,animation,ancient world"
