en,es,title,speaker,duration,tags
"
","
",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
"
											All right, let's get ready
for the worst TED Talk ever.
									","
											Bien, vamos a por la peor
charla TED de la historia.
									",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
"
","
",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
"
											(Laughter)
									","
											(Risas)
									",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
"
","
",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
"
											I mean it. We prepared 30 minutes ago.
											I want to have it clear —
I love to be here with you all,
											but I wanted to be here
not to tell my story
											but to tell the story
of the amazing people of Puerto Rico
											that came together
to feed the people of Puerto Rico.
									","
											De verdad. La preparamos hace media hora.
											Que quede claro: me encanta
estar aquí con Uds.,
											pero no estoy aquí 
para contar mi historia,
											sino para contar la historia
de la gente increíble de Puerto Rico
											que se unió para alimentar
a la gente de Puerto Rico.
									",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
"
","
",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
"
											My name is José Andrés,
and you know I love to feed the few,
											but even more, I love to feed the many.
											Here, right after the hurricane,
											like we'd done many times before
after an earthquake in Haiti
											or Sandy or others,
											I had this sense of urgency to be there
											and to try to feed one person,
											and always, you have crazy friends
that want to join you
											in those impossible endeavors.
											I'm always surrounded by amazing friends
that only help me to be better.
											Nate came next to me.
									","
											Soy José Andrés y saben
que adoro alimentar a unos pocos,
											pero más aún a unos cuantos.
											Justo después del huracán,
											como tantas otras veces
después del terremoto en Haití,
											o el Huracán Sandy, u otros eventos,
											sentí la necesidad de estar ahí,
											e intentar darle de comer a una persona,
											Siempre tenemos amigos locos,
que se unen a nosotros
											en esos esfuerzos imposibles.
											Siempre estoy rodeado de amigos increíbles
que me ayudan a ser mejor persona.
											Nate vino conmigo.
									",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
"
","
",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
"
											This was a Monday,
and this is what we found.
											The destruction you saw on TV,
one more hurricane,
											but this destruction was real.
											More than 95 percent of the electricity
in the island was gone.
											Every single electric post was gone.
											All the cell towers were gone.
											You couldn't communicate with anybody.
											You couldn't find anybody the moment
you moved away from San Juan.
											Even in San Juan, we had issues
trying to use our cell phones.
											And what I found
was that the island was hungry,
											and the people didn't have money,
because ATMs were not working,
											or their cards, which are electronic,
for food stamps,
											they couldn't use it
in their supermarkets,
											or there was no food or gas
or clean water to cook.
											The need and the urgency of now was real,
											and I was just able
to get into a meeting at FEMA,
											where many of the main
NGO partners were having a conversation
											about how to feed the island
in the weeks to come,
											but the urgency was right now,
in this minute, in this second,
											and we almost had three million people
that needed to be fed.
									","
											Era lunes y esto fue lo que encontramos.
											¿La destrucción que Uds. vieron
en la televisión? Otro huracán.
											Pero esta devastación era real.
											Más del 95 % de la isla
estaba sin electricidad.
											Todos los postes eléctricos
se habían desplomado.
											Las torres de telefonía celular, también.
											No podíamos comunicarnos con nadie.
											No dábamos con nadie
si nos alejábamos de San Juan.
											Incluso en San Juan, teníamos problemas
para usar los teléfonos celulares.
											Y lo que encontré fue
una isla hambrienta,
											con gente que no tenía dinero porque
los cajeros automáticos no funcionaban
											o las tarjetas para vales de comida,
que son electrónicas,
											tampoco funcionaban en
los supermercados,
											y no había ni comida, ni gas,
ni agua limpia para cocinar.
											Se precisaba ayuda
urgente en ese instante,
											y yo podía reunirme con FEMA, la Agencia
Federal para el Manejo de Emergencias,
											donde muchas de las ONG
más importantes discutían
											sobre cómo abastecer a la
isla en las próximas semanas,
											pero lo prioritario era ahora,
este minuto, este segundo,
											y teníamos casi 3 millones de personas
a la espera de ser alimentadas.
									",How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,21:53,"compassion,community,food,natural disaster,TEDx"
