en,es,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
"
											Well, good afternoon.
											How many of you
											took the ALS Ice Bucket Challenge?
											(Applause)
											Woo hoo!
											Well, I have to tell you, from 
the bottom of our hearts,
											thank you so very, very much.
											Do you know to date the ALS Association
											has raised 125 million dollars?
											Woo hoo! (Applause)
									","
											Bien, buenas tardes.
											¿Cuántos aceptaron el reto
del balde de hielo de ELA?
											(Aplausos)
											¡Impresionante!
											Pues tengo que darles las gracias,
muchísimas gracias
											desde el fondo de mi corazón.
											¿Saben que al día de hoy la Asociación ELA
ha sumado USD 125 millones?
											¡Impresionante!
											(Aplausos)
									","
											Herkese tünaydın.
											Aranızda kaç kişi
											ALS buz kovası meydan okumasına katıldı?
											(alkış)
											Şunu söylemek istiyorum ki, en içtenlikle
											çok ama çok teşekkür ediyoruz.
											ALS Derneğinin bugüne kadar toplam
											125 milyon dolar topladığını biliyor musunuz?
											(alkış)
									","
											Bonjour.
											Combien d'entre vous ont participé
											au Ice Bucket Challenge ?
(NdT : Défi du Seau Glacé du SLA)
											(Applaudissements)
											Wahou !
											Je dois vous dire du fond du cœur :
											merci beaucoup.
											Savez-vous qu'à ce jour l'association ALS
											a récolté 125 millions de dollars ?
											Wahou !
(Applaudissements)
									","
											Boa tarde.
											Quantos de vocês aceitaram
o Desafio do Balde de Gelo, pela ELA?
											(Aplausos)
											Tenho de dizer-vos,
do fundo do nosso coração,
											muito, muito obrigada.
											Sabiam que, até à data, a ALS Association
											angariou 125 milhões de dólares?
											(Aplausos)
									",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
"
","
","
","
","
",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
"
											It takes me back to the summer of 2011.
											My family, my kids had all grown up.
											We were officially empty nesters,
											and we decided, let's 
go on a family vacation.
											Jenn, my daughter, and my son-in-law
											came down from New York.
											My youngest, Andrew,
											he came down from his home in Charlestown
											where he was working in Boston,
											and my son Pete,
											who had played at 
Boston College, baseball,
											had played baseball 
professionally in Europe,
											and had now come home and was selling
group insurance, he also joined us.
											And one night, I found myself
											having a beer with Pete,
											and Pete was looking at 
me and he just said,
											""You know, Mom, I don't know,
											selling group insurance 
is just not my passion.""
											He said, ""I just don't feel 
I'm living up to my potential.
											I don't feel this is my mission in life.""
											And he said, ""You know, 
oh by the way, Mom,
											I have to leave early from vacation
											because my inter-city league team 
that I play for made the playoffs,
											and I have to get back to Boston 
because I can't let my team down.
											I'm just not as passionate about my job
											as I am about baseball.""
									","
											Esto me hace recordar el verano del 2011.
											Mi familia, mis hijos, ya estaban mayores.
											Sufríamos oficialmente 
del síndrome del nido vacío
											y decidimos tomar 
unas vacaciones familiares.
											Jenn, mi hija y mi yerno
vinieron desde Nueva York.
											El más joven, Andrew,
vino desde su casa en Charlestown
											en Boston donde trabajaba,
											y mi hijo Pete,
											que había jugado béisbol
en la Universidad de Boston,
											había jugado profesionalmente en Europa,
											había regresado a casa
y estaba vendiendo seguros colectivos,
											también se nos unió.
											Y una noche, estábamos tomando
una cerveza con Pete,
											y Pete me miraba y me dice:
											""¿Sabes algo mamá? No sé,
vender seguros no me apasiona"".
											Decía: ""Siento que no estoy 
usando todo mi potencial.
											No creo que esa sea 
mi misión en la vida"".
											Y dijo, ""A propósito,
											tengo que interrumpir mis vacaciones
											porque el equipo de la liga intermunicipal
para el que jugué llegó a las finales,
											y me toca regresar a Boston
porque no puedo defraudarlos.
											Mi trabajo no me apasiona tanto
como el béisbol"".
									","
											Beni yeniden 2011 yazına götürüyor.
											Ailem, çocuklarımın hepsi büyümüştü.
											Resmen yavrusuz kalmış kuşlar gibiydik
											ve sonra dedik ki
ailecek bir tatile çıkalım.
											Kızım Jenn ve damadım
											New York'tan kalkıp geldiler.
											En küçük oğlum Andrew
											kalkıp Boston'da çalıştığı
											Charlestown'daki evinden geldi
											ve Boston Koleji'nde
											ve Avrupa'da
profesyonel beysbol
											oynamış oğlum Pete
											şimdi evine dönmüş, grup
sigortası satıyordu ve o da bize katıldı.
											Bir gece oturmuş
											Pete ile bira içiyordum ve
											Pete bana bakıyordu ve
birden dedi ki
											""Biliyor musun anne, grup sigortası,
											bilemiyorum, bu gerçekten de
benim tutkum değil.""
											""Tam potansiyelimi
kullanmadığımı düşünüyorum,
											Hayatımın amacı bu değil sanki."" dedi.
											Ve bana ""Bu arada anne
											tatilden erken ayrılmak zorundayım
											çünkü şehirler arası liginde oynadığım
takım eleme maçlarına kalmış
											ve tekrar Boston'a gitmem gerek
çünkü takımı yüzüstü bırakamam.
											Gel gör ki işim için de
											beysboldaki gibi tutkulu değilim."" dedi.
									","
											Cela me ramène à l'été 2011.
											Ma famille, mes enfants 
avaient tous grandi.
											Nous avions officiellement
une maison vide,
											et nous avons décidé
de partir en vacances en famille.
											Jenn, ma fille, et mon beau-fils
											sont descendus de New York.
											Mon plus jeune, Andrew,
											est descendu de Charlestown
											d'où il travaillait à Boston,
											et mon fils Pete,
											qui avait joué au baseball
à l'université de Boston,
											à un niveau professionnel en Europe,
											qui était maintenant rentré et vendait
des assurances, est venu avec nous.
											Une nuit, je me suis retrouvée
à prendre une bière avec Pete,
											et Pete me regardait et il a dit :
											« Tu sais maman, je ne sais pas,
											vendre des assurances collectives,
ce n'est pas ma passion. »
											Il a dit : « J'ai juste l'impression
de ne pas vivre à mon plein potentiel.
											Je n'ai pas l'impression que
ce soit ma mission dans la vie. »
											Et il a dit : « Tu vois.
Au fait maman,
											je dois partir plus tôt 
de vacances parce que
											l'équipe de ligue inter-villes où je joue 
est arrivée en séries éliminatoires
											et je dois retourner à Boston parce que
je ne peux pas laisser tomber mon équipe.
											Je ne suis simplement
pas aussi passionné par mon travail
											que je le suis par le baseball. »
									","
											Faz-me regressar ao verão de 2011.
											Na família, os filhos estavam criados.
											Oficialmente, tínhamos o ninho vazio
											e decidimos
fazer umas férias em família.
											A Jenn, a minha filha, e o meu genro
											vieram de Nova Iorque.
											O meu mais novo, o Andrew,
											veio de casa, de Charlestown,
											onde trabalhava, em Boston,
											e o meu filho Pete,
											que tinha jogado basebol
no Colégio de Boston,
											tinha jogado basebol profissional
na Europa,
											e que agora voltara para casa
e vendia seguros coletivos,
											também se juntou a nós.
											Uma noite, estava eu a tomar
uma cerveja com o Pete,
											ele olhou para mim e disse:
											""Sabes mãe, não sei,
											""mas vender seguros coletivos
não é a minha paixão.
											""Não sinto que esteja a aproveitar
as minhas capacidades.
											""Não encontrei a minha missão na vida"".
											Disse: ""A propósito, mãe,
											""Tenho de acabar as férias mais cedo
											""porque a minha equipa
passou às eliminatórias,
											""e tenho de regressar a Boston
para não desapontar a equipa.
											""Simplesmente, não tenho,
pelo meu trabalho,
											""a paixão que tenho pelo basebol"".
									",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
"
","
","
","
","
",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
"
											So off Pete went, and 
left the family vacation —
											break a mother's heart —
											and he went, and we 
followed four days later
											to see the next playoff game.
											We're at the playoff game, 
Pete's at the plate,
											and a fastball's coming in,
											and it hits him on the wrist.
											Oh, Pete.
											His wrist went completely limp, like this.
											So for the next six months,
											Pete went back to his home in Southie,
											kept working that unpassionate job,
											and was going to doctors
											to see what was wrong with this wrist
											that never came back.
									","
											Y entonces, Pete se fue,
y dejó las vacaciones familiares,
											rompiéndole el corazón a su madre,
											se fue y nosotros lo seguimos
4 días después
											para asistir al siguiente partido
de las finales.
											Y estamos en el partido,
con Pete en el plato,
											y una bola rápida va en camino,
											y la bola lo golpea en la muñeca.
											¡Oh, Pete!
											La muñeca le quedó completamente caída,
más o menos así.
											Y los siguientes 6 meses,
Pete regresó a su casa en Southie,
											siguió con su empleo nada apasionante
y fue a ver médicos
											para ver qué tenía en esa muñeca
que nunca volvió a ser la misma.
									","
											Sonra da Pete gitti,
aile tatilini yarıda kesti -
											annesinin de kalbini kırdı -
											ve o gidince biz de
dört gün sonra
											eleme maçını izlemek için
peşinden gittik.
											Eleme maçındayız
ve Pete kale işaretinde
											hızlı bir atış geldi
											ve bileğine isabet etti.
											Ah, Pete.
											Bileği böylece düştü kaldı.
											Sonraki altı ay boyunca
											Pete, Güney Boston'daki evine döndü
											o tutkusuz işine devam etti
											ve sürekli doktorlara gitti
											asla düzelmeyen bileğinde
											ne sorun olduğunu öğrenmek için.
									","
											Et donc Pete est parti,
a quitté les vacances familiales —
											a brisé le cœur de sa mère —
											il est parti et nous l'avons
suivi quatre jours plus tard
											pour voir le prochain match
des séries éliminatoires.
											Nous sommes au match des séries 
éliminatoires, Pete est à la base,
											une balle rapide arrive
											et le frappe au poignet.
											Oh, Pete.
											Son poignet est devenu
tout mou, comme ceci.
											Pour les six mois suivants,
											Pete est retourné dans 
sa maison à Southie,
											a continué ce travail pas passionnant,
											et allait voir des médecins pour voir 
ce qui n'allait pas avec son poignet
											qui n'est jamais redevenu comme avant.
									","
											Lá foi o Pete,
abandonou as férias
											— quebrou-me o coração —
											foi-se embora e nós seguimo-lo
quatro dias depois
											para ver o jogo seguinte
das eliminatórias.
											Estamos no jogo,
o Pete está na base principal,
											vem uma bola rápida
											e acerta-lhe no pulso.
											Oh, Pete.
											Tinha o pulso completamente frouxo, assim.
											Nos seis meses seguintes,
											o Pete regressou a casa em Southie,
											continuou o trabalho que não o apaixonava,
											ia a médicos,
											para ver o que se passava
com aquele pulso, que nunca melhorava.
									",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
"
","
","
","
","
",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
"
											Six months later, in March,
											he called my husband 
and me, and he said,
											""Oh, Mom and Dad, we have a doctor
											that found a diagnosis for that wrist.
											Do you want to come with the
doctor's appointment with me?""
											I said, ""Sure, we'll come in.""
											That morning, Pete, John and I
											all got up, got dressed, got in our cars —
											three separate cars
											because we were going to go to work
											after the doctor's appointment to
find out what happened to the wrist.
											We walked into the 
neurologist's office, sat down,
											four doctors walk in,
											and the head neurologist sits down.
											And he says, ""Well, Pete, we've
been looking at all the tests,
											and I have to tell you, 
it's not a sprained wrist,
											it's not a broken wrist,
											it's not nerve damage in the wrist,
											it's not an infection,
											it's not Lyme disease.""
											And there was this deliberate 
elimination going up,
											and I was thinking to myself,
											where is he going with this?
											Then he put his hands on his knees,
											he looked right at my 
27-year-old kid, and said,
											""I don't know how to 
tell a 27-year-old this:
											Pete, you have ALS.""
											ALS?
											I had had a friend whose 
80-year-old father had ALS.
											I looked at my husband, he looked at me,
											and then we looked at the 
doctor, and we said, ""ALS?
											Okay, what treatment? Let's go.
											What do we do? Let's go.""
											And he looked at us, and he
said, ""Mr. and Mrs. Frates,
											I'm sorry to tell you this,
											but there's no treatment 
and there's no cure.""
											We were the worst culprits.
											We didn't even understand
											that it had been 75 years since Lou Gehrig
											and nothing had been done 
in the progress against ALS.
									","
											Seis meses después, en marzo,
											nos llamó a mi esposo y a mí,
y nos dijo,
											papá, mamá, hay un médico
que tiene un diagnóstico.
											¿Me quieren acompañar a la consulta
con este médico?""
											Dije, ""Claro que sí, iremos"".
											Esa mañana Pete, John y yo,
											nos levantamos, nos vestimos
y nos metimos en los autos,
											3 autos porque íbamos a ir a trabajar
											después de la consulta con el médico
											en la que sabríamos qué tenía la muñeca.
											Entramos al consultorio del neurólogo
y nos sentamos,
											entraron 4 neurólogos
y el neurólogo en jefe se sentó y dijo:
											""Verás, Pete, revisamos todos los exámenes
											y tengo que decirte que no es 
un esguince, ni una fractura,
											no es daño de un nervio de la muñeca,
ni es una infección,
											no es la enfermedad de Lyme"".
											Lo presentaba de esta forma,
											y yo pensaba para mí,
¿a dónde quiere llegar con todo esto?
											Luego puso sus manos en las rodillas,
miró a mi muchacho de 27 años y dijo:
											""No sé cómo decirle esto
a alguien de 27 años:
											Pete, tienes ELA"".
											¿ELA?
											Tenía un amigo que tenía 
un padre de 80 años con ELA.
											Miré a mi esposo, él me miró
											y luego miramos al médico,
y dijimos, ""¿ELA?"".
											Está bien, ¿cuál es el tratamiento?
¡Díganos!
											¿Qué hacemos? ¡Díganos!"".
											Nos miró y dijo ""Siento decirles esto
Señor y Señora Frates,
											pero no hay tratamiento
y no hay cura"".
											No éramos los mejores interlocutores
en este caso.
											Ni siquiera entendíamos
											que hubieran pasado 75 años
desde Lou Gehrig
											y que no se hubiera hecho ningún progreso
contra la ELA.
									","
											Altı ay sonra, Mart ayında,
											kocamı ve beni aradı
ve dedi ki
											""Anne, baba, bileğim için
											teşhis koyacak bir doktor bulduk.
											Doktor muayenesine, bizimle,
benimle gelmek ister misiniz?
											Ben de ""elbette geliriz"" dedim.
											O sabah Pete, John, ben
											hepimiz kalktık, giyindik
arabalarımıza bindik -
											üç ayrı arabaya
											çünkü doktora gidip
											bileğine ne olduğunu öğrendikten
sonra işe gidecektik.
											Nöroloğun odasına girdik, oturduk
											dört doktor içeri girdi
											ve baş-nörolog oturdu.
											Dedi ki, ""Pete, bütün
testlerini inceledik
											ve söylemek zorundayım,
bileğin incinmemiş
											kırılmamış da
											bilek sinirlerinde zedelenme de yok
											enfeksiyon da kapmamış
											Lyme hastalığı da değil.""
											Açık bir şekilde
tırmanan bir eleme vardı
											ben de kendi kendime dedim ki
											bu böyle nereye gidiyor?
											Sonra ellerini dizlerine koydu
											27 yaşındaki çocuğumun
gözlerinin içine bakarak
											""Bunu 27 yaşında birine
nasıl söyleyeceğimi bilmiyorum
											Pete, sen ALS hastasısın"" dedi.
											ALS mi?
											80 yaşında babası ALS
hastası olan bir arkadaşım vardı.
											Kocama baktım, o da bana baktı
											ve sonra ikimiz de doktora
baktık ve ""ALS mi? dedik.
											Tamam, hangi tedavi. Hemen başlayalım.
											Ne yapalım? Hadi!""
											Doktor bize baktı ve
""Bay ve bayan Frates,
											çok üzgünüm ama
											maalesef tedavi yok,
çare yok.
											En kötü mahkumlar bizdik.
											Lou Gehrig'ten sonra
											75 yıl geçtiğini ve ALS ile
											mücadele için hiç bir şey yapılmadığını
anlamamıştık dahi.
									","
											Six mois plus tard, en mars,
											il nous a appelés et nous a dit :
											« Oh, maman et papa, 
nous avons un médecin
											qui a trouvé un diagnostic
pour ce poignet.
											Voulez-vous venir avec moi
au rendez-vous chez le médecin ? »
											J'ai dit : « Bien sûr, nous viendrons. »
											Ce matin-là, Pete, John et moi
											nous sommes levés, habillés
et montés dans nos voitures —
											trois voitures différentes
car nous allions aller travailler
											après le rendez-vous 
pour découvrir ce qui arrivait au poignet.
											On est entré dans le bureau
du neurologue, on s'est assis,
											quatre médecins sont entrés,
et le chef de neurologie s'est assis.
											Et il a dit : « Pete, nous avons
regardé tous les tests,
											et je dois vous dire que vous
n'avez pas d'entorse au poignet,
											qu'il n'est pas cassé,
											que vos nerfs ne sont pas endommagés,
											que ce n'est pas une infection,
											que ce n'est pas une maladie de Lyme. »
											Cette énumération délibérée se produisait,
											et je me demandais
											où il allait ainsi.
											Puis il a posé ses mains sur ses genoux,
											il a regardé mon fils de 27 ans et a dit :
											« Je ne sais pas comment dire
cela à quelqu'un de 27 ans :
											Pete, vous êtes atteint de SLA. »
											SLA ?
											J'avais un ami dont le père
âgé de 80 ans était atteint de SLA.
											J'ai regardé mon mari, il m'a regardée,
											puis on a regardé le médecin
et on a dit : « SLA ?
											D'accord, quel traitement ? Allons-y.
											Qu'est-ce que l'on fait ? Allons-y. »
											Il nous a regardés et il a dit :
« M. et Mme Frates,
											je suis désolé de vous le dire,
											mais il n'y a pas de traitement
et il n'y a pas de remède. »
											Nous étions les plus grands coupables.
											Nous ne comprenions même pas
											que cela faisait 75 ans
depuis Lou Gehrig
											et qu'aucun progrès 
n'avait été fait contre le SLA.
									","
											Seis meses depois, em março,
											telefonou-nos e disse:
											""Mãe e pai, temos um médico
											""que tem um diagnóstico para o pulso.
											""Querem vir comigo à consulta?""
											Eu disse: ""Claro, vamos contigo"".
											Nessa manhã, o Pete, o John e eu
											levantámo-nos, vestimo-nos,
entrámos nos carros
											— três carros separados —
											porque íamos trabalhar
depois da consulta para saber do pulso.
											Entrámos no consultório do neurologista,
sentámo-nos.
											Chegaram quatro médicos,
											e o neurologista chefe, senta-se, e diz:
											""Bem, Pete, analisámos os testes todos
											""e não tens uma distensão no pulso,
											""não tens o pulso partido,
											""não tens os nervos do pulso danificados,
											""não é uma infeção,
											""não é a doença de Lyme"".
											Um processo deliberado
de eliminação, a subir,
											e eu pensava para mim mesma:
											""Aonde será que ele vai com isto?""
											Então colocou as mãos nos joelhos,
											olhou para o meu menino de 27 anos,
e disse:
											""Não sei como hei de dizer isto
a um jovem de 27 anos:
											""Pete, tens ELA"".
											ELA?
											Eu tinha um amigo, e o pai dele,
de 87 anos, tinha ELA.
											Olhei para o meu marido,
ele olhou para mim,
											olhámos para o médico
e dissemos:
											""ELA? Qual é o tratamento? Diga lá.
											""O que fazemos? Diga lá"".
											Ele olhou para nós e disse:
											""Sr. John, D. Nancy,
lamento dizer-lhes,
											""mas não há tratamento
e não tem cura"".
											Nós éramos os mais culpados.
											Não tínhamos percebido,
											que tinham passado 75 anos
desde Lou Gehrig,
											e não houvera progresso
no combate à ELA.
									",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
"
","
","
","
","
",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
"
											So we all went home, and Jenn and Dan
											flew home from Wall Street,
											Andrew came home from Charlestown,
											and Pete went to B.C. to pick up
											his then-girlfriend Julie 
and brought her home,
											and six hours later after diagnosis,
											we're sitting around 
having a family dinner,
											and we're having small chat.
											I don't even remember 
cooking dinner that night.
											But then our leader, Pete, set the vision,
											and talked to us just like 
we were his new team.
											He said, ""There will be 
no wallowing, people.""
											He goes, ""We're not looking back,
											we're looking forward.
											What an amazing opportunity 
we have to change the world.
											I'm going to change the face
											of this unacceptable situation of ALS.
											We're going to move the needle,
											and I'm going to get it in front
of philanthropists like Bill Gates.""
											And that was it. We 
were given our directive.
									","
											Y entonces todos fuimos a casa,
y Jenn y Dan volaron desde Wall Street,
											Andrew vino desde Charlestown
y Pete fue a la Universidad de Boston
											a recoger a Julie, 
su novia en ese entonces,
											y a traerla a casa,
											y 6 horas después del diagnóstico,
estábamos sentados cenando en familia
											y hablábamos trivialidades.
											Ni siquiera recuerdo haber cocinado
esa noche.
											Pero luego, nuestro líder, Pete,
trazó el derrotero
											y nos habló como si fuéramos su nuevo equipo.
											Dijo: ""No va a haber golpes de pecho, familia.
											No vamos a mirar atrás, vamos a mirar adelante.
											Tenemos una oportunidad dorada
para cambiar el mundo.
											Le voy a cambiar la cara a esta 
situación inaceptable de la ELA.
											Vamos a mover la aguja,
											y me voy a poner al frente
de filántropos como Bill Gates"".
											Y eso fue todo.
											Se nos dieron las directrices.
									","
											Hep beraber eve döndük ve Jenn ve Dan
											Wall Street'ten uçakla geldiler
											Andrew Charlestown'dan geldi
											ve Pete de o zamanki kız arkadaşı
											Julie'yi alıp eve getirmek
için Boston Koleji'ne gitti
											ve teşhisten altı saat sonra
											hep beraber oturmuş
ailecek yemek yiyorduk
											ve ondan bundan konuşuyorduk.
											O akşam yemek pişirdiğimi
dahi hatırlamıyorum.
											Ancak sonunda liderimiz, Pete
yapılacakları söyledi
											ve bizimle sanki yeni
takımıymışız gibi konuştu.
											""Mızmızlanma yok millet."" dedi.
											Ve devam etti ""Geriye bakmıyoruz
											önümüze bakıyoruz.
											Dünyayı değiştirmek zorunda
olmamız ne kadar güzel bir fırsat.
											ALS'nin bu kabul edilemez
											durumunu değiştireceğim.
											Kayda değer bir şeyler yapacağız
											ve bunu Bill Gates gibi
toplum severlerin önüne koyacağım.""
											Ve bitmişti. Emirlerimizi almıştık.
									","
											Nous sommes tous rentrés, et Jenn et Dan
											ont pris l'avion pour rentrer
de Wall Street,
											Andrew est venu de Charlestown,
											et Pete est allé chercher sa copine Julie
											à B.C. et l'a ramenée à la maison,
											et six heures après le diagnostic,
											nous dînons en famille,
											et nous papotons.
											Je ne me souviens même pas
d'avoir préparé à manger ce soir-là.
											Mais ensuite notre dirigeant, Pete,
a mis les choses au clair,
											et il nous a parlé comme si
nous étions sa nouvelle équipe.
											Il a dit : « Pas question
de se complaindre dans son malheur. »
											Il a continué : « Nous 
ne regardons pas en arrière,
											nous allons de l'avant.
											Nous avons une opportunité 
géniale de changer le monde.
											Je vais changer le visage
											de cette situation inacceptable du SLA.
											Je vais faire bouger le curseur,
											et je vais aller voir des philanthropes
comme Bill Gates. »
											Voilà, nous avions reçu nos instructions.
									","
											Regressámos a casa,
											a Jen e o Dan voaram de Wall Street,
											o Andrew veio de Charlestown,
											o Pete foi ao Colégio de Boston
											apanhar a namorada de então,
a Julie, e levou-a para casa.
											Seis horas depois do diagnóstico,
estávamos a jantar em família,
											e a fazer conversa de circunstância.
											Nem me lembro de ter cozinhado
o jantar nessa noite.
											Então o nosso líder, o Pete,
traçou a visão,
											e falou connosco como
se fossemos a nova equipa dele.
											Disse: ""Não nos vamos
afogar em tristezas, minha gente.
											""Não vamos olhar para trás,
											""vamos olhar em frente.
											""Temos uma oportunidade maravilhosa
de mudar o mundo.
											""Vou mudar
esta situação inaceitável da ELA.
											""Vamos fazer a diferença, vou levar isto à
atenção de filantropos como o Bill Gates"".
											Foi assim.
Foi-nos dada a diretriz.
									",Meet the mom who started the Ice Bucket Challenge,Nancy Frates,18:53,"TEDx,disease,family,health,philanthropy"
