fr,en,pt,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											Je sais pas du tout ce que je fiche ici.
											Je suis né dans un ghetto presbytérien écossais au Canada,
											et j'ai laissé tomber mes études secondaires. Je n'ai pas de portable,
											et je peins sur papier avec de la gouache, ce qui n'a pas changé depuis 600 ans.
											Cependant, il y a environ trois ans, j'ai exposé mes oeuvres à New York,
											et je 'ai intitulé l'exposition : ""Badinage sérieux.""
											Donc, je pense que je suis, en fait, le premier à faire ça — je prends l'initiative.
											J'appelle ça badinage sérieux, car du côté sérieux,
											j'utilise une technique de réalisme minutieux d'illustration éditoriale
											qui vient de ma jeunesse. Je l'ai recopié et je ne l'ai jamais désappris —
											c'est le seul style que je connaisse. Et c'est vraiment assez posé et soutenu.
											Et en même temps, je me sers du non-sens, comme vous voyez.
									","
											I don't know what the hell I'm doing here.
											I was born in a Scots Presbyterian ghetto in Canada,
											and dropped out of high school. I don't own a cell phone,
											and I paint on paper using gouache, which hasn't changed in 600 years.
											But about three years ago I had an art show in New York,
											and I titled it ""Serious Nonsense.""
											So I think I'm actually the first one here — I lead.
											I called it ""Serious Nonsense"" because on the serious side,
											I use a technique of painstaking realism of editorial illustration
											from when I was a kid. I copied it and I never unlearned it —
											it's the only style I know. And it's very kind of staid and formal.
											And meanwhile, I use nonsense, as you can see.
									","
											Não sei o que diabo estou a fazer aqui.
											Nasci num gueto escocês presbiteriano
no Canadá.
											Desisti do liceu, não tenho telemóvel,
											e pinto sobre papel usando guache,
algo que não mudou em 600 anos.
											Mas há cerca de três anos
fiz uma exposição em Nova Iorque,
											e intitulei-a de ""Disparate Sério.""
											Portanto penso que realmente
sou o primeiro — nisto lidero.
											Chamei-lhe ""disparate sério""
porque, pelo lado sério,
											uso uma técnica de ilustração editorial
de aflitivo realismo
											de quando era criança.
											Copiei-a e nunca a desaprendi
— é o único estilo que conheço.
											E é muito do tipo contido e formal.
											Entretanto, uso o absurdo,
como podem ver.
									","
											Burada ne halt yediğimi bilmiyorum.
											Kanada'da, bir İskoç Presbiteryen gettosunda doğdum,
											ve liseden terkim. Bir cep telefonum yok,
											ve guaj boya kullanarak kağıt üzerine resim yapıyorum, 600 yıldır değişmemiş bir teknik.
											Ama yaklaşık üç sene önce New York'ta bir sergim oldu,
											ve onu ""Serious Nonsense"" (""Ciddi Saçmalık"") olarak adlandırdım.
											Bu yüzden, ben gerçekten bu alandaki ilk kişiyim diye düşünüyorum — Öncülük ediyorum.
											Bunu ciddi saçmalık olarak tanımlıyorum; çünkü ciddi tarafta,
											Yazınsal resimlemenin itinalı bir gerçekçilik tekniğini kullanıyorum,
											çocukluğumdan kalma. Onu kopyaladım ve hiç bir zaman unutmadım —
											aslında tek bildiğim stil. Ve daha çok resmi ve ağırbaşlı.
											Ve bu esnada, gördüğümüz gibi saçmalığı kullanıyorum.
									","
											Ich weiß gar nicht was ich hier mache.
											Ich wurde in einem schottisch-presbyterianischen Ghetto in Canada geboren,
											und brach die High School ab. Ich besitze kein Handy,
											und ich male auf Papier mit Gouache, was sich seit 600 Jahren nicht verändert hat.
											Aber vor etwa drei Jahren hatte ich eine Kunstausstellung in New York,
											und ich nannte sie ""Serious Nonsense"".
											Also sieht es so aus als wäre ich der erste hier — Ich fang mal an.
											Ich nannte es ""Serious Nonsense"", weil ich auf der ernsthaften Hälfte,
											eine Technik des akribischem Realismus' der redaktionellen Illustration
											aus meiner Kindheit benutze. Ich imitierte es und habe es niemals verlernt —
											es ist der einzige Stil den ich kenne. Und er ist etwas bieder und formell.
											Und gleichzeitig benutze ich Nonsens, wie sie sehen können.
									","
											No sé qué demonios pinto aquí.
											Nací en un gueto presbiteriano escocés de Canadá
											y no acabé la secundaria. No tengo teléfono móvil
											y pinto gouache sobre papel, que es una técnica que no ha cambiado en 600 años.
											Pero hará unos tres años hice una exposición en Nueva York
											Y la titulé ""Disparates serios"".
											Así que creo que soy el primero en eso; doy ejemplo.
											Los llamé disparates serios porque por el lado serio
											uso una técnica minuciosamente realista de ilustración editorial
											de cuando era niño. La copié y no la he olvidado,
											es el único estilo que conozco. Y resulta bastante sobria y formal.
											Al mismo tiempo, como podéis ver, recurro al disparate.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											Voici un château écossais où on joue au golf à l'intérieur,
											et le truc c'était de faire rebondir la balle de golf sur les armures —
											ce que vous ne voyez pas là.
											Celui-ci faisait partie d'une série appelée ""Les après-midis loufoques,""dont on a fait un livre.
									","
											This is a Scottish castle where people are playing golf indoors,
											and the trick was to bang the golf ball off of suits of armor —
											which you can't see there.
											This was one of a series called ""Zany Afternoons,"" which became a book.
									","
											Isto é um castelo escocês onde as pessoas
estão a jogar golfe no interior,
											e o truque era bater uma bola de golfe
para fora de uma armadura
											que vocês não conseguem ver aqui.
											Esta é de uma série chamada
""Zany Afternoons"", que se tornou um livro.
									","
											Bu, insanların içinde golf oynayabilecekleri bir İskoç kalesi,
											ve buradaki numara, golf topunu bir zırhın üzerinden havalandırmak —
											orada göremediğiniz bir şey.
											Bu sonradan kitaplaştırılan ""Zany Afternoons"" serisindendi.
									","
											Dies ist ein schottisches Schloss, in dem Leute drinnen Golf spielen,
											und der Trick war, den Golfball von den Rüstungen zu spielen —
											was sie hier nicht sehen können.
											Dies war aus einer Reihe namens ""Zany Afternoons"" (""Verrückte Nachmittage"") was zu einem Buch wurde.
									","
											Esto es un castillo escocés en el que la gente juega al golf bajo techo,
											y la dificultad consistía en que la pelota rebotase en una armadura
											—que no aparece en la imagen.
											Pertenecía a una serie titulada ""Tardes locas"", que se convirtió en un libro.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											Voici une voiture autopropulsée, montée à la maison. C'est un Henry J 1935 —
											je suis très à cheval sur l'authenticité — dans un quartier tranquille de Toledo.
									","
											This is a home-built rocket-propelled car. That's a 1953 Henry J —
											I'm a bug for authenticity — in a quiet neighborhood in Toledo.
									","
											Este é um carro artesanal
com propulsão de foguete.
											É um Henry J. de 1953
— tenho a mania da autenticidade —
											num bairro calmo em Toledo.
									","
											Bu, ev yapımı, roket-itkili bir araba. Bir 1953 Henry J -
											Hakikiliğe çok düşkünüm - Toledo'da sessiz bir mahallede.
									","
											Dies ist ein selbstgebautes Auto mit Raketenantrieb. Das ist ein 1953er Henry J —
											Ich bin verrückt nach Authentizität — in einer ruhigen Wohngegend in Toledo.
									","
											Este es un coche casero propulsado por cohetes. Es un Henry J de 1953
											—soy un maniático de la autenticidad— en un tranquilo vecindario de Toledo.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											Et voici l'oeuvre que j'ai presentée au Musée de film à Los Angeles.
											Vous pouvez probablement déduire que Frank Gehry et moi venons de la même ville.
									","
											This is my submission for the L.A. Museum of Film.
											You can probably tell Frank Gehry and I come from the same town.
									","
											Esta é a proposta que apresentei
para o Museu do Filme, de L.A..
											(Risos)
											Provavelmente percebe-se que
Frank Gehry e eu somos da mesma cidade.
									","
											Bu, Los Angeles Film Müzesi için yolladığım ürün.
											Muhtemelen Frank Gehry ile aynı kasabadan olduğumu anlayabilirsiniz.
									","
											Dies ist mein Vorschlag für das L.A. Museum of Film.
											Sie merken wahrscheinlich schon, Frank Gehry und ich kommen aus der gleichen Stadt.
									","
											Esta es mi propuesta para el Museo del Cine de Los Ángeles.
											Seguro que se nota que Frank Gehry y yo somos del mismo pueblo.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
","
","
","
","
","
",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
"
											Mon travail est si personnel et si étrange
											qu'il me faut inventer mon propre lexique afin d'en parler.
											Alors je travaille beaucoup dans ce que j'appele le retrofuturisme,
											le fait de regarder en arrière pour voir comment hier envisageait demain.
											Et c'est toujours faux, toujours faux, optimiste et hilarant.
											Et cela était à son comble dans les années 30,
											car la Grande Dépression était si lugubre
											que tout ce qui permettait de s'échapper du présent en rêvant de l'avenir,
											et la technologie allait nous transporter.
									","
											My work is so personal and so strange
											that I have to invent my own lexicon for it.
											And I work a lot in what I call ""retrofuturism,""
											which is looking back to see how yesterday viewed tomorrow.
											And they're always wrong, always hilariously, optimistically wrong.
											And the peak time for that was the 30s,
											because the Depression was so dismal
											that anything to get away from the present into the future ...
											and technology was going to carry us along.
									","
											O meu trabalho
é tão pessoal e tão estranho
											que tenho de inventar
o meu próprio léxico para ele.
											E trabalhei bastante
no que chamo de retrofuturismo,
											que é olhar para trás para ver
como ontem se via o amanhã.
											Eles estão sempre errados, sempre
hilariante e otimistamente errados.
											O clímax disso foram os anos 30,
											porque a Depressão era tão sombria
											que dávamos qualquer coisa para fugir
do presente para o futuro,
											e a tecnologia ia-nos levar com ela.
									","
											İşim o kadar kişisel ve o kadar garip ki
											kendi sözlüğümü yaratmak durumunda kalıyorum.
											Ve 'retrofuturism' (geçmişçi gelecekçilik) diye adlandırdığım alanda çok çalışıyorum,
											yaptığım şey, geçmişte insanlar geleceği nasıl görüyordu diye maziyi yoklamak.
											Ve onlar her seferinde yanılıyorlar, hep inanılmaz ve iyimser bir biçimde yanılıyorlar.
											Bu hareketin tavan yaptığı yıllar 30'lardı,
											çünkü Büyük Buhran o kadar iç karartıcıydı ki,
											bizi içinde bulunduğumuz andan uzaklaştırıp, geleceğe götürecek her şey
											ve teknoloji bizi taşıyabilirdi.
									","
											Mein Werk ist so persönlich und so seltsam
											daß ich meinen eigenen Wortschatz dafür erfinden muss.
											Und ich arbeite viel in einem Gebiet, was ich ""Retro-Futurismus"" nenne;
											es ist ein Rückblick darauf wie wir uns gestern morgen vorgestellt haben.
											Und sie liegen immer falsch, immer irrsinnig komisch, optimistisch falsch.
											Der Höhepunkt davon waren die 30er,
											weil die Wirtschaftskrise so trostlos war,
											daß alles, was geeignet war, aus der Gegenwart in die Zukunft zu entfliehen
											und Technologie uns mitgerissen hat.
									","
											Mi obra es tan personal y tan extraña
											que tengo que inventar mi propio vocabulario para definirla.
											Y trabajo mucho en lo que yo llamo retrofuturismo,
											que consiste en mirar atrás para ver cómo en el pasado veían el futuro.
											Y nunca acertaban, siempre fallaban de formas divertidísimas en su optimismo.
											El apogeo de aquello fueron los años 30,
											porque la Gran Depresión fue tan deprimente
											que todo valía para huir del presente hacia el futuro,
											y la tecnología nos iba a llevar consigo.
									",What is retro-futurism?,Bruce McCall,13:01,"art,entertainment,humor,media,Best of the Web"
