es,en,fr,de,title,speaker,duration,tags
"
","
","
","
","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
											¿Quién alguna vez
											ha estado al volante
											y en realidad no debería haber conducido?
											Quizá estuvieron en el camino todo el día
											y no ven la hora de llegar a casa.
											Estaban cansados pero sentían que podían conducir unos kilómetros más.
											Quizá pensaron
											que deberían haber bebido menos
											y haber vuelto a casa.
											O quizá tenían la cabeza en otro lado.
									","
											So, how many of you have ever
											gotten behind the wheel of a car
											when you really shouldn't have been driving?
											Maybe you're out on the road for a long day,
											and you just wanted to get home.
											You were tired, but you felt you could drive a few more miles.
											Maybe you thought,
											I've had less to drink than everybody else,
											I should be the one to go home.
											Or maybe your mind was just entirely elsewhere.
									","
											Combien d'entre vous vous êtes déjà
											retrouvés au volant d'une voiture
											à un moment ou vous n'auriez vraiment pas dû conduire ?
											Vous étiez peut-être sur la route toute la journée,
											et tout ce que vous vouliez, c'était rentrer chez vous.
											Vous étiez fatigué, mais vous aviez l'impression que vous pouviez rouler pendant quelques kilomètres de plus.
											Vous pensiez peut-être,
											j'ai moins bu que tous les autres,
											c'est moi qui devrait rentrer.
											Ou peut-être que votre esprit était totalement ailleurs.
									","
											Wie viele haben sich jemals
											hinter das Steuer eines Autos gesetzt,
											obwohl man am besten nicht hätte fahren sollen.
											Vielleicht waren Sie bereits lange mit dem Auto unterwegs
											und wollten einfach nur nach Hause.
											Sie waren müde, aber meinten, dass Sie noch 
ein paar Kilometer mehr fahren können.
											Vielleicht dachten Sie,
											dass Sie weniger getrunken haben als jeder andere und
											Sie der sein sollten, der nach Hause geht.
											Oder Ihre Gedanken waren ganz woanders.
									","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
","
","
","
","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
											¿Les resulta familiar?
											Y, en esas situaciones, ¿no sería genial
											tener un botón en el tablero
											que pudiéramos presionar para que el coche volviera a casa a salvo?
											Esa ha sido la promesa del coche auto-conducido,
											del vehículo autónomo, y ha sido el sueño
											al menos desde 1939, cuando General Motors presentó
											esta idea en su stand Futurama de la Feria Mundial.
									","
											Does this sound familiar to you?
											Now, in those situations, wouldn't it be great
											if there was a button on your dashboard
											that you could push, and the car would get you home safely?
											Now, that's been the promise of the self-driving car,
											the autonomous vehicle, and it's been the dream
											since at least 1939, when General Motors showcased
											this idea at their Futurama booth at the World's Fair.
									","
											Ça vous dit quelque chose ?
											Dans ces situations, est-ce que ça ne serait pas génial
											s'il y avait un bouton sur le tableau de bord
											sur lequel appuyer pour que la voiture vous ramène à la maison en toute sécurité ?
											C'est la promesse d'une voiture qui se conduit toute seule,
											le véhicule autonome, et c'est le rêve
											depuis au moins 1939, quand General Motors a dévoilé
											cette idée à leur stand Futurama lors de l'Exposition universelle.
									","
											Kommt Ihnen das bekannt vor?
											Wäre es in solchen Situationen nicht großartig,
											wenn es einen Knopf auf dem Armaturenbrett geben würde,
											den man drücken könnte und das Auto 
würde einen sicher nach Hause bringen?
											Das war das Versprechen vom selbst-fahrenden Auto,
											dem autonomen Fahrzeug, und es war der Traum,
											mindestens seit 1939, als General Motors diese Idee
											auf ihrem ""Futurama""-Stand 
auf der Weltausstellung präsentierte.
									","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
","
","
","
","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
											Y es uno de esos sueńos
											que siempre parecen estar a 20 ańos en el futuro.
											Pero hace dos semanas ese sueńo dio un paso más
											cuando el estado de Nevada otorgó al coche auto-conducido de Google
											la primera licencia a un coche autónomo,
											sentando el precedente legal para hacer
											pruebas en los caminos de Nevada.
											California está considerando una legislación similar
											y esto aseguraría que el coche autónomo
											no es una de esas cosas válidas solo en Las Vegas.
									","
											Now, it's been one of those dreams
											that's always seemed about 20 years in the future.
											Now, two weeks ago, that dream took a step forward,
											when the state of Nevada granted Google's self-driving car
											the very first license for an autonomous vehicle,
											clearly establishing that it's legal for them
											to test it on the roads in Nevada.
											Now, California's considering similar legislation,
											and this would make sure that the autonomous car
											is not one of those things that has to stay in Vegas.
									","
											C'est un de ces rêves
											qui semble toujours pour dans une vingtaine d'années dans le futur.
											Il y a deux semaines, ce rêve a franchi une étape,
											lorsque l'État du Nevada a accordé à la voiture sans chauffeur de Google
											la première licence pour un véhicule autonome,
											établissant clairement qu'il est légal pour eux
											de le tester sur les routes du Nevada.
											La Californie envisage des lois similaires,
											et cela assurerait que la voiture autonome
											n'est pas une de ces choses qui doit rester à Vegas.
									","
											Es war einer dieser Träume,
											der immer in etwa 20 Jahren 
zu realisieren zu sein schien.
											Nun, vor zwei Wochen, machte dieser Traum 
einen Schritt nach vorne,
											als der Staat Nevada Googles selbst-fahrendem Auto
											die erste Genehmigung für ein autonomes Fahrzeug erteilte
											und klar feststellte, dass es ihnen erlaubt ist,
											es auf den Straßen von Nevada zu testen.
											Kalifornien erwägt nun ein ähnliches Gesetz
											und dies würde sicherstellen, dass das autonome Auto
											nicht eines dieser Dinge ist, das in Vegas bleiben muss.
									","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
","
","
","
","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
											(Risas)
									","
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
","
","
","
","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
											En mi laboratorio de Stanford también hemos trabajado
											en coches autónomos, pero con una pequeńa variante.
											Hemos estado construyendo coches de carreras
											que en realidad pueden llevarse al límite
											del rendimiento físico.
									","
											Now, in my lab at Stanford, we've been working on
											autonomous cars too, but with a slightly different spin
											on things. You see, we've been developing robotic race cars,
											cars that can actually push themselves to the very limits
											of physical performance.
									","
											Dans mon laboratoire à Stanford, nous travaillons aussi sur
											les voitures autonomes, mais sous un angle légèrement différent
											Vous voyez, nous mettons au point des voitures de course robotiques,
											des voitures qui peuvent effectivement se pousser elles-mêmes jusqu'aux limites
											de la performance physique.
									","
											In meinem Labor in Stanford arbeiteten wir ebenfalls
											an autonomen Autos, aber mit einem etwas anderen Ansatz.
											Wir haben nämlich Roboter-Rennwagen entwickelt.
											Autos, die sich wirklich selbst an die Grenze der
											technisch möglichen Leistung bringen können.
									","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
"
","
","
","
","The future race car — 150mph, and no driver",Chris Gerdes,10:47,"TEDx,cars,future,technology,driverless cars"
