fr,tr,de,es,title,speaker,duration,tags
"
","
","
","
",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
"
											Il y a plus de restaurants chinois dans ce pays
											que de McDonald, Burger King, Kentucky Fried Chicken et Wendy's combinés —
											il y en a 40 000 en fait.
											D'ailleurs, les restaurants chinois ont joué un rôle important
											dans l'histoire des Etats-Unis.
											La crise des missiles cubains a été résolue
											dans un restaurant chinois
											du nom de Yenching Palace à Washington, D.C.,
											qui est malheureusement fermé à présent
											et va être transformé en drugstore.
											Et la maison où John Wilkes Booth
											a préparé l'assassinat d'Abraham Lincoln
											est en fait elle aussi aujourd'hui un restaurant chinois
											appelé Wok 'n Roll, sur la H Street à Washington.
											(Rires)
											Ce n'est pas complètement gratuit
											puisque ""wok"" et ""roll"" [rouleau]
											évoquent la cuisine chinoise et la cuisine japonaise,
											dans un sens, ça marche.
											Les américains aiment tellement la cuisine chinoise
											qu'ils l'ont emportée dans l'espace.
											La NASA sert du porc à l'aigre-douce thermo-stabilisé
											aux astronautes dans les navettes spatiales
									","
											Bu ülke de çok fazla Çin restoranı var.
											McDonald'dan,Burger King,Kentucky Fried Chicken ve Wendy'nin birleşmesine —
											Yaklaşık 40,000
											Amerika'nın tarihinde Çin restoranları önemli rol oynar.
											Nitekim
											Küba'nın füze krizi çözüldü.
											bir Çin restoranında
											Washington, D.C. içinde Yenching Sarayı olarak adlandırılan
											Bu saray ne yazık ki şu an kapalı.
											ve Walgreens'e çevrilmesi hakkında
											o evi John Wilkes Booth
											Abraham Lincoln'e suikast planlanmış
											Gerçekten şimdi bir çin lokantası
											Washington'da H Caddesi üzerinde Wok 'n Roll, diye anılır.
											—-
											tam olarak nedensiz değil,
											çünkü Wok and roll —
											Çin ve Japon yemekleri,
											bu nedenle bu türü keşfeder.
											Ve Amerikalılar onların Çin yemeklerini çok fazla sevdi.
											aslında uzaya onlar getirdiler.
											örnek olarak NASA termal stabilize edilmiş ekşi ve tatlı domuz şeklinde servis verir
											onun kendi servis menüsünde astronotlar için
									","
											Es gibt mehr chinesische Restaurants in diesem Land
											als McDonald's-, Burger King-, Kentucky Fried Chicken- und Wendy's-Filialen zusammengenommen —
											40.000 um genau zu sein.
											Chinesische Restaurants haben tatsächlich eine wichtige Rolle in der
											amerikanischen Geschichte gespielt.
											Die Kubakrise wurde
											in einem chinesischen Restaurant
											namens ""Yenching Palace"" in Washington, D.C. gelöst,
											welches inzwischen unglücklicherweise geschlossen ist
											und kurz davor ist, in ein Walgreen's umgewandelt zu werden.
											Und das Haus, in dem John Wilkes Booth
											das Attentat auf Abraham Lincoln plante,
											ist heute auch ein chinesisches Restaurant
											namens Wok 'n Roll in der H Street in Washington.
											(Gelächter)
											Und es ist nicht vollkommen grundlos,
											denn Wok und Rolle —
											chinesisches Essen und japanisches Essen,
											also klappt das schon.
											Und Amerikaner lieben ihr chinesisches Essen so sehr,
											dass sie es sogar in den Weltraum gebracht haben.
											Die NASA zum Beispiel serviert thermo-stabilisiertes süß-sauer Schweinefleisch
											auf ihrem Shuttle-Menü für ihre Astronauten.
									","
											Hay más restaurantes chinos en este país
											que McDonald's, Burger King, Kentucky Fried Chichen, y Wendy's, combinados:
											40.000, en realidad.
											Los restaurantes chinos, de hecho, han jugado un papel importante
											en la historia estadounidense.
											La crisis de los misiles de Cuba se resolvió
											en un restaurante chino
											llamado Yenching Palace en Washington, D.C.,
											que desafortunadamente está cerrado ahora,
											y a punto de convertirse en [una tienda] Walgreen's. Y la casa
											donde John Wilkes Booth
											planeó el asesinato de Abraham Lincoln
											es ahora también un restaurante chino
											llamado Wok 'n Roll, en la calle H en Washington.
											(Risas)
											Y no es del todo infundado,
											porque wok y roll [rollo]...
											comida china y japonesa,
											de modo que parece funcionar.
											Y a los estadounidenses les encantaba tanto su comida china
											que de hecho la llevaron al espacio.
											La NASA, por ejemplo, sirve cerdo agridulce termo-estabilizado
											en el menú del transbordador para sus astronautas.
									",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
"
","
","
","
",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
"
											Alors permettez-moi de vous poser la question :
											Si la tarte aux pommes est le plat auquel l'Amérique s'identifie
											demandez-vous
											mangez-vous plus souvent de la tarte aux pommes
											ou de la cuisine chinoise ? Vous voyez ?
											(Rires)
											Et si on y réfléchit,
											parmi les plats qui dans votre esprit,
											et dans l'esprit des américains, sont chinois
											beaucoup sont à peine reconnaissables par les Chinois.
											par exemple le boeuf au brocoli, les rouleaux de printemps, le poulet du Général Tso,
											les biscuits chinois, le chop suey, les boîtes de vente à emporter.
											Par exemple, j'ai rapporté un stock de biscuits chinois en Chine,
											et je les ai donnés à des Chinois pour voir comment ils réagiraient.
											Qu'est-ce que c'est ?
											Je goûte ?
											Goûtez !
											Comment ça s'appelle ?
											Un biscuit chinois.
											Il y a un bout de papier à l'intérieur !
											(Rires)
											Qu'est-ce que c'est ?
											Vous avez gagné un prix !
											Qu'est-ce que c'est ?
											C'est une prédiction !
											C'est bon !
									","
											Bu yüzden bana soru sorabilirsiniz :
											Eğer bizim benchmarkımız Amerikalılar için elmalı turta ise ,
											sizin kendinize sormanız gerekir,
											ne sıklıkla elmalı turta yiyorsunuz .
											buna karşı ne sıklıkla Çin yemekleri yiyorsunuz.Doğru mu ?
											—-
											ve bunu düşünmek bile,
											aklınıza çok fazla yiyecek türü
											ya da biz Amerikalıla'rın Çin yemeklerini düşündüğü gibi düşünürüz.
											ancak Çince tanınabilir
											örneğin: brokoli, yumurta rulo, General Tso's Tavuk eti,
											şans kurabiyelerini chop suey paketlerinden çıkarın.
											Örneğin ,ben Çin'den geri döndüğümde bir sürü şans kurabiyesi aldım.
											Çinlilerin nasıl tepki vereceğini görmek için onlara verdim.
											Bu nedir ?
											Bunu denemem gerekir mi ?
											Dene !
											Ne çağrıştırır ?
											Şans kurabiyesi .
											İçinde bir tane kağıt parçası var!
											—-
											Bu nedir ?
											Sen bir ödül kazandın !
											Bu nedir ?
											Bu bir şans!
											Lezzetli !
									","
											Also, lassen Sie mich Ihnen die Frage stellen:
											Wenn der Maßstab für ""Amerikanischheit"" der Apfelkuchen ist,
											fragen Sie sich selbst,
											wie oft essen Sie Apfelkuchen,
											im Gegensatz dazu, wie oft Sie chinesisch essen. Alles klar?
											(Gelächter)
											Und wenn Sie darüber nachdenken,
											sind einige Essen, von denen Sie
											oder wir oder Amerikaner denken, es seien chinesisches Essen,
											für Chinesen kaum als diese zu erkennen,
											zum Beispiel: Rindfleisch mit Brokkoli, Frühlingsrollen, Genral Tsos Hühnchen,
											Glückskekse, Chop Suey, die Kisten für Essen zum Mitnehmen.
											Zum Beispiel habe ich einen ganzen Haufen Glückskekse zurück nach China mitgenommen
											und gab sie Chinesen, um zu sehen, wie sie reagieren würden.
											Was ist das?
											Soll ich es probieren?
											Probiere es!
											Wie nennt man das?
											Glückskeks.
											Da ist ein Stück Papier drin!
											(Gelächter)
											Was ist das?
											Du hast einen Preis gewonnen!
											Was ist das?
											Das ist eine Schicksalsvorhersage!
											Lecker!
									","
											Así que, permítanme presentarles la pregunta:
											Si nuestra referencia para la condición de estadounidenses es el pastel de manzana,
											deberían preguntarse ustedes mismos:
											¿qué tan seguido comen pastel de manzana,
											frente a qué tan seguido comen comida china? ¿Cierto?
											(Risas)
											Y si piensan en ello,
											mucha de la comida que ustedes piensan,
											o que nosotros pensamos, o que los estadounidenses piensan es comida china
											es apenas reconocible para los chinos,
											por ejemplo: carne con brócoli, rollos de huevo, el pollo del General Tso,
											galletas de la fortuna, chop suey, las cajas para llevar.
											Por ejemplo, llevé algunas galletas de la fortuna de vuelta a China,
											se las di a los chinos para ver cómo reaccionaban.
											¿Qué es esto?
											¿Debería probarlo?
											¡Pruébelo!
											¿Cómo se llama?
											Galleta de la fortuna.
											¡Hay un papel adentro!
											(Risas)
											¿Qué es esto?
											¡Ganaste un premio!
											¿Qué es esto?
											¡Es una frase de la fortuna!
											¡Delicioso!
									",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
"
","
","
","
",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
"
											Alors, d'où viennent-ils ?
											Pour faire court, ils viennent en fait du Japon.
											Et à Kyoto, en dehors de la ville,
											il y a encore des petites boulangeries familiales
											qui fabriquent des biscuits chinois
											comme ils le faisaient il y a plus de 100 ans,
											30 ans avant l'introduction des biscuits chinois aux Etats-Unis.
											Si vous les mettez côte à côte,
											il y en a des jaunes et des bruns.
											Les leurs sont parfumés au miso et à la pâte de sésame,
											ils ne sont pas aussi sucrés que notre version.
											Comment sont-ils arrivés aux Etats-Unis ?
											Pour faire court : les immigrés japonais sont venus,
											et parmi eux des boulangers les ont introduits —
											dont au moins un à Los Angeles
											et un ici à San Francisco
											qui s'appelle Benkyo-do et qui est à l'intersection de Sutter et Buchanan.
											A l'époque
											ils faisaient des biscuits chinois avec le même genre de moules
											que ce qu'on a vu à Kyoto.
									","
											yani onlar nereden gelmektedir ?
											kısa cevap olarak ; genellikle Japonya'dan gelmektedir.
											ve Kyoto da; dışında,
											küçük aile işletmesi fırınlar hala var.
											burda şans kurabiyeleri yapılır.
											onların 100 yıl önce yaptığı gibi,
											30 yıl önce şans kurabiyeleri Amerika Birleşik Devletletleri'ne sunuldu.
											Eğer siz onları yan yana görmek isterseniz,
											sarı ve kahverengi var.
											Aslında onlara miso ve susam dökülerek çeşitlendirilir,
											bu nedenle bizim sürüm kadar tatlı değil.
											peki onlar nasıl Amerika Birleşik Devletlerine geldi ?
											Peki,kısa cevap,Japon göçmenler geldi,
											ve bir grup fırıncılar onları tanıttı —
											Los Angeles'ta en az bir tane içerir,
											ve San Francisco 'da da bir tane
											Benkyo-do denilen ve Sutter ve Bunchanan'ın köşesinde olduğu
											Aslında onlar sonra geri döndü
											Çok sert gibi görünen şans kurabiyeleri yaptılar
											Biz Kyoto'ya döndüğümüzde gördük.
									","
											Wo kommen sie also her?
											Die kurze Antwort ist, in Wirklichkeit sind sie aus Japan.
											Und in Kyoto, außerhalb,
											gibt es immer noch kleine familienbetriebene Bäckereien,
											die Glückskekse herstellen,
											wie sie es schon vor über 100 Jahren taten,
											30 Jahre bevor Glückskekse in den Vereinigten Staaten eingeführt wurden.
											Wenn man sie nebeneinander sieht,
											gibt es gelb und braun.
											Die der Japaner sind eigentlich mit Miso- und Sesampastengeschmack,
											also sind sie nicht so süß wie unsere Version.
											Wie kamen sie also in die Vereinigten Staaten?
											Die kurze Antwort ist, die japanischen Immigranten kamen herüber,
											und ein Haufen Bäcker führten sie ein —
											inklusive mindestens einem in Los Angeles,
											und einem hier in San Fransisco
											namens ""Benkyo-do"", der auf der Kreuzung von Sutter und Buchanan liegt.
											Tatsächlich stellten sie damals
											Glückskekse mit ziemlich ähnlichen Arten von Eisenformen her
											wie die, die wir zurück in Kyoto gesehen haben.
									","
											Así que, ¿de dónde son?
											La respuesta corta es, de hecho, son de Japón.
											Y en Kyoto, en las afueras,
											aún hay pequeñas panaderías familiares
											que hacen galletas de la fortuna,
											tal como las hacían hace más de 100 años,
											30 años antes de que trajeran las galletas de la fortuna a los Estados Unidos.
											Y si las vemos lado a lado,
											unas son amarillas y otras marrón.
											Las de ellos están de hecho saboreadas con pasta de miso y ajonjolí,
											así que no son tan dulces como nuestra versión.
											Entonces, ¿cómo llegaron a los Estados Unidos?
											Bueno, la respuesta corta es, los inmigrantes japoneses vinieron,
											y unos cuantos panaderos las trajeron,
											incluyendo al menos uno en Los Ángeles,
											y uno aquí en San Francisco
											llamado Benkyo-do, que está en la esquina de Sutter y Buchaman.
											En esos tiempos, de hecho,
											ellos hacían galletas de la fortuna usando planchas muy similares
											a las que vimos en Kyoto.
									",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
"
","
","
","
",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
"
											Il est intéressant de se demander,
											comment passe-t-on d'un biscuit japonais
											à un biscuit chinois ?
											Pour faire court :
											on a enfermé tous les Japonais pendant la deuxième guerre mondiale,
											y compris ceux qui faisaient des biscuits,
											et c'est à ce moment-là que les Chinois sont arrivés :
											il ont vu une opportunité commerciale et ont pris la place.
											(Rires)
											Donc les biscuits chinois :
											inventés par les Japonais,
											diffusés par les Chinois,
											mais au bout du compte consommés par les Américains.
											Ils sont plus américains qu'autre chose.
									","
											yani ilginç bir soru ,
											Siz gittiğinizde Japonca nasıl şans kurabiyesi isteyeceksiniz
											Çince olması için ?
											Peki,kısa bir cevap.
											Biz tüm kilitleri 2.Dünya savaşı sırasında,
											Bu şans kurabiyelerini yapanlar dahil olmak üzere,
											Böylece Çin hareket zamanı:
											bu tür bir pazar fırsatı gördü ve devraldı.
											—-
											Bu yüzden ,şans kurabiyeleri:
											Japonlar tarafından bulunan,
											Çin tarafından yaygınlaştırılan,
											Fakat sonuç olarak Amerika'lılar tarafından tüketilen
											Onlar herşeyden daha Amerikalı.
									","
											Die interessante Frage ist also,
											wie kommt man von Glückskeksen, die etwas japanisches sind,
											zu etwas, das chinesisch ist?
											Die kurze Antwort ist,
											wir haben alle Japaner während des zweiten Weltkrieges eingesperrt,
											inklusive denen, die Glückskekse hergestellt haben,
											so dass zur Zeit, als die Chinesen einzogen,
											sie eine Art Absatzmöglichkeit sahen und übernahmen.
											(Gelächter)
											Glückskekse also:
											erfunden von den Japanern,
											bekannt gemacht durch die Chinesen,
											aber letztendlich von Amerikanern konsumiert.
											Sie sind überwiegend amerikanisch.
									","
											Entonces, la pregunta interesante es:
											¿cómo las galletas de la fortuna, siendo algo japonés,
											pasaron a ser algo chino?
											Bueno, la respuesta corta es,
											encerramos a todos los japoneses durante la Segunda Guerra Mundial,
											incluidos aquellos que hacían galletas de la fortuna, así que
											ese fue el momento
											cuando los chinos entraron: como que vieron una oportunidad de mercado y la tomaron.
											(Risas)
											Entonces, galletas de la fortuna:
											inventadas por los japoneses,
											popularizadas por los chinos,
											pero finalmente consumidas por estadounidenses.
											Son más estadounidenses que cualquier otra cosa.
									",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
"
","
","
","
",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
"
											Et l'un de mes plats préférés
											le poulet du Général Tso
											qui, à l'Académie navale américaine
											s'appelle le poulet de l'Amiral Tso.
											J'adore ce plat.
											A l'origine, le titre de mon livre était
											La Longue Marche du Général Tso,
											et il a en effet beaucoup marché,
											parce que c'est sucré, c'est frit, et c'est du poulet
											toutes choses que les Américains adorent.
											(Rires)
											Il a tellement marché
											que le chef qui est à l'origine de ce plat
											ne le reconnait plus ; il est un peu horrifié.
											Il est à Taiwan actuellement.
											Il est à la retraite, il est sourd, et il joue beaucoup au mah-jong.
											Après que je lui ai montré,
											il s'est levé
											et il a dit, ""Mominqimiao""
											ce qui veut dire ""C'est n'importe quoi.""
											et il a recommencé à jouer au mah-jong.
									","
											Benim favori yemeklerimden bir dğeri :
											Amiral Tso's tavuğu—
											bu arada ABD Deniz Akademisi
											Amiral Tso's tavuğu der.
											Ben bu yemeği seviyorum.
											Aslında kitabımda orjinal adı söylendi.
											General Tso ve Uzun Mart,
											ve o gerçketen çok uzak yerden uygun adım yürüdü,
											çünkü o tatlı,kızartılmış ve o bir tavuk.
											Bütün bunları Amerika'lılar seviyor.
											—-
											Aslında şimdiye kadar uygun adım yürüdü,
											Şef orjinal yemeğini buldu.
											tanınmadığı için bi tür dehşete kapıldılar.
											o şimd Taiwan 'da.
											O emekli, sağır ve çok fazla Çin dominosu oynuyor.
											yani, ona bundan sonrasını ben gösterdim.
											o ayağa kalktı,
											ve o hoşlandı, 'Mominqimiao'
											' Bu tamamiyle saçmalıktır' anlamına gelir.
											ve geri gider öğleden sonra Çin dominosu oynamak için,
									","
											Noch eines meiner Lieblingsgerichte:
											General Tsos Hühnchen —
											welches, ganz nebenbei, in der Akademie der US Navy,
											als Admiral Tsos Hühnchen bekannt ist.
											Ich liebe dieses Gericht.
											Der ursprüngliche Titel meines Buchen nannte sich eigentlich
											""Der Lange Marsch des General Tso""
											und er ist in der tat sehr weit marschiert,
											denn er ist süß, er ist frittiert, und er ist Hühnchen —
											alles Dinge, die Amerikaner lieben.
											(Gelächter)
											Er ist sogar so weit marschiert,
											dass der Koch, der das Gericht ursprünglich erfunden hatte,
											es nicht wiedererkennt; er ist ziemlich entsetzt.
											Er ist zur Zeit in Taiwan.
											Er ist im Ruhestand, gehörlos und spielt eine Menge Mahjong.
											Nachdem ich ihm das gezeigt hatte,
											stand er auf,
											und sagt: ""Mominqimiao"",
											was bedeutet: ""Das ist alles Quatsch"",
											und geht zurück, um sein Mahjong Spiel während des Nachmittags zu spielen.
									","
											Otro de mis platos favoritos:
											Pollo del General Tso,
											el cual, por cierto, en la Academia Naval de los EEUU
											es llamado Pollo del Almirante Tso.
											Me encanta este plato.
											El nombre original en mi libro era realmente llamado
											La Larga Marcha del General Tso,
											y él ha marchado verdaderamente muy lejos,
											porque es dulce, es frito, y es pollo...
											todas las cosas que aman los estadounidenses.
											(Risas)
											Ha marchado tan lejos que incluso
											el chef que originalmente inventó el plato
											no lo reconoce; está como horrorizado.
											Él está en Taiwán ahora mismo.
											Está retirado, sordo, y juega bastante ""Mahjong"".
											Después de mostrarle [el plato],
											él se levantó,
											y dice: ""Mominchimiao"",
											que significa: ""Esto es un disparate"",
											y va de vuelta a jugar su Mahjong durante la tarde.
									",The hunt for General Tso,Jennifer 8. Lee,16:38,"business,culture,exploration,food,global issues,history,Best of the Web"
