pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
"
											Eric Berlow: Sou ecologista, e o Sean é físico,
											e dedicamo-nos ambos ao estudo de sistemas complexos.
											Encontrámo-nos há uns anos e descobrimos
											que ambos tínhamos dado uma palestra TED
											sobre a ecologia da guerra
											e percebemos que estávamos ligados
											pelas ideias que já partilhávamos antes de nos conhecermos.
											E depois pensámos nos milhares
											de outras palestras, especialmente as TED,
											que vão aparecendo em todo o mundo.
											Que ligações existirão entre elas,
											como será essa conversa global?
											O Sean vai contar-vos um pouco do que fizemos.
									","
											Eric Berlow: Ben çevrebilimciyim, Sean da fizikçi.
											ikimiz de karmaşık ağlar üzerine çalışıyoruz.
											Birkaç sene önce ikimiz de savaş ekolojisi
											üzerine kısa birer TED konuşması yaptığımız
											zaman tanıştık.
											Tanışmadan önce paylaştığımız ortak fikirler aracılığıyla
											bağlantılı olduğumuzun farkına vardık.
											Daha sonra, sizin de bildiğiniz gibi, dünyanın her tarafında yapılan,
											özellikle TEDx Konuşmaları başta olmak üzere binlerce
											konuşma var diye düşündük.
											Bu konuşmalar birbirleriyle nasıl bağlantılı oluyor ve
											bu küresel konuşma neye benziyor?
											İşte Sean şimdi size bunu nasıl yaptığımızdan biraz bahsedecek.
									","
											Eric Berlow: I'm an ecologist, and Sean's a physicist,
											and we both study complex networks.
											And we met a couple years ago when we discovered
											that we had both given a short TED Talk
											about the ecology of war,
											and we realized that we were connected
											by the ideas we shared before we ever met.
											And then we thought, you know, there are thousands
											of other talks out there, especially TEDx Talks,
											that are popping up all over the world.
											How are they connected,
											and what does that global conversation look like?
											So Sean's going to tell you a little bit about how we did that.
									","
											Eric Berlow : Je suis écologiste,
Sean est physicien,
											et nous étudions les réseaux complexes.
											Nous nous sommes rencontrés 
il y a quelques années, après avoir découvert
											que nous avions tous deux
indépendamment parlé
											de l'écologie de guerre
dans des conférences TED,
											et nous avons réalisé
que nous étions reliés
											par les idées que nous partagions
avant même de nous rencontrer.
											Nous nous sommes dit : 
il y a des milliers
											d'autres conférences, 
notamment les TEDx,
											qui pullulent partout dans le monde.
											Comment sont-elles liées ?
											À quoi ressemble 
cette conversation mondiale ?
											Sean va donc vous décrire comment 
nous avons répondu à ces interrogations.
									","
											Eric Berlow: Ich bin Ökologe
und Sean ist ein Physiker
											und wir erforschen beide komplexe Netzwerke.
											Vor ein paar Jahren trafen wir uns,
als wir herausfanden,
											dass wir beide einen kurzen TED-Talk
											über die Ökologie des Krieges gehalten hatten
											und bemerkten, dass wir durch unsere 
gemeinsamen Ideen verbunden waren,
											bevor wir uns überhaupt getroffen hatten.
											Wir dachten uns, es gibt tausende
											anderer Vorträge, besonders TEDx-Talks,
											die auf der ganzen Welt aus dem Boden sprießen.
											Wie sind sie vernetzt
											und wie schaut dieser globale Dialog aus?
											Sean wird Ihnen also etwas darüber erzählen,
wie wir das gemacht haben.
									",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
"
","
","
","
","
",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
"
											Sean Gourley: Exato. 
Portanto, pegámos em 24 000 palestras TED
											de todo o mundo, de 147 países,
											e o que queríamos era descobrir
											as estruturas matemáticas subjacentes
											às ideias nelas contidas.
											O que queríamos era ver de que forma
											elas se relacionavam entre si.
									","
											Sean Gourley: Kesinlikle. Dünyanın her yerinden 147 farklı ülkeden
											24.000 TEDx Konuşmasını aldık.
											Bu konuşmaları ele aldık, çünkü bunların
											altında yatan matematiksel yapıları
											bulmak istiyorduk.
											Bu konuşmaların birbiriyle nasıl ilintili olduğunu
											görebilmek için bunu yapmak istiyorduk.
									","
											Sean Gourley: Exactly. So we took 24,000 TEDx Talks
											from around the world, 147 different countries,
											and we took these talks and we wanted to find
											the mathematical structures that underly
											the ideas behind them.
											And we wanted to do that so we could see how
											they connected with each other.
									","
											Sean Gourley : Nous avons pris 
24 000 conférences TEDx
											venant du monde entier : 147 pays.
											Nous avons pris ces conférences
											et nous voulions trouver
les structures mathématiques
											qui exprimaient les idées
qu'elles contenaient.
											Nous voulions voir
de quelle manière ces idées
											étaient connectées entre elles.
									","
											Sean Gourley: Genau.
Wir haben also 24.000 TEDx-Talks
											aus aller Welt genommen, 147 verschiedene Länder,
											wir haben diese Vorträge genommen und wollten
											die mathematischen Strukturen herausfinden,
											die den dazugehörigen Ideen zugrunde liegen.
											Wir wollten das tun, um zu erkennen,
											wie sie miteinander verbunden sind.
									",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
"
","
","
","
","
",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
"
											Claro que, para fazer isso,
											são necessários imensos dados.
											Ora os dados estão numa coisa fantástica 
chamada YouTube,
											e basicamente pode ir-se lá e
											tirar toda essa informação aberta,
											todos os comentários, os visitantes, quem vê o quê,
											onde se encontra e o que diz nos comentários.
											Mas também podemos usar tradução direta 
do discurso oral para texto
											e obter a transcrição integral,
											o que resulta bem até para pessoas com sotaques 
meio esquisitos como eu.
											Portanto, podemos pegar nas transcrições
											e fazer uma série de coisas giras.
											Podemos usar algoritmos de processamento 
de linguagem
											para fazer uma espécie de leitura por computador, 
linha a linha,
											e extrair conceitos-chave.
											E depois pegamos nesses conceitos, 
e eles formam uma espécie
											de estrutura matemática de uma ideia.
											A isso chamamos um meme-ome.
											E sabem, o meme-ome não passa
											da matemática subjacente a uma ideia,
											e com ele podemos fazer algumas análises 
bastante interessantes,
											e é isso que vou partilhar convosco agora.
									","
											Tabii ki bu tarz şeyler yapacaksanız
											bir sürü veriye ihtiyacınız var.
											Elinizdeki veri ise YouTube denen muhteşem şey.
											Bilgisayarın başına oturup temel olarak YouTube'daki tüm
											yorumlara, görüntülemelere, kimin izlediğine,
											nerede izlediğine, ne yorum yaptığına dair
											tüm açık bilgileri çekebiliyoruz.
											Ama tabii ki konuşmadan yazıya aktarımla çeviriyi kullanarak
											tümünü yazıya dökebiliyoruz.
											Bu benim gibi komik aksanı olan insanlar için bile işe yarayabiliyor.
											Sonra yazı dökümünü alabiliyoruz,
											aslında baya havalı şeyler yapıyoruz.
											Doğal lisan işleme algoritmaları ile,
											- baştan sona, satır satır okuma yapabilen bir tür bilgisayar -
											anahtar kavramları ortaya çıkarıyoruz.
											Aldığımız bu anahtar kavramlar
											bir fikrin matematiksel yapısını oluşturuyor.
											Buna meme-ome diyoruz.
											Basitçe, bildiğiniz meme-ome
											bir fikrin altında yatan matematiğe denir
											ve bunlar ile ilginç bazı çözümlemeler yapabiliyoruz.
											Şimdi sizinle bunları paylaşmak istiyorum.
									","
											And so, of course, if you're going to do this kind of stuff,
											you need a lot of data.
											So the data that you've got is a great thing called YouTube,
											and we can go down and basically pull
											all the open information from YouTube,
											all the comments, all the views, who's watching it,
											where are they watching it, what are they saying in the comments.
											But we can also pull up, using speech-to-text translation,
											we can pull the entire transcript,
											and that works even for people with kind of funny accents like myself.
											So we can take their transcript
											and actually do some pretty cool things.
											We can take natural language processing algorithms
											to kind of read through with a computer, line by line,
											extracting key concepts from this.
											And we take those key concepts and they sort of form
											this mathematical structure of an idea.
											And we call that the meme-ome.
											And the meme-ome, you know, quite simply,
											is the mathematics that underlies an idea,
											and we can do some pretty interesting analysis with it,
											which I want to share with you now.
									","
											Bien sûr, pour pouvoir réaliser
ce genre de chose,
											il faut beaucoup de données.
											Les données, on les trouve sur un engin génial
qui s'appelle YouTube,
											et on peut exploiter
toutes les informations qui s'y trouvent :
											tous les commentaires,
le nombre de vues,
											savoir qui regarde les vidéos
d'où elles sont regardées,
											et ce qu'il est dit 
dans les commentaires.
											Mais on peut aussi analyser
tous les textes de conférences
											en utilisant les transcriptions,
											et ça marche aussi pour les gens
qui ont un accent bizarre comme moi !
											Ainsi, on peut prendre le texte
											et faire des trucs plutôt chouette.
											On peut utiliser des algorithmes
de traitement du langage naturel
											pour qu'un ordinateur « lise » les données, 
ligne par ligne,
											pour en extraire les concepts-clés.
											Puis on prend ces concepts-clés, 
qui en fait representent
											une idée sous forme
de structure mathématique.
											On appelle ça un « mème-ome ».
											Ce « mème-ome », 
pour faire simple,
											désigne l'interprétation 
mathématique d'une idée,
											et on peut faire des analyses
très intéressantes avec ça,
											et j'aimerais les partager
avec vous aujourd'hui.
									","
											Wenn man solche Dinge machen möchte,
											braucht man große Datenmengen.
											Die vorhanden Daten ist 
dieses tolle Ding namens YouTube.
											Wir können im Grunde in die Tiefe gehen und
											alle freien Inhalte aus YouTube beziehen,
											alle Kommentare, alle Besuche,
wer sie ansieht,
											wo sie sie ansehen und was 
in den Kommentaren gesagt wird.
											Mithilfe von Sprache-Text-Übertragung
											können wir aber auch 
die ganze Abschrift heranziehen,
											und das funktioniert selbst bei Leuten 
mit etwas komischem Akzent, wie mir.
											Wir können also ihre Abschriften erfassen
											und einige ziemlich tolle Sachen damit machen.
											Durch Algorithmen zur Verarbeitung 
von natürlicher Sprache
											können wir mit einem Computer 
Zeile für Zeile durchlesen
											und die wesentlichen Konzepte herausarbeiten.
											Diese Konzepte bilden gemeinsam
											diese mathematische Struktur einer Idee.
											Und das nennen wir das Meme-Ome.
											Das Meme-Ome ist ganz einfach
											die Mathematik, die einer Idee zugrunde liegt
											und damit lassen sich ziemlich 
interesante Analysen durchführen,
											die ich nun mit Ihnen teilen möchte.
									",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
"
","
","
","
","
",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
"
											Então, cada ideia tem o seu meme-ome
											e nisso cada ideia é única,
											mas claro que as ideias pedem emprestado 
umas às outras,
											às vezes como que roubam umas às outras
											e sem dúvida que se constroem 
umas a partir das outras.
											Assim, podemos extrair o meme-ome 
matematicamente
											de uma palestra
											e compará-lo com os meme-omes de todas as outras
											e, se houver similaridades entre eles,
											podemos criar uma ligação e representá-la 
num gráfico,
											tal como eu e o Eric estamos interligados.
									","
											Her fikir için bir meme-ome vardır ve bu
											her fikrin kendine özgüdür.
											Ama, tabii ki, fikirler birbirinden ödünç alırlar.
											Hatta bazen çalarlar bile.
											Ama kesin olarak birbiri üzerine inşa edilirler
											ve biz bunu matematiksel olarak inceleyebiliriz.
											Mesela, bir konuşmadan bir meme-ome alıp
											onu diğer tüm konuşmalardaki meme-ome'larla karşılaştırabiliriz.
											Eğer ikisi arasında bir benzerlik varsa,
											arada bir bağlantı oluşturabilir ve bunu da bir grafik olarak gösterebiliriz.
											tıpkı Eric ve benim kurduğumuz bağlantı gibi.
									","
											So each idea has its own meme-ome,
											and each idea is unique with that,
											but of course, ideas, they borrow from each other,
											they kind of steal sometimes,
											and they certainly build on each other,
											and we can go through mathematically
											and take the meme-ome from one talk
											and compare it to the meme-ome from every other talk,
											and if there's a similarity between the two of them,
											we can create a link and represent that as a graph,
											just like Eric and I are connected.
									","
											Donc chaque idée
a son propre « mème-ome »,
											chaque idée est unique,
											mais bien sûr, les idées,
s'inspirent les unes des autres
											parfois même elles puisent
les unes des autres,
											et puis elles s'appuient évidement
les unes sur les autres.
											Ainsi, on peut faire
une analyse mathématique,
											prendre le « mème-ome »
d'une conférence
											et le comparer aux « mème-ome »
de toutes les autres conférences,
											et s'il y a une similarité
avec une autre conférence,
											on peut créer un lien
et illustrer ça sur un graphique,
											et c'est sur ce même principe
qu'Eric et moi sommes reliés.
									","
											Jede Idee hat also ihr Meme-Ome
											und damit ist jede Idee einzigartig,
											aber natürlich leihen sie sich voneinander,
											manchmal klauen sie gewissermaßen
											und sicherlich bauen sie aufeinander auf.
											Wir können sie mathematisch durchlaufen
											und das Meme-One eines Vortrages
											mit dem jedes anderen Vortrages vergleichen
											und wenn zwischen zweien eine Ähnlichkeit besteht,
											können wir einen Querverweis schaffen 
und diesen als Graphen darstellen,
											genauso wie Eric und ich verbunden sind.
									",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
"
","
","
","
","
",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
"
											Isto é a teoria, ótimo.
											Agora vamos ver como funciona na prática.
											Portanto, o que temos aqui é a pegada global
											de todas as palestras TED dos útimos quatro anos
											a explodirem por todo o mundo
											de Nova Iorque à pequena Nova Zelândia 
ali no canto.
											O que fizemos foi analisar 25% 
das palestras de topo
											e começámos a verificar onde ocorriam as ligações,
											onde é que se ligavam umas às outras.
											A palestra de Cameron Russell sobre 
a imagem e a beleza
											tinha ligações em toda a Europa.
											Depois, havia uma outra conversa bem maior 
acerca de Israel e da Palestina
											que irradiava desde o Médio Oriente.
											E obtivemos algo mais lato,
											uma espécie de grande conjunto de dados com uma verdadeira pegada global,
											evocando uma conversa
											que se está a estabelecer em todo o lado.
									","
											Yani teori bu ve müthiş bir şey.
											Pratikte nasıl işlediğine bir bakalım.
											Burada, elimizde şuan New York'dan
											ta Yeni Zellanda'ya kadar son dört yılda
											dünyanın her yerinde yapılan
											TEDx Konuşmalarının iz düşümleri var.
											Yaptığımız şey, bunların en iyi yüzde 25'ini çözümlemek,
											bağlantıların nerelerde olduğunu ve
											birbirleriyle nasıl ilişkilendirildiklerini anlamaya başlamak oldu.
											Görüntü ve güzellik hakkında konuşan Cameron Russell
											Avrupa'dan bağlanmış.
											Filistin ve İsrail hakkında Ortadoğu'dan gelen
											daha büyük bir konuşmamız da var.
											Elimizde biraz daha büyük,
											her yerde yapılan bir konuşmanın
											gerçek anlamda küresel bir ayak izini anımsatmış
											olan bir konuşma var.
									","
											So that's theory, that's great.
											Let's see how it works in actual practice.
											So what we've got here now is the global footprint
											of all the TEDx Talks over the last four years
											exploding out around the world
											from New York all the way down to little old New Zealand in the corner.
											And what we did on this is we analyzed the top 25 percent of these,
											and we started to see where the connections occurred,
											where they connected with each other.
											Cameron Russell talking about image and beauty
											connected over into Europe.
											We've got a bigger conversation about Israel and Palestine
											radiating outwards from the Middle East.
											And we've got something a little broader
											like big data with a truly global footprint
											reminiscent of a conversation
											that is happening everywhere.
									","
											C'est la théorie, c'est formidable.
											Voyons comment ça marche en pratique.
											Donc ici, nous avons l'empreinte mondiale
											de toutes les conférences TEDx
											des 4 dernières années
											de New York jusqu'à la Nouvelle-Zélande 
en bas à droite.
											Nous avons donc analysé
le top de 25 % des conférences,
											et nous avons commencé
à chercher où étaient les connections,
											où elles se connectaient entre elles.
											Cameron Russell 
qui parle d'image et de beauté
											est connecté à l'Europe.
											Nous avons une conversation plus étendue 
sur l'Israël et la Palestine
											rayonnant vers l'extérieur
à partir du Moyen-Orient.
											Et nous avons quelque chose
d'un peu plus large
											comme les données volumineuses
avec une empreinte véritablement mondiale
											qui évoque une conversation
											qui se passe partout dans le monde.
									","
											Das ist also die Theorie, das ist großartig.
											Lassen Sie uns betrachten,
wie das in der Praxis aussieht.
											Das hier ist der globale Fußabdruck
											aller TEDx-Talks der letzten 4 Jahre,
											die auf der ganzen Welt entstehen,
											von New York bis zum kleinen Neuseeland 
hier in der Ecke.
											Wir haben hier die oberen 25% analysiert
											und begannen zu sehen, 
wo die Verbindungen entstanden,
											wo sie miteinander verbunden waren.
											Cameron Russell, 
die über Image und Schönheit spricht,
											verbindet nach Europa.
											Wie haben eine größere Unterhaltung
über Israel und Palästina,
											die von Mittleren Osten ausgeht.
											Und wir haben etwas allgemeineres,
											wie Big Data, mit einem wirklich 
globalen Fußabdruck,
											der von einem Dialog zeugt,
											der überall passiert.
									",Mapping ideas worth spreading,Eric Berlow and Sean Gourley,7:55,"TED Fellows,algorithm,complexity,data,technology"
