en,fr,es,title,speaker,duration,tags
"
","
","
",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
"
											This is my favorite protest shirt.
											It says, ""Protect your people.""
											We made it in the basement
of our community center.
											I've worn it at rallies,
											at protests and marches,
											at candlelight vigils
											with families who have lost loved ones
to police violence.
											I've seen how this ethic
of community organizing
											has been able to change
arresting practices,
											hold individual officers accountable
											and allow families
to feel strong and supported
											in the darkest moments of their lives.
									","
											C'est mon t-shirt
de manifestation préféré.
											Il y est écrit : « Protège les tiens ».
											Nous l'avons créé dans le sous-sol
de notre centre communautaire.
											Je l'ai porté à des rassemblements,
											à des manifestations et à des marches,
											à des veillées aux chandelles
											avec des familles ayant perdu des proches
											à cause de la violence policière.
											J'ai vu comment cette éthique
d'organisation communautaire
											a pu changer les pratiques d'arrestation,
											tenir pour responsable
des agents de police
											et permettre à des familles
de se sentir fortes et soutenues
											dans les moments
les plus sombres de leur vie.
									","
											Esta es mi camiseta favorita
para las protestas.
											Dice: ""Protege a tu gente"".
											La hicimos en el sótano
de nuestro centro comunitario.
											La he llevado en manifestaciones,
en protestas y marchas,
											en vigilias con familias que han perdido
seres queridos por la violencia policial.
											He visto cómo esta ética 
de organización comunitaria
											ha logrado cambiar
las prácticas de detención,
											exigiendo responsabilidades a los policías
											y permitiendo a las familias sentirse
empoderadas y apoyadas
											en los peores momentos de sus vidas.
									",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
"
","
","
",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
"
											But when a family would come to our center
											and say, ""My loved one
got arrested, what can we do?""
											we didn't know how to translate
											the power of community organizing
that we saw on the streets
											into the courts.
											We figured we're not lawyers,
											and so that's not our arena
to make change.
											And so despite our belief
in collective action,
											we would allow people that we cared about
											to go to court alone.
											Nine out of ten times —
and this is true nationally —
											they couldn't afford their own attorney,
											and so they'd have a public defender,
who is doing heroic work,
											but was often under-resourced
											and stretched bare with too many cases.
											They would face prosecutors
aiming for high conviction rates,
											mandatory minimum sentences
											and racial bias baked
into every stage of the process.
									","
											Mais quand une famille
venait dans notre centre et disait :
											« Un proche a été arrêté,
que pouvons-nous faire ? »
											nous ignorions comment traduire
											la force de l'organisation communautaire
que nous observions dans la rue
											dans les tribunaux.
											Nous pensions que, n'étant pas avocats,
											ce n'était pas notre arène
pour conduire un changement.
											Malgré notre foi dans l'action collective,
											nous laissions des gens
auxquels nous tenions
											aller seuls au tribunal.
											Neuf fois sur dix —
cela est vrai à l'échelle nationale —
											ils ne pouvaient pas se payer d'avocat
											et avaient un avocat commis d'office
réalisant un travail héroïque,
											mais manquant de ressources
											et jonglant avec de trop
nombreux dossiers.
											Ils étaient confrontés à des procureurs
visant un taux élevé de condamnation,
											des peines minimales obligatoires
											et des préjugés raciaux intégrés
à chaque étape du processus.
									","
											Pero cuando una familia
venía a nuestro centro
											y decía: ""Mi pareja ha sido
arrestada, ¿qué podemos hacer?"",
											no sabíamos cómo traducir el poder
de la organización comunitaria
											que veíamos en las calles
a los tribunales.
											Entendimos que no somos abogados,
											ese no es nuestro terreno
para generar cambios.
											Así que a pesar de nuestra fe
en la acción colectiva,
											permitíamos a personas
importantes para nosotros
											ir solas a los tribunales.
											Nueve de cada diez veces —y esto
es cierto a nivel nacional—,
											no podían pagar su propio abogado,
											tenían un abogado de oficio,
que hace un trabajo heroico,
											pero estaba frecuentemente
falto de recursos
											y ocupado con demasiados casos.
											Enfrentaban fiscales que competían
por elevados índices de condena,
											condenas mínimas obligatorias
											y sesgos raciales intrínsecos
a cada estadio del proceso.
									",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
"
","
","
",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
"
											And so, facing those odds,
											stripped away from the power of community,
											unsure how to navigate the courts,
											over 90 percent of people that face
a criminal charge in this country
											will take a plea deal.
											Meaning, they'll never have
their fabled day in court
											that we talk about
in television shows and in movies.
											And this is the untold part of the story
of mass incarceration in America —
											how we became
the largest jailer in the world.
											Over two million people
currently incarcerated in this country.
											And projections that say
											one out of three black men
will see the inside of a prison cell
											at some point in their life
on this trajectory.
									","
											Face à ces obstacles,
											dépouillés de la force de la communauté,
											ne sachant pas trop comment
se comporter au tribunal,
											plus de 90% des gens faisant l'objet
de poursuites pénales dans ce pays
											accepteront un arrangement.
											Ils n'auront jamais
leur jour légendaire au tribunal
											dont nous parlons
dans les séries et les films.
											C'est ce que les gens ignorent
sur l'incarcération de masse en Amérique
											et comment nous sommes devenus
la plus grande prison du monde.
											Plus de deux millions de personnes
actuellement incarcérées dans ce pays.
											Les prévisions disent
											qu'un homme noir sur trois
verra l'intérieur d'une cellule de prison
											un jour dans sa vie
si l'on continue sur cette trajectoire.
									","
											Ante tales adversidades,
despojados del poder comunitario,
											inseguros sobre cómo
conducirse en los tribunales,
											más del 90 % de las personas que
enfrentan cargos criminales en este país
											aceptará un acuerdo con la fiscalía.
											Nunca tendrán el fabuloso
día en los tribunales
											que vemos en series 
de televisión y películas.
											Y esta es la historia no contada
del encarcelamiento masivo en EE. UU.:
											cómo nos convertimos en 
el mayor carcelero del mundo.
											Más de dos millones de personas están 
actualmente encarceladas en este país.
											Y los pronósticos auguran
											que uno de cada tres hombres negros
verá el interior de una celda de presión
											en algún momento de su vida de seguir así.
									",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
"
","
","
",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
"
											But we have a solution.
											We decided to be irreverent to this idea
											that only lawyers can impact the courts.
											And to penetrate the judicial system
											with the power, intellect and ingenuity
of community organizing.
											We call the approach
""participatory defense.""
											It's a methodology
for families and communities
											whose loved ones are facing charges,
											and how they could impact
the outcome of those cases
											and transform the landscape
of power in the courts.
									","
											Mais nous avons une solution.
											Nous avons décidé
de ne pas respecter cette idée
											selon laquelle seuls les avocats
peuvent influencer les tribunaux.
											Et de nous introduire
dans le système judiciaire
											grâce à la force, l'intellect, l'ingénuité
de l'organisation communautaire.
											Nous appelons l'approche
« la défense participative ».
											C'est une méthodologie
pour les familles et communautés
											dont les proches
font l'objet de poursuites
											et comment influencer
le sort de ces affaires
											et transformer le rapport
de force dans les tribunaux.
									","
											Pero disponemos de una solución.
											Decidimos ser irreverentes ante la idea
											de que sólo los abogados pueden
influir en los tribunales.
											Decidimos penetrar en el sistema judicial

											con el poder, el intelecto y el ingenio
de la organización comunitaria.
											Llamamos a este enfoque
""defensa participativa"".
											Es una metodología 
para familias y comunidades
											cuyos seres queridos
se enfrentan a acusaciones,
											aborda cómo pueden influir
en la resolución de los casos
											y transformar la dinámica
de poder en los tribunales.
									",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
"
","
","
",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
"
											How it works is,
											families whose loved ones
are facing criminal charges
											will come to a weekly meeting,
											and it's half support group,
											half strategic planning session.
											And they'll build a community
											out of what otherwise would be
an isolating and lonely experience.
											And they'll sit in a circle,
											and write the names
of their loved ones on a board,
											who they're there to support.
											And collectively,
											the group will find out ways
to tangibly and tactfully
											impact the outcome of that case.
											They'll review police reports
to find out inconsistencies;
											they'll find areas that require
											more investigation
by the defense attorney;
											and they'll go to court with each other,
											for the emotional support
											but also so that the judge knows
that the person standing before them
											is part of a larger community
											that is invested in their
well-being and success.
									","
											Cela fonctionne ainsi :
											les familles dont des proches
font l'objet de poursuites
											assistent à une réunion hebdomadaire
											et c'est à la fois un groupe de soutien
											et une session
de planification stratégique.
											Elles créeront une communauté
											à partir de ce qui serait autrement
une expérience solitaire et isolante.
											Elles s’assoient en cercle
											et écrivent le nom
de leur proche sur un tableau,
											celui pour qui elles sont là.
											Collectivement,
											le groupe trouvera des moyens
d'influencer le sort de cette affaire
											de façon tangible et diplomatique.
											Elles relisent les rapports de police
pour trouver des incohérences,
											elles trouvent des domaines
											nécessitant une enquête plus approfondie
de l'avocat de la défense
											et elles vont ensemble au tribunal,
											pour le soutien émotionnel
											mais aussi pour que le juge sache
que la personne se tenant devant lui
											fait partie d'une communauté plus large
											qui est investie
dans son bien-être et sa réussite.
									","
											El funcionamiento es el siguiente.
											Las familias cuyos seres queridos
enfrentan cargos criminales
											vendrán a una reunión semanal,
											dividida en grupos de apoyo
y planificación estratégica.
											Construirán una comunidad
de lo que de otro modo hubiera sido
											una experiencia de alienación y soledad.
											Se sentarán en círculo y escribirán
los nombres de los seres queridos
											que han venido a apoyar
en una pizarra.
											Colectivamente, el grupo hallará
modos tangibles y diplomáticos
											de influir en la resolución del caso.
											Revisarán informes policiales
para descubrir inconsistencias;
											encontrarán áreas que
requieren de más investigación
											por parte del abogado de la defensa;
											e irán a los tribunales juntos,
para brindarse apoyo emocional,
											pero también para que el juez sepa
que la persona que tiene delante
											es parte de una comunidad más grande,
involucrada en su bienestar y su éxito.
									",Community-powered criminal justice reform,Raj Jayadev,12:54,"criminal justice,community,activism,social change,law,crime,TEDx,justice system"
