pt,tr,fr,title,speaker,duration,tags
"
","
","
",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
"
											Se há algum poder no ""design"",
											é o poder da síntese.
											Quanto mais complexo o problema,
											maior a necessidade de simplicidade.
											Permitam-me que partilhe três casos
											em que tentámos aplicar
o poder de síntese do ""design"".
											[Caso 1: Cidades]
									","
											Eğer tasarımın bir gücü varsa,
											o sentezin gücüdür.
											Sorun karmaşıklaştıkça,
											basitliğe daha çok ihtiyaç duyulur.
									","
											Si le design possède un seul pouvoir,
											c'est le pouvoir de synthèse.
											Plus un problème est complexe,
											plus il a besoin de simplicité.
											Alors, permettez-moi
de partager trois exemples
											dans lesquels nous
avons essayé d'appliquer
											le pouvoir de synthèse
du design architectural.
									",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
"
","
","
",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
"
											Vamos começar pelo desafio global
da urbanização.
											É um facto que as pessoas
estão a mudar-se para as cidades
											e apesar de ser contra-intuitivo,
é uma boa notícia.
											Está provado que as pessoas
vivem melhor em cidades.
											Mas há um problema a que eu chamo
											a ameaça ""3C"":
											EsCala, veloCidade e esCassez de meios
											com os quais teremos de responder
a este fenómeno
											sem precedência em toda a história.
											Para terem uma ideia,
											dos três mil milhões de pessoas
que vivem actualmente em cidades,
											mil milhões estão abaixo
do limiar da pobreza.
											Em 2030, dos cinco mil milhões
											que estarão a viver em cidades,
											dois mil milhões estarão
abaixo do limiar da pobreza.

											Isto significa que teremos de construir
											uma cidade para um milhão de pessoas
por semana,
											com 10 mil dólares por família,
											durante os próximos 15 anos.
											Uma cidade para um milhão de pessoas
											com 10 mil dólares por família.
											Se não resolvermos esta equação,
											não vão deixar de vir para as cidades.
											Virão de qualquer forma,
											mas vão viver em bairros de lata,
em favelas
											e em alojamentos informais.
									","
											Tasarımın sentez gücünü
											uygulamaya çalıştığımız üç durumu
											paylaşmama izin verin.
									","
											Commençons par le défi mondial
de l'urbanisation.
											C'est un fait que les gens
se déplacent vers les villes.
											Et même si cela semble paradoxal,
c'est une bonne nouvelle.
											Il a été montré que les gens
se sentent mieux dans les villes.
											Mais il y a un probleme que j'appellerais
											la menace TRI :
											la taille, la rapidité
et l'insuffisance des moyens
											avec lesquels nous devrons
répondre à ce phénomène
											n'a aucun précédent dans l'histoire.
											Pour vous donner une idée,
											sur 3 milliards de personnes 
habitant en ville aujourd'hui,
											1 milliard vit sous le seuil
de pauvreté.
											D'ici 2030, sur 5 milliards de personnes
qui vivront dans les villes,
											2 milliards vivront
sous le seuil de pauvreté.
											Ça signifie qu'il faudra construire
											une ville d'un million d'habitants
chaque semaine
											avec 10 000 dollars par famille
											pendant les 15 prochaines années.
											Une ville d'un million d'habitants
chaque semaine
											avec 10 000 dollars par famille.
											Ne pas résoudre cette équation n'empêchera
pas les gens de venir dans les villes.
											Ils viendront de toute façon,
											mais ils vivront dans des bidonvilles,
des favelas et des logements de fortune.
									",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
"
","
","
",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
"
											Então, o que fazer?
											Pode surgir uma resposta
nas próprias favelas e bairros de lata.
											Poderíamos obter uma pista

											nesta pergunta 
que nos foi feita há 10 anos.
											Pediram-nos para alojar 100 famílias
											que tinham estado a ocupar ilegalmente
											meio hectare no centro da cidade 
de Iquique, no norte do Chile,
											usando um subsídio de 10 mil dólares
											com o qual tínhamos de comprar o terreno,
											providenciar a infra-estrutura
											e construir casas que,
no melhor dos casos,
											teriam cerca de 40 metros quadrados.
											E, já agora, disseram:
											""O custo do terreno,
											""como é no centro da cidade,
											""é três vezes mais
											""do que o que o alojamento social
costuma conseguir pagar"".
											Devido à dificuldade da questão,
											decidimos incluir as famílias
											no processo de entendimento
das restrições.
											Começámos um processo
de ""design"" participativo
											e a testar o que estava disponível
no mercado.
											Casas isoladas
poderiam alojar 30 famílias.
											Casas geminadas, 60 famílias.
											[""100 famílias""]
											A única forma de as alojar a todas
era construir em altura.
											Mas ameaçaram-nos 
começar uma guerra de fome
											se nos atrevêssemos a fazê-lo como solução,
											porque não podiam fazer
com que os minúsculos apartamentos
											se expandissem.
											Então, a conclusão a que chegámos
com as famílias,
											— e não a nossa conclusão —
											é que tínhamos um problema.
											Tínhamos de inovar.
									","
											Küresel şehirleşme sorunuyla başlayalım.
											İnsanların şehirlere doğru 
taşındığı bir gerçek
											ve bu genel kanının aksine iyi bir haber.
											İnsanların şehirlerde daha iyi durumda 
olduklarını gösteren kanıtlar var.
											Ancak ""3S"" tehditi adını verdiğim
											bir problem var:
											Ölçek, hız ve imkânların kıtlığı;
											tarihte daha önce görülmeyen
											bu olguya karşılık vermemiz gerekiyor.
											Bir fikriniz olması için,
											bugün şehirlerde yaşayan 
üç milyar insanın
											bir milyarı yoksulluk 
sınırının altındadır.
											2030'da şehirlerde yaşayacak
											beş milyar insandan
											iki milyarı yoksulluk 
sınırının altında olacak.
											Bunun anlamı, gelecek 15 yıl boyunca
											aile başına 10.000 dolarla,
											her hafta bir milyon insanlık bir şehir
											inşa etmemiz gerektiği.
											Aile başına 10.000 dolarla,
											her hafta bir milyon insanlık bir şehir.
											Eğer bu denklemi çözmezsek,
											insanlar şehirlere gelmeyi 
bırakacak değiller.
											Yine de gelecekler,
											ancak gecekondularda, favelalarda 
ve kanunsuz yerleşimlerde
											yaşayacaklar.
									","
											Alors, que faire ?
											Eh bien, la réponse pourrait venir
des favelas et des bidonvilles eux-mêmes.
											Un indice se trouve peut-être
dans cette question posée il y a dix ans.
											On nous a demandé de loger 100 familles
											qui occupaient illégalement
											un demi-hectare dans le centre ville
d'Iquique, dans le nord du Chili,
											utilisant 10 000 dollars 
de subvention,
											avec lesquels nous avions dû
acheter les terrains,
											fournir l'infrastructure,
											et construire les maisons qui,
dans le meilleur des cas,
											feraient environ 40 mètres carrés.
											Et, au fait, disaient-ils,
											le coût des terrains,
											comme c'est au centre ville,
											est trois fois plus élevé
											que le coût normal d'un habitat social.
											À cause de la difficulté de la question,
											nous avons décidé d'inclure les familles
											dans le processus menant à comprendre
ces contraintes,
											et nous avons mis en route
un projet de groupe dans lequel
											nous avons testé ce qui était 
disponible sur le marché.
											Avec des maisons individuelles,
											30 familles pouvaient être logées.
											Avec des maisons mitoyennes,
60 familles.
											La seule façon de loger
les 100 familles
											c'était de construire en hauteur,
											mais ils nous ont menacés
											de faire la grève de la faim
											si nous osions seulement proposer
une telle solution,
											car ils ne pourraient pas agrandir
leurs appartements minuscules.
											Alors la conclusion avec les familles -
											et c'est important,
ce n'est pas la nôtre -
											était qu'on avait un problème.
											Il fallait que nous innovions.
									",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
"
","
","
",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
"
											Então, o que é que fizemos?
											Bem, uma família de classe média
											vive razoavelmente bem
											com 80 metros quadrados
											mas, quando não há dinheiro,
											o que o mercado faz
											é reduzir o tamanho da casa
											a 40 metros quadrados.
											O que dissemos foi:
									","
											O zaman ne yapmalı? Belki de cevap
											favela ve gecekonduların 
kendisinden gelecek.
											Bize 10 sene önce sorulan bu soruda
											bir ipucu olabilir.
											Şili'nin kuzeyindeki Iquique şehir
											merkezinde yarım hektarlık alanda
											yasadışı olarak oturan 100 aileyi,
											10.000 dolar devlet desteğini kullanarak
											arsayı almak, altyapıyı sağlamak
											ve en iyi ihtimalle 40 metrekare
											civarında olacak evler
											inşa etmek suretiyle
											yerleştirmemiz istendi.
											Bu arada şehrin merkezinde olduğu için
											arsanın maliyetinin
											normalde sosyal konutların olması
											gereken maliyetinden üç kat fazla
											olduğunu söylediler.
											Sorunun zorluğu yüzünden,
											kısıtları anlamak üzere sürece
											aileleri de dâhil etmeye karar verdik
											ve katılımcı tasarım sürecini başlattık,
											oradaki pazarda ne mevcutsa
onu test ettik.
											Bağımsız evler ile
											30 aile yerleştirilebilirdi.
											Sıra evler ile, 60 aile.
											[""100 aile""]
Onları yerleştirmenin tek yolu ise
											yükseklik olarak inşa etmekti,
											onlarsa bizi bunu çözüm olarak
											getirmeye kalkışırsak dahi
											açlık grevine gitmekle
											tehdit ettiler,
											çünkü küçük daireleri
											genişletemeyeceklerdi.
											Sonuç olarak ailelerle beraber,
											ki bu önemli, bizim kararımız değil,
											ailelerle beraber alınan karar 
bir sorunumuz olduğuydu.
											Yenilik yapmak zorundaydık.
									","
											Alors, qu'avons-nous fait ?
											Une famille de classe moyenne vit
relativement bien dans environ 80 m²,
											mais quand il n'y a pas d'argent,
											ce que le marché fait,
											c'est réduire la taille
de la maison à 40 m².
											Ce que nous avons dit,
											et si,
											au lieu de voir les 40 m²
comme une petite maison,
											nous les considérions
comme la moitié d'une grande ?
											Quand on reformule le problème
											comme la moitié d'une grande maison
au lieu d'une petite,
											la question principale est :
quelle moitié fait-on ?
											Et nous avons pensé que nous devions
faire avec l'argent de l’État
											la moitié que les familles ne pourront
pas faire individuellement.
											Nous avons identifié
5 conditions de conception
											qui appartenaient à la moitié « dure »,
											et nous sommes retournés vers les familles
pour faire 2 choses :
											unir les forces et répartir les tâches.
											Notre concept était quelque chose
											entre un immeuble et une maison.
											En tant qu'immeuble, il rentabiliserait
											le terrain coûteux et bien situé,
											et en tant que maison,
il serait extensible.
											Si, au cours du processus
de non-expulsion
											vers la périphérie,
tout en ayant une maison,
											les familles gardaient
leur réseau social et leur travail,
											nous savions que cette extension
commencerait tout de suite.
											Donc, nous sommes passés
de ce logement social initial
											à une unité pour la classe moyenne
finie par les familles elles-mêmes
											en quelques semaines.
									",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
"
","
","
",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
"
											E se...
											em vez de pensar em 40 metros quadrados
											como uma casa pequena,
											porque não a consideramos
											metade de uma casa boa?
											Quando se reformula o problema
											como metade de uma casa boa
											em vez de uma casa pequena,
											a principal pergunta é:
											""Que metade fazemos?""
											Achámos que tínhamos de fazer
com dinheiros públicos
											a metade que as famílias 
não conseguem fazer individualmente.
											Identificámos cinco condições de ""design""
											que pertenciam à metade principal
de uma casa,
											e voltámos a falar com as famílias
para fazer duas coisas:
											juntar forças e dividir tarefas.
											O nosso ""design"" estava um pouco
entre um edifício e uma casa.
											Enquanto edifício, podia aproveitar
											um terreno caro e bem localizado
											e, enquanto casa, podia expandir-se.
											Se, no processo de não serem expulsos
para a periferia
											enquanto conseguiam uma casa,
											as famílias mantivessem a sua rede
e os seus empregos,
											sabíamos que a expansão
iria começar de imediato.
											Então, fomos da unidade inicial
de alojamento social
											para uma unidade de classe média
conseguida pelas próprias famílias
											ao fim de algumas semanas.
									","
											O zaman ne yaptık?
											Orta sınıf bir aile
											yaklaşık 80 metrekarede
											oldukça rahat yaşar.
											Ancak para yokken,
											pazarın yaptığı şey
											evin büyüklüğünü
											40 metrekareye düşürmektir.
											Söylediğimiz şey şuydu,
											40 metrekareyi
											küçük bir ev
											olarak düşünmek yerine,
											neden iyi bir evin yarısı
											olarak düşünmüyoruz?
											Sorunu küçük bir ev yerine
											iyi bir evin yarısı olarak
											ifade ettiğinizde,
											kilit soru hangi yarısının 
yapılacağı olur.
											Biz de devletin parasıyla, 
ailelerin tek başlarına
											yapamayacakları yarısını yapmamız 
gerektiğini düşündük.
											Evin zor olan yarısına dair
											beş tane tasarım durumu belirledik
											ve iki şeyi yapmak üzere 
ailelere geri döndük:
											Güçleri birleştirmek ve işleri bölüşmek.
											Tasarımımız bina ile ev arasında
											bir şeydi.
											Bir bina olarak, pahalı ve iyi bir
											konumda bulunan arsayı ödeyebilir
											ve bir ev olarak genişleyebilirdi.
											Eğer evi aldıkları sırada
											çevrenin dışına itilmezlerse,
											aileler ağlarını ve işlerini korursa,
											genişlemenin hemen 
başlayacağını biliyorduk.
											Sonuçta birkaç hafta içinde, ilk baştaki
											sosyal konutlardan aileler 
tarafından yapılan
											orta sınıf ünitelere doğru gittik.
									","
											Ce fut notre premier projet
											à Iquique, il y a 10 ans.
											Ceci est notre dernier projet au Chili.
											Les modèles sont différents
											mais le principe est le même :
											vous fournissez le cadre,
											et à partir de là, les familles
prennent le relai.
									",My architectural philosophy? Bring the community into the process,Alejandro Aravena,15:49,"architecture,cities,design,infrastructure"
