en,pt,tr,de,title,speaker,duration,tags
"
","
","
","
",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
"
											When I opened Mott Hall
Bridges Academy in 2010,
											my goal was simple:
											open a school to close a prison.
											Now to some, this was an audacious goal,
											because our school is located
in the Brownsville section of Brooklyn —
											one of the most underserved
and violent neighborhoods
											in all of New York City.
											Like many urban schools
with high poverty rates,
											we face numerous challenges,
											like finding teachers who can empathize
											with the complexities
of a disadvantaged community,
											lack of funding for technology,
											low parental involvement
											and neighborhood gangs that recruit
children as early as fourth grade.
									","
											Quando abri a Academia
Mott Hall Bridges em 2010,
											o meu objetivo era simples.
											Abrir uma escola para fechar uma prisão.
											Para muita gente,
era um objetivo arrojado,
											porque a nossa escola está situada
na secção Brownsville de Brooklyn
											— um dos bairros mais 
negligenciado e violento
											em toda a cidade de Nova Iorque.
											Tal como muitas escolas citadinas
com altas taxas de pobreza,
											enfrentamos inúmeros problemas,
											como encontrar professores
que sejam solidários
											com as complexidades
duma comunidade desfavorecida,
											com a falta de financiamento
para as tecnologias,
											com um fraco envolvimento dos pais
											e com gangues do bairro que recrutam
crianças logo a partir do 4.º ano.
									","
											2010 yılında Mott Hall Bridges 
Akademisi'ni açtığımda
											hedefim basitti:
											Bir hapishaneyi kapatmak için
bir okul açmak.
											Tabii bazıları için bu, cesur bir hedefti,
											çünkü okulumuz,
New York'ta en az hizmet alan
											ve en fazla şiddet yaşanan mahallelerden
biri olan Brooklyn'in Brownsville

											kesiminde bulunuyor.
											Yoksulluk oranının yüksek olduğu birçok
şehir okulu gibi
											biz de birçok zorlukla karşılaşıyoruz.
											Mesela, dezavantajlı bir toplumun 
karmaşasını anlayabilen
											öğretmenler bulmak gibi.
											Teknoloji için bütçe bulamamak gibi,
											düşük ebeveyn katılımı
											ve dördüncü sınıftaki küçükleri bile 
üye yapan mahalle çeteleri gibi.
									","
											Als ich 2010 die Mott Hall 
Bridges Academy eröffnete,
											hatte ich ein einfaches Ziel:
											Eine Schule eröffnen,
um ein Gefängnis zu schließen.
											Manch einer glaubte, 
dies sei ein sehr gewagtes Ziel,
											da die Schule im Stadtteil
Brownsville in Brooklyn liegt,
											eine der unterversorgtesten und
gewaltsamsten Gegenden in New York City.
											Genau wie viele andere städtische Schulen 
mit hohen Armutsraten
											müssen auch wir uns
vielen Schwierigkeiten stellen,
											z. B. Lehrer finden, die bereit sind,
											sich in eine komplexe
benachteiligte Gemeinschaft einzufühlen,
											und mangelnde Gelder für
technische Ausstattung,
											geringes elterliches Engagement
											und Banden, die Kinder schon
ab der 4. Klasse anwerben, in Kauf nehmen.
									",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
"
","
","
","
",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
"
											So here I was,
											the founding principal of a middle school
that was a district public school,
											and I only had 45 kids to start.
											Thirty percent of them had special needs.
											Eighty-six percent of them
were below grade level
											in English and in math.
											And 100 percent were living
below the poverty level.
									","
											E eu ali estava
											a diretora fundadora duma escola EB2,
uma escola pública do distrito
											e só tinha 45 miúdos para começar.
											Um terço dos miúdos
tinha necessidades especiais.
											Oitenta e seis por cento estavam
abaixo do seu nível escolar
											em inglês e em matemática.
											Cem por cento viviam abaixo
do limiar da pobreza.
									","
											İşte buradayım,
											bir bölge orta okulunun kurucu müdürü
											ve başlayacak sadece 45 çocuğum vardı.
											Yüzde 30'unun özel eğitime ihtiyacı vardı.
											Yüzde 86'sı
											İngilizce ve Matematik'te 
sınıf seviyesinin altındaydı.
											Ve yüzde 100'ü, fakirlik seviyesinin
altında yaşıyordu.
									","
											Hier stand ich also,
											als Gründerin und Direktorin
einer öffentlichen Schule
											und startete mit nur 45 Schülern,
											von denen 30 Prozent
besondere Bedürfnisse hatten.
											86 Prozent von ihnen hatten
in Englisch und Mathe
											für ihre Klassenstufe
unzureichende Kenntnisse.
											100 Prozent lebten
unterhalb der Armutsgrenze.
									",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
"
","
","
","
",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
"
											If our children are not in our classrooms,
											how will they learn?
											And if they're not learning,
											where would they end up?
									","
											Se as nossas crianças 
não andarem na escola,
											como é que vão aprender?
											Se não aprenderem,
											onde irão parar?
									","
											Eğer çocuklarımız sınıflarımızda 
değillerse,
											nasıl öğrenecekler?
											Ve eğer öğrenmezlerse,
											sonları ne olacak?
									","
											Wenn unsere Schüler nicht
im Unterricht sind,
											wie sollen sie dann lernen?
											Und was soll aus ihnen werden,
											wenn sie nicht lernen?
									",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
"
","
","
","
",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
"
											It was evident when I would
ask my 13-year-old,
											""Young man,
											where do you see yourself in five years?""
									","
											Isso foi evidente quando 
perguntei a um rapaz de 13 anos:
											""Meu menino,
											""onde é que te vês daqui a cinco anos?""
									","
											13 yaşındaki öğrencime
soru sorunca bu aşikârdı.
											""Genç adam,
											beş yıl içinde kendini nerede görüyorsun?""
diye sorduğumda,
									","
											Es wurde deutlich, als ich
einen 13-Jährigen fragte:
											""Junger Mann,
											wo siehst du dich in fünf Jahren?""
									",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
"
","
","
","
",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
"
											And his response:
											""I don't know if I'm gonna
live that long.""
									","
											A resposta dele foi:
											""Não sei se vou viver tanto tempo"".
									","
											cevabı:
											""O kadar süre yaşayıp yaşamayacağımı
bilmiyorum"" olmuştu.
									","
											Seine Antwort:
											""Ich weiß nicht, ob ich
so lange leben werde.""
									",Why open a school? To close a prison,Nadia Lopez,7:10,"children,community,compassion,future,education,motivation,identity,New York,teaching,social change,violence,society,personal growth,urban"
