en,tr,title,speaker,duration,tags
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
											Most of you can probably relate
to what I'm feeling right now.
											My heart is racing in my chest.
											My palms are a little bit clammy.
											I'm sweating.
											And my breath is a little bit shallow.
											Now, these familiar sensations
are obviously the result
											of standing up
in front of a thousand of you
											and giving a talk
that might be streamed online
											to perhaps a million more.
											But the physical sensations
I'm experiencing right now
											are actually the result of a much more
basic mind-body mechanism.
											My nervous system is sending
a flood of hormones
											like cortisol and adrenaline
into my bloodstream.
											It's a very old and very necessary
response that sends blood and oxygen
											to the organs and muscles
that I might need
											to respond quickly to a potential threat.
									","
											Bir cogunuz ne hissettigimle
muhtemelen ilgilisinizdir.
											Kalbim kut kut atiyor.
											Avuc iclerim biraz islak.
											Terliyorum.
											Ve nefesim kesilmek uzere.
											Simdi, bu bilinen hisler acik ki
siz binlerin onunde ayakta
											durmanin ve belki milyonlara ulasacak

											internette de gezebilecek
											bir konusma vermenin sonucudur.
											Ama suan deneyim ettigim fiziksel
hisler aslinda
											daha cok temel zihin-vucut mekanizmasinin
sonucudur.
											Sinir sistemim kortizol ve adrenalin gibi
hormanlari
											kan dolasimima gonderiyor.
											Bu olası bir tehdide karşı
kaslara ve organlara oksijen
											ve kan pompalayan
											oldukça ilkel ve önemli bir tepki.
									",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
											But there's a problem with this response,
											and that is, it can get over-activated.
											If I face these kinds of stressors
on a daily basis,
											particularly over an extended
period of time,
											my system can get overloaded.
											So basically, if this response
happens infrequently: super-necessary
											for my well-being and survival.
											But if it happens too much,
											it can actually make me sick.
									","
											Ama bu tepkiyle alakalı bir sorun var,
											şöyle ki: tepki gereğinden 
fazla verilebiliyor.
											Eğer böylesi stres kaynakları ile
özellikle sık sık
											günlük yaşamda karşılaşırsam
											sistem gereğinden fazla çalışıyor.
											Yani basitçe, bu tepki eğer nadiren,
aşırı gerektiği zamanlarda ortaya çıkarsa
											iyi olmam ve yaşamımı 
sürdürmem için faydalı.
											Ama eğer çok sık olursa,
											beni hasta edebilir.
									",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
											There's a growing body of research
examining the relationship
											between chronic stress and illness.
											Things like heart disease and even cancer
											are being shown to have
a relationship to stress.
											And that's because, over time,
too much activation from stress
											can interfere with my body's processes
that keep me healthy.
									","
											Kronik stres ve hastalık 
arasındaki ilişkiyi inceleyen
											giderek artan
çalışmalar var.
											Kalp krizi gibi şeyler,
hatta kanser bile
											stres ile bir ilişkisi 
olduğunu gösteriyor.
											Ve işte bu yüzden,
stres yüzünden aşırı çalıştığı için
											vücudumu sağlıklı tutan 
süreçlere müdahil olabilir.
									",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
											Now, let's imagine for a moment
that I was pregnant.
											What might this kind of stress,
											particularly over the length
of my pregnancy,
											what kind of impact might that have
											on the health of my developing fetus?
											You probably won't be surprised
when I tell you
											that this kind of stress
during pregnancy is not good.
											It can even cause the body
to initiate labor too early,
											because in a basic sense,
the stress communicates
											that the womb is no longer
a safe place for the child.
											Stress during pregnancy is linked
with things like high blood pressure
											and low infant birth weight,
											and it can begin a cascade
of health challenges
											that make birth much more dangerous
											for both parent and child.
									","
											Şimdi, bir süreliğine benim hamile 
olduğumu düşünelim.
											Böylesi bir stresin

											özellikle hamileliliğim boyunca
											gelişen fetüsün sağlığı üzerinde
											ne gibi etkileri olacaktır?
											Böylesi bir stresin 
hamilelik süresince
											olumsuz etkileri olduğunu söylesem
muhemelen şaşırmazsınız.
											Erken doğum sancısı
çekmenize bile neden olabilir
											çünkü temel olarak, 
stres rahmin
											artık çocuk için güvenli bir
yer olmadığını telkin edecektir.
											Hamilelik sürecinde stres; 
yüksek tansiyon gibi şeylerle,
											yenidoğanlarda düşük kilolara ve
											doğumu hem anne hem çocuk için
											daha tehlikeli kılacak
											sağlık sorunları
silsileleriyle bağlantılıdır.
									",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
											Now of course stress,
particularly in our modern lifestyle,
											is a somewhat universal experience, right?
											Maybe you've never stood up
to give a TED Talk,
											but you've faced a big
presentation at work,
											a sudden job loss,
											a big test,
											a heated conflict
with a family member or friend.
											But it turns out that the kind
of stress we experience
											and whether we're able to stay
in a relaxed state long enough
											to keep our bodies working properly
											depends a lot on who we are.
											There's also a growing body of research
											showing that people who experience
more discrimination
											are more likely to have poor health.
											Even the threat of discrimination,
											like worrying you might be stopped
by police while driving your car,
											can have a negative impact on your health.
											Harvard Professor Dr. David Williams,
											the person who pioneered
the tools that have proven these linkages,
											says that the more marginalized
groups in our society
											experience more discrimination
and more impacts on their health.
									","
											Tabi ki, stress özellikle
modern yaşamımızda
											oldukça sık rastlanılan bir durum,
değil mi?
											Belki hiç TED konferansı vermediniz ama,
											büyük bir sunum yapmak zorunda kaldınız;
											ani iş kayıplarıyla,
											büyük sınavlarla karşılaştınız,
ailenizden birileriyle ya da
											bir arkadaşınızla hummalı 
bir tartışma içerisine girdiniz.
											Ve ortaya şöyle bir şey çıkıyor ki:
yaşadığımız stresi türü ve rahatlamış
											bir durumda kalabilmek için vücudumuzun
											düzenli çalışması aşırı derecede 

											kim olduğumuza bağlı.
											Ayrıca, giderek artan 
çalışmalar gösteriyor ki
											ayrımcılık yaşayan insanların
											sağlık sorunları yaşaması daha muhtemel.
											Ayrımcılığın tehdidinin bile,
											aracınızda seyir halindeyken polis 
tarafından durdurulmanız gibi,
											sağlığınıza olumsuz etkileri olabilir.
											Bu tür araştırmalara öncülük 
edip bu bağlantıları ispat eden
											Harvard Profesör'ü 
Dr. David William'a göre
											toplumumuzda marjinalleşen 
gruplar daha fazla ayrımcılıkla
											karşılaşıyor ve bu durum sağlık 
durumlarını olumsuz etkiliyor.
									",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
											I've been interested in these issues
for over a decade.
											I became interested in maternal health
											when a failed premed trajectory
instead sent me down a path
											looking for other ways
to help pregnant people.
											I became a doula,
											a lay person trained to provide support
											to people during pregnancy and childbirth.
											And because I'm Latina
and a Spanish speaker,
											in my first volunteer doula gig
at a public hospital in North Carolina,
											I saw clearly how race and class
impacted the experiences
											of the women that I supported.
									","
											On yıldan fazla bir süredir
bu sıkıntılarla ilgiliyim.
											Tıp hazırlıkta kalınca not ortalamam
											hamile kadınlara yardım edebilmem 
için farklı yönlere yönelmemi sağladı
											ve doğum önce sağlıkla 
ilgilenmeye başladım.
											Bir doula (doğum koçu) oldum,
											yani insanlara hamilelik 
ve doğum sırasında
											destek sağlayan kişi.
											Latin olduğumdan ve ana dilimin
İspanyolca olmasından dolayı
											ilk gönüllü olarak doula'lık yaptığım yer 
Kuzey Carolina'daki bir devlet hastanesiydi
											ve yardımcı olduğum kişilerin
ırksal ve sınıfsal özelliklerinin
											durumlara olan etkisini
net bir şekilde gördüm.
									",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
											If we take a look at the statistics
about the rates of illness
											during pregnancy and childbirth,
											we see clearly the pattern
outlined by Dr. Williams.
											African-American women in particular
											have an entirely different
experience than white women
											when it comes to whether
their babies are born healthy.
											In certain parts of the country,
particularly the Deep South,
											the rates of mother
and infant death for black women
											actually approximate
those rates in Sub-Saharan African.
											In those same communities,
											the rates for white women are near zero.
									","
											Eğer Dr. Williams'ın belirttiği
hamilelik ve doğum sırasındaki

											hastalık oranlarının
											istatistiklerini inceleyecek olursak 
net bir şekilde görürüz ki:
											özellikle Afro-Amerikan kadınların durumu
											söz konusu dünyaya sağlıklı bir 
çocuk getirmek olduğunda
											tamamen farklı.
											Ülkenin belli kısımlarında, 
özellikle İç Güney'de
											siyahi kadınların ve 
yenidoğanların ölüm oranı
											Sahra Altı Afrika ülkelerinkiyle
ile yaklaşık oranlardadır.
											Yine aynı toplulukta,
											beyaz kadınların
ölüm oranı sıfıra yakındır.
									",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
											Even nationally, black women
are four times more likely
											to die during pregnancy and childbirth
											than white women.
											Four times more likely to die.
											They're also twice as likely
for their infants to die
											before the first year of life
											than white infants,
											and two to three times more likely
											to give birth too early or too skinny —
											a sign of insufficient development.
											Native women are also more likely
to have higher rates of these problems
											than white women,
											as are some groups of Latinas.
											For the last decade as a doula
turned journalist and blogger,
											I've been trying to raise the alarm
											about just how different
the experiences of women of color,
											but particularly black women,
											are when it comes to pregnancy
and birth in the US.
									","
											Hatta milletçe, siyahi kadınların
hamilelik ve doğum sırasında
											ölmeleri beyaz kadınların ölmesinden
											daha muhtemel.
											Ölme ihtimalleri dört kat daha fazla.
											Yeni doğan çocuklarının bir
yaşına gelmeden
											ölme ihtimalleri de, 
beyazlarınkine göre
											iki kat daha fazla,
											ve erken veya zayıf doğma riskleri de
											— yetersiz gelişimin bir işareti olarak—
											iki üç kat daha fazla.
											Aynı zamanda yerli kadınların
bu sıkıntılara yakalanma oranı
											bazı Latin kesimlerde olduğu gibi
											beyaz kadınlarınkinden daha fazla.
											Bir doula, blogger ve
gazeteci olarak son on yıldır
											beyaz olmayan hamile kadınların, 
özellikle siyahi kadınların 

											yaşadıkları sıkıntıların,
beyaz hemcinslerinin yaşadıkları
											sıkıntılarla karşılaştırıldığında farkın 

											ne kadar uçuk olduğuna dair 
insanları bilinçlendirmeye çalışıyorum
									",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
											But when I tell people
about these appalling statistics,
											I'm usually met with an assumption
that it's about either poverty
											or lack of access to care.
											But it turns out, neither of these things
tell the whole story.
											Even middle-class black women
still have much worse outcomes
											than their middle-class
white counterparts.
											The gap actually widens among this group.
											And while access to care
is definitely still a problem,
											even women of color who receive
the recommended prenatal care
											still suffer from these high rates.
									","
											Ama ne zaman insanlara bu korkutucu
istatistiklerden bahsetsem,
											bunun ya fakirlik ya da 
bakım eksikliğinden
											olduğunu savunan bir 
tavırla karşılaşıyorum.
											Ama ortaya çıkıyor ki, bunların hiçbiri
sıkıntının tamamını anlatmıyor.
											Orta sınıf mensubu siyahi kadınlar bile
beyaz hemcinslerine oranla
											daha kötü sonuçlarla karşılaşıyorlar.
											Uçurum da aslında bu grup 
arasında sarplaşıyor.
											Bakıma erişim halen çok 
önemli bir problem iken,
											doğum öncesi önerilen bakımı 
alan renkli kadınlar bile
											bu yüksek oranlardan muzdarip.
									",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
"
","
",How racism harms pregnant women — and what can help,Miriam Zoila Pérez,12:25,"activism,children,community,communication,family,health,health care,humanity,inequality,illness,medicine,medical research,parenting,race,society,social change,women,pregnancy"
