en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
"
											On the coast of Northern Ireland,
											a vast plateau of basalt slabs
and columns
											called the Giant’s Causeway
											stretches into the ocean.
											The scientific explanation for this
											is that it’s the result of
molten lava contracting and fracturing
											as it cooled in the wake 
of a volcanic eruption.
											But an ancient Irish myth 
has a different accounting.
									","
											Na costa da Irlanda do Norte,
											um amplo planalto
de lajes e colunas de basalto,
											chamado a Calçada do Gigante,
											estende-se até ao oceano.
											A explicação científica para isso
											é que é o resultado de lava fundida
que se contraiu e se fraturou
											à medida que arrefecia, na sequência
da erupção de um vulcão.
											Mas uma antiga lenda irlandesa
tem uma interpretação diferente.
									","
											Sur la côte de l'Irlande du Nord,
											un vaste plateau de plaques
et colonnes basaltiques,
											appelé la Chaussée des Géants,
											s'avance sur la mer.
											L'explication scientifique
											indique que c'est le résultat d'une coulée
de lave se contractant et se fracturant
											alors qu'elle refroidissait à la suite
d'une éruption volcanique.
											Mais un ancien mythe irlandais
a une autre explication.
									","
											Kuzey İrlanda kıyılarında,
											bazalt plak ve sütunlarından oluşan
ve okyanusa kadar uzanan,
											Devler Kaldırımı adında
											dev bir plato var.
											Bunun bilimsel açıklaması,
											bir volkan patlaması
sonucunda erimiş lavanın
											soğurken tabakalar hâlinde
bu şekli aldığı yönünde.
											Ancak eski bir İrlanda efsanesinin
değişik bir açıklaması var.
									",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
"
","
","
","
",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
"
											According to legend,
											the giant Finn MacCool lived happily 
on the North Antrim coast
											with his wife Oonagh.
											Their only disturbance came from
the taunts and threats
											of the giant Benandonner,
											or the red man, 
who lived across the sea in Scotland.
											The two roared insults 
and hurled rocks at each other
											in dramatic shows of strength.
									","
											Segundo essa lenda,
											o gigante Finn MacCool vivia feliz
na costa de Antrim do Norte,
											com a sua mulher Oonagh.
											A única perturbação provinha
dos insultos e das ameaças
											do gigante Benandonner
- ou homem vermelho -

											que vivia do outro lado
do mar, na Escócia.
											Os dois vociferavam insultos
e atiravam rochedos um ao outro
											em dramáticas exibições de força.
									","
											Selon la légende,
											le géant Finn MacCool vivait heureux
sur la côte du North Antrim
											avec sa femme Oonagh.
											Ils étaient dérangés seulement 
par les provocations et les menaces
											du géant Benandonner,
											ou l'homme rouge, qui vivait
au-delà de la mer, en Écosse.
											Les deux se hurlaient des insultes
et se lançaient des rochers
											dans des démonstrations
de force dramatiques.
									","
											Efsaneye göre,
											Dev Finn MacCool, Kuzey Antrim kıyısında
karısı Oonagh'la birlikte
											mutlu bir şekilde yaşıyordu.
											Tek sıkıntıları, İskoçya denizinin
karşısında yaşayan,
											kızıl adam da denilen
											dev Benandonner tarafından
gelen tehdit ve tartışmalardı.
											Birbirlerine hakaret edip
taşlar fırlatıyorlar,
											adeta güç gösterisi yapıyorlardı.
									",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
"
","
","
","
",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
"
											Once, Finn tore up a great clump of land 
and heaved it at his rival,
											but it fell short of reaching land.
											Instead, the clump became the Isle of Man,
											and the crater left from the disturbed
earth filled with water
											to become Lough Neagh.
											The giants’ tough talk continued,
											until one day Benandonner challenged 
Finn to a fight, face to face.
											And so the Irish giant tossed 
enough boulders into the sea
											to create a bridge of stepping 
stones to the Scottish coast.
									","
											Uma vez, Finn arrancou
um grande pedaço de terra
											e arremessou-o ao seu rival
											mas não conseguiu que ele lá chegasse.
											Esse pedaço de terra formou a Ilha de Man
											e a cratera deixada pela terra arrancada
encheu-se de água
											e formou o Lago Neagh.
											A disputa feroz dos gigantes continuou
											até que, um dia, Benandonner
desafiou Finn para uma luta, cara a cara.
											Para isso, o gigante irlandês atirou
rochedos ao mar
											para criar uma ponte de pedras
até à costa escocesa.
									","
											Une fois, Finn déchira un morceau de terre
et le lança à son rival,
											mais il n'arriva pas à atteindre la terre.
											Par contre, le morceau devint l'Île de Man
											et le cratère laissé par la terre remuée
se remplit d'eau
											pour devenir Lough Neagh.
											Les mots durs
entre les géants continuèrent,
											jusqu'au jour où Benandonner
défia Finn à se battre, face à face.
											Alors le géant irlandais jeta
assez de rochers dans la mer
											pour créer un chemin de pierres
jusqu'à la côte écossaise.
									","
											Bir keresinde Finn yerden devasa bir
tabaka koparıp rakibinin bölgesine attı,
											ama tabaka karaya ulaşamadı.
											Büyük parça Man Adası oldu
											ve koparılan yerdeki
büyük krater suyla dolarak
											Lough Neagh gölü oldu.
											Devlerin kapışması devam ediyordu,
											ta ki bir gün Benandonner, Finn'e
yüz yüze meydan okuyana kadar.
											İrlandalı dev, denize 
çok sayıda kaya fırlatarak
											İskoçya kıyısına köprü görevi
görecek olan taşları yarattı.
									",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
"
","
","
","
",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
"
											Finn marched across in a fit of rage.
											When Scotland loomed before him,
											he made out the figure 
of Benandonner from afar.
											Finn was a substantial size,
											but at the sight of his colossal
enemy thundering towards him,
											his courage faltered.
											With one look at Benandonner’s thick neck
and crushing fists, Finn turned and ran.
									","
											Finn atravessou-a num acesso de raiva.
											Quando vislumbrou a Escócia à sua frente,
											detetou a figura de Benandonner ao longe.
											Finn tinha uma altura substancial
											mas, quando viu aquele inimigo colossal
a avançar para ele,
											a sua coragem esmoreceu.
											Ao ver o grosso pescoço de Benandonner
e os seus punhos esmagadores,
											Finn fugiu a correr.
									","
											Finn le traversa en colère.
											Quand l'Écosse apparut devant lui,
											il vit Benandonner de loin.
											Finn était assez corpulent,
											mais à la vue de son colossal ennemi
qui courait vers lui,
											il eut peur.
											Après avoir vu le gros cou et
les poings écrasants de Benandonner,
											Finn se retourna et courut.
									","
											Finn öfkeyle hedefine doğru yürüdü.
											İskoçya önüne çıktığında
											uzaktan Benandonner'i görebiliyordu.
											Finn çok büyüktü,
											ama rakibinin inanılmaz büyüklüğünün
ona doğru hamle yapıyor olması
											cesaretini kırdı.
											Benandonner'in kalın boynu
ve ürkütücü yumruklarını görünce kaçtı.
									",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
"
","
","
","
",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
"
											Back home, with Benandonner 
fast approaching,
											Finn trembled as he described 
his enemy’s bulk to Oonagh.
											They knew that if he faced 
Benandonner head on,
											he’d be crushed.
											And so Oonagh hatched a cunning plan -
											they needed to create an illusion of size,
											to suggest Finn was a mountain 
of a man whilst keeping him out of sight.
									","
											De volta a casa, com Benandonner
a aproximar-se rapidamente,
											Finn tremia, quando descreveu
o volume do seu inimigo a Oonagh.
											Sabia que, se se encontrasse
com Benandonner cara a cara,
											seria esmagado.
											Então, Oonagh traçou um plano astucioso.
											Precisavam de criar uma ilusão de altura,
											para sugerir que Finn era uma montanha,
enquanto o mantinham fora da vista.
									","
											Rentré chez lui, avec Benandonner
approchant vite,
											Finn tremblait lorsqu'il décrivait
le volume de son ennemi à Oonagh.
											Ils savaient que s'il affrontait
Benandonner directement,
											il serait écrasé.
											Oonagh élabora alors
un plan astucieux ;
											ils devaient créer l'illusion de grandeur,
											pour suggérer que Finn était un colosse
en le gardant caché.
									","
											Evine vardığında
Benandonner hızla yaklaşıyordu.
											Karısı Oonagh'a düşmanın
büyüklüğünü anlatırken titriyordu.
											Benandonner'le kavgaya tutuşurlarsa
											ezilip yok olacağını biliyordu.
											Oonagh çok zekice bir plan yaptı;
											bir hacim ilüzyonu
yaratmaları gerekiyordu,
											böylece Finn dağ gibi bir adam
olarak görünecek ve orada olmayacaktı.
									",The Irish myth of the Giant's Causeway,Iseult Gillespie,3:43,"TED-Ed,history,storytelling"
