en,es,de,title,speaker,duration,tags
"
","
","
",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
"
											The first patient to ever be 
treated with an antibiotic
											was a policeman in Oxford.
											On his day off from work,
											he was scratched by a rose thorn
while working in the garden.
											That small scratch became infected.
											Over the next few days, 
his head was swollen
											with abscesses,
											and in fact his eye was so infected
											that they had to take it out,
											and by February of 1941,
											this poor man was on the verge of dying.
											He was at Radcliffe Infirmary in Oxford,
											and fortunately for him,
											a small team of doctors
											led by a Dr. Howard Florey
											had managed to synthesize
											a very small amount of penicillin,
											a drug that had been discovered
											12 years before by Alexander Fleming
											but had never actually been 
used to treat a human,
											and indeed no one even 
knew if the drug would work,
											if it was full of impurities 
that would kill the patient,
											but Florey and his team figured
											if they had to use it, 
they might as well use it
											on someone who was going to die anyway.
									","
											El primer paciente 
tratado con antibiótico
											fue un policía en Oxford.
											En su día libre,
											se cortó con la espina de una rosa
mientras trabajaba en el jardín.
											y ese pequeño rasguño
se infectó.
											En el transcurso de algunos días,
se le inflamó la cabeza
											por abscesos,
											y, de hecho, 
su ojo estaba tan infectado
											que se lo tuvieron que extraer.
											Para febrero de 1941,
											el pobre hombre estaba 
al borde de la muerte.
											Estaba en Radcliffe Infirmary en Oxford,
											y, para su suerte,
											un equipo pequeño de médicos
											dirigidos por un tal Dr. Howard Florey
											lograron sintetizar
											una cantidad mínima de penicilina,
											fármaco descubierto
											12 años antes 
por Alexander Fleming
											pero jamás utilizado 
para tratar a un humano.
											Nadie sabía siquiera 
si funcionaría el medicamento
											o si contenía impurezas
que matarían al paciente,
											pero Florey y su equipo pensaban
											que si debían usarlo,
¿por qué no usarlo
											en alguien que moriría 
de todas formas?
									","
											Der allererste Antibiotika-Patient
											war ein Polizist in Oxford.
											An seinem freien Tag
											hatte er sich während der Gartenarbeit 
an einem Rosendorn gekratzt.
											Der kleine Kratzer hatte sich infiziert.
											Innerhalb der nächsten Tage 
schwoll sein Kopf
											mit Abszessen an,
											und sein Auge war so stark entzündet,
											dass man es herausnehmen musste.
											Im Februar 1941
											war dieser arme Mann dem Tode nahe.
											Er befand sich im 
Radcliffe-Krankenhaus in Oxford
											und zu seinem Glück
											hatte es ein kleines Ärzteteam
											unter der Führung von 
Dr. Howard Florey geschafft,
											eine sehr kleine Menge 
Penicillin herzustellen —
											ein Arzneimittel, das 12 Jahre zuvor
											von Alexander Fleming entdeckt wurde,
											jedoch noch nie am Menschen 
eingesetzt worden war.
											Niemand wusste, ob das Medikament 
anschlagen würde,
											oder ob mögliche Unreinheiten 
den Patienten umbringen könnten.
											Aber Florey und sein Team dachten,
											wenn schon testen, dann an jemandem,
											der sowieso sterben würde.
									",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
"
","
","
",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
"
											So they gave Albert Alexander,
											this Oxford policeman, the drug,
											and within 24 hours,
											he started getting better.
											His fever went down, 
his appetite came back.
											Second day, he was doing much better.
											They were starting to 
run out of penicillin,
											so what they would do 
was run with his urine
											across the road to re-synthesize 
the penicillin from his urine
											and give it back to him,
											and that worked.
											Day four, well on the way to recovery.
											This was a miracle.
											Day five, they ran out of penicillin,
											and the poor man died.
									","
											Así que se la dieron a Albert Alexander,
											a este policía de Oxford,
											y en 24 horas,
											empezó a mejorar.
											La fiebre bajó,
el apetito regresó.
											El segundo día, 
se había recuperado bastante.
											Comenzaba a agotarse la penicilina
											y entonces procesaron toda su orina
											para resintetizar
a partir de ésta más penicilina
											y dársela de nuevo,
											y eso funcionó.
											El cuarto día iba por buen camino, 
hacia la recuperación.
											Era un milagro.
											El quinto día, se agotó la penicilina
											y el pobre hombre murió.
									","
											Also gaben sie Albert Alexander,
											dem Oxforder Polizisten, das Medikament
											und innerhalb von 24 Stunden
											ging es ihm besser.
											Sein Fieber sank, 
sein Appetit kam zurück.
											Am zweiten Tag ging es 
ihm noch viel besser.
											Dann wurde das Penicillin knapp,
											also trugen sie seinen Urin 
über die Straße,
											um daraus das Penicillin 
wiederzugewinnen.
											Sie verabreichten es ihm erneut
											und auch das funktionierte.
											Am vierten Tag war er fast genesen.
											Das war ein Wunder.
											Am fünften Tag ging das Penicillin aus
											und der arme Mann starb.
									",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
"
","
","
",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
"
											So that story didn't end that well,
											but fortunately for 
millions of other people,
											like this child who was treated 
again in the early 1940s,
											who was again dying of a sepsis,
											and within just six days, you can see,
											recovered thanks to this 
wonder drug, penicillin.
											Millions have lived,
											and global health has been transformed.
											Now, antibiotics have been used
											for patients like this,
											but they've also been 
used rather frivolously
											in some instances,
											for treating someone 
with just a cold or the flu,
											which they might not have 
responded to an antibiotic,
											and they've also been 
used in large quantities
											sub-therapeutically, which
means in small concentrations,
											to make chicken and hogs grow faster.
											Just to save a few pennies
on the price of meat,
											we've spent a lot of 
antibiotics on animals,
											not for treatment, not for sick animals,
											but primarily for growth promotion.
									","
											Así que esa historia no acabó muy bien
											pero, para la fortuna 
de millones de personas,
											como para esta niña tratada 
a principios de la década 1940,
											quién, de nuevo, se estaba 
muriendo por una sepsis,
											y en solo seis días, 
como pueden ver,
											se recuperó gracias a este 
medicamento milagroso, la penicilina.
											Millones han sobrevivido
											y la salud global se ha transformado.
											Los antibióticos se han utilizado
											en pacientes como éste
											pero también se han usado frívolamente,
											en ciertos casos,
											para tratar un simple resfriado o gripe
											que puede que no 
haya respondido al antibiótico.
											Y también han sido usados 
en cantidades mayores
											de manera subterapéutica, es decir,
en concentraciones mínimas,
											para hacer que las gallinas 
y los cerdos crezcan más rápido.
											Solo para ahorrarnos algunos 
centavos en el precio de la carne,
											hemos gastado muchos 
antibióticos en animales,
											no para el tratamiento 
de animales enfermos,
											sino para fomentar el 
crecimiento, principalmente.
									","
											Diese Geschichte endete
also nicht sonderlich gut.
											Aber zum großen Glück von
Millionen anderer Menschen —
											wie diesem Kind, das
Anfang der 40er behandelt wurde
											und ebenfalls an einer Sepsis 
zu sterben drohte,
											und, wie Sie sehen, 
innerhalb von nur 6 Tagen
											mit Hilfe dieses Wundermittels 
Penicillin gesundete.
											Millionen haben überlebt
											und die globale Gesundheit 
wurde transformiert.
											Antibiotika wurden
											für Patienten wie diese eingesetzt,
											sie wurden in manchen Fällen
											aber auch leichtfertig verwendet,
											bei Erkältungen oder Grippe,
die vermutlich gar nicht
											auf Antibiotika anspringen.
											Sie wurden zudem vielfach
											nicht-therapeutisch, sprich 
in niedriger Konzentration,
											eingesetzt, um Hühner und Schweine 
schneller wachsen zu lassen.
											Nur um ein paar Cent 
am Fleischpreis zu sparen,
											wurde eine Menge Antibiotika
für Tiere ausgegeben,
											nicht zur Behandlung,
nicht für kranke Tiere,
											sondern primär als Wachstumshilfe.
									",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
"
","
","
",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
"
											Now, what did that lead us to?
											Basically, the massive use of antibiotics
											around the world
											has imposed such large
selection pressure on bacteria
											that resistance is now a problem,
											because we've now selected for just
											the resistant bacteria.
									","
											¿Y a dónde nos lleva esto?
											Básicamente, el uso 
masivo de los antibióticos
											alrededor del mundo
											ha impuesto una presión de selección 
tan grande sobre la bacteria
											que la resistencia ahora es un problema
											porque hemos seleccionado solo
											la bacteria resistente.
									","
											Wohin hat uns das geführt?
											Der weltweit massive Einsatz 
von Antibiotika
											hat einen immensen Selektionsdruck
auf die Bakterien ausgeübt,
											sodass Resistenzen nun ein Problem sind,
											da nur noch die resistenten 
Bakterien überleben.
									",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
"
","
","
",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
"
											And I'm sure you've all read
about this in the newspapers,
											you've seen this in every magazine
											that you come across,
											but I really want you to appreciate
											the significance of this problem.
											This is serious.
											The next slide I'm about to show you is 
of carbapenem resistance in acinetobacter.
											Acinetobacter is a nasty hospital bug,
											and carbapenem is pretty much
											the strongest class of antibiotics
											that we can throw at this bug.
											And you can see in 1999
											this is the pattern of resistance,
											mostly under about 10 percent
across the United States.
											Now watch what happens 
when we play the video.
									","
											Estoy seguro que lo 
han leído en los periódicos,
											lo han visto en cada revista
											con la que se han topado,
											pero realmente quiero 
que aprecien
											la importancia de este problema.
											Esto es serio.
											La siguiente diapositiva que mostraré
											muestra la resistencia 
al carbapenem en acinetobacter.
											El acinetobacter es un 
germen hospitalario fastidioso
											y el carbapenem es una clase 
de antibióticos más potente
											que podemos administrar 
a este germen.
											Pueden ver que en 1999
											este era el patrón de resistencia,
											mayormente debajo del 
10 % en todo EE UU.
											Ahora miren lo que ocurre 
al reproducir el video.
									","
											Sicherlich haben Sie alle 
davon in der Zeitung gelesen,
											Sie sehen das in jedem Magazin,
											über das Sie stolpern,
											aber ich möchte, dass Sie das Ausmaß
											dieses Problems verstehen.
											Das ist sehr ernst.
											Die folgende Folie zeigt eine
Carbapenem-Resistenz im Acinetobacter.
											Acinetobacter ist
ein fieser Krankenhauskeim
											und Carbapenem das so ziemlich
stärkste Antibiotikum,
											das wir für diesen Keim haben.
											Wie Sie sehen können,
sieht das Muster der Resistenzen
											1999 folgendermaßen aus:
											überwiegend unter 10 % 
in den Vereinigten Staaten.
											Sehen Sie nun, was beim Abspielen
des Videos passiert.
									",The coming crisis in antibiotics,Ramanan Laxminarayan,14:42,"economics,global issues,health,medical research,medicine,pharmaceuticals"
