en,tr,pt,title,speaker,duration,tags
"
","
","
",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
											Even after writing eleven books 
and winning several prestigious awards,
											Maya Angelou couldn’t escape 
the nagging doubt
											that she hadn’t really earned 
her accomplishments.
											Albert Einstein experienced 
something similar:
											he described himself 
as an “involuntary swindler”
											whose work didn’t deserve 
as much attention as it had received.
									","
											On bir kitap yazıp birçok prestijli ödül
kazandıktan sonra bile,
											Maya Angelou kendi başarılarını
											gerçekten hak etmediği konusunda 
şüpheye düştü.
											Albert Einstein da benzer bir şey yaşadı:
											kendisini ''gönülsüz üçkâğıtçı''
diye tanımlardı
											çünkü ona göre çalışmaları gördüğü 
değerden daha azını hak ediyordu.
									","
											Mesmo depois de escrever 11 livros
e de ter ganho vários prémios de prestígio,
											Maya Angelou não conseguia evitar
a dúvida persistente
											de que não merecia esses encómios.
											Albert Einstein também sentia
uma coisa semelhante.
											Descrevia-se a si mesmo
como um ""escroque involuntário""
											cujo trabalho não merecia
tanta atenção como a que recebia.
									",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
","
","
",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
											Accomplishments at the level 
of Angelou’s or Einstein’s are rare,
											but their feeling of fraudulence 
is extremely common.
											Why can’t so many of us shake feelings
											that we haven’t earned 
our accomplishments,
											or that our ideas and skills 
aren’t worthy of others’ attention?
									","
											Angelou ya da Einstein düzeyindeki
başarılar nadirdir,
											fakat sahtekârlık duygusu
son derece yaygındır.
											Pek çoğumuz, başarılarımızı
kazanmadığımızı
											ya da fikirlerimizin ve becerilerimizin
başkalarının dikkatine
											layık olmadığını hissettiğimiz duygulardan
neden kurtulamıyoruz?
									","
											São raros os feitos ao nível
de Angelous ou de Einstein
											mas este sentimento de fraude
é extremamente comum.
											Porque é que tantas pessoas
se debatem com sentimentos
											de que não merecem os seus êxitos
											ou de que as suas ideias e talentos
não merecem a atenção dos outros?
									",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
","
","
",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
											Psychologist Pauline Rose Clance 
was the first to study
											this unwarranted sense of insecurity.
											In her work as a therapist,
											she noticed many of her undergraduate 
patients shared a concern:
											though they had high grades,
											they didn’t believe they deserved 
their spots at the university.
											Some even believed their acceptance 
had been an admissions error.
											While Clance knew these fears 
were unfounded,
											she could also remember feeling
the exact same way in graduate school.
											She and her patients experienced
something that goes by a number of names—
											imposter phenomenon,
											imposter experience,
											and imposter syndrome.
									","
											Psikolog Pauline Rose Clance,
bu güvensizlik duygusunu
											ilk araştıran kişiydi.
											Terapist olarak işinde,
											lisans öğrencilerinin birçoğunun
aynı endişeyi paylaştığını fark etti:
											yüksek notları olsa da,
											üniversitedeki yerlerini hak ettiklerine 
inanmıyorlardı.
											Hatta bazıları üniversiteye bir yanlışlık
sonucu kabul edildiklerini düşünüyordu.
											Clance bu korkuların gereksiz 
olduğunu bilirken
											mezun olurken aynılarını
hissettiğini hatırladı.
											Kendisi de hastaları gibi 
birkaç adı olan bir şeyi deneyimliyordu:
											aldatmaca olgusu,
											gerçek olmayan deneyim
											ve imposter (sahtekârlık) sendromu.
									","
											A psicóloga Pauline Rose Clance
foi a primeira a estudar
											este sentimento injustificado
de insegurança.
											No seu trabalho, enquanto terapeuta,
											apercebeu-se de que muitos universitários
tinham a mesma inquietação.
											Embora tivessem classificações altas,
											não acreditavam que mereciam
um lugar na universidade.
											Alguns até achavam que tinham
sido aceites por engano.
											Clance sabia que esses receios
eram infundados,
											mas lembrava-se de ter sentido o mesmo
quando andava na faculdade.
											Ela e os seus pacientes sentiam uma coisa
que tem uma série de nomes:
											fenómeno do impostor,
											experiência da fraude
											e síndrome do impostor.
									",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
","
","
",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
											Together with colleague Suzanne Imes,
											Clance first studied imposterism
in female college students and faculty.
											Their work established pervasive
feelings of fraudulence in this group.
											Since that first study,
											the same thing has been established 
across gender,
											race,
											age,
											and a huge range of occupations,
											though it may be more prevalent 
and disproportionately affect
											the experiences of underrepresented 
or disadvantaged groups.
											To call it a syndrome 
is to downplay how universal it is.
											It's not a disease or an abnormality,
											and it isn’t necessarily 
tied to depression,
											anxiety,
											or self-esteem.
									","
											Meslektaşı Suzanne Imes ile,
											ilk önce üniversitedeki kadın öğrencilerde
sahtekârlığı araştırdı.
											Çalışmaları bu grupta yaygın bir
sahtekârlık duygusu yarattı.
											İlk çalışmalarından beri,
											aynı şey cinsiyet,
											ırk,
											yaş
											ve meslek alanlarında araştırıldı.
											Çünkü yetersiz temsil edilmiş 
ve dezavantajlı grupların deneyimlerini
											daha mevcut şekilde ve orantısız
biçimde etkileyebilir.
											Bunu bir sendrom olarak adlandırmak,
evrensel olanı küçümsemektir.
											Hastalık veya anormallik değildir
											ve illa ki depresyona,
											kaygıya
											ya da kendine güvene bağlıdır 
anlamına gelmez.
									","
											Juntamente com a colega Suzanne Imes,
											Clance estudou o fenómeno da fraude
em alunas universitárias.
											Descobriram sentimentos de fraude
generalizados neste grupo.
											A partir deste primeiro estudo,
											descobriu-se o mesmo
em ambos os sexos,
											em todas as etnias, idades
											e numa ampla gama de ocupações,
											embora possa ser um efeito
mais predominante e desproporcionado
											em grupos pouco representados
ou mais desfavorecidos.
											Chamar-lhe uma síndrome
é minimizar a sua universalidade.
											Não é uma doença nem uma anomalia
											e não está necessariamente
ligada à depressão,
											à ansiedade ou ao amor próprio.
									",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
","
","
",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
											Where do these feelings 
of fraudulence come from?
											People who are highly skilled 
or accomplished
											tend to think others are just as skilled.
											This can spiral into feelings 
that they don’t deserve accolades
											and opportunities over other people.
											And as Angelou and Einstein experienced,
											there’s often no threshold 
of accomplishment
											that puts these feelings to rest.
											Feelings of imposterism aren’t restricted 
to highly skilled individuals, either.
											Everyone is susceptible to a phenomenon 
known as pluralistic ignorance,
											where we each doubt ourselves privately,
											but believe we’re alone 
in thinking that way
											because no one else voices their doubts.
											Since it’s tough to really know 
how hard our peers work,
											how difficult they find certain tasks,
											or how much they doubt themselves,
											there’s no easy way to dismiss feelings 
that we’re less capable
											than the people around us.
											Intense feelings of imposterism
											can prevent people 
from sharing their great ideas
											or applying for jobs 
and programs where they’d excel.
									","
											Peki, bu sahtekârlık duyguları
nereden geliyor?
											Büyük başarılara sahip
ve yetenekli insanlar
											diğerlerini de yetenekli
görmeye yatkındır.
											Bu, övgüler ve fırsatları
diğerlerinden daha fazla hak etmedikleri
											duygularına dönüşebilir.
											Angelou ve Einstein'ın yaşadığı gibi,
											genellikle bu duyguları durduran

											başarı eşiği yoktur.
											Sahtekârlık hissi sadece başarılı
insanlarda görülmez.
											Herkes çoğulcu cehalet adı verilen
olguya yatkındır
											ki hepimiz bu olguda kendimizden
şüphe uyarız,
											fakat bunu düşünürken
yalnız olduğumuza inanırız
											çünkü başkaları şüphelerini söylemez.
											Akranlarımızın veya iş arkadaşlarımızın
ne kadar sıkı çalıştıklarını,
											belirli görevleri 
ne kadar zor bulacaklarını
											ya da kendilerinden ne kadar şüphe
duyacaklarını bilemediğimiz için
											etrafımızdaki insanlardan daha az
yetenekli olduğumuz duygularını
											reddetmenin kolay bir yolu yoktur.
											Şiddetli sahtekarlık duygusu
											insanların harika fikirlerini
ortaya koymasını
											ya da çok iyi oldukları program
veya işlere başvurmaya engel olabilir.
									","
											De onde surgem
estes sentimentos de fraude?
											As pessoas que têm boas aptidões
ou talento
											têm tendência a pensar
que os outros também as têm.
											Isso pode evoluir em sentimentos
de que não merecem mais elogios
											ou oportunidades,
do que as outras pessoas.
											Como Angelou e Einstein experimentaram,
											muitas vezes não há
um limiar para as realizações
											que tranquilizem este sentimento.
											Mas o sentimento de fraude
											não está restrito
a pessoas com grandes aptidões.
											Todos são suscetíveis a um fenómeno
conhecido por ignorância pluralista
											em que duvidamos de nós mesmos,
em privado,
											mas julgamos que somos os únicos
a pensar dessa forma
											porque mais ninguém
exprime as suas dúvidas.
											Como é difícil saber ao certo
quanto trabalham os nossos colegas,
											até que ponto eles acham
difíceis certas tarefas
											ou até que ponto duvidam de si mesmos,
											não é fácil ignorar o sentimento
de que somos menos capazes
											do que as pessoas que nos rodeiam.
											Um sentimento intenso de fraude
											pode impedir partilhar boas ideias
											ou candidatar-se a empregos
e programas em que são excelentes.
									",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
","
","
",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
											At least so far,
											the most surefire way 
to combat imposter syndrome
											is to talk about it.
											Many people suffering 
from imposter syndrome
											are afraid that if they ask 
about their performance,
											their fears will be confirmed.
											And even when 
they receive positive feedback,
											it often fails to ease 
feelings of fraudulence.
											But on the other hand,
											hearing that an advisor or mentor has
experienced feelings of imposterism
											can help relieve those feelings.
											The same goes for peers.
											Even simply finding out there’s a term 
for these feelings
											can be an incredible relief.
											Once you’re aware of the phenomenon,
											you can combat your own imposter syndrome 

											by collecting 
and revisiting positive feedback.
											One scientist who kept blaming herself 
for problems in her lab
											started to document the causes 
every time something went wrong.
											Eventually, she realized most 
of the problems
											came from equipment failure,
											and came to recognize her own competence.
									","
											En azından şimdiye kadar,
											imposter sendromuyla savaşmanın
en emin yolu,
											bunun hakkında konuşmak.
											Çoğu insan sahtekârlık
sendromundan muzdarip,
											eğer performansları hakkında
görüş isterlerse
											korkularının doğru olacağından
korkuyorlar.
											Pozitif dönüt alsalar da
											bu, çoğu zaman sahtekârlık
duygularını hafifletmez.
											Fakat diğer yandan,
											bir danışmanın veya akıl hocasının ayn
sahtekârlık duygusunu yaşadığını duymak
											bu duyguların salınmasını sağlayabilir.
											Aynı şeyler arkadaşlar için de geçerli.
											Sadece bu duygular için bir terim
olduğunu bile bulmak
											inanılmaz bir rahatlama olabilir.
											Bir kez bu olgunun farkında olduğunuzda
											olumlu geri dönütleri toplayarak
ve yeniden değerlendirerek
											kendi sahtekârlık duygunuzun
üstesinden gelebilirsiniz.
											Laboratuarında kendini sorunlar için
suçlayan bir bilim kadını,
											her zaman bir şeyler ters gittiğinde
nedenleri belgelemeye başladı.
											Sonunda, problemlerin çoğunun
											ekipman hatası olduğunu fark etti
											ve kendi kabiliyetlerinin farkına vardı.
									","
											Pelo menos até agora,
											a forma mais certeira
de combater a síndrome do impostor
											é falar nele.
											Muita gente que sofre
da síndrome do impostor
											tem medo de que,
se falar no seu desempenho,
											os seus receios se confirmem.
											Mesmo quando obtém
uma avaliação positiva,
											isso nem sempre alivia
o sentimento de fraude.
											Mas, por outro lado,
											saber que um conselheiro
experimentou sentimentos de fraude
											pode ajudar a minorar esse sentimento.
											O mesmo acontece, se forem os colegas.
											Descobrir que há um fim
para esses sentimentos
											pode ser um alívio enorme.
											Depois de termos consciência
deste fenómeno,
											podemos combater
a nossa síndrome do impostor
											reunindo e voltando a ver
as avaliações positivas.
											Uma cientista que se acusava
dos problemas no laboratório
											começou a documentar as causas,
sempre que alguma coisa corria mal.
											Por fim, percebeu que 
a maior parte dos problemas
											resultava de falhas do equipamento
											e acabou por reconhecer
a sua competência.
									",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
","
","
",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
"
											We may never be able 
to banish these feelings entirely,
											but we can have open conversations 
about academic or professional challenges.
											With increasing awareness 
of how common these experiences are,
											perhaps we can feel freer to be frank 
about our feelings
											and build confidence 
in some simple truths:
											you have talent,
											you are capable,
											and you belong.
									","
											Bu duyguları sonsuza kadar
yok edemeyebiliriz,
											fakat akademik ve profesyonel
zorluklar için sohbet kurabiliriz.
											Bu tür deneyimlerin ne kadar sık
yaşandığının farkına varılmasıyla
											belki de duygularımız hakkında daha
özgür hissedebiliriz
											ve bazı gerçeklerde
güven oluşturabiliriz:
											yeneteklisiniz,
											yapabilirsiniz
											ve hak ediyorsunuz.
									","
											Podemos nunca conseguir
banir esse sentimento totalmente,
											mas podemos falar abertamente
nos problemas escolares ou profissionais.
											Uma consciencialização crescente
de como vulgares são estes sentimentos,
											talvez nos permita sermos francos
sobre os nossos sentimentos
											e criarmos confiança
nalgumas verdades simples:
											temos talento,
											somos capazes
											e merecemos o nosso lugar.
									",What is imposter syndrome and how can you combat it?,Elizabeth Cox,4:17,"TED-Ed,psychology,identity,personal growth"
