pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
"
											Por que é que aprendemos matemática?
											Essencialmente, por três razões:
											cálculo,
											aplicação,
											e por último, e infelizmente a menor
											em termos de quanto tempo 
nos dedicamos a ela,
											inspiração.
									","
											Neden matematik öğreniyoruz?
											Aslında, üç sebepten ötürü:
											hesaplama,
											uygulama
											ve sonuncusu, ne yazık ki zamanla
											en önemsiz hale geleni
											ilham.
									","
											So why do we learn mathematics?
											Essentially, for three reasons:
											calculation,
											application,
											and last, and unfortunately least
											in terms of the time we give it,
											inspiration.
									","
											Pourquoi étudions-nous 
les mathématiques ?
											En gros, pour trois raisons :
											le calcul,
											la mise en pratique,
											et la dernière,
et malheureusement non des moindres
											en termes de temps
que nous lui consacrons,
											l'inspiration.
									","
											Warum lernen wir eigentlich Mathematik?
											Eigentlich aus drei Gründen:
											Berechnungen,
											Anwendung
											und zuletzt, und leider am wenigsten
											– hinsichtlich der von uns investierten Zeit –
											Inspiration.
									",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
"
","
","
","
","
",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
"
											A matemática é a ciência dos padrões
											e nós estudamo-la para aprendermos 
a pensar
											lógica, crítica e criativamente,
											mas muito da matemática que aprendemos 
na escola
											não é efetivamente motivante,
											e quando nossos estudantes perguntam:
											""Por que é que aprendemos isto?""
											frequentemente eles ouvem 
que precisarão disto
											na próxima aula de matemática 
ou num teste futuro.
											Mas não seria ótimo
											que, de vez enquanto, 
praticássemos a matemática
											simplesmente por ser divertida ou bela
											ou por excitar a nossa mente?
											Agora, eu sei que muitas pessoas não
											tiveram a oportunidade de ver como é que 
isso pode acontecer
											então deixem-me dar-vos um exemplo rápido
											usando a minha coleção preferida de números,
											a sequência Fibonacci. 
(Aplausos)
									","
											Matematik modeller bilimidir
											ve biz onu nasıl mantıklı, eleştirel ve yaratıcı
											olarak düşüneceğimizi öğrenmek için kullanırız,
											ama okulda öğrendiğimiz matematiğin çoğunluğu
											etkileyici şekilde düzenlenmemiştir
											ve öğrencilerimiz bize;
											""Niçin bunu öğreniyoruz"" diye sorduğunda,
											duydukları şey sıklıkla, gelecek derslerde ve sınavlarda
											ona ihtiyacınız olacak şeklinde olacaktır.
											Ama harika olmaz mıydı,
											Ara sıra matematiği
											sadece eğlenceli veya güzel olduğu için öğrensek
											ya da zihnimizi heyecanlandırdığı için?
											Çoğu kişinin, bunun nasıl olabileceğini anlamaya dair
											bir fırsatının olmadığını biliyorum,
											şimdi, favori sayılarım olan,
											Fibonacci sayıları ile
											ufak bir örnek vermeme izin verin. (Alkışlar)
									","
											Mathematics is the science of patterns,
											and we study it to learn how to think logically,
											critically and creatively,
											but too much of the mathematics
that we learn in school
											is not effectively motivated,
											and when our students ask,
											""Why are we learning this?""
											then they often hear that they'll need it
											in an upcoming math class or on a future test.
											But wouldn't it be great
											if every once in a while we did mathematics
											simply because it was fun or beautiful
											or because it excited the mind?
											Now, I know many people have not
											had the opportunity to see how this can happen,
											so let me give you a quick example
											with my favorite collection of numbers,
											the Fibonacci numbers. (Applause)
									","
											Les mathématiques sont
une science de schémas
											et nous les étudions pour apprendre
à penser de façon logique,
											critique et créative.
											Mais une trop grande partie des mathématiques
que nous étudions à l'école
											n'est pas motivée de manière efficace.
											Et lorsque nos étudiants 
nous demandent :
											« Pourquoi étudions-nous cela ? »,
											on leur répond qu'ils
en auront besoin
											dans un prochain cours de maths
ou dans un futur examen.
											Mais ne serait-ce pas génial
											si de temps en temps
nous étudiions les mathématiques
											simplement parce que 
c'est amusant, beau
											ou que ça stimule l'esprit ?
											Je connais beaucoup de gens
											qui n'ont pas eu la chance de voir
que cela est possible.
											Laissez-moi donc 
vous en donner un bref aperçu
											avec ma suite 
de chiffres préférée,
											la suite de Fibonacci.
(Applaudissements)
											Oui ! Il y a déjà des fans de Fibonacci.
									","
											Mathematik ist die Wissenschaft 
von Mustern,
											und wir erlernen sie, um zu lernen, logisch,
											kritisch und kreativ zu denken,
											aber ein Großteil der Mathematik, 
die wir in der Schule lernen,
											ist nicht effektiv motiviert,
											und wenn unsere Schüler fragen:
											""Warum lernen wir das?"",
											dann bekommen sie oft zu hören, 
dass sie es
											in einer weiterführenden Klasse 
oder einem Test brauchen werden.
											Aber wäre es nicht großartig,
											wenn wir Mathematik hin und wieder 
einfach machen würden,
											weil es Spaß macht oder schön ist
											oder weil es den Verstand stimuliert?
											Ich weiß, dass viele Menschen
											nicht die Gelegenheit hatten, 
das selbst zu erleben,
											also lassen Sie mich Ihnen 
ein kurzes Beispiel geben
											mit meiner bevorzugten Zahlenfolge,
											den Fibonacci-Zahlen. (Applaus)
									",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
"
","
","
","
","
",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
"
											Sim! Eu já aqui tenho fãs de Fibonacci.
											Isso é ótimo.
									","
											İşte! Fibonacci hayranları burada.
											Mükemmel.
									","
											Yeah! I already have Fibonacci fans here.
											That's great.
									","
											Super.
											Ces chiffres peuvent être vus
									","
											Ja! Es gibt schon Fibonacci-Fans hier.
											Das ist großartig.
									",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
"
","
","
","
","
",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
"
											Estes números podem ser apreciados
											de várias maneiras.
											Pela ótica do cálculo,
											eles são tão fáceis de entender
											como 1 + 1, que é igual a 2.
											Logo, 1 + 2 é igual a 3,
											2 + 3 é igual a 5, 3 + 5 são 8,
											e por aí adiante.
											De facto, a pessoa a quem 
chamamos de Fibonacci
											chamava-se, na verdade, Leonardo de Pisa
											e estes números aparecem 
no seu livro ""Liber Abaci""
											que ensinou ao mundo ocidental
											os métodos aritméticos que usamos hoje em dia.
											Em termos de aplicações,
											a sequência Fibonacci aparece na Natureza
											com uma surpreendente frequência.
											O número de pétalas de uma rosa
											é uma típica sequência Fibonacci,
											ou o número de espirais num girassol
											ou num ananás
											tendem também a ser uma sequência Fibonacci.
									","
											Bu numaralar birçok yönden
											takdire şayandır.
											Hesaplama açısından,
											""bir artı bir eşittir iki"" deki gibi
											anlaması kolaydır.
											Bir artı iki eşittir üç,
											iki artı üç eşittir beş, üç artı beş eşittir sekiz
											ve böyle devam eder.
											Doğrusunu söylemek gerekirse, Fibonacci dediğimiz kişi
											aslında Leonardo of Pisa'dır
											ve bu sayılar, bugün Batı Dünya'sının kullandığı
											hesaplama yöntemlerini anlatan
											""Liber Abaci"" adını verdiği kitabında ortaya çıkmaktadır.
											Uygulama açısından,
											Fibonacci sayıları doğada şaşılacak
											sıklıkta karşımıza çıkmaktadır.
											Bir çiçeğin taç yapraklarının sayısı
											genellikle bir Fibonacci sayısıdır
											ya da bir ayçiçeği veya bir ananasın
											üzerindeki spirallerin sayısı,
											bir Fibonacci sayısı olma eğilimindedir.
									","
											Now these numbers can be appreciated
											in many different ways.
											From the standpoint of calculation,
											they're as easy to understand
											as one plus one, which is two.
											Then one plus two is three,
											two plus three is five, three plus five is eight,
											and so on.
											Indeed, the person we call Fibonacci
											was actually named Leonardo of Pisa,
											and these numbers appear in his book ""Liber Abaci,""
											which taught the Western world
											the methods of arithmetic that we use today.
											In terms of applications,
											Fibonacci numbers appear in nature
											surprisingly often.
											The number of petals on a flower
											is typically a Fibonacci number,
											or the number of spirals on a sunflower
											or a pineapple
											tends to be a Fibonacci number as well.
									","
											de bien des manières.
											Du point de vue du calcul,
											ils sont aussi simples à comprendre
											qu'un plus un font deux,
											un plus deux font trois.
											deux plus trois font cinq,
trois plus cinq font huit,
											etc.
											En fait, la personne
qu'on appelle Fibonacci
											s’appelait en réalité 
Léonard de Pise,
											et ces chiffres apparaissent 
dans son livre « Liber Abaci »,
											qui a appris
au monde occidental
											les méthodes arithmétiques
utilisées aujourd'hui.
											En termes de mise en pratique,
											la suite de Fibonacci 
apparaît régulièrement dans la nature
											assez souvent étonnamment.
											Le nombre de pétales sur une fleur
											est une suite typique
de Fibonacci,
											ou le nombre de spirales
d'un tournesol
											ou d'un ananas
											a également tendance à être 
une suite de Fibonacci.
											En fait, il y a de nombreuses
applications de la suite de Fibonacci,
									","
											Nun diese Zahlen können 
auf ganz unterschiedliche Weise
											gewürdigt werden.
											Vom Standpunkt der Berechnung
											sind sie so einfach zu verstehen
											wie eins und eins, gibt zwei.
											Dann macht 1 und 2 drei
											2 plus 3 ist 5, 3 plus 5 ist 8,
											usw.
											Die Person, die wir Fibonacci nennen,
											hieß tatsächlich Leonardo von Pisa
											und diese Zahlen tauchen 
in seinem Buch ""Liber Abaci"" auf,
											das der westlichen Welt
											die arithmetischen Methoden beibrachte, 
die wir heutzutage nutzen.
											Hinsichtlich der Anwendungen
											finden wir Fibonacci-Zahlen in der Natur
											erstaunlich oft.
											Die Anzahl der Blütenblätter
											ist eine typische Fibonacci-Zahl,
											oder die Anzahl von Spiralen 
auf einer Sonnenblume,
											oder einer Ananas
											sind häufig ebenfalls Fibonacci-Zahlen.
									",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
"
","
","
","
","
",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
"
											Na verdade, existem muitas outras aplicações 
para a sequência Fibonacci,
											mas o que eu acho mais inspirador nelas
											é o belo padrão numérico que ela apresentam.
											Vou mostrar-vos um dos meus preferidos.
											Suponhamos que gostam de elevar 
números ao quadrado,
											e francamente, quem não gosta? 
(Risos)
									","
											Aslında, Fibonacci sayılarının uyumluluğuna daha pek çok örnek vardır,
											ama onlarla ilgili en ilham verici bulduğum şey,
											sergiledikleri güzel sayı motifleri.
											Favorilerimden birini göstermeme izin verin.
											Varsayalım ki sayıların karesini almayı seviyorsunuz,
											açıkçası, kim sevmez ki? (Gülüşmeler)
									","
											In fact, there are many more
applications of Fibonacci numbers,
											but what I find most inspirational about them
											are the beautiful number patterns they display.
											Let me show you one of my favorites.
											Suppose you like to square numbers,
											and frankly, who doesn't? (Laughter)
									","
											mais ce que je trouve
de plus inspirant dans cette suite,
											ce sont ces beaux schémas de chiffres
qu'elle forme.
											En voici un des mes préférés.
											Imaginons que vous aimez les carrés,
											et franchement, qui ne les aime pas ?
(Rires)
											Regardons les carrés
									","
											Tatsächlich gibt es viel mehr 
Anwendungsbereiche der Fibonacci-Folge,
											aber am meisten inspirieren mich an ihnen
											die schönen Zahlenmuster, 
die sie aufweisen.
											Lassen Sie mich Ihnen 
einen meiner Favoriten zeigen.
											Angenommen Sie mögen Quadratzahlen,
											und ehrlich, wer mag sie nicht? (Lachen)
									",The magic of Fibonacci numbers,Arthur Benjamin,6:24,"entertainment,magic,math"
