en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
											[This talk contains mature language
Viewer discretion is advised]
									","
											[Cette conférence contient un langage
explicite. S'adresse à un public averti]
									","
											[Esta palestra contém linguagem imprópria
Aconselha-se discrição ao espetador]
									","
											[Yetişkinlere yönelik dil içerir.
İzleyicinin bilgisine sunulur.]
									",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
","
","
","
",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
											If we traveled back to the year 800 BC,
											in Greece, we would see
that merchants whose businesses failed
											were forced to sit in the marketplace
with a basket over their heads.
											In premodern Italy,
											failed business owners,
who had outstanding debts,
											were taken totally naked
to the public square
											where they had to bang their butts
against a special stone
											while a crowd jeered at them.
											In the 17th century in France,
											failed business owners
were taken to the center of the market,
											where the beginning of their bankruptcy
was publicly announced.
											And in order to avoid
immediate imprisonment,
											they had to wear a green bonnet
											so that everyone knew they were a failure.
											Of course, these are extreme examples.
											But it is important to remember
											that when we excessively
punish those who fail,
											we stifle innovation
and business creation,
											the engines of economic growth
in any country.
									","
											Si l'on revenait en l'an 800 avant JC,
											en Grèce, on verrait que les marchands
dont le commerce a fait faillite
											étaient obligés de s'asseoir sur la place
du marché avec un panier sur la tête.
											En Italie pré-moderne,
											les propriétaires de commerces en
faillite, ayant des dettes exorbitantes,
											étaient amenés totalement nus
sur la place publique
											où ils devaient cogner leur derrière
sur une roche spécifique
											pendant qu'une foule les huait.
											Au XVIIe siècle en France,
											les propriétaires de commerces en faillite
étaient amenés au milieu du marché,
											où leur faillite était
publiquement annoncée.
											Et afin d'éviter
l'emprisonnement immédiat,
											ils devaient porter un bonnet vert
											pour que tout le monde sache
qu'ils étaient des losers.
											Bien entendu,
ce sont des exemples extrêmes.
											Mais il est important de se souvenir
											que lorsque l'on punit excessivement
ceux qui échouent,
											on réprime l'innovation
et la création d'entreprise,
											qui sont les moteurs de la croissance
économique dans tout pays.
									","
											Se recuássemos até ao ano de 800 a.C.,
											veríamos que, na Grécia, os mercadores
cujos negócios falhavam
											eram obrigados a sentarem-se no mercado
com um cesto sobre a cabeça.
											Na Itália pré-moderna,
											os donos de negócios falhados,
que tinham dívidas avassaladoras,
											eram levados, completamente nus,
para a praça pública,
											onde tinham que bater com o rabo
contra uma pedra especial
											enquanto eram vaiados pela multidão.
											No século XVII, em França,
											os donos de negócios falhados eram 
levados para o centro do mercado,
											onde a sua entrada em bancarrota 
era publicamente anunciada.
											Para evitarem prisão imediata,
											tinham de usar um gorro verde
											para que todos soubessem
que eles eram uns falhados.
											Claro que estes são exemplos extremos.
											Mas é importante relembrar
											que, quando punimos excessivamente
aqueles que falham,
											impedimos a inovação
e a criação de negócios,
											que são os mecanismos de crescimento
económico de qualquer país.
									","
											Milattan önce 800 yılına gitseydik
											Yunanistan'da, işlerinde başarısız
olmuş tüccarların
											pazarda kafalarına sepet geçirilip
oturtulduklarını görürdük.
											Eski İtalya'da,
											ödenmemiş borçları olan iş sahiplerini
											şehir meydanına çırılçıplak
bir şekilde götürülüp
											kalabalık onlarla alay ederken
											popolarını özel bir taşa vurdurturlardı.
											17. yüzyıl Fransa'sında
											başarısız iş sahipleri
pazarın merkezine götürülüp
											işlerinin iflasları anons edilirdi.
											Hapis cezası almamak için
											yeşil bone takarak gezmeleri gerekirdi
											ki herkes başarısız olduklarını bilsin.
											Bunlar tabii ki aşırı örnekler.
											Fakat hatırlamak gerekir ki
											birinin başarısızlığını cezalandırırken
											inovasyon ve iş yaratımını,
											yani bir ülkenin ekonomik büyümesinin
yollarını bastırırız.
									",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
","
","
","
",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
											Time has passed, and today we don't
publicly humiliate failed entrepreneurs.
											And they don't broadcast
their failures on social media.
											In fact, I think that all of us
can relate with the pain of failure.
											But we don't share the details
of those experiences.
											And I totally get it, my friends,
I have also been there.
									","
											L'époque a changé, on n'humilie plus
publiquement ceux qui échouent.
											Et ils ne diffusent pas leur échec
sur les réseaux sociaux.
											En fait, je pense que chacun de nous
peut s'identifier à la douleur de l'échec.
											Mais nous ne partageons pas
les détails de ces expériences.
											Et je le comprends parfaitement, mes amis,
je suis aussi passée par là.
									","
											O tempo passou e hoje não humilhamos 
publicamente os empresários falhados.
											E eles não divulgam os seus falhanços
nas redes sociais.
											Aliás, acho que todos nós podemos 
relacionar-nos com a dor de falhar.
											Mas mesmo assim, não partilhamos
os detalhes dessas experiências.
											E eu percebo perfeitamente, meus amigos,
eu também passei por isso.
									","
											Zaman geçti ve bugün başarısız
girişimcileri aşağılamıyoruz.
											Onlar da başarısızlıklarını
sosyal medyada yayınlamıyorlar.
											Hatta bence hepimiz
başarısızlığın acısını biliyoruz.
											Fakat bu deneyimlerin
detaylarını paylaşmıyoruz.
											Bunu çok iyi anlıyorum, arkadaşlar,
ben de o yollardan geçtim.
									",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
","
","
","
",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
											I had a business that failed
											and sharing that story
was incredibly hard.
											In fact, it required seven years,
a good dose of vulnerability
											and the company of my friends.
											This is my failure story.
									","
											J'avais une société qui a fait faillite
											et partager cette histoire
était incroyablement difficile.
											En réalité, ça m'a pris sept ans,
une bonne dose de vulnérabilité
											et la compagnie de mes amis.
											Voici l'histoire de mon échec.
									","
											Eu tive um negócio que falhou
											e partilhar essa história
foi incrivelmente difícil.
											Aliás, foram precisos sete anos,
uma boa dose de vulnerabilidade
											e a companhia dos meus amigos.
											Esta é a minha história de falhanço.
									","
											İflas eden bir işletmem vardı
											ve o hikayeyi anlatmak
inanılmaz derecede zordu.
											Hatta yedi sene, çokça zafiyet,
											ve arkadaşlarımın desteği gerekti.
											Benim başarısızlık hikayem böyle.
									",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
","
","
","
",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
											When I was in college, studying business,
I met a group of indigenous women.
											They lived in a poor rural community
in the state of Puebla, in central Mexico.
											They made beautiful handmade products.
											And when I met them and I saw their work,
											I decided I wanted to help.
									","
											Quand j'étais en école de commerce,
j'ai rencontré des femmes indigènes.
											Elles vivaient dans une communauté rurale
pauvre dans l'État de Puebla, au Mexique.
											Elles fabriquaient de magnifiques
produits artisanaux.
											Quand je les ai rencontrées
et que j'ai vu leur travail,
											j'ai décidé de les aider.
									","
											Quando estava a estudar Negócios 
na universidade,
											conheci um grupo de mulheres indígenas.
											Viviam numa comunidade rural pobre
no estado de Puebla, no México Central.
											Faziam produtos de artesanato lindos.
											Quando as conheci e vi o seu trabalho,
											decidi que queria ajudar.
									","
											Üniversitede, işletme okurken
bir grup yerli kadınla tanıştım.
											Meksika'nın ortasında, Puebla eyaletinde
yoksul bir kırsal toplulukta yaşıyorlardı.
											Çok güzel el işi ürünler yapıyorlardı.
											Onlarla tanışıp işlerini gördüğümde
											yardım etmek istediğime karar verdim.
									",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
"
","
","
","
",Don't fail fast — fail mindfully,Leticia Gasca,12:34,"business,entrepreneur,failure,communication,personal growth"
