es,pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
"
											(Música)
											Para cualquiera de ustedes que han visitado o vivieron en la ciudad de Nueva York
											estas tomas les parecerán familiares.
											Este es Central Park,
											uno de los espacios públicos
											más bellamente diseñado en Estados Unidos.
											Pero para quien no lo ha visitado,
											estas imágenes no pueden transmitirlo totalmente.
											Para entender realmente Central Park,
											tienen que estar físicamente allí.
											Bueno, lo mismo es cierto sobre la música,
											que mi hermano y yo componemos y mapeamos
											específicamente para Central Park
											(Música)
									","
											(Música)
											Para muitos de vocês que já visitaram ou viveram em Nova Iorque,
											estas fotos podem começar a parecer familiares.
											Este é o Central Park,
											um dos espaços públicos da América
											mais magistralmente concebidos.
											Mas para qualquer um que não o tenha visitado,
											estas imagens não o conseguem transmitir totalmente.
											Para realmente entenderem o Central Park,
											têm de lá ir fisicamente.
											Bom, o mesmo é verdade para música,
											que o meu irmão e eu compusemos e mapeamos
											especificamente para o Central Park.
											(Música)
									","
											(Müzik)
											İçinizde New York'ta yaşamış veya bulunmuş olanlara
											bu görüntüler tanıdık gelebilir.
											Burası Central Park,
											Amerika'daki en güzel dizayn edilmiş
											halka açık alan.
											Central Park'ta bulunmayanlar için
											bu resimler bunu tam olarak ifade edemeyebilir.
											Central Park'ı anlamak için
											fiziken orada bulunmanız gerekir.
											Aynı şey kardeşim ile beraber
											bestelediğimiz, Central Park'a özel
											müzik için de geçerli.
											(Müzik)
									","
											(Music)
											For any of you who have visited
or lived in New York City,
											these shots might start to look familiar.
											This is Central Park,
											one of the most beautifully designed
											public spaces in America.
											But to anyone who hasn't visited,
											these images can't really fully convey.
											To really understand Central Park,
											you have to physically be there.
											Well, the same is true of the music,
											which my brother and I composed and mapped
											specifically for Central Park.
											(Music)
									","
											(Musique)
											Pour ceux d'entre vous qui ont visité 
ou vécu à New York,
											ces images peuvent être familières
											Il s'agit de Central Park,
											un des espaces publics les plus
magnifiquement conçus
											d'Amérique.
											Mais pour quelqu'un
qui ne l'a pas visité,
											ces images ne parlent pas vraiment.
											Pour vraiment comprendre Central Park,
											vous devez y être physiquement.
											Eh bien, il en est de même 
pour la musique
											la musique que mon frère et moi 
avons composée et mise en plan
											spécialement pour Central Park.
											(Musique)
									","
											(Musik)
											Jedem, der einmal New York City
besucht oder dort gewohnt hat,
											könnten diese Fotos bekannt vorkommen.
											Das ist der Central Park,
											einer der schönsten
											öffentlichen Plätze in Amerika.
											Aber für jeden, 
der bisher noch nie dort war,
											können diese Bilder 
einfach nicht alles vermitteln.
											Um den Central Park 
wirklich zu verstehen,
											muss man persönlich dort gewesen sein.
											Dasselbe gilt auch für die Musik,
											die mein Bruder und ich 
speziell für den Central Park
											komponiert und zugeschnitten haben.
											(Musik)
									",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
"
","
","
","
","
","
",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
"
											Me gustaría hablar hoy un poco sobre el trabajo
											que mi hermano Hays y yo hacemos.
											Allí estamos. Los dos en realidad,
											específicamente sobre un concepto que hemos estado desarrollando en los últimos años,
											esta idea de la música de localización.
									","
											Hoje gostaria de vos contar um pouco sobre o trabalho
											que o meu irmão Hays e eu fazemos.
											Aqui estamos nós. Isto somos nós os dois, na verdade.
											Vou especialmente falar-vos sobre o conceito que desenvolvemos nos últimos anos,
											esta ideia de música com consciência espacial.
									","
											Bugün sizlere kardeşim Hays ile beraber
											yaptığımız işten biraz bahsetmek istiyorum.
											Buradakiler biziz. İkimizde oradayız aslında...
											Özellikle son birkaç yıldır geliştirdiğimiz bir kavramdan
											bahsedeceğim, konum-özel müzik fikrinden
									","
											I'd like to talk to you today a little bit about the work
											that my brother Hays and I are doing —
											That's us there. That's both of us actually —
											specifically about a concept that we've been
developing over the last few years,
											this idea of location-aware music.
									","
											Je voudrais vous parler aujourd'hui, 
un petit peu du travail
											que mon frère Hays et moi faisons,
											- c'est nous là. Tous les deux -
											et plus précisément sur un concept 
que nous avons mis au point
											au cours de ces dernières années,
											Cette idée de
« géolocalisation » de la musique.
									","
											Heute möchte ich 
Ihnen etwas darüber erzählen,
											was mein Bruder Hays und ich so machen —
											Das da sind wir. Das sind wir 
tatsächlich alle beide —
											Insbesondere über ein Konzept, das wir
in den letzten Jahren entwickelt haben,
											die Idee von Musik 
mit Standortbewusstsein.
									",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
"
","
","
","
","
","
",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
"
											Mi hermano y yo somos músicos
											y productores de música.
											Hemos estado trabajando juntos desde,
											bueno, desde que éramos niños, realmente.
											Pero recientemente, nos hemos interesado más y más
											en proyectos donde el arte
											y la tecnología se cruzan,
											desde la creación audios específicos para vistas
											y videoinstalación
											a producir conciertos interactivos.
									","
											O meu irmão e eu somos músicos
											e produtores músicais.
											Trabalhamos juntos desde...
											bem, desde que éramos miúdos, na verdade.
											Mas, recentemente, interessámo-nos cada vez mais
											em projetos onde a arte
											e a tecnologia se cruzam,
											desde a criação de áudio in situ
											e instalação de vídeos
											até concertos interativos de engenharia.
									","
											Kardeşim ve ben, bizler müzisyen
											ve yapımcıyız.
											Beraber çalışıyoruz...aslında
											çocukluğumuzdan beri beraber çalışıyoruz.
											Son zamanlarda, sanatın ve teknolojinin
											kesiştiği projeler ile
											çok daha fazla ilgilenir olduk.
											Manzaraya özel ses
											ve görüntü yapımından
											etkileşimli konserlerin yaratılmasına kadar olan konular gibi.
									","
											Now, my brother and I, we're musicians
											and music producers.
											We've been working together since,
											well, since we were kids, really.
											But recently, we've become
more and more interested
											in projects where art
											and technology intersect,
											from creating sight-specific audio
											and video installation
											to engineering interactive concerts.
									","
											Mon frère et moi, nous sommes musiciens
											et producteurs de musique.
											Nous travaillons ensemble depuis,
											eh bien, depuis tout petit, vraiment.
											Mais récemment, nous sommes devenus
de plus en plus intéressés
											par des projets où l'art
											et la technologie se croisent,
											de la création de sons 
en adéquation avec la vue
											à l'installation vidéo 
pour créer des concerts interactifs.
									","
											Mein Bruder und ich sind Musiker
											und Musikproduzenten.
											Wir haben zusammen gearbeitet seit,
											naja, eigentlich seitdem wir Kinder waren.
											In letzter Zeit interessieren wir
uns immer mehr für Projekte,
											bei denen Kunst
											und Technologie aufeinander treffen,
											angefangen bei sichtspezifischen
											Audio- und Video-Installationen
											bis hin zur Entwicklung 
interaktiver Konzerte.
									",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
"
","
","
","
","
","
",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
"
											Pero hoy quiero centrarme en este concepto
											de la composición para el espacio físico.
									","
											Mas hoje quero focar-me neste conceito
											de composição para o espaço físico.
									","
											Fakat bugün fiziksel mekan için beste yapılması
											kavramına odaklanmak istiyorum.
									","
											But today I want to focus on this concept
											of composition for physical space.
									","
											Mais aujourd'hui, je veux me concentrer
sur ce concept
											de la composition dédiée 
à un espace physique.
									","
											Heute möchte ich mich 
auf dieses Konzept
											einer Komposition 
für physische Räume konzentrieren.
									",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
"
","
","
","
","
","
",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
"
											Pero antes de adentrarme en esto,
											déjenme contarles un poco acerca de cómo empezamos
											con esta idea.
											Mi hermano y yo vivíamos en Nueva York
											cuando los artistas Christo y Jeanne-Claude
											hicieron su instalación temporal,
The Gates (las puertas),
											en Central Park.
											Cientos de estas esculturas de colores brillantes
											decoraron el parque unas semanas
											y a diferencia de las obras que se exhiben
											en un espacio más neutro,
											como en las paredes de una galería o un museo,
											esto fue una obra que estaba realmente en diálogo
											con este lugar,
											y en muchas maneras, The Gates
											realmente fue una celebración
											del increíble diseño de Frederick Olmsted.
											Esta fue una experiencia que se quedó con nosotros
											por mucho tiempo, y años más tarde,
											mi hermano y yo nos mudamos a Washington, D.C.
											y comenzamos a preguntarnos,
											¿sería posible,
											de la misma manera que The Gates
											respondía a la disposición física del parque,
											componer música para un paisaje?
											Lo que nos llevó a esto.
									","
											Mas antes de aprofundar o assunto,
											deixem-me contar-vos um pouco sobre como começámos
											com esta ideia.
											O meu irmão e eu vivíamos em Nova Iorque
											quando os artistas Christo e Jeanne-Claude
											fizeram a sua instalação temporária, &amp;quot;The Gates&amp;quot;,
											no Central Park.
											Centenas destas esculturas de cores vivas
											decoraram o parque durante várias semanas,
											e ao contrário de um trabalho que é exposto
											num espaço mais neutro,
											como em paredes de uma galeria ou de um museu,
											este era um trabalho que estava realmente em diálogo
											com este lugar
											e, de muitas maneiras, &amp;quot;The Gates&amp;quot;
											era realmente uma celebração
											do incrível projeto de Frederick Olmsted [o Central Park].
											Esta foi uma experiência que ficou connosco
											durante muito tempo e, anos depois,
											o meu irmão e eu regressámos a Washington D.C.
											e começámos a fazer a pergunta:
											seria possível,
											do mesmo modo que &amp;quot;The Gates&amp;quot;
											respondeu à disposição física do parque,
											compor música para uma paisagem?
											O que nos trouxe a isto.
									","
											Konunun detayına girmeden önce,
											bu fikrin nereden çıktığını anlatayım
											sizlere.
											Sanatçılar Christo ve Jeanne-Claude,
											Central Park'ta geçici sergilerini
											açtıklarında, kardeşim ve ben
											New York'ta yaşıyorduk,
											Parlak renkli yüzlerce heykel
											parkı haftalarca süslediğinde,
											bir müzenin veya galerinin
											duvarları gibi daha nötr bir yerde
											sergilenmesinin aksine,
											bu sergi gerçekte park ile
											bir diyalog içindeydi sanki
											The Gates (Kapılar - serginin adı),
											Frederick Olmsted'in tasarımının gerçekten
											bir kutlaması gibiydi.
											Bu tecrübe uzunca bir süre
											bizimle kaldı ve yıllar sonra,
											kardeşim ve ben Washington'a geri taşındık
											ve kendimize sormaya başladık,
											The Gates sergisinin,
											parkın fiziksel yerleşimi ile
											bütünleştiği gibi, bir manzara için beste yapmak
											mümkün olabilir miydi?
											Ve şimdi geldiğimiz nokta bu.
									","
											But before I go too much further into that,
											let me tell you a little bit about how we got started
											with this idea.
											My brother and I were living in New York City
											when the artists Christo and Jeanne-Claude
											did their temporary installation, The Gates,
											in Central Park.
											Hundreds of these brightly-colored sculptures
											decorated the park for a number of weeks,
											and unlike work that's exhibited
											in a more neutral space,
											like on the walls of a gallery or a museum,
											this was work that was really in dialogue
											with this place,
											and in a lot of ways, The Gates
											was really a celebration
											of Frederick Olmsted's incredible design.
											This was an experience that stayed with us
											for a long time, and years later,
											my brother and I moved back to Washington, D.C.,
											and we started to ask the question,
											would it be possible,
											in the same way that The Gates
											responded to the physical layout of the park,
											to compose music for a landscape?
											Which brought us to this.
									","
											Mais avant d'aller plus loin,
											Laissez-moi vous dire 
comment nous est venue
											cette idée.
											Mon frère et moi vivions à New York
											quand les artistes 
Christo et Jeanne-Claude
											firent leur installation temporaire, 
« The Gates »,
											à Central Park.
											Des centaines de ces sculptures
aux couleurs vives
											ont décoré du parc
pour quelques semaines,
											et contrairement aux travaux exposés
											dans un espace plus neutre,
											comme les murs
d'une galerie ou d'un musée,
											ce travail était vraiment
en correspondance
											avec ce lieu,
											et par de nombreux aspects, 
« The Gates»,
											était vraiment une célébration
											du desgin incroyable 
de Frederick Olmsted.
											C'est une expérience
qui nous a marqués
											et des années plus tard, 
mon frère et moi nous sommes
											installés de nouveau à Washington,
											et nous avons commencé 
à nous poser la question,
											serait-il possible,
											de la même manière 
que « The Gates» était
											en adéquation avec l'aménagement du parc,
											de composer une musique pour un paysage ?
											Ce qui nous a menés à cela.
									","
											Bevor ich allerdings näher darauf eingehe,
											möchte ich davon erzählen,
											wie diese Idee ihren Anfang nahm.
											Mein Bruder und ich 
lebten in New York City,
											als die Künstler 
Christo und Jeanne-Claude
											ihre temporäre Installation, 
The Gates,
											im Central Park zeigten.
											Hunderte dieser farbenfrohen Skulpturen
											dekorierten den Park für ein paar Wochen
											und anders als Kunstwerke,
											die an einem neutraleren Ort
ausgestellt werden,
											wie zum Beispiel an den Wänden 
einer Galerie oder eines Museums,
											befand sich das Werk wirklich im Dialog
											mit diesem Ort.
											Und in vielerlei Hinsicht 
war The Gates
											eigentlich ein Loblied
											auf Frederick Olmsteds
unglaubliches Design.
											Das war eine Erfahrung,
											die uns lange begleitete. 
Jahre später
											zogen mein Bruder und ich 
zurück nach Washington D.C.
											und begannen uns zu fragen,
											ob es möglich sei,
											im selben Maße wie The Gates
											auf den physischen 
Aufbau des Parks einging,
											Musik speziell für eine 
Landschaft zu komponieren?
											Was uns hierzu brachte.
									",To hear this music you have to be there. Literally,Ryan Holladay,6:29,"TED Fellows,entertainment,music,technology"
