en,tr,title,speaker,duration,tags
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											Do you remember
these glow-in-the-dark little stars
											which you had on the ceiling
when you were a boy or a girl?
											Yes?
											It is light.
											It is pure light.
											I think I stared at them way too long
											when I was a five-year-old, you know?
											It's so beautiful:
											no energy bill, no maintenance.
											It is there.
									","
											Çocukken tavanınızdaki
karanlıkta parlayan yıldızları
											hatırlıyor musunuz?
											Evet mi?
											Bir ışık.
											Saf bir ışık.
											Sanırım beş yaşındayken onlara
											çok uzun süre baktım.
											Çok güzeller:
											elektrik faturası yok, bakım yok.
											Orada duruyor.
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											So two years ago, we went back to the lab,
											making it more durable,
more light-emitting,
											with the experts.
											And at the same time,
we got a request from this guy —
											Van Gogh, the famous
Van Gogh Foundation —
											who wanted to celebrate
his 125th anniversary in the Netherlands.
											And they came to me and asked,
											""Can you make a place
where he feels more alive again
											in the Netherlands?""
											And I liked that question a lot,
											so in way,
											we sort of started to connect
these two different worlds.
											This is how my brain works,
											by the way.
									","
											İki yıl önce, bunları daha kalıcı,
											daha fazla ışıklı yapmak için uzmanlarla
											laboratuvara döndük.
											Ve aynı zamanda,
bu adamdan talep aldık
											- Van Gogh, meşhur Van Gogh vakfı -
											Hollanda'da 125. yıl dönümünü
kutlamak istediler.
											Bana gelip şunu sordular:
											""Hollanda'da kendisini
tekrar daha canlı hissedeceği
											bir yer yapabilir misin?
											Ve bu soruyu çok beğendim,
											öyle ki,
											bu iki farklı dünyayı
bir nevi bağlamaya başladık.
											Bu arada benim beynim
											böyle çalışıyor.
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											(Laughter)
									","
											(Gülüşmeler)
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											I would love to keep on
doing this for an hour,
											but OK —
									","
											Bunu bir saat boyunca yapmak isterim,
											ama sorun değil —
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											(Laughter)
									","
											(Gülüşmeler)
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											And this is the result that we made:
											a bicycle path which charges
at daytime via the sun
											and glows at night, up to eight hours.
									","
											Ve yaptığımız şeyin sonucu bu:
											gündüz güneş ile şarj eden
ve geceleri sekiz saate kadar parlayan
											bir bisiklet yolu.
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											(Applause)
									","
											(Alkışlar)
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											Thank you.
									","
											Teşekkür ederim.
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											... hinting towards a future
which should be energy friendly
											and linking up the local grounds
											as Van Gogh literally walked
and lived there in 1883.
											And you can go there every night
for free, no ticket needed.
											People experience the beauty
of cycling through the starry night,
											thinking about green energy and safety.
									","
											Enerji dostu olması gereken
bir geleceği hissettirmek
											ve Van Gogh'un bizzat 1883'de yürüdüğü
											ve yaşadığı yerel zeminle bağlamak.
											Her gece oraya bilet gerekmeden
ücretsiz gidebilirsiniz.
											İnsanlar yeşil enerji ve güvenliği
düşünerek yıldızlı gecede
											bisiklet sürmenin
güzelliğini deneyimliyor.
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											I want to create places
where people feel connected again.
											And it was somehow great
to make these projects happen
											with the industry,
with the infrastructure companies.
											So when these sheikhs of Qatar
started to call:
											""How much for 10 kilometers?""
									","
											İnsanların tekrar bağlı hissedeceği
yerler yaratmak istiyorum.
											Bu projeleri endüstri ile,
											altyapı şirketleriyle
gerçekleştirmek harikaydı.
											Katar şeyhleri aramaya başladı:
											""10 kilometresi ne kadar?""
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											(Laughter)
									","
											(Gülüşmeler)
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
											Yeah, really, that's a weird call
you're going to get.
											But it's fascinating
											that this is not just a sort
of one-off, nice-to-have special.
											I think this kind of creative thinking,
these kinds of connections —
											it's the new economy.
									","
											Evet, gerçekten, bu garip bir çağrı.
											Ancak, bunun
											sadece bir kerelik, olsa da olur
bir şey olmaması büyüleyici.
											Bence bu tür bir yaratıcı düşünce,
bu tür bağlantılar —
											bu yeni ekonomi.
									",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
"
","
",A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,12:18,"architecture,environment,art,creativity,cities,future,invention,product design,innovation,design,public spaces,technology,sustainability"
