en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
"
											What does it mean to spend our time well?
											I spend a lot of my time
											thinking about how to spend my time.
											Probably too much —
I probably obsess over it.
											My friends think I do.
											But I feel like I kind of have to,
because these days,
											it feels like little bits of my time
kind of slip away from me,
											and when that happens, it feels like
parts of my life are slipping away.
									","
											¿Qué significa 
pasar nuestro tiempo bien?
											Paso mucho de mi tiempo
											pensando en cómo pasar el tiempo.
											Quizá demasiado, quizá
me obsesiono con esto.
											Mis amigos piensan que sí.
											Pero siento como si lo tuviera 
que hacer, porque en estos días,
											siento que algo de tiempo se me va,
											y cuando eso sucede, parece que parte 
de mi vida se me está escapando.
									","
											Qu'est-ce cela signifie de
bien dépenser son temps ?
											Je passe beaucoup de temps
											à réfléchir à la façon
dont j'utilise mon temps.
											Probablement trop —
cela m'obsède un peu.
											C'est ce que pensent mes amis.
											Mais j'ai l'impression de le devoir
car ces jours-ci,
											j'ai l'impression que des fractions
de mon temps m'échappent
											et, quand cela se produit,
											c'est comme si des fractions de moi
m'échappaient.
									","
											Zamanımızı iyi harcamak
ne anlama geliyor?
											Zamanımın çoğunu,
											zamanımı nasıl harcayacağımı
düşünerek harcıyorum.
											Galiba aşırı düşünüyorum.
Sanırım saplantı yaptım.
											Arkadaşlarım da öyle diyor.
											Ama buna zorunlu gibi hissediyorum.
											Çünkü şu sıralar zamanım parça parça
elimden kayıp gidiyor gibi geliyor.
											Ve böyle olunca, yaşamımın bir kısmı da 
kayıp gidiyor gibi hissediyorum.
									",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
"
","
","
","
",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
"
											Specifically,
											it feels like little bits
of my time get slipped away
											to various things like this,
											like technology — I check things.
											I'll give you an example.
											If this email shows up —
											how many of you have gotten
an email like this, right?
											I've been tagged in a photo.
											When this appears,
											I can't help but click on it right now.
											Right? Because, like,
what if it's a bad photo?
											So I have to click it right now.
											But I'm not just going
to click ""See photo,""
											what I'm actually going to do
is spend the next 20 minutes.
									","
											Específicamente,
											es como que el tiempo se me va
											en varias cosas como esta,
											como la tecnología, verifico cosas.
											Pondré un ejemplo.
											Si este mensaje aparece,
											¿cuántos han recibido un correo así?
											Me han etiquetado en una foto.
											Cuando esto aparece,
											tengo que hacer clic ahí 
en este preciso momento.
											¿Sí? Porque, ¿y si es una mala foto?
											Así que tengo que hacer clic 
en ese momento.
											Pero no solo haré clic en ""Ver foto""
											lo que realmente haré es pasar 
ahí los próximos 20 minutos.
									","
											En particulier,
											j'ai l'impression que des fractions
de mon temps m'échappent
											au profit de choses comme celle-ci,
											la technologie — je vérifie des choses.
											Un exemple :
											si ce mail apparaît —
											combien d'entre vous ont déjà eu
de tels mails ?
											J'ai été marqué dans une photo.
											Quand cela apparaît,
											je ne peux pas m'empêcher
de cliquer immédiatement dessus.
											Et si c'était une mauvaise photo ?
											Il faut que je clique maintenant.
											Mais je ne vais pas seulement
aller voir la photo,
											je vais y passer
les 20 prochaines minutes.
									","
											Özellikle,
											sanki zamanımın küçük bir bölümü
çeşitli şeyler yüzünden
											kayıp gidiyor gibi hissediyorum.
											Mesela teknoloji, her şeyi
kontrol ediyorum.
											Bir örnek vereyim.
											Böyle bir e-posta gelirse,
											çoğumuz böyle bir
ileti almıştır, değil mi?
											Bir fotoğrafta etiketlenmişim.
											Bu bildirim gelince,
											hemen tıklamaktan kendimi alamıyorum.
											Değil mi? Çünkü ya kötü bir fotoğrafsa?
											O yüzden hemen tıklamak zorundayım.
											Fakat yalnızca ""Fotoğrafa Bak""a
tıklamış olmuyorum,
											aslında yaptığım şey 
gelecek 20 dakikayı harcamak oluyor.
									",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
"
","
","
","
",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
"
","
","
","
",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
"
											But the worst part is that I know
this is what's going to happen,
											and even knowing
that's what's going to happen
											doesn't stop me
from doing it again the next time.
											Or I find myself in a situation like this,
											where I check my email
and I pull down to refresh,
											But the thing is that 60 seconds later,
											I'll pull down to refresh again.
											Why am I doing this?
											This doesn't make any sense.
									","
											Pero lo peor de todo es saber 
que esto es lo que va a pasar,
											y aun sabiendo que es lo que va a ocurrir
											no me impide hacerlo 
nuevamente la próxima vez.
											O me encuentro 
en una situación como esta,
											donde puedo comprobar mi correo 
y voy hacia abajo para actualizar,
											Pero la cosa es que tras 60 segundos,
											iré hacia abajo para actualizar de nuevo.
											¿Por qué estoy haciendo esto?
											Esto no tiene ningún sentido.
									","
											Le pire est que je sais
que c'est ce qui va arriver
											et le fait de le savoir
											ne m'empêche pas de le refaire
la fois suivante.
											Ou je me retrouve
dans un situation comme celle-ci,
											je vérifie mes mails
et je tire vers le bas pour rafraîchir.
											Mais, 60 secondes plus tard,
											je vais recommencer.
											Pourquoi fais-je cela ?
											Cela n'a aucun sens.
									","
											Fakat daha da kötüsü neyin
olacağını da biliyorum
											ve bunun olacağını bilmek bile
											beni bir dahakine yine
yapmaktan alıkoymuyor.
											Veya buna benzer bir durumda
kendimi buluyorum:
											E-postalarımı kontrol ettiğim yerde
aşağıya kaydırarak yeniliyorum.
											Fakat ne hikmetse 60 saniye sonra,
											yenilemek için yine aşağıya kaydırıyorum.
											Bunu niye yapıyorum?
											Hiç mantıklı gelmiyor.
									",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
"
","
","
","
",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
"
											But I'll give you a hint
why this is happening.
											What do you think makes
more money in the United States
											than movies, game parks
and baseball combined?
											Slot machines.
											How can slot machines make all this money
											when we play with such small
amounts of money?
											We play with coins.
											How is this possible?
											Well, the thing is ...
											my phone is a slot machine.
											Every time I check my phone,
											I'm playing the slot machine to see,
											what am I going to get?
											What am I going to get?
											Every time I check my email,
											I'm playing the slot machine,
											saying, ""What am I going to get?""
											Every time I scroll a news feed,
											I'm playing the slot machine to see,
											what am I going to get next?
											And the thing is that,
											again, knowing exactly
how this works — and I'm a designer,
											I know exactly how
the psychology of this works,
											I know exactly what's going on —
											but it doesn't leave me with any choice,
											I still just get sucked into it.
									","
											Pero daré una pista por qué ocurre esto.
											¿Qué creen que mueve 
más dinero en EE.UU.
											que las películas, parques de diversiones 
y el béisbol combinado?
											Las máquinas tragamonedas.
											¿Cómo pueden las máquinas 
tragamonedas hacer todo este dinero
											cuando jugamos con esas 
pequeñas cantidades de dinero?
											Jugamos con monedas.
											¿Cómo es esto posible?
											Bueno, la cosa es...
											mi teléfono es una máquina tragamonedas.
											Cada vez que reviso mi teléfono,
											juego a la máquina tragamonedas para ver,
											qué voy a conseguir.
											Qué voy a conseguir,
											cada vez que verifico mi correo,
											juego con el tragamonedas,
											preguntándome: ""¿Qué conseguiré?""
											Cada vez que me desplazo 
a un servicio de noticias,
											juego al tragamonedas para ver,
											qué voy a conseguir.
											Y la cosa es que,
											aun sabiendo exactamente 
cómo funciona esto, y soy diseñador,
											sé exactamente cómo funciona 
la psicología de esto.
											Sé exactamente qué está pasando,
											pero no tengo otra opción,
											simplemente me dejo atrapar por esto.
									","
											Mais je vais vous donner un indice
pour répondre à cette question.
											A votre avis, aux États-Unis,
qu'est-ce qui rapporte plus d'argent
											que les films, les parcs d'attraction
et le baseball combinés ?
											Les machines à sous.
											Comment peuvent-elles ramener
tout cet argent
											alors que nous jouons
avec des sommes si faibles ?
											Nous jouons avec des pièces.
											Comment est-ce possible ?
											Le truc c'est que...
											mon téléphone est une machine à sous.
											Chaque fois que je vérifie mon téléphone,
											je joue à la machine à sous pour voir
											ce que je vais obtenir.
											Que vais-je obtenir ?
											Chaque fois que je vérifie mes mails,
											je joue à la machine à sous
											pour voir ce que je vais obtenir.
											Chaque fois que je fais défiler
le fil d'actualités,
											je joue à la machine à sous
											pour voir ce que je vais obtenir.
											Et le truc c'est que,
											à nouveau, je sais comment
cela fonctionne — je suis designer,
											je connais la psychologie
qu'il y a derrière,
											je sais ce qu'il se passe —
											mais cela ne me laisse pas le choix,
											je suis attiré dans ce cycle.
									","
											Fakat nedeniyle ilgili size
bir ipucu vereyim.
											Birleşmiş Devletler'de filmler, 
oyun alanları ve beyzbolun toplamından
											daha fazla sizce ne para kazandırır?
											Kumar makineleri.
											Böylesine küçük miktarda
parayla oynamamıza rağmen
											bu makineler nasıl oluyor da bu 
kadar çok para kazandırıyor?
											Bozuk parayla oynuyoruz.
											Nasıl olur böyle bir şey?
											Mesele şu ki...
											telefonum bir kumar makinesi.
											Telefonumu her kontrol edişimde,
											kumar makinesiyle oynuyorum,
											bakalım ne tutturacağım?
											Bakalım ne tutturacağım?
											E-postalarımı her kontrol edişimde,
											kumar makinesiyle oynuyorum,
											""Bakalım ne tutturacağım?""
											Her haber akışında aşağı kaydırışımda,
											kumar makinesiyle oynuyorum.
											Sonrasında ne tutturacağım?
											Sıkıntı şu ki,
											yine nasıl işlediğini biliyorum.
Ben bir tasarımcıyım,
											bu işlerin psikolojisini 
tam manada biliyorum.
											Neler döndüğünü tam manada biliyorum,
											fakat bana başka seçenek bırakmıyor.
											Yine de beni içine çekiyor.
									",How better tech could protect us from distraction,Tristan Harris,14:55,"choice,communication,design,interface design,future,innovation,potential,motivation,product design,social media,technology,web,Internet"
