en,tr,fr,title,speaker,duration,tags
"
","
","
","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
											Upon emerging from stasis, Ethic is the 
unfortunate recipient of three surprises.
									","
											Komadan çıktıktan sonra Etik,
üç talihsiz sürprizle karşılaşır.
									","
											[Épisode 01 : L'évasion de prison]
											En sortant de stase,
											Éthique est la regrettable
récipiendaire de trois surprises.
									","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
","
","
","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
											The first: a prison cell.
									","
											İlki: bir hapishane hücresi.
									","
											La première : une cellule de prison.
									","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
","
","
","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
											The second: complete amnesia.
									","
											İkincisi: hafıza kaybı
									","
											La deuxième : une amnésie totale.
									","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
","
","
","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
											And the third: a mysterious stranger 
has gotten stuck
											squeezing through the bars on her window.
									","
											ve üçüncüsü: penceresindeki
çubuklara sıkışıp kalmış
											gizemli bir yabancı.
									","
											Et la troisième : un mystérieux inconnu
s'est retrouvé coincé
											en passant entre les barreaux
de se fenêtre.
									","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
","
","
","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
											His name is Hedge, and he has come 
to help Ethic save the world.
											But first they have to break out of jail.
									","
											İsmi Hedge ve Etik'in dünyayı
kurtarmasına yardım etmeye geldi.
											Ama ilk olarak hapisten kaçmalılar.
									","
											Son nom est Hedge et il est venu
aider Éthique à sauver le monde.
											Mais ils doivent d'abord
s'évader de prison.
									","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
","
","
","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
											Hedge turns his hand into a lockpick and 
outlines the challenge ahead.
									","
											Hedge elini bir maymuncuğa çevirir 
ve önlerindeki zorlu mücadeleyi anlatır.
									","
											Hedge transforme sa main en crochet
et expose le défi qui les attend.
									","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
","
","
","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
											Each lock in the prison works 
in the same unusual way.
											Inside the keyhole is a red dial that can 
be rotated to one of 100 positions
											numbered 1 through 100.
											The key for a given cell spins the dial 
to the right position,
											which, when stopped there, makes it turn 
green and unlocks the door.
											It would be out of the question to steal 
keys from a guard,
											but Hedge has a better idea.
									","
											Hapishanedeki her kilit
aynı olağandışı şekilde çalışır.
											Anahtar deliğinin içinde, 1 ile 100
arasında numaralandırılmış 100 konumdan
											birine döndürülebilen
kırmızı bir kadran var.
											Bir hücrenin anahtarı,
kadranı doğru konuma döndürür
											ve durduğu konumda kadran 
yeşile döner ve kapının kilidini açılır.
											Anahtarları bir gardiyandan
çalmak söz konusu olamaz
											ama Hedge'in daha iyi bir fikri var.
									","
											Chaque serrure de la prison fonctionne
de la même inhabituelle façon.
											Dans le trou de la serrure,
il y a un cadran rouge
											que l'on peut faire tourner
dans 100 positions
											numérotées de 1 à 100.
											La clé pour une serrure en particulier
											fait tourner le cadran
dans la bonne position
											et, quand il s'arrête ainsi,
il devient vert et déverrouille la porte.
											Il est hors de question
de voler les clés à un garde
											mais Hedge a une meilleure idée.
									","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
"
","
","
","The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,6:34,"TED-Ed,animation,computers,code,education,science,engineering,programming"
