en,pt,es,fr,title,speaker,duration,tags
"
","
","
","
",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
"
											Human origins.
											Who are we?
											Where do we come from,
											and how do we know?
											In my field, paleoanthropology,
											we explore human origins —
											the ""who"" and ""where"" questions —
											by analyzing fossils that date back
thousands and even millions of years.
											In 2015, a team of colleagues and I
named a new species in the genus Homo —
											our genus —
											Homo naledi.
											Let's take a step back
and put that into context.
									","
											As origens do Homem.
											Quem somos?
											De onde vimos?
											E como é que sabemos?
											Na minha área, a paleoantropologia,
											exploramos as origens do Homem,
											— as perguntas de ""quem?"" e ""de onde?"" —
											analisando fósseis que remontam
a milhares ou mesmo milhões de anos.
											Em 2015, uma equipa de colegas e eu
											batizámos uma nova espécie
no género ""Homo""
											— o nosso género —
											""Homo naledi"".
											Vamos recuar um pouco
e colocar isto em contexto.
									","
											Los orígenes de la humanidad.
											¿Quiénes somos?
											¿De dónde venimos?
											¿Y cómo lo sabemos?
											En mi especialidad, la paleoantropología,
											estudiamos los orígenes de la humanidad,
											quiénes somos y de dónde venimos,
											a través del análisis de fósiles
que datan de miles o millones de años.
											En 2015, con un grupo de colegas
denominamos una nueva especie
											en el género Homo, nuestro género.
											La llamamos ""Homo naledi"".
											Retrocedamos un poco
y pongamos esto en contexto.
									","
											Les origines de l'Homme.
											Qui sommes-nous ?
											D’où venons-nous ?
											et comment le savons-nous ?
											Dans mon domaine, la paléoanthropologie,
											nous explorons les origines de l'Homme –
											les questions « qui ? » et « où ? » –
											en analysant des fossiles qui datent
de milliers, voire de millions d'années.
											En 2015, avec une équipe de collègues,
j’ai donné un nom à une nouvelle espèce
											du genre Homo – notre genre –
											Homo naledi.
											Prenons du recul et remettons
les choses dans leur contexte.
									",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
"
","
","
","
",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
"
											The last common ancestors
between humans and chimps
											date somewhere between six
and eight million years.
											The earliest hominins,
											or earliest human ancestors,
											evolved into a group
known as the australopithecines.
											The australopithecines
evolved into the genus Homo
											and eventually modern humans — us.
									","
											Os últimos antepassados comuns
entre seres humanos e chimpanzés
											remontam a seis a oito milhões de anos.
											Os primeiros hominídeos,
											ou seja, os antepassados humanos
mais primitivos,
											evoluíram num grupo conhecido
por australopitecíneo.
											Os australopitecíneos
evoluíram para o género ""Homo""
											e, por fim, para os humanos
modernos — nós.
									","
											El último antepasado común
que tenemos con el chimpancé
											data de entre seis y ocho
millones de años atrás.
											Los primeros homininis,
											los primeros antepasados del ser humano,
											evolucionaron para formar
el grupo de los australopitecinos.
											Los australopitecinos evolucionaron
para convertirse en el género Homo
											y luego en humanos modernos: nosotros.
									","
											Les derniers ancêtres communs
à l’Homme et au chimpanzé
											vivaient il y a six à huit millions
d'années environ.
											Les premiers hominidés,
											nos ancêtres les plus éloignés,
											ont évolué pour devenir
les australopithèques.
											Les australopithèques ont évolué
et sont devenus le genre Homo
											et, finalement, l’homme moderne : nous !
									",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
"
","
","
","
",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
"
											With each new fossil discovery,
											we get a little bit closer
to better understanding who we are
											and where we came from.
											With these new fossil finds,
											we realize we now have to make
changes to this tree.
											Until this discovery,
											we thought we had a pretty good idea
about the patterns of evolutionary change.
											Current fossil evidence suggests
											that the earliest populations
of the genus Homo evolved in Africa
											somewhere between two
and three million years.
											Fast-forward to approximately
300,000 years to where we see the origins
											of the first modern humans.
											While the fossil record
between these time frames in Africa
											is relatively sparse,
											the fossils nonetheless
demonstrated certain trends
											from our earliest ancestors
to modern humans.
											For example, our brains
were becoming larger
											relative the rest of our body.
											Our pelves were becoming more bowl-shaped,
											and our hand-wrist morphology, or form,
											suggested a change in our grip
as we began to make and use stone tools
											and spend less time in the trees.
											These new fossils disrupt everything
we thought we knew about these trends
											and force us to change the way
that we think about human evolution.
									","
											Com cada novo fóssil descoberto,
											aproximamo-nos mais um pouco
da compreensão de quem somos
											e de onde viemos.
											Com a descoberta destes novos fósseis,
											percebemos que temos de fazer
alterações a esta árvore.
											Antes desta descoberta,
											pensávamos que tínhamos uma ideia clara
sobre os padrões da mudança evolutiva.
											A prova dos fósseis atuais sugere
											que as populações mais antigas
do género ""Homo"" evoluíram em África,
											algures entre dois a três
milhões de anos.
											Avancemos para cerca
de há 300 000 anos,
											quando vemos as origens
dos primeiros seres humanos atuais.
											Embora o registo fóssil
entre estas épocas, em África,
											seja relativamente escassa,
											os fósseis demonstravam
determinadas tendências
											dos nossos antepassados primitivos
para os seres humanos atuais.
											Por exemplo, o cérebro
ia-se tornando maior
											em relação ao resto do corpo.
											A pélvis assumia uma forma
mais arredondada
											e a morfologia, ou seja, a forma do pulso,
											sugeria uma mudança na forma de agarrar
											quando começámos a usar
utensílios de pedra
											e a passar menos tempo nas árvores.
											Estes novos fósseis comprometem
											tudo aquilo que pensávamos
sobre estas tendências
											e forçam-nos a mudar a forma
como pensamos na evolução humana.
									","
											Con cada nuevo descubrimiento fósil
											estamos un poquito más cerca
de entender quiénes somos
											y de dónde venimos.
											Con el hallazgo de estos nuevos fósiles,
											vemos que hay que modificar este árbol.
											Hasta este descubrimiento,
											creíamos tener una idea bastante buena
de los patrones del cambio evolutivo.
											Los fósiles que tenemos actualmente
											sugieren que las primeras poblaciones
del género Homo evolucionaron en África
											hace dos o tres millones de años.
											Unos 300 000 años atrás
aparecen los orígenes
											de los primeros humanos modernos.
											Si bien el registro fósil
en África entre estas fechas
											es relativamente escaso,
											los fósiles encontrados
demostraban ciertas tendencias
											desde nuestros primeros antepasados
hasta los humanos modernos.
											Por ejemplo, nuestro cerebro
se fue agrandando con respecto al cuerpo.
											La pelvis fue tomando 
una forma como de cuenco,
											y la morfología, o la forma,
de la mano y la muñeca
											sugería un cambio en la capacidad prensil
											pues empezábamos a trabajar 
con herramientas de piedra
											y a pasar menos tiempo en los árboles.
											Estos nuevos fósiles trastocan todo
lo que creíamos saber de estas tendencias
											y nos obligan a pensar diferente
acerca de la evolución humana.
									","
											A chaque découverte de fossile,
											nous comprenons un peu mieux
qui nous sommes
											et d’où nous venons.
											Avec ces nouvelles trouvailles,
											nous devons modifier
notre arbre généalogique.
											Jusqu’à cette découverte,
											nous pensions avoir une idée assez précise
des modèles de l'évolution.
											Les données fossiles récentes suggèrent
											que les populations les plus anciennes
du genre Homo ont évolué en Afrique
											il y a entre deux et
trois millions d'années.
											Environ 300 000 ans avant l’apparition
											des premiers hommes modernes.
											Alors que les données fossiles africaines
entre ces deux périodes
											sont relativement rares,
											ces fossiles ont révélé néanmoins
des traits communs
											entre nos premiers ancêtres
et les humains modernes.
											Par exemple, notre cerveau
grandissait davantage
											que le reste de notre corps.
											Notre bassin prenait la forme d'un bol
											et la morphologie de nos mains et poignets
											suggère un changement de préhension pour
fabriquer et utiliser des outils en pierre
											afin de passer moins
de temps dans les arbres.
											Ces nouveaux fossiles bouleversent tout
ce qu'on pensait savoir sur ces tendances
											et nous obligent à envisager différemment
l'évolution humaine.
									",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
"
","
","
","
",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
"
											South Africa in general,
											but the Cradle of Humankind in particular,
											contains numerous sites where hundreds
of thousands of fossils have been found.
											As an undergraduate student,
I fell in love with one of them ...
											Mrs. Ples.
											The skull of a 2.1-million-year-old
early human ancestor.
											From that point on,
											I was determined to go to South Africa
and study human evolution.
											I first traveled there in 2003,
											and I did get to see my beloved Mrs. Ples.
									","
											A África do Sul, em geral,
											mas o Berço da Humanidade,
em particular,
											contém numerosos sítios
											onde se encontraram
centenas de milhares de fósseis.
											Enquanto estudante universitária,
apaixonei-me por um deles
											— a Sra. Ples.
											A caveira com 2,1 milhões de anos
de um dos primeiros antepassados humanos.
											A partir daí,
											decidi ir para a África do Sul
e estudar a evolução do Homem.
											Fui lá, pela primeira vez, em 2003
											e consegui ver a minha amada Sra. Ples.
									","
											Sudáfrica en general,
											y la Cuna de la Humanidad en particular,
											contienen numerosos sitios
											donde se han hallado
cientos de miles de fósiles.
											Cuando cursaba mis estudios de grado,
me enamoré de uno de ellos...
											la señora Ples.
											El cráneo de un antepasado 
humano de 2,1 millones de años.
											A partir de ese momento,
											decidí ir a Sudáfrica
y estudiar la evolución humana.
											Fui por primera vez en 2003,
											y tuve la oportunidad de ver
a mi querida señora Ples.
									","
											L’Afrique du Sud en général,
											en particulier le
« berceau de l'humanité »,
											abrite de nombreux sites où des centaines
de milliers de fossiles ont été trouvés.
											Quand j’étais étudiante en licence,
je suis tombée amoureuse de l'un d'eux…
											Mme Ples.
											Le crâne d'une femme préhistorique
âgée de 2,1 millions d'années.
											A partir de ce moment,
											j’ai voulu aller en Afrique du Sud
étudier l'évolution de l'Homme.
											J’y suis allée la première fois en 2003,
											et j’ai pu voir ma chère Mme Ples.
									",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
"
","
","
","
",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									",How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,11:23,"anthropology,human origins,human body,humanity,science,paleontology,technology,evolution,biology,brain,history,TEDx"
