pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
"
											Mil milhões de pessoas
no mundo, hoje em dia
											não têm acesso a estradas
em todas as estações do ano.
											Mil milhões de pessoas.
											Um sétimo da população da Terra
											está completamente isolado
durante alguma altura do ano.
											Não lhes conseguimos enviar
remédios de forma confiável,
											não têm acesso a
mantimentos necessários,
											e não conseguem levar
os seus produtos ao mercado,
											de maneira a criar rendimento sustentável.
											Na África Sub-Sahariana, por exemplo,
											85% das estradas são inutilizáveis 
na estação das chuvas.
											Estão a ser feitos investimentos,
											mas atualmente,
											estima-se que levará
											50 anos para se chegar a alguma coisa.
											Só nos Estados Unidos, 
há mais de 6 milhões
											de quilómetros de estradas, 
cuja construção é muito cara,
											das quais a manutenção da 
infraestrutura é muito cara,
											com uma enorme pegada ecológica,
											e mesmo assim, frequentemente, congestionada.
									","
											Bugün dünyada bir milyar insanın
											dört mevsime uygun yollara erişimi yok.
											Bir milyar insan.
											Dünya nüfusunun yedide biri, yılın bir kısmı
											dış dünyadan tamamen kopuk bir şekilde yaşıyor.
											Onlara güvenli bir şekilde ilaç ulaştırmıyoruz,
											kritik gereçlere ulaşamıyorlar,
											ve sürdürebilir bir gelir yaratmak için
											mallarını pazara ulaştıramıyorlar.
											Örneğin, Sahra-altı Afrika'da,
											yolların yüzde 85'i ıslak mevsimde kullanılamaz halde.
											Yatırımlar yapılıyor,
											fakat mevcut seviyede,
											yolları tamamlamalarının 50 yıl süreceği
											tahmin ediliyor.
											Sadece A.B.D.'de, 4 milyon milden fazla yol var,
											inşa etmesi çok pahalı, altyapıyı korumak
											çok pahalı, dev bir ekolojik ayak izine sahip,
											ancak, çoğu zaman
											çok tıkanık.
									","
											One billion people in the world today
											do not have access to all-season roads.
											One billion people.
											One seventh of the Earth's population
											are totally cut off for some part of the year.
											We cannot get medicine to them reliably,
											they cannot get critical supplies,
											and they cannot get their goods to market
											in order to create a sustainable income.
											In sub-Saharan Africa, for instance,
											85 percent of roads are unusable in the wet season.
											Investments are being made,
											but at the current level,
											it's estimated it's going to take them
											50 years to catch up.
											In the U.S. alone, there's more than four million
											miles of roads, very expensive to build,
											very expensive to maintain infrastructure,
											with a huge ecological footprint,
											and yet, very often, congested.
									","
											De nos jours, un milliard de 
personnes dans le monde
											n'a pas accès aux routes en toutes saisons.
											Un milliard de personnes.
											Un septième des habitants de cette planète
											est totalement isolé durant une 
période chaque année.
											Ils n'ont pas la possibilité de 
jouir de médecine correcte,
											ni accès aux ravitaillements essentiels,
											et ils ne peuvent pas vendre sur le marché
											afin de créer un revenu fixe.
											En Afrique subsaharienne par exemple,
											85 pour cent des routes sont impraticables en saison humide.
											Des investissement sont en cours,
											mais dans le contexte actuel,
											on estime au moins à 50 ans le temps nécessaire
											pour résoudre le problème.
											Les Etats-Unis à eux seuls 
comptent plus de six millions
											de kilomètres de routes, dont la 
construction revient extrêmement cher,
											tout comme l'entretien des infrastructures,
											avec une importante empreinte écologique,
											et elles sont très souvent victimes d'embouteillages.
									","
											Eine Milliarde Menschen weltweit
											verfügt nicht ganzjährig über Straßen.
											Eine Milliarde Menschen.
											Ein Siebtel der Erdbevölkerung
											ist für einen Teil des Jahres 
völlig von der Außenwelt abgeschnitten.
											Wir können ihnen nicht 
sicher Arzneien liefern,
											wichtige Rohstoffe erreichen sie nicht,
											ihre Produkte erreichen nicht den Markt,
											und sie können somit auch kein 
dauerhaftes Einkommen erwirtschaften.
											In Afrika südlich der Sahara, zum Beispiel,
											sind 85 % der Straßen 
während der Regenzeit unbefahrbar.
											Man investiert,
											aber nach dem derzeitigen Stand
											wird man schätzungsweise
											noch 50 Jahre dafür brauchen.
											Allein in den USA gibt es 
über 6,5 Mio. km Straßen,
											deren Bau sehr teuer war,
											deren Instandhaltung sehr teuer ist,
											deren ökologischer Fußabdruck riesig ist,
											und die dennoch sehr oft verstopft sind.
									",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
"
","
","
","
","
",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
"
											Então, nós vimos isto e pensamos,
											existirá uma maneira melhor?
											Podemos criar um sistema com 
as tecnologias atuais, mais avançadas,
											que permitam esta parte do 
mundo a dar um grande salto,
											da mesma forma que 
fizeram com os telemóveis
											nos últimos 10 anos?
											Muitos desses países têm telecomunicações 
excelentes, hoje em dia,
											sem nunca pôr fios de cobre no chão.
											Podemos fazer o mesmo com o transporte?
									","
											Bu durumu gördük ve şöyle düşündük,
											daha iyi bir yöntem olabilir mi?
											Bugünün en ileri teknolojilerini kullanarak, dünyanın bu parçasının
											son on yılda cep telefonları ile yaptıkları gibi
											bir sıçrayış yapmalarını sağlayacak bir sistem
											yaratabilirmiyiz?
											O uluslarının birçoğu toprağa hiç bakır hat döşemeden
											günümüzde kusursuz telekomünikasyonlara sahipler.
											Aynı şeyi ulaşım için de yapabilirmiyiz?
									","
											So we saw this and we thought,
											can there be a better way?
											Can we create a system using today's
most advanced technologies
											that can allow this part of the world to leapfrog
											in the same way they've done with mobile telephones
											in the last 10 years?
											Many of those nations have excellent telecommunications today
											without ever putting copper lines in the ground.
											Could we do the same for transportation?
									","
											Alors, en apprenant ceci nous avons pensé :
											comment changer les choses ?
											Peut-on créer un système s'appuyant sur les technologies les plus pointues de notre génération
											pour permettre à ces endroits de se moderniser
											comme ce fut le cas pour les téléphones portables
											ces 10 dernières années ?
											Aujourd'hui, la majeure partie des nations jouit d'excellents moyens de télécommunication
											sans avoir de lignes de cuivre sur le sol.
											La même chose est-elle possible concernant nos moyens de transport ?
									","
											Wir sahen uns das an und fragten uns:
											Gibt es eine bessere Lösung?
											Können wir mithilfe modernster
Technologien ein System schaffen,
											das diesen Teilen der Welt 
einen Sprung ermöglicht,
											ebenso wie es mit Mobiltelefonen
											in den letzten 10 Jahren geschehen ist?
											Viele dieser Länder haben 
sehr gute Telekommunikationsnetze,
											ohne dass jemals 
Kupferleitungen verlegt wurden.
											Können wir für den Verkehr
das Gleiche tun?
									",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
"
","
","
","
","
",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
"
											Imaginem este cenário.
											Imaginem que estão 
numa maternidade em Mali,
											e há um recém-nascido a precisar 
de medicação urgentemente.
											Atualmente, o que fariam?
											Bem, poderiam fazer um pedido por telemóvel,
											e alguém receberia o pedido imediatamente.
											Esta é a parte que funciona.
											No entanto, a medicação pode levar dias a chegar,
											por causa das más estradas.
											Essa é a parte que não funciona.
									","
											Bu senaryoyu hayal edin.
											Mali'de bir doğum ünitesinde olduğunuzu ve acil ilaca
											ihtiyacı olan yeni doğan bir bebeğe sahip olduğunuzu düşünün.
											Bugün ne yapardınız?
											Cep telefonu ile bir talepte bulunurdunuz,
											ve biri bu talebi hemen alırdı.
											Bu işe yarayan kısmı.
											Fakat ilacın ulaşması kötü yollar nedeniyle
											birkaç gün alabilir.
											Bu işe yaramayan kısmı.
									","
											Imagine this scenario.
											Imagine you are in a maternity ward in Mali,
											and have a newborn in need of urgent medication.
											What would you do today?
											Well, you would place a request via mobile phone,
											and someone would get the request immediately.
											That's the part that works.
											The medication may take days to arrive, though,
											because of bad roads.
											That's the part that's broken.
									","
											Imaginez.
											Imaginez-vous dans une maternité au Mali,
											avec un nouveau-né ayant besoin 
d'un médicament rapidement.
											Que feriez vous aujourd'hui ?
											Eh bien, vous feriez une demande via votre portable,
											et quelqu'un vous répondra immédiatement.
											Jusque là, pas de problème.
											Le médicament mettra cependant 
des jours à arriver
											à cause des mauvaises routes.
											Les choses se compliquent alors.
									","
											Stellen Sie sich einmal
folgende Szene vor:
											Sie sind auf einer 
Entbindungsstation in Mali
											und Ihr Neugeborenes benötigt 
dringend Medikamente.
											Was würden Sie heutzutage machen?
											Sie würden mit Ihrem Mobiltelefon 
jemanden anrufen
											und dieser Jemand würde 
Ihre Bitte sofort erhalten.
											Das ist der Teil, der gut funktioniert.
											Die Medikamente aber würden 
Tage unterwegs sein,
											wegen der schlechten Straßen.
											Das ist der Teil, der nicht funktioniert.
									",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
"
","
","
","
","
",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
"
											Nós acreditamos que podemos 
entregá-la em horas
											com um veículo elétrico autónomo voador
											como este.
											Isto pode transportar uma carga pequena, 
atualmente, cerca de 2 kg,
											por uma pequena distância, cerca de 10 kms,
											mas é parte de uma rede maior 
que pode abranger
											um país inteiro, 
ou até um continente inteiro.
											Uma rede de logística 
automatizada e ultra-flexível.
											Uma rede de transporte de matéria.
											Nós chamamos-la de Matternet.
									","
											Biz ilacı saatler içerisinde bunun gibi
											elektrikli bağımsız bir hava aracı ile ulaştırabileceğimize
											inanıyoruz.
											Bu araç bugün yaklaşık iki kilagramlık küçük bir yükü
											yaklaşık 10 kilometrelik bir kısa mesafeye taşıyabilir,
											ama bu tüm ülkeyi, belki de tüm kıtayı kapsayabilecek
											daha geniş bir ağın parçası.
											ultra-esnek, otomatik bir logistik ağı.
											Maddenin nakliyesi için bir ağ.
											Buna Matternet diyoruz.
									","
											We believe we can deliver it within hours
											with an electric autonomous flying vehicle
											such as this.
											This can transport a small payload
today, about two kilograms,
											over a short distance, about 10 kilometers,
											but it's part of a wider network that may cover
											the entire country, maybe even the entire continent.
											It's an ultra-flexible, automated logistics network.
											It's a network for a transportation of matter.
											We call it Matternet.
									","
											Nous croyons pouvoir livrer en quelques heures
											avec un véhicule volant autonome
											tel que celui-ci.
											Il ne peut transporter à ce jour qu'une charge limitée d'environ deux kilogrammes,
											sur une courte distance équivalente à 10 kilomètres,
											mais il fait partie d'un plus 
grand réseau pouvant couvrir
											le pays entier, et voire même le continent entier.
											C'est un réseau logistique automatisé ultra-flexible.
											C'est un réseau de transport de matière.
											On l’appelle Matternet.
									","
											Wir glauben, dass wir sie 
in wenigen Stunden
											mit elektrisch betriebenen, 
eigenständigen Fluggeräten
											wie diesem liefern können.
											Es kann heute kleine Nutzlasten 
von ungefähr 2 kg
											über kurze Distanzen 
von rund 10 km transportieren,
											aber es ist Teil eines großen Netzwerkes,
											das ein gesamtes Land, vielleicht sogar 
einen ganzen Kontinent, abdecken kann.
											Es ist ein sehr flexibles, 
automatisiertes Logistiknetzwerk.
											Es ist ein Netzwerk für 
wichtige Transporte.
											Wir nennen es ""Matternet"".
									",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
"
","
","
","
","
",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
"
											Nós usamos 3 tecnologias-chave.
											A primeira são os veículos aéreos não-tripulados 
(VANTs).
											A segunda são estações 
terrestres automatizadas,
											onde os veículos descolam e aterram
											para trocar baterias e voar mais longe,
											ou receber ou entregar cargas.
											E a terceira é o sistema operativo
											que gere a rede inteira.
									","
											Üç anahtar teknoloji kullanıyoruz.
											İlki elektrikli bağımsız uçuş aracı.
											İkincisi, araçların pillerini değiştirmesi ve
											daha uzak yerlere uçması ya da
											yükleri alması ya da taşıması için
											uçtukları otomatik yer istasyonları.
											Ve üçüncüsü ise bütün ağı yöneten
											işletim sistemi.
									","
											We use three key technologies.
											The first is electric autonomous flying vehicles.
											The second is automated ground stations
											that the vehicles fly in and out of
											to swap batteries and fly farther,
											or pick up or deliver loads.
											And the third is the operating system
											that manages the whole network.
									","
											Nous utilisons trois technologies clés.
											La première : des véhicules volants 
autonomes électriques.
											La deuxième : des stations terriennes automatisées,
											ralliées par les véhicules volants
											pour recharger leur batterie afin 
d'augmenter leur distance,
											récupérer ou livrer des cargaisons.
											Et la troisième est un système d'exploitation
											qui gère le réseau dans sa globalité.
									","
											Es nutzt 3 Schlüsseltechnologien.
											Erstens, die eigenständigen, 
elektrischen Fluggeräte.
											Zweitens, die automatisierten 
Bodenstationen,
											wo die Fluggeräte ein und aus fliegen,
											die Batterien für den Weiterflug wechseln
											oder Ladungen aufnehmen oder abgeben.
											Drittens, das Betriebssystem,
											das das gesamte Netzwerk steuert.
									",No roads? There's a drone for that,Andreas Raptopoulos,9:13,"drones,technology,transportation,infrastructure"
