en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
"
											So I'd like to start by focusing on
											the world's most dangerous animal.
									","
											Quisiera empezar concentrándome en
											el animal más peligroso del mundo.
									","
											Gostaria de começar por me concentrar
											no animal mais perigoso do mundo.
									","
											Dünyanın en tehlikeli hayvanına
											odaklanarak başlamak istiyorum.
									","
											Je voudrais commencer par m'intéresser
											à l'animal le plus dangereux au monde.
									","
											Ich möchte damit beginnen,
											das gefährlichste Tier der Welt 
in Augenschein zu nehmen.
									",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
"
","
","
","
","
","
",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
"
											Now, when you talk about dangerous animals,
											most people might think of lions or tigers or sharks.
											But of course the most dangerous animal
											is the mosquito.
											The mosquito has killed more humans
											than any other creature in human history.
											In fact, probably adding them all together,
											the mosquito has killed more humans.
											And the mosquito has killed more humans than wars
											and plague.
									","
											Bien, cuando uno habla
del animal más peligroso,
											la mayoría de la gente pensaría
en leones, tigres o tiburones.
											Pero desde luego,
el animal más peligroso
											es el mosquito.
											El mosquito ha matado a más humanos
											que otra creatura en la historia humana.
											De hecho, probablemente sumando a todos,
											el mosquito ha matado a más humanos.
											Y el mosquito ha matado
a más humanos que las guerras
											y las plagas.
									","
											Quando falamos de animais perigosos,
											a maioria das pessoas pensa em leões,
tigres ou tubarões.
											Mas é claro que o animal mais perigoso
											é o mosquito.
											O mosquito já matou mais seres humanos
											do que qualquer outra criatura 
na história da humanidade.
											De facto, provavelmente, somando-os todos,
											o mosquito matou mais seres humanos.
											O mosquito matou mais seres humanos 
do que as guerras
											e a peste.
									","
											Şimdi, tehlikeli hayvanlar hakkında konuştuğunuzda,
											çoğu insan, aslanları veya kaplanları ya da köpek balıklarını düşünebilir.
											Ancak, şüphesiz en tehlikeli hayvan,
											sivrisinektir.
											İnsanlık tarihinde, sivrisinek, diğer hayvanlardan
											daha çok insan öldürdü.
											Aslına bakılırsa, sivrisinek, büyük olasılıkla onların hepsinin topamından
											daha çok insan öldürdü.
											Sivrisinek, savaşlardan ve vebadan daha fazla
											insan öldürdü.
									","
											Maintenant, quand on parle d'animaux dangereux
											la plupart des gens pense à des lions, 
des tigres ou des requins.
											Mais bien sûr l'animal le plus dangereux
											est le moustique.
											Le moustique a fait plus de victimes
											que n'importe quelle autre créature 
dans l'histoire de l'humanité.
											En fait, même en additionnant 
toutes ces autres créatures,
											le moustique est toujours plus meurtrier.
											Les moustiques ont tué plus 
d'êtres humains que les guerres
											et la peste.
									","
											Nun, wenn man über gefährliche Tiere spricht,
											denken die meisten Leute eher 
an Löwen oder Tiger oder Haie.
											Aber das gefährlichste Tier
											ist natürlich die Mücke.
											Die Mücke hat mehr Menschen umgebracht
											als irgendeine andere Kreatur 
in der Geschichte der Menschheit.
											Selbst, wenn man sie alle aufsummiert,
											hat die Mücke wahrscheinlich 
immer noch mehr Menschen getötet.
											Die Mücke hat mehr Menschen getötet als Kriege
											und die Pest.
									",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
"
","
","
","
","
","
",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
"
											And you would think, would you not,
											that with all our science, with all our advances in society,
											with better towns, better civilizations, better sanitation,
											wealth, that we would get better at controlling mosquitos,
											and hence reduce this disease.
											And that's not really the case.
											If it was the case, we wouldn't have
											between 200 and 300 million cases of malaria every year,
											and we wouldn't have
											a million and a half deaths from malaria,
											and we wouldn't have a disease
											that was relatively unknown 50 years ago
											now suddenly turned into
											the largest mosquito-borne virus threat that we have,
											and that's called dengue fever.
									","
											Y se podría pensar, o no,
											que con toda nuestra ciencia,
con todos nuestros avances sociales,
											con mejores pueblos,
mejores civilizaciones, mejor sanidad,
											riqueza, conseguiríamos
un mejor control de los mosquitos,
											y por lo tanto,
reducir esta enfermedad.
											Y, realmente, no es ese el caso.
											Si fuera el caso, no tendríamos
											entre 200 y 300 millones
de casos de malaria cada año,
											y no tendríamos
											un millón y medio de muertes por malaria,
											y no tendríamos una enfermedad
											relativamente desconocida hace 50 años y que
											ahora, de repente, se convierte en
											la mayor amenaza que tenemos
de un virus transmitido por mosquito,
											la llamada fiebre del dengue.
									","
											Poderiam pensar
											que, com toda a nossa ciência, com todos 
os nossos avanços na sociedade,
											com melhores cidades,
melhores civilizações, melhor saneamento,
											riqueza, seríamos melhores
a controlar os mosquitos,
											e, por consequência,
a reduzir esta doença.
											Mas não é esse o caso.
											Se fosse esse o caso, não teríamos
											entre 200 e 300 milhões de casos 
de malária por ano,
											e não teríamos um milhão e meio
de mortes devido à malária,
											e não teríamos uma doença
											que era relativamente
desconhecida há 50 anos
											e que, de repente,
											se tornou na maior ameaça
de vírus originado em mosquitos,
											que se chama ""febre de dengue"".
									","
											Elimizdeki tüm bilimle, toplumsal gelişmelerle,
											daha iyi şehirlerle, daha iyi uygarlıklarla,
											daha iyi koruyucu sağlık hizmetiyle, zenginlikle,
											sivrisinekleri daha iyi kontrol ederiz ve bu sayede
											bu hastalığı azaltırız diye düşünürsünüz, böyle düşünmez misiniz?
											Ve gerçekte durum böyle değildir.
											Eğer durum böyle olsaydı, her yıl 200 ile 300 milyon
											arasında sıtma vakamız olmazdı
											ve sıtmadan bir buçuk milyon
											ölüm vakası yaşanmazdı
											ve 50 yıl önce pek de bilinmeyen
											bir hastalığımız olmazdı ki
											bu hastalık, birden bire, sahip olduğumuz
											sivrisinek kaynaklı en büyük viral tehdide dönüştü
											ve Dang humması diye adlandırıldı.
									","
											On pourrait penser, n'est-ce pas,
											qu'avec nos connaissances scientifiques, 
notre monde moderne,
											nos meilleures villes, nos civilisations plus évoluées, 
nos meilleures conditions d'hygiène
											nos richesses, qu'on serait en mesure 
de contrôler les moustiques,
											et ainsi de réduire l'incidence de cette maladie.
											Ce n'est pas vraiment le cas.
											Si c'était le cas, il n'y aurait pas
											entre 200 et 300 millions 
de cas de paludisme chaque année
											et il n'y aurait pas
											un million et demi de victimes du paludisme,
											et il n'y aurait pas une épidémie
											relativement inconnue jusqu'à il y a encore 50 ans
											que est désormais devenue d'un coup
											la plus grande menace virale 
transmise par les moustiques
											et qui s'appelle la dengue.
									","
											Man sollte eigentlich annehmen,
											dass wir durch Naturwissenschaften 
und gesellschaftlichen Fortschritt,
											durch bessere Städte, bessere Zivilisationen,
bessere Hygiene, Reichtum,
											dass wir dadurch in der Mückenkontrolle 
besser geworden wären
											und infolgedessen diese Plage eindämmen?
											Aber das ist nicht wirklich der Fall.
											Wäre es der Fall, hätten wir nicht
											jedes Jahr 200 bis 300 Millionen Malariafälle,
											hätten keine
											anderthalb Millionen Todesfälle 
aufgrund von Malaria,
											und hätten auch nicht eine
											vor 50 Jahren noch relativ unbekannte Krankheit,
											die sich plötzlich als die größte
											durch Mücken übertragene 
Virusbedrohung entpuppt,
											das sogenannte Dengue-Fieber.
									",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
"
","
","
","
","
","
",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
"
											So 50 years ago, pretty much no one had heard of it,
											no one certainly in the European environment.
											But dengue fever now, according to the World Health Organization,
											infects between 50 and 100 million people every year,
											so that's equivalent to the whole of the population
											of the U.K. being infected every year.
											Other estimates put that number at roughly double
											that number of infections.
											And dengue fever has grown in speed quite phenomenally.
											In the last 50 years, the incidence of dengue
											has grown thirtyfold.
									","
											Hace 50 años, casi nadie
había escuchado de ella,
											ciertamente nadie en el entorno europeo.
											Pero la fiebre del dengue, de acuerdo
con la Organización Mundial de la Salud,
											infecta entre 50 y 100 millones
de personas cada año,
											lo cual equivalente
a la población completa
											del Reino Unido infectándose cada año.
											Otros estimativos casi duplican
											la cantidad de infecciones.
											Y le fiebre del dengue
ha crecido a una velocidad fenomenal.
											En los últimos 50 años,
la incidencia de dengue
											ha crecido 30 veces.
									","
											Há 50 anos, quase ninguém 
tinha ouvido falar dela,
											ninguém certamente no ambiente europeu.
											Mas agora a febre de dengue, de acordo 
com a Organização Mundial da Saúde,
											infeta entre 50 a 100 milhões
de pessoas por ano,
											o que é equivalente à população total
											do Reino Unido ser infetada por ano.
											Outras estimativas praticamente dobram
											esse número de infeções.
											A febre de dengue acelerou fenomenalmente.
											Nos últimos 50 anos a incidência de dengue
											aumentou 30 vezes.
									","
											Demek ki, 50 yıl önce, neredeyse hiç kimse onu duymamıştı,
											Avrupa çevresinde ise kesin olarak hiç kimse duymamıştı.
											Ancak, Dünya Sağlık Örgütü'ne göre, şimdilerde Dang humması,
											her yıl, 50 ile 100 milyon arasında insana bulaşıyor,
											ki bu yıllık bulaşma sayısı, Birleşik Krallık
											nüfusunun tamamına eşdeğerdir.
											Diğer hesaplamalar, enfeksiyon sayısının yaklaşık
											iki katı bir sayıya ulaştığını kaydeder.
											Dang humması, oldukça olağanüstü bir hızla arttı.
											Son 50 yıl içinde, Dang humması vaka sayısı,
											30 misli arttı.
									","
											Donc il y a 50 ans, presque personne
n'en avait entendu parler,
											personne en Europe, c'est sûr.
											Mais aujourd'hui selon l'OMS, la dengue
											infecte entre 50 et 100 millions 
de personnes chaque année,
											ce qui équivaut à l'ensemble de la population
											du Royaume-Uni infectée chaque année.
											D'autres estimations indiquent 
que le nombre d'infections
											pourrait être le double.
											La dengue s'est développée 
à une vitesse vraiment phénoménale.
											Ces 50 dernières années, l'incidence de la dengue
											a été multipliée par 30.
									","
											Vor 50 Jahren kannte keiner diese Krankheit,
											auf jeden Fall keiner im europäischen Umfeld.
											Aber heutzutage infizieren sich 
laut Weltgesundheitsorganisation
											jedes Jahr zwischen 50 und 
100 Millionen Menschen mit Dengue-Fieber;
											das entspricht einer jährlichen Infektion
											der gesamten Bevölkerung von Großbritannien.
											Andere Schätzungen gehen 
sogar von der doppelten Zahl
											an Infektionen aus.
											Und Dengue-Fieber hat sich 
in Windeseile verbreitet.
											In den letzten 50 Jahren hat sich 
das Auftreten von Dengue
											verdreißigfacht.
									",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
"
","
","
","
","
","
",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
"
											Now let me tell you a little bit about what dengue fever is,
											for those who don't know.
											Now let's assume you go on holiday.
											Let's assume you go to the Caribbean,
											or you might go to Mexico. You might go to Latin America,
											Asia, Africa, anywhere in Saudi Arabia.
											You might go to India, the Far East.
											It doesn't really matter. It's the same mosquito,
											and it's the same disease. You're at risk.
											And let's assume you're bitten by a mosquito
											that's carrying that virus.
											Well, you could develop flu-like symptoms.
											They could be quite mild.
											You could develop nausea, headache,
											your muscles could feel like they're contracting,
											and you could actually feel like your bones are breaking.
											And that's the nickname given to this disease.
											It's called breakbone fever,
											because that's how you can feel.
									","
											Ahora permítanme hablarles
un poco sobre la fiebre del dengue,
											para quienes no lo sepan.
											Bueno, supongamos que
se van de vacaciones.
											Asumamos que van al Caribe,
											o podrían ir a México.
Podrían ir a Latinoamérica,
											Asia, África, cualquier
lugar de Arabia Saudita.
											Podrían ir a la India,
o el Lejano Oriente.
											Realmente no importa.
Es el mismo mosquito,
											y es la misma enfermedad.
Uds. están en riesgo.
											Y vamos a suponer
que son picados por un mosquito
											que porta este virus.
											Podrán desarrollar los síntomas
como de una gripe.
											Pueden ser bastante leves.
											Pueden sentir náusea, jaqueca,
											pueden sentir como si
sus músculos se contrajeran.
											y, en realidad, sentirán
como si sus huesos se rompieran.
											Y por eso el sobrenombre
dado a esta enfermedad.
											Es llamada la fiebre rompehuesos,
											porque es así como pueden sentirse.
									","
											Agora vou falar-vos do que é 
a febre de dengue,
											para aqueles que não sabem.
											Vamos presumir que vão de férias.
											Vamos presumir que vão para as Caraíbas
ou para o México.
											Podem ir para a América Latina, Ásia,
											África ou qualquer parte
da Arábia Saudita.
											Podem ir para a Índia, o Extremo-Oriente.
											Não importa muito.
											É o mesmo mosquito e é a mesma doença.
Estão em risco.
											Vamos presumir que são mordidos 
por um mosquito
											que está a transportar esse vírus.
											Podem ter sintomas como os da gripe.
											Podem ser bastante suaves.
											Podem ter náuseas, dores de cabeça,
											os vossos músculos
podem parecer estar a contrair-se
											e podem até sentir que os vossos 
ossos se estão a partir.
											É essa a alcunha dada a esta doença.
											Chamam-lhe a febre ""quebra-ossos"",
											porque é assim que nos podemos sentir.
									","
											Şimdi, bilmeyenler için Dang hummasının
											ne olduğu hakkında biraz bilgi vereyim.
											Şimdi tatile gittiğinizi varsayalım.
											Karayipler'e gittiğinizi varsayalım ya da Meksika'ya
											gidebilirsiniz. Latin Amerika'ya, Asya'ya, Afrika'ya,
											Suudi Arabistan'da her hangi bir yere gidebilirsiniz.
											Hindistan'a, Uzak Doğu'ya gidebilirsiniz.
											Hiç fark etmez. Sivrisinek, aynı sivrisinek
											ve hastalık, aynı hastalıktır. Siz, risk altındasınız.
											Ve bu virüsü taşıyan bir sivrisinek tarafından
											ısırıldığınızı varsayalım.
											Gribe benzer belirtiler hissedebilirsiniz.
											Belirtiler, oldukça hafif olabilir.
											Bulantınız ve başağrınız olabilir,
											kaslarınız kasılıyormuş gibi hissedebilirsiniz
											ve kemikleriniz gerçekten kırılıyormuş gibi hissedersiniz.
											Ve işte bu, bu hastalığı verilen takma addır.
											Kırıkkemik ateşi diye adlandırılır,
											çünkü, öyle hissedersiniz.
									","
											Pour ceux qui ne savent pas ce que c'est, 
laissez moi vous dire un peu
											ce qu'est la dengue.
											Supposons que vous partez en vacances.
											Supposons que vous allez dans les Caraïbes,
											ou au Mexique. Vous pourriez aller 
en Amérique Latine,
											en Asie, en Afrique, n'importe où en Arabie Saoudite.
											Vous pourriez aller en Inde, en extrême-orient.
											Ça n'a pas vraiment d'importance. 
C'est le même moustique
											et la même maladie. Vous courez un risque.
											Et supposons que vous êtes piqué par un moustique
											porteur du virus.
											Vous pourriez développer 
des symptômes similaires à ceux de la grippe.
											Ces symptômes pourraient être très légers.
											Vous pourriez avoir des nausées, des maux de têtes,
											des courbatures,
											et vous pourriez avoir l'impression 
que vos os sont prêts à se casser.
											C'est le surnom qu'on donne à cette maladie.
											On l'appelle la fièvre ""Breakbone"" (= des os cassés)
											parce que c'est ce qu'on ressent.
									","
											Lassen Sie mich Ihnen kurz erklären, 
was Dengue-Fieber ist,
											falls Sie es nicht schon wissen.
											Stellen Sie sich vor, Sie fahren in den Urlaub.
											Vielleicht ja in die Karibik
											oder nach Mexiko. 
Oder nach Lateinamerika,
											Asien, Afrika, irgendwo in Saudiarabien.
											Vielleicht auch nach Indien 
oder in den Mittleren Osten.
											Es ist eigentlich egal. 
Es ist überall die gleiche Mücke
											und dieselbe Krankheit. Sie sind gefährdet.
											Nehmen wir an, Sie werden 
von einer Mücke gestochen,
											die das Virus trägt.
											Es können sich nun grippeartige 
Symptome einstellen.
											Diese können sehr abgeschwächt ausfallen.
											Übelkeit und Kopfschmerzen können auftreten,
											Ihre Muskeln können sich verspannt anfühlen,
											vielleicht haben Sie das Gefühl, 
dass Ihre Knochen brechen.
											Das ist der umgangssprachliche 
Name dieser Krankheit.
											Sie wird Knochenbrecherfieber genannt,
											denn das beschreibt, wie man sich fühlt.
									",Re-engineering mosquitos to fight disease,Hadyn Parry,13:57,"animals,biotech,disease,global issues,insects,pandemic,science,technology,engineering,biomimicry,synthetic biology,DNA,genetics,public health,ecology,health,illness,innovation"
