en,tr,es,title,speaker,duration,tags
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
											How are we doing?
											No, no, no, by that, I meant,
											how are we, homo sapiens ""we"" ...
									","
											Nasılsınız?
											Hayır, hayır, demek istediğim...
											homo sapien olarak...
									","
											¿Qué tal nos va?
											No, no, no, con eso 
me refiero a cómo nos va;
											""nos"" en sentido homo sapiens,
									",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
											doing as a species?
									","
											''biz'' nasılız?
									","
											como especie.
									",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
											Now the typical way
to answer that question is this.
											You choose some measure
of human physical well-being:
											average longevity,
average calories per day,
											average income, overall population,
that sort of thing,
											and draw a graph of its value over time.
											In almost every case,
you get the same result.
											The line skitters along
at a low level for millennia,
											then rockets up exponentially
in the 19th and 20th century.
											Or choose a measure of consumption:
											consumption of energy,
consumption of fresh water,
											consumption of the world's photosynthesis,
											and draw a graph of its value over time.
											In the same way, the line skitters along
at a low level for millennia,
											then rockets up exponentially
in the 19th and 20th century.
									","
											Bu soru genellikle
şu şekilde cevaplanıyor.
											İnsan fiziksel refahına ilişkin
bir ölçüm seçiyorsunuz:
											ortalama ömür süresi,
günlük ortalama kalori,
											ortalama gelir, ortalama nüfus,
bu tür şeyler,
											sonra zaman içindeki durumunu
grafikle gösteriyorsunuz.
											Neredeyse her zaman
aynı sonucu alıyorsunuz.
											Yüz binlerce yıl grafik çizgisi
tekdüze ilerliyor,
											sonra 19 ve 20. yüzyılda
inanılmaz şekilde yukarı çıkıyor.
											Veya bir tüketim ölçümü seçiyoruz:
											enerji tüketimi, içme suyu tüketimi,
											dünya fotosentezi tüketimi gibi
											ve zaman içindeki değeri için bir grafik.
											Aynı şekilde, bin yıl boyunca
çizgi çok hafif bir yükseliş gösterirken
											19 ve 20. yüzyılda
inanılmaz bir yükseliş gösteriyor.
									","
											La forma típica de contestar 
a esa pregunta es esta.
											Se elige una medida
de bienestar físico humano:
											longevidad media, 
calorías medias por día,
											ingresos medios, población 
general, ese tipo de cosas,
											y se dibuja un gráfico 
de su evolución en el tiempo.
											En casi todos los casos,
se obtiene el mismo resultado.
											La línea se mantiene 
en un nivel bajo durante milenios
											y se dispara exponencialmente
en los siglos XIX y XX.
											O elijan una medida de consumo:
											consumo de energía,
consumo de agua potable,
											consumo de la fotosíntesis mundial,
											y dibujen un gráfico 
de su evolución en el tiempo.
											De la misma manera, la línea se mantiene
en niveles bajos durante milenios
											y se dispara exponencialmente
en los siglos XIX y XX.
									",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
											Biologists have a word for this: outbreak.
											An outbreak is when
a population or species
											exceeds the bounds of natural selection.
											Natural selection ordinarily
keeps populations and species
											within roughly defined limits.
											Pests, parasites, lack of resources
prevent them from expanding too much.
											But every now and then,
a species escapes its bounds.
											Crown-of-thorns starfish
in the Indian Ocean,
											zebra mussels in the Great Lakes,
spruce budworm here in Canada.
											Populations explode,
a hundredfold, a thousandfold,
											a millionfold.
											So here's a fundamental
lesson from biology:
											outbreaks in nature don't end well.
									","
											Biyologlar buna salgın diyor.
											Bir popülasyon veya tür
											doğal seçilimin sınırlarını aştığında
salgın gerçekleşiyor.
											Doğal seçilim, popülasyon ve türleri
											kabaca tanımlı sınırlar içinde tutuyor.
											Böcekler, parazitler, kaynak eksiklikleri
aşırı yayılmalarını önler.
											Ancak arada sırada
bir tür sınırlarını aşar.
											Hint Okyanusu'nda
Acanthaster planci denizyıldızı,
											Büyük Göller'deki zebra midyeleri,
Kanada'daki spruce kurdu.
											Popülasyonlar patlama yapar,
yüzlerce, binlerce
											hatta milyonlarca katı.
											Biyolojiden temel bir ders:
											doğada salgınlar
hiçbir zaman iyi sonuçlanmaz.
									","
											Los biólogos tienen 
una palabra para esto: brote.
											Un brote sucede cuando
una población o especie
											excede los límites 
de la selección natural.
											La selección natural suele mantener 
a la población y las especies
											dentro de límites más o menos definidos.
											Las plagas, los parásitos y la falta 
de recursos evitan que se extiendan mucho.
											Pero, de vez en cuando, 
una especie traspasa sus límites:
											la estrella de mar corona
de espinas en el Índico,
											el mejillón cebra en los Grandes Lagos,
el gusano del abeto aquí en Canadá.

											La población se dispara, 
se multiplica por cien, por mil,
											por un millón.
											Hay una lección fundamental en biología:
											los brotes no acaban bien.
									",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
											Put a couple of protozoa
into a petri dish full of nutrient goo.
											In their natural habitat, soil or water,
their environment constrains them.
											In the petri dish, they have
an ocean of breakfast
											and no natural enemies.
											They eat and reproduce, eat and reproduce,
											until bang, they hit
the edge of the petri dish,
											at which point they either
drown in their own waste,
											starve from lack of resources, or both.
											The outbreak ends, always, badly.
									","
											İki tane tek hücreliyi
besin dolu bir petri kabına koyun.
											Toprak veya su, doğal habitatlarında
çevre onları kısıtlar.
											Bir petri kabında ise
kahvaltı ziyafeti içindeler
											ve doğal hiçbir düşman yok.
											Tekrar tekrar beslenip ürerler,
											petri kabının kenarına kadar çoğalırlar,
											bu noktada
ya kendi atıkları içinde boğulacaklar,
											ya açlıktan ya da her ikisinden ölecekler.
											Salgın her zaman kötü sonuçlanıyor.
									","
											Pongan un par de protozoos en
una placa de Petri llena de nutrientes.
											En su hábitat natural, tierra 
o agua, el entorno los limita.
											En la placa de Petri tienen
un suculento desayuno
											y ningún enemigo natural.
											Comen y se reproducen,
comen y se reproducen
											hasta que ¡zas!, llegan al borde
de la placa de Petri
											y bien se ahogan 
en sus propios desperdicios,
											mueren de hambre por falta
de recursos, o ambos.
											El brote siempre acaba mal.
									",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
											Now, from the viewpoint of biology,
											you and I are not fundamentally different
than the protozoa in the petri dish.
											We're not special.
											All the things that we, in our vanity,
think make us different —
											art, science, technology, and so forth,
they don't matter.
											We're an outbreak species,
											we're going to hit the edge
of the petri dish, simple as that.
									","
											Biyoloji bakış açısıyla
											bizler petri kabındaki tek hücreliden
temel olarak farklı değiliz.
											Özel değiliz.
											Bizi farklı kıldığını
düşündüğümüz tüm o gösteriş,
											sanat, bilim, teknoloji... 
Bunların bir önemi yok.
											Biz de salgın bir türüz,
											biz de o petri kabının
kenarına dayanacağız, bu kadar basit.
									","
											Desde el punto de vista de la biología,
											Uds. y yo no somos muy distintos 
de los protozoos de la placa de Petri.
											No somos especiales.
											Todo lo que con nuestra vanidad
pensamos que nos hace diferentes,
											el arte, la ciencia, la tecnología
y demás, no importan.
											Somos una especie de brote,
											vamos a alcanzar el borde 
de la placa de Petri, sin más.
									",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
"
","
","
",How will we survive when the population hits 10 billion?,Charles C. Mann,12:58,"technology,science,Anthropocene,climate change,nature,social change,future,society,sustainability,environment,global issues"
