es,tr,de,title,speaker,duration,tags
"
","
","
",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
"
											Soy jugadora, así que me gustan las metas.
											Me gustan las misiones especiales
y los objetivos secretos.
											Esta es mi misión especial para esta charla:
											voy a intentar alargarles la vida
											a todos ustedes
											siete minutos y medio.
											Literalmente, vivirán siete minutos y medio más
											justamente
											por ver esta charla.
									","
											Ben bir oyuncuyum, yani hedeflerim olması hoşuma gidiyor.
											Özel görevleri ve gizli amaçları seviyorum.
											Ve işte bu konuşma için olan özel görevim:
											Bu odadaki her bir insanın
											yaşam süresini yedi buçuk dakika
											artırmaya çalışacağım.
											Gerçekten, sırf bu konuşmayı izlediğiniz için
											normalde yaşaycağınızdan
											yedi buçuk dakika fazla yaşayacaksınız.
									","
											Ich bin Videospielerin, also mag ich Ziele.
											Ich mag Spezialaufträge und geheime Aufgaben.
											Hier ist also mein Spezialauftrag für diesen Vortrag:
											Ich werde versuchen, die Lebensspanne
											einer jeden Person in diesem Raum
											um siebeneinhalb Minuten zu verlängern.
											Sie werden tatsächlich siebeneinhalb Minuten länger leben,
											als Sie es sonst getan hätten,
											einfach nur durch Anschauen dieses Vortrags.
									",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
"
","
","
",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
"
											Algunos parecen un poco escépticos.
											Está bien, pero vean,
											tengo los números para probarlo.
											No tienen mucho sentido ahora;
											los explicaré más tarde.
											Solo pongan atención al número de abajo:
											más 7,68245837 minutos
											será mi regalo para Uds. si tengo éxito en mi misión.
									","
											Peki, bazılarınız biraz şüpheci gözüküyor.
											Önemli değil çünkü bakın —
											Bunun mümkün olduğunu kanıtlamak için hesap yaptım.
											Şu an kulağa çok da mantıklı gelmeyecek.
											Daha sonra açıklayacağım,
											şimdi sadece en alttaki sayıya dikkat edin:
											+ 7.68245837 dakika.
											Eğer görevimde başarılı olursam bu size hediyem olacak.
									","
											Einige von Ihnen gucken ziemlich skeptisch.
											Das ist aber okay, denn, warten Sie:
											Ich kann das mit Mathematik untermauern.
											Im Moment ergibt das vielleicht nicht viel Sinn.
											Ich erkläre später alles,
											schauen Sie einfach auf die Zahl da unten:
											plus 7,68245837 Minuten
											werden mein Geschenk an Sie sein, wenn meine Mission erfolgreich ist.
									",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
"
","
","
",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
"
											Ahora bien, Uds. también tienen una misión secreta.
											Su misión es imaginar en qué quieren emplear
											esos siete minutos y medio extra.
											Pienso que deberían hacer algo inusual con ellos,
											ya que son una bonificación.
No contaban con ellos.
									","
											Şimdi, sizin de gizli bir göreviniz var.
											Sizin göreviniz bu fazladan yedi buçuk dakikayı
											nasıl geçirmek istediğinize karar vermek.
											Ve bence bunu sıradışı bir şey yaparak harcamalısınız
											çünkü bunlar bonus dakikalar. Onlara zaten sahip olmayacaktınız.
									","
											Sie haben aber auch einen Geheimauftrag.
											Sie müssen herausfinden, wie Sie Ihre zusätzlichen
											siebeneinhalb Minuten verbringen wollen.
											Und Sie sollten schon etwas Ungewöhnliches mit ihnen tun,
											denn es sind Bonusminuten. Sonst hätten Sie die nicht gehabt.
									",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
"
","
","
",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
"
											Como yo soy diseñadora de juegos,
pueden estar pensando:
											""Sé lo que quiere que hagamos con esos minutos,
											quiere que los gastemos jugando"".
											Es una presunción completamente razonable,
											dado que tengo el hábito de alentar a la gente
											a pasar más tiempo jugando.
											Por ejemplo, en mi primera charla en TED
											propuse que deberíamos pasar
21 mil millones de horas a la semana
											como planeta jugando a videojuegos.
									","
											Ben bir oyun tasarımcısı olduğum için şöyle düşünebilirsiniz,
											Bu dakikalarla ne yapmamızı istediğini biliyorum,
											bunları oyun oynayarak geçirmemizi istiyor.
											İnsanları oyun oynayarak daha çok zaman geçirmeye
											cesaretlendirmeyi alışkanlık haline getirdiğim düşünülürse
											bu kesinlikle mantıklı bir varsayım olur.
											Örneğin, ilk TED konuşmamda,
											Gezegen olarak haftada 21 milyar saatimizi
											bilgisayar oyunu oynayarak harcamamız gerektiğini söylemiştim.
									","
											Da ich Spieledesignerin bin, denken Sie jetzt vielleicht:
											""Ich weiß schon, worauf sie hinauswill. Sie möchte, dass
											wir die Minuten damit verbringen, Spiele zu spielen.""
											Das ist natürlich eine ganz vernünftige Annahme,
											da ich bekannt dafür bin, Leute zum Spielen von
											mehr Spielen zu ermutigen.
											So schlug ich in meinem ersten TEDTalk vor,
											dass wir als Planet 21 Milliarden Stunden pro Woche
											mit Videospielen verbringen sollten.
									",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
"
","
","
",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
"
											21 mil millones de horas es mucho tiempo.
											Es tanto, de hecho, que el comentario
indeseado más común
											que he oído de la gente alrededor del mundo
											desde que di esa charla, es este:
											""Jane, lo juegos son grandiosos,
pero en tu lecho de muerte,
											¿vas a desear haber pasado
más tiempo jugando a Angry Birds?
											Que los juegos son una pérdida de tiempo
de la que nos arrepentiremos
											es una idea tan generalizada,
que la he oído en todos sitios.
											Por ejemplo, una historia verídica:
hace pocas semanas,
											este taxista, al enterarse de que mi amigo y yo estábamos en la ciudad
											para una conferencia de desarrolladores de juegos,
											se dio vuelta y dijo, cito:
											""Odio los juegos. Desperdicio de vida. Imaginen llegar al final de su vida
											y lamentar toda esa pérdida de tiempo"".
									","
											Şimdi, 21 milyar saat çok fazla bir zaman.
											Hatta o kadar fazla ki, o konuşmayı yaptığımdan beri
											dünyanın dört bir yanından insanlardan
											en sık duyduğum eleştiri şu:
											Jane, oyunlar çok güzel falan ama ölüm döşeğindeyken
											gerçekten daha fazla Angry Birds oynamış olmayı mı dileyeceksin?
											Oyun oynamanın zaman kaybı olduğu fikri, bundan pişman olacağımız fikri
											o kadar yaygın ki bunu her gittiğim yerde duyuyorum.
											Örneğin, gerçekten oldu bu, birkaç hafta önce,
											benim ve arkadaşımın bir oyun geliştirme konferansı için
											şehirde olduğumuzu öğrenen taksi sürücüsü
											arkasına dönüp dedi ki -ondan alıntı yapıyorum-
											""Oyunlardan nefret ediyorum. Zaman kaybı. Hayatın sona erdiğinde
											oyun oynayarak geçen onca zamandan pişman olacağını düşünsene bir.""
									","
											21 Milliarden Stunden sind eine Menge Zeit.
											Es ist so sogar viel Zeit, dass der häufigste unerbetene Kommentar,
											den ich seit diesem Vortrag von Leuten aus aller Welt
											erhalten habe, dieser ist:
											""Jane, Spiele sind toll und so, aber möchtest du auf deinem
											Sterbebett wirklich sagen, dass du gern mehr Zeit mit Angry Birds verbracht hättest?""
											Dass Spiele Zeitverschwendung sind, die wir bereuen werden,
											höre ich überall, wohin ich gehe.
											Hier ein Beispiel: Gerade vor ein paar Wochen
											drehte sich dieser Taxifahrer zu mir und einer Freundin um, wir waren für die
											Konferenz der Spieleentwickler
											in der Stadt, und sagte – Zitat –
											""Ich hasse Spiele. Verschwendung meines Lebens. Da bereut man am Ende des Lebens
											doch die ganze Zeit.""
									",The game that can give you 10 extra years of life,Jane McGonigal,19:30,"body language,entertainment,gaming,medicine,science,aging,life,philosophy,social media,social change,happiness,illness,cognitive science,psychology,mind,neuroscience,motivation,technology,compassion,self,health,health care"
