en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
"
											“Abandon all hope, ye who enter here… ”
											Inscribed above the Gate of Hell,
											these ominous words warn dark 
tidings for Dante
											as he begins his descent into inferno.
											Yet despite the grim tone,
											this prophecy sets into motion what is 
perhaps the greatest love story ever told;
											an epic journey that encompasses both 
the human and the divine.
											But for Dante to reach 
benevolent salvation,
											he must first find his way through Hell.
									","
											""Esqueçam toda a esperança,
vós que entrais aqui...""
											Inscritas por cima do Portão do Inferno,
											estas palavras ameaçadoras prenunciam
tempos tenebrosos para Dante
											quando ele inicia a descida ao inferno.
											Mas, apesar do tom sinistro,
											esta profecia desencadeia o que é talvez
a maior história de amor jamais contada,
											uma jornada épica que engloba
tanto o humano como o divino.
											Para Dante conseguir
uma salvação benevolente,
											primeiro tem de encontrar
o caminho através do Inferno.
									","
											« Vous qui entrez,
laissez toute espérance... »
											Inscrits au-dessus de la Porte de l'Enfer,
											ces mots menaçants annoncent
de nouvelles sombres pour Dante
											lorsqu'il commence sa descente en Inferno.
											Malgré son ton sinistre,
											cette prophétie entame
ce qui est peut-être
											la plus belle histoire d'amour
jamais racontée ;
											un voyage épique qui inclut
à la fois l'humain et le divin.
											Mais pour atteindre le salut bienveillant,
											Dante doit d'abord trouver son chemin
à travers l'enfer.
									","
											“Buraya girenler, bütün
umutlarınızdan vazgeçin...”
											Bu yazıt, cehennem kapılarında yazılı.
											Bu kötülük habercisi sözcükler
Dante cehenneme düştüğü için
											onu karanlık haberlere dair uyarıyor.
											Korkunç tonuna rağmen,
											bu kehanet belki de tüm zamanların
en büyük aşkını harekete geçiriyor;
											yani hem insanlığı hem de tanrısallığı
kapsayan bir masalsı yolculuğu.
											Ama Dante hayırlı
bir kurtuluşa ulaşmak için
											cehennemden bir çıkış yolu bulmak zorunda.
									","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
"
","
","
","
","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
"
											This landscape of torture is the setting 
for ""Inferno,""
											the first in a three-part narrative poem
											written by Dante Alighieri 
in the 14th century.
											Casting himself as the protagonist,
											Dante travels deeper and deeper 
into Hell’s abyss,
											witnessing obscene punishments distinct 
to each of its nine realms.
											Beginning in Limbo, he travels through the
circles of Lust, Gluttony, Greed, Wrath,
											Heresy, Violence, and Fraud,
											to the horrific ninth circle of Treachery,
											where sinners are trapped under the 
watchful eyes of Satan himself.
											The following two parts, ""Purgatorio"" and 
""Paradiso,"" continue Dante’s journey,
											as he scales the Mount of Purgatory
											and ascends the nine celestial 
spheres of Heaven.
											Written together over 10 years, these 
3 sections comprise the ""Divine Comedy""–
											an allegorical imagining of the soul’s 
journey towards God.
									","
											Este ambiente de tortura
é o cenário do ""Inferno"",
											a primeira das três partes
de um poema narrativo
											escrito por Dante Alighieri,
no século XIV.
											Escolhendo-se a si mesmo
como o protagonista,
											Dante embrenha-se cada vez mais
no abismo do Inferno,
											assistindo a diferentes punições obscenas
em cada um dos nove reinos.
											Começando no Limbo, percorre
os círculos da Luxúria, da Gula,
											da Avareza, da Ira, da Heresia,
da Violência e da Fraude,
											até chegar ao horrendo
nono círculo da Traição,
											onde os pecadores estão encurralados
sob os olhos vigilantes de Satanás.
											As duas partes seguintes, ""Purgatório""
e ""Paraíso"", continuam a jornada de Dante,
											à medida que ele sobe
o Monte do Purgatório
											e ascende às nove esferas
celestiais do Céu.
											Escritas ao longo de 10 anos,
											estas três partes
compõem a ""Divina Comédia"",
											uma imagem alegórica da jornada
das almas para Deus.
									","
											Ce paysage de torture
est le cadre pour l'« Inferno »,
											le premier d'un poème narratif
en trois parties
											écrit par Dante Alighieri au XIVe siècle.
											Se donnant le rôle du protagoniste,
											Dante descend de plus en plus profondément
dans les abysses infernales,
											et assiste aux châtiments choquants,
tous différents dans les neuf cercles.
											Commençant dans Limbo, il voyage
à travers les cercles de la Luxure,
											de la Gourmandise, de l'Avarice,
											de la Colère, de l'Hérésie,
de la Violence et de la Tromperie
											jusqu'au terrifiant neuvième cercle,
celui de la Trahison,
											où les pécheurs sont piégés
sous l’œil vigilant de Satan lui-même.
											Les deux parties suivantes,
le « Purgatorio » et le « Paradiso »,
											continuent le voyage de Dante
alors qu'il escalade le Mont du Purgatoire
											et s'élève aux neuf sphères célestes
du Paradis.
											Écrites sur plus de dix ans,
											ces trois sections
composent la « Divine Comédie »,
											une image allégorique
du voyage de l’âme vers Dieu.
									","
											İşkencenin görünüşü
""cehennem ateşi""nin olduğu yer.
											Yani, üç ciltlik anlatı şiirinin
Dante Alighieri tarafından
											14. yüzyılda yazılan ilk kısmı.
											Kendine hikâyede kahraman
rolü veren Dante
											sonsuz cehennem çukurunun
en derinine yolculuk ediyor.
											Dokuz diyarın her birine özel olan
açık seçik eziyetlere şahit oluyor.
											Araftan başlayarak Şehvet, Oburluk,
											Açgözlülük, Gazap, Sapkınlık, Vahşet
ve Sahtekârlık çemberlerine yolculuk edip
											şeytanın tetikteki gözlerinin
tuzağına düşmüş günahkârların olduğu
											dehşet verici İhanet çemberine ulaşıyor.
											Sonraki iki cilt ""Purgatorio"" ve
""Paradiso""da, Dante Araf Dağına tırmanarak
											bu geziyi sürdürüyor
											ve cennetin dokuz gök küresine yükseliyor.
											On yıldan uzun sürede yazılan bu üç kısım,
											ruhun Tanrıya yolculuğunun kinayeli bir
düşlemesi olan ""İlahi Komedya""yı kapsıyor.
									","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
"
","
","
","
","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
"
											But Dante’s ""Divine Comedy"" is more than 
just religious allegory.
											It’s also a witty, scathing commentary on 
Italian politics.
											A soldier and statesman from Florence, 
Dante was staunchly faithful to God,
											but often critical of the 
Roman Catholic Church.
											He particularly disliked its rampant 
nepotism and practice of simony,
											the buying and selling of religious 
favours such as pardons from sin.
											Many groups took advantage of these 
corrupt customs,
											but few supported them as much as the 
Guelfi Neri, or Black Guelphs.
											This was a political and religious faction
											which sought to expand the pope’s 
political influence.
											Dante was a member of the Guelfi Bianchi, 
or White Guelphs–
											who believed Florence needed more 
freedom from Roman influence.
											As a public representative for the 
White Guelphs,
											Dante frequently spoke out against 
the pope’s power,
											until the Black Guelphs leveraged their
position
											to exile him from Florence in 1302.
											But rather than silencing him,
											this lifelong exile led to Dante’s 
greatest critique of all.
									","
											Mas a ""Divina Comédia"" de Dante é mais
do que uma simples alegoria religiosa.
											Também é um comentário espirituoso
e mordaz da política italiana.
											Soldado e estadista de Florença,
Dante era um temente fiel a Deus
											mas crítico da Igreja Católica Romana.
											Detestava especialmente o nepotismo
desenfreado e a prática da simonia,
											a compra e venda de favores religiosos
tais como o perdão dos pecados.
											Muitos grupos se aproveitavam
destes hábitos corruptos
											mas poucos os apoiavam tanto
como o Guelfi Neri, os Guelfos Negros,
											Era uma fação política e religiosa
											que procurava expandir 
a influência política do Papa.
											Dante era membro dos Guelfi Bianchi,
ou Guelfos Brancos
											que achavam que Florença precisava
mais liberdade da influência romana.
											Enquanto representante público
dos Guelfos Brancos,
											Dante falava com frequência
contra o poder do Papa,
											até que os Guelfos Negros 
levaram a sua avante
											e ele foi exilado de Florença em 1302.
											Mas, em vez de o silenciarem,
											o longo exílio de Dante resultou
na maior crítica de todas.
									","
											Mais la « Divine Comédie » de Dante
est bien plus qu'une allégorie religieuse.
											C'est aussi un commentaire amusant
et mordant sur la politique italienne.
											Soldat et homme d'État à Florence,
Dante croyait fermement en Dieu,
											mais critiquait souvent
l’Église Catholique Romaine.
											Il détestait en particulier le népotisme
effréné et la pratique de la simonie,
											l'achat et la vente de services religieux
comme la rémission des péchés.
											De nombreux groupes profitèrent
de ces mœurs corrompues,
											mais peu les soutenaient autant
que les Guelfi Neri ou Guelfes Noirs.
											C'était une faction
politique et religieuse
											qui voulait étendre
l'influence politique du pape.
											Dante était un membre
des Guelfi Bianchi ou Guelfes blancs,
											qui croyaient que Florence
devait se libérer de l'influence de Rome.
											En tant que représentant public
des Guelfes blancs,
											Dante s'élevait souvent
contre le pouvoir du pape,
											jusqu'à ce que les Guelfes noirs
exploitent leur position
											pour l'exiler de Florence en 1302.
											Mais, plutôt que le faire taire,
											cet exil à vie mena à la plus grandiose
des critiques de Dante.
									","
											Ama Dante'nin ""İlahi Komedya""sı
sadece dini bir kinaye değil.
											Aynı zamanda esprili ve dokunaklı
bir İtalyan politika anlatısı.
											Floransalı bir asker ve politikacı
olan Dante, Tanrıya bütünüyle sadıktı
											ama Roma Katolik Kilisesi 
tarafından sıklıkla eleştiriliyordu.
											Dante bilhassa kilisenin kendi ailesine
yaptığı önlenemez iltimas ile günah affı
											gibi dini ayrıcalıkların alınıp satıldığı
dinsel görevleri satmasını sevmiyordu.
											Birçok sınıf, bu yozlaşmış
gelenekleri kötüye kullandı
											ancak hiç kimse onları Guelfi Neri
veya Siyah Guelfolar kadar desteklemedi.
											Bu Papa'nın politik baskısını
genişletme arayışında olan
											politik ve dini bir gruptu.
											Dante, Floransa'nın Roma baskısından
uzaklaşıp daha çok özgürleşmesine inanan
											Beyaz Guelfoların bir üyesiydi.
											Dante, Beyaz Guelfoların
ulusal bir temsilcisi olarak
											sıklıkla Papa'nın gücü aleyhinde konuştu,
											ta ki Siyah Guelfoların kendi
yerlerini sağlama alıp
											onu 1302'de Floransa'dan
sürgüne gönderene dek.
											Ama bu sürgün Dante'yi
susturmaktan ziyade,
											onun en büyük eleştirileri
yapmasına yol açtı.
									","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
"
","
","
","
","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
"
											Dishonored and with little hope of return,
											the author freely aired his grievances 
with the Church and Italian society.
											Writing the ""Divine Comedy"" in Italian,
											rather than the traditional Latin of the 
educated elite,
											Dante ensured the widest possible audience
for his biting political commentary.
											In the ""Inferno’s"" circle of the Wrathful,
											Dante eagerly witnesses sinners
											tear Black Guelph Filippo 
Argenti limb from limb.
											In the circle of Fraud,
											Dante converses with a mysterious sinner 
burning in the circle’s hottest flames.
											He learns that this is Pope Nicholas III,
											who tells Dante that his two successors 
will take his place when they die—
											all three guilty of simony and corruption.
									","
											Desonrado e sem grande
esperança de regressar,
											o autor deu livres asas às suas queixas
contra a Igreja e a sociedade italiana.
											Ao escrever a ""Divina Comédia""
em italiano,
											em vez do habitual latim da elite culta,
											Dante garantiu a maior audiência possível
aos seus mordazes comentários políticos.
											No círculo do ""Inferno"" da Ira,
											Dante observa entusiasmado os pecadores
											a despedaçar o guelfo negro
Filippo Argenti, membro a membro.
											No círculo da ""Fraude"",
											Dante conversa com um misterioso pecador
											a arder nas chamas
mais ardentes do círculo.
											Vem a saber que é o Papa Nicolau III
											que diz a Dante
que os seus dois sucessores
											o substituirão quando morrerem,
											culpados de simonia e de corrupção.
									","
											Déshonoré et avec peu d'espoir de rentrer,
											l'auteur exposa librement ses doléances
envers l’Église et la société italienne.
											En écrivant la « Divine Comédie »
en italien,
											plutôt que dans le latin traditionnel
de l'élite instruite,
											Dante s'assura le public
le plus vaste possible
											pour son cinglant commentaire politique.
											Dans le cercle infernal des coléreux,
											Dante regarde avec enthousiasme
											les damnés démembrer
le Guelfe noir Filippo Argenti .
											Dans le cercle de la tromperie,
											Dante converse avec un pécheur mystérieux
											qui brûle dans les flammes
les plus chaudes du cercle.
											Il découvre qu'il s'agit
du Pape Nicolas III,
											qui dit à Dante que ses deux successeurs
vont prendre sa place à leur mort,
											tous les trois coupables
de simonie et corruption.
									","
											Kabul görmemiş olan ve karşılık görmeye
dair çok az umudu olan yazar,
											kiliseye ve İtalyan toplumuna dair
sıkıntılarını özgürce dile getirdi.
											""İlahi Komedya""yı eğitimli
ve seçkin sınıfa uygun olarak
											geleneksel Latince ile yazmak
yerine İtalyanca yazarak
											Dante, iğneleyici politik yorumları uğruna
en geniş çaptaki izleyicisini korudu.
											""Inferno""daki Gazap çemberinde
											Dante, günahkârların Siyah Guelfo olan
											Filippo Argenti'yi lime lime
ettiklerine hevesle tanık olur.
											Sahtekârlık çemberinde
											Dante, çemberin en sıcak alevlerinde yanan
gizemli bir günahkâr ile sohbet eder.
											O kişinin Papa III. Nicholas
olduğunu öğrenir.
											Papa III. Nicholas, Dante'ye iki varisinin
öldüğünde onun yerini alacaklarını söyler,
											bunların üçü de din görevlerini satmaktan
ve rüşvetçilikten suçlulardır.
									","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
"
","
","
","
","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
"
											Despite the bleak and sometimes violent 
imagery in ""Inferno,""
											the ""Divine Comedy"" is also a love story.
											Though Dante had an arranged marriage
											with the daughter of a powerful 
Florentine family,
											he had also been unrequitedly in love with
another woman since he was nine years old:
											Beatrice Portinari.
											Despite allegedly meeting just twice, 
she became Dante’s lifelong muse,
											serving as the inspiration and subject for
many of his works.
											In fact, it’s Beatrice who launches his 
intrepid journey into the pits of Hell
											and up the terraces of Mount Purgatory.
											Portrayed as a powerful, heavenly figure,
											she leads Dante through ""Paradiso’s""
concentric spheres of Heaven
											until he is finally face-to-face with God.
									","
											Apesar dum cenário deprimente
e por vezes violento em ""Inferno"",
											a ""Divina Comédia""
também é uma história de amor.
											Embora Dante tivesse
um casamento arranjado
											com a filha de uma poderosa
família florentina,
											também tinha tido uma paixão
não correspondida
											com outra mulher, desde os nove anos,
											Beatrice Portinari.
											Apesar de só se terem
encontrado duas vezes,
											foi a musa de Dante, durante toda a vida,
											servindo de inspiração e de tema
para grande parte da sua obra.
											É Beatrice que guia a sua intrépida
jornada aos poços do Inferno
											e aos terraços do Monte Purgatório.
											Retratada como uma figura 
poderosa, celestial,
											ela orienta Dante pelas esferas
concêntricas do Céu, em ""Paraíso""
											até que ele enfrenta Deus,
finalmente, cara a cara.
									","
											Malgré les images sombres
et souvent violentes de l'« Inferno »,
											la « Divine Comédie » est aussi
une histoire d'amour.
											Bien que Dante ait eu un mariage arrangé
											avec la fille d'une puissante
famille florentine,
											il avait été amoureux d'une autre femme
depuis qu'il avait neuf ans ;
											Beatrice Portinari.
											Même si on dit
qu'ils ne se rencontrèrent que deux fois,
											elle devint la muse de Dante,
											sa source d'inspiration
et sujet de plusieurs œuvres.
											En effet, c'est Béatrice qui démarre
son voyage intrépide
											dans les fosses de l'Enfer et
sur les terrasses du Mont du Purgatoire.
											Représentée comme une figure
puissante et céleste,
											elle guide Dante à travers
les sphères concentriques du « Paradiso »
											jusqu'à ce qu'il se retrouve
face à face avec Dieu.
									","
											""Inferno""daki iç karartıcı
ve bazen de vahşi imgelere rağmen
											""İlahi Komedya"" aynı zamanda
bir aşk hikâyesidir.
											Dante, güçlü bir
Floransalı ailenin kızıyla
											anlaşmalı olarak evlenmiş olsa da
											dokuz yaşından beri başka
bir kadına karşılıksız olarak aşıktı:
											Beatrice Portinari'ye.
											İddialara göre iki kez buluşmuş olsalar da
kadın Dante için ömrü boyunca tanrıçaydı
											ve Dante'nin birçok eserindeki
konunun esin kaynağıydı.
											Aslında, Dante'nin cehennem çukurlarına
doğru olan korkusuz yolculuğuna
											ve Araf Dağı'nın yükseklerine
çıkmasına yol açan Beatrice idi.
											Güçlü ve çok güzel resmedilen Beatrice,
											en sonunda Tanrıyla yüz yüze gelene dek
											Dante'yi cennetin iç içe olan 
katmanlarına yani ""Paradiso""ya sürükler.
									","Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,4:56,"animation,TED-Ed,education,book,culture,books,poetry,novel,death,religion,politics,love"
