en,fr,de,title,speaker,duration,tags
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											I'm a lexicographer.
											I make dictionaries.
											And my job as a lexicographer
											is to try to put all the words possible 
into the dictionary.
											My job is not to decide what a word is;
that is your job.
									","
											Je suis lexicographe.
											J'écris des dictionnaires.
											En tant que lexicographe,
											j'essaye de mettre tous 
les mots possibles dans le dictionnaire.
											Ce n'est pas à moi de décider
ce qui est un mot ; c'est votre boulot.
									","
											Ich bin Lexikografin.
											Ich verfasse Wörterbücher.
											Meine Aufgabe ist es,
											alle möglichen Wörter
ins Wörterbuch aufzunehmen.
											Ich entscheide nicht, was ein Wort ist;
das ist eure Aufgabe.
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											Everybody who speaks English 
decides together
											what's a word and what's not a word.
											Every language is just a group of people
who agree to understand each other.
											Now, sometimes when people are trying 
to decide whether a word is good or bad,
											they don't really have a good reason.
											So they say something like,
""Because grammar!""
											(Laughter)
											I don't actually really care about grammar
too much — don't tell anybody.
									","
											Tous ceux qui parlent anglais
décident ensemble
											de ce qui est un mot
et ce qui n'en est pas un.
											Un langue n'est qu'un groupe de personnes
qui acceptent de se comprendre.
											Mais parfois quand les gens décident
si un mot est correct ou non,
											ils n'ont pas vraiment de raison valable.
											Donc ils disent quelque chose comme : 
« C'est la grammaire ! »
											(Rires)
											Je ne me soucie en fait pas tellement
de la grammaire — ne le dites à personne.
									","
											Alle Englischsprechenden
entscheiden gemeinsam,
											was ein Wort ist und was kein Wort ist.
											Jede Sprache ist nur eine Gruppe Menschen,
die sich untereinander verstehen.
											Manchmal versuchen Leute zu entscheiden,
ob ein Wort gut oder schlecht ist,
											aber sie finden keinen guten Grund.
											Dann sagen sie z. B.:
""Wegen der Grammatik!""
											(Lachen)
											Ich mache mir nicht sehr viel
aus Grammatik — aber sagt es keinem.
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											But the word ""grammar,"" actually,
there are two kinds of grammar.
											There's the kind of grammar
that lives inside your brain,
											and if you're a native 
speaker of a language
											or a good speaker of a language,
											it's the unconscious rules that you follow
when you speak that language.
											And this is what you learn when
you learn a language as a child.
											And here's an example:
											This is a wug, right?
											It's a wug.
											Now there is another one.
											There are two of these.
											There are two ...
											Audience: Wugs.
											Erin McKean: Exactly! You know 
how to make the plural of wug.
											That rule lives in your brain.
											You never had to be taught this rule, 
you just understand it.
											This is an experiment that was invented
by a professor at [Boston University]
											named Jean Berko Gleason back in 1958.
											So we've been talking about this 
for a long time.
									","
											Le mot « grammaire », en fait
il y a deux sortes de grammaire.
											Il y a la grammaire
qui vit dans votre cerveau,
											et si c'est votre langue maternelle
											ou si vous la maîtrisez bien,
											ce sont les règles que vous suivez
inconsciemment quand vous la parlez.
											Et c'est ce que vous apprenez
quand vous êtes encore enfant.
											Voici un exemple :
											Ceci est un « wug », n'est-ce pas ?
											C'est un « wug ».
											Maintenant il y en a un autre.
											Il y en a deux.
											Il y a deux ...
											Public : Wugs.
											Exactement ! Vous savez
comment faire le pluriel de wug.
											Cette règle existe dans votre cerveau.
											On ne vous l'a pas enseignée,
vous l'avez juste comprise.
											C'est une expérience inventée par
un professeur de l'Université de Boston
											du nom de Jean Berko Gleason, en 1958.
											Donc ça remonte à longtemps.
									","
											Eigentlich gibt es
zwei Arten von Grammatik.
											Die eine Art Grammatik
existiert in eurem Gehirn,
											und wenn es eure Muttersprache ist
											oder ihr die Sprache gut könnt,
											dann befolgt ihr die Regeln 
beim Sprechen unbewusst.
											So lernt man als Kind eine Sprache.
											Ein Beispiel:
											Das ist ein ""Wug"". Stimmt's?
											Es ist ein ""Wug"".
											Da ist noch einer.
											Jetzt sind es zwei.
											Es sind zwei ...
											Publikum: ""Wugs"".
											Erin McKean: Genau! Ihr könnt
den Plural von ""Wug"" bilden.
											Diese Regel ist in eurem Kopf.
											Ihr musstet die Regel nicht lernen,
ihr versteht sie einfach.
											Dieses Experiment [Wug-Test] wurde
von Professor Jean Berko Gleason
											1958 an der [Boston University] erfunden.
											Damit befassen wir uns also schon länger.
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											Now, these kinds of natural rules 
that exist in your brain,
											they're not like traffic laws,
they're more like laws of nature.
											And nobody has to remind you to obey 
a law of nature, right?
											When you leave the house in the morning, 
your mom doesn't say,
											""Hey, honey, I think
it's going to be cold, take a hoodie,
											don't forget to obey the law of gravity.""
											Nobody says this.
											Now, there are other rules that are more
about manners than they are about nature.
											So you can think of a word as like a hat.
											Once you know how hats work,
											nobody has to tell you, 
""Don't wear hats on your feet.""
											What they have to tell you is, 
""Can you wear hats inside?

											Who gets to wear a hat?
											What are the kinds of hats
you get to wear?""
											Those are more of the second kind 
of grammar,

											which linguists often call usage, 
as opposed to grammar.
									","
											Mais ces règles naturelles
qui existent dans votre cerveau,
											ce n'est pas comme le code de la route,
ce sont plutôt des lois de la nature.
											On n'a pas besoin de vous rappeler
d'obéir aux lois de la nature, si ?
											Quand vous partez le matin,
votre mère ne dit pas :
											« Hé mon cœur, je crois qu'il va
faire froid, prend un manteau,
											n'oublie pas d'obéir
à la loi de la gravité. »
											Personne ne dit ça.
											Mais il y a d'autres règles qui tiennent
plus des manières que de la nature.
											Un mot, c'est comme un chapeau.
											Une fois qu'on sait comment
fonctionnent les chapeaux,
											personne ne doit vous dire :
«Les chapeaux, c'est pas pour les pieds. »
											Les vraies questions sont : « Peut-on
porter un chapeau à l'intérieur ?
											Qui a le droit de porter un chapeau ?
											Quel genre de chapeau peut-on porter ?»
											Voilà des exemples de
cette seconde grammaire,
											ce que les linguistes nomment « usage »,
par opposition à la « grammaire ».
									","
											Diese Art natürliche Regeln,
die ihr im Kopf habt,
											sind nicht wie Verkehrsregeln,
sondern eher wie Naturgesetze.
											Niemand muss euch daran erinnern,
ein Naturgesetz zu beachten.
											Wenn ihr morgens das Haus verlasst,
sagt eure Mutter nicht:
											""Liebling, ich glaube, es wird kalt,
zieh eine Jacke an
											und vergiss nicht,
auf die Schwerkraft zu achten.""
											Das sagt doch niemand.
											Dann gibt es Regeln,

											bei denen es mehr um das Verhalten
als um Eigenschaften geht.
											Stellt euch ein Wort wie einen Hut vor.
											Wenn ihr wisst, was man
mit einem Hut macht,
											muss euch niemand sagen:
""Trage den Hut nicht an den Füßen.""
											Was man euch sagen muss, ist:
""Kann man Hüte drinnen tragen?
											Wer kann Hüte tragen?
											Welche Art von Hüten kann man tragen?""
											Sie zählen eher zur zweiten Art Grammatik,
											die Sprachwissenschaftler
oft als Sprachgebrauch bezeichnen.
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											Now, sometimes people use this kind of 
rules-based grammar
											to discourage people from making up words.
											And I think that is, well, stupid.
											So, for example, 
people are always telling you,
											""Be creative, make new music, do art, 
invent things, science and technology.""
											But when it comes to 
words, they're like,
											""Don't! No. Creativity stops right here,
whippersnappers. Give it a rest.""
											(Laughter)
											But that makes no sense to me.
											Words are great.
We should have more of them.
											I want you to make
as many new words as possible.
											And I'm going to tell you six ways that
you can use to make new words in English.
									","
											Certaines personnes utilisent parfois
ce genre de règles de grammaire
											pour décourager les gens
d'inventer des mots.
											Et je trouve ça stupide.
											Donc par exemple,
on vous dit tout le temps :
											« Sois créatif, 
fais de la musique, de l'art,
											invente des choses, 
des sciences et technologies.»
											Mais quand il s'agit
de mots, c'est plutôt :
											« Non ! La créativité s'arrête là,
malheureux. Arrête-toi là. »
											(Rires)
											Moi, je ne comprend pas.
											Les mots sont supers.
On devrait en avoir plus.
											Je veux que vous créiez autant
de nouveaux mots que possible.
											Je vais vous parler de six façons
de créer des mots en anglais.
									","
											Manchmal benutzen Leute
diese Art Grammatikregeln,
											um andere zu entmutigen,
sich neue Wörter auszudenken.
											Ich denke, das ist wirklich dumm.
											Zum Beispiel sagen die Leute immer:
											""Sei kreativ, komponiere neue Musik,
sei künstlerisch tätig,
											erfinde Dinge, Technologien
und betreibe Wissenschaft.""
											Aber was Wörter betrifft, da sagen sie:
											""Bloß nicht! Kreativität hört hier auf,
ihr Grünschnäbel. Lasst es sein.""
											(Lachen)
											Aber das ergibt für mich keinen Sinn.
											Wörter sind toll.
Wir sollten mehr davon haben.
											Denkt euch so viele neue Wörter
wie möglich aus.
											Ich nenne euch 6 Methoden, wie ihr
neue englische Wörter erfinden könnt.
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											The first way is the simplest way.
											Basically, steal them from other 
languages.
											[""Go rob other people""]
(Laughter)
											Linguists call this borrowing,
											but we never give the words back ,
so I'm just going to be honest
											and call it stealing.
											We usually take words for things 
that we like, like delicious food.
											We took ""kumquat"" from Chinese,
we took ""caramel"" from French.
											We also take words 
for cool things like ""ninja,"" right?
											We took that from Japanese,
											which is kind of a cool trick because 
ninjas are hard to steal from.
											(Laughter)
									","
											La première est la plus simple.
											En fait, on vole aux autres langues.
											[«Allez voler aux autres»]
(Rires)
											Les linguistes appellent ça «emprunter»,
											Mais on ne rend jamais les mots,
donc je vais être honnête
											et dire «voler».
											On vole souvent les noms des choses
qu'on aime, comme la bonne cuisine.
											On a pris «kumquat» au chinois,
«caramel» au français.
											On prend aussi les noms
de choses étonnantes : «ninja» !
											Ça, on l'a prit au japonais ;
											bien joué : ce n'est pas évident de voler
quelque chose à un ninja.
											(Rires)
									","
											Die erste Methode ist die einfachste.
											Stehlt sie einfach von anderen Sprachen.
											[""Bestehlt andere Leute""] (Lachen)
											Linguisten nennen das ""Entlehnen"".
											Aber wir geben die Wörter nie zurück,
also bin ich ehrlich
											und sage ""stehlen"".
											Das sind normalerweise Wörter für Dinge,
die wir mögen, wie leckeres Essen,
											wie ""kumquat"" aus dem Chinesischen
oder ""caramel"" aus dem Französischen.
											Wir nehmen auch Wörter 
für coole Dinge wie ""Ninja"".
											Das kommt aus dem Japanischen.
											Das ist echt ein cooler Trick, weil man
von Ninjas schwer etwas stehlen kann.
											(Lachen)
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											So another way that you 
can make words in English
											is by squishing two 
other English words together.
											This is called compounding.
											Words in English are like Lego:
											If you use enough force, 
you can put any two of them together.
											(Laughter)
											We do this all the time in English:
											Words like ""heartbroken,"" ""bookworm,"" 
""sandcastle"" all are compounds.
											So go ahead and make words like
""duckface,"" just don't make duckface.
											(Laughter)
									","
											Bon, une autre manière
de fabriquer des mots en anglais
											est d'en combiner deux autres.
											On appelle ça la composition.
											Les mots anglais sont des legos :
											en exerçant assez de force,
on peut en assembler deux.
											(Rires)
											On fait ça tout le temps en anglais :
											«heartbroken», «bookworm», «sandcastle»
sont tous des composés.
											Allez-y, faites des mots tels «duckface»,
mais ne faites pas de duckface.
											(Rires)
									","
											Eine andere Methode
											ist das Zusammenquetschen
zweier englischer Wörter.
											Das nennt man ""Kompositum"".
											Wörter sind wie Lego-Bausteine:
											Mit ausreichend Krafteinsatz
könnt ihr zwei zusammensetzen.
											(Lachen)
											Wir machen das ständig im Englischen:
											Wörter wie ""heartbroken"", ""bookworm""
und ""sandcastle"" sind alle Komposita.
											Nur zu! Erfindet Wörter wie ""duckface"",
macht nur kein Duckface.
											(Lachen)
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											Another way that you can make words 
in English is kind of like compounding,
											but instead you use so much force
when you squish the words together
											that some parts fall off.
											So these are blend words, 

											like ""brunch"" is a blend 
of ""breakfast"" and ""lunch.""
											""Motel"" is a blend of ""motor"" and ""hotel.""
											Who here knew that ""motel"" 
was a blend word?
											Yeah, that word is so old in English
											that lots of people don't know that 
there are parts missing.
											""Edutainment"" is a blend 
of ""education"" and ""entertainment.""
											And of course, ""electrocute"" is a
blend of ""electric"" and ""execute.""
											(Laughter)
									","
											Une autre façon de fabriquer des mots
ressemble à la composition,
											sauf qu'on utilise tellement de force
pour assembler les mots
											que quelques morceaux se détachent.
											Ces sont les mots-valises,
											comme «brunch» qui vient
de «breakfast» et «lunch».
											«Motel» de «motor» et «hotel».
											Qui ici savait que «motel»
était un néologisme ?
											Oui, ce mot anglais est si vieux
											que beaucoup de genre ignorent
qu'il lui manque des morceaux.
											«Edutainment» vient de «education»
et «entertainment».
											Et bien sûr, «electrocute»,
de «electric» et «execute».
											(Rires)
									","
											Eine andere Methode ist so ähnlich
wie das Zusammensetzen.
											Dieses Mal quetscht ihr die Wörter 
so fest zusammen,
											dass Wortteile abfallen.
											Das sind sog. ""Kofferwörter"",
											z. B. ""Brunch"" ist eine Mischung
aus ""breakfast"" und ""lunch"".
											""Motel"" ist eine Mischung
aus ""motor"" und ""hotel"".
											Wer von euch wusste,
dass ""motel"" ein Kofferwort ist?
											Das ist ein so altes englisches Wort,
											dass viele Leute nicht wissen,
dass da Teile fehlen.
											""Edutainment"" ist eine Mischung
aus ""education"" und ""entertainment"".
											Und ""electrocute"" ist eine Mischung
aus ""electric"" und ""execute"".
											(Lachen)
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											You can also make words
by changing how they operate.
											This is called functional shift.
											You take a word that acts 
as one part of speech,
											and you change it into another 
part of speech.
											Okay, who here knew that ""friend""
hasn't always been a verb?
											""Friend"" used to be noun 
and then we verbed it.
											Almost any word in English can be verbed.
											You can also take adjectives 
and make them into nouns.
											""Commercial"" used to be an adjective 
and now it's a noun.
											And of course, you can ""green"" things.
									","
											On peut aussi inventer des mots
en changeant leur nature.
											C'est la conversion lexicale.
											On prend un mot d'une catégorie,
											et on le transforme en une autre.
											Qui ici savait que «friend»
n'a pas toujours été un verbe ?
											«Friend» était un nom,
qu'on a ensuite transformé en verbe.
											Presque n'importe quel mot anglais
peut être transformé en verbe.
											On peut aussi choisir un adjectif
et le changer en nom.
											«Commercial» était un adjectif
et maintenant c'est un nom.
											Et bien sûr, on peut
«verdir» [«green»] les choses.
									","
											Ihr könnt auch Wörter erfinden,
indem ihr die Wortart ändert.
											Das nennt man Konversion.
											Ihr nehmt ein Wort in einer Wortart
											und macht eine andere Wortart daraus.
											Okay. Wer von euch weiß,
dass ""friend"" nicht immer ein Verb war?
											""Friend"" war eigentlich ein Substantiv
und dann machten wir ein Verb daraus.
											Man kann fast aus jedem
englischen Wort ein Verb machen.
											Man kann auch Adjektive
in Substantive verwandeln.
											""Commercial"" war nur ein Adjektiv
und jetzt ist es auch ein Substantiv.
											Aber auch ""green"" kann zum Verb werden.
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											Another way to make words
in English is back-formation.
											You can take a word and you can
kind of squish it down a little bit.
											So for example, in English we had the word
""editor"" before we had the word ""edit.""
											""Edit"" was formed from ""editor.""
											Sometimes these back-formations 
sound a little silly:
											Bulldozers bulldoze, butlers butle 
and burglers burgle.
											(Laughter)
									","
											Une autre manière de fabriquer
des mots est la troncation.
											On prend un mot et on l'écrase
un peu pour le raccourcir.
											Par exemple, le mot «editor»
existait avant le mot «edit».
											«Edit» vient de «editor».
											Parfois ces troncations
sonnent un peu bizarrement :
											Les bulldozers «buldozent», les majordomes
«majordoment» et les voleurs volent.
											(Rires)
									","
											Eine weitere Methode ist die Rückbildung.
											Ihr nehmt ein Wort
und drückt es etwas zusammen.
											Im Englischen gab es z. B. ""editor"", 
bevor es das Wort ""edit"" gab.
											""Edit"" wurde von ""editor"" gebildet.
											Manchmal klingen
diese Rückbildungen etwas albern:
											""Bulldozers"" zu ""bulldoze"", ""butlers""
zu ""butle"" und ""burglars"" zu ""burgle"".
											(Lachen)
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											Another way to make words in English
											is to take the first letters of something
and squish them together.
											So National Aeronautics and Space 
Administration becomes NASA.
											And of course you can do this 
with anything, OMG!
									","
											Une autre manière de créer des mots
											est d'assembler les premières
lettres de plusieurs mots.
											Ainsi National Aeronautics and Space
Administration devient NASA.
											Et c'est faisable avec tout,
OMG [Oh My God] !
									","
											Eine andere Methode ist es,
											nur die Anfangsbuchstaben zu nehmen
und sie zusammenzusetzen.
											So wird ""National Aeronautics
and Space Administration"" zu NASA.
											Das geht mit allen Wörtern.
OMG! [Oh my god]
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
											So it doesn't matter how silly 
the words are.
											They can be really good words of English.
											""Absquatulate"" is a perfectly 
good word of English.
											""Mugwump"" is a perfectly 
good word of English.
											So the words don't have have to sound 
normal, they can sound really silly.
									","
											Donc la pertinence des mots importe peu.
											Ils peuvent devenir
de très bons mots anglais.
											«Absquatulate» est parfaitement correct.
											«Mugwump» est parfaitement correct.
											Ces mots n'ont pas besoin de sembler
normaux, ils peuvent être drôles.
									","
											Und es ist egal,
wie albern diese Wörter sind.
											Sie können gute englische Wörter sein.
											""Absquatulate"" ist ein
einwandfreies englisches Wort.
											""Mugwump"" ist ein
großartiges englisches Wort.
											Die Wörter müssen sich nicht
normal anhören, sie können albern klingen.
									","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
"
","
","
","Go ahead, make up new words!",Erin McKean,6:52,"TEDYouth,communication,creativity,language"
