en,tr,title,speaker,duration,tags
"
","
",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
"
											By the year 2050, the population
of Africa will have doubled.
											One in four people on Earth
will be African at that point,
											and this is both really exciting
and daunting all at once.
											It's really exciting because,
for the first time in the modern era,
											there will be enough Africans on the Earth
to bully everybody else.
									","
											2050 yılının sonunda, Afrika'nın 
nüfusu ikiye katlanmış olacak.
											O noktaya gelince, dünyadaki her dört 
kişiden biri Afrikalı olacak
											ve bu gerçekten hem heyecan 
verici, hem de ürkütücü de.
											Gerçekten heyecan verici; çünkü 
modern çağımızda ilk defa
											dünyadaki diğer herkese kabadayılık 
etmeye yetecek Afrikalı olacak.
									",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
"
","
",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
"
											(Laughter)
									","
											(Gülüşmeler)
									",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
"
","
",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
"
											I'm only kidding.
									","
											Sadece espri yapıyorum.
									",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
"
","
",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
"
											But it's daunting, because we're going
to have to have economies
											that can sustain this population growth,
											and many of the people
are going to be very young.
											Now most of governments in Africa
have a plan for this economic growth —
											in Kenya, we call ours Vision2030 —
											and they're all predicated
on industrialization.
											The thing is, though, that the world
											is going through the Fourth
Industrial Revolution right now,
											which means that there's a merger
											of the physical, cyber,
and biological worlds.
											It means that because of
massive interconnectivity
											and the availability
of artificial intelligence and robotics,
											many of the jobs that we know
and are used to right now
											won't exist in the future.
											So the challenge
is a lot greater, in many ways,
											than it even was when Asia
was industrializing, for example.
									","
											Ama ürkütücü, çünkü bu nüfus 
artışını karşılayabilecek
											ekonomilere sahip olmamız gerekecek
											ve insanların çoğu çok genç olacak.
											Şimdi Afrika'daki hükumetlerin çoğunun 
bu ekonomik büyüme için planları var
											-Kenya'da bizimkine 2030 Vizyonu diyoruz-
											ve hepsi sanayileşmeye dayanıyor.
											Mesele şu ki; dünya şu anda
											dördüncü sanayileşme 
devriminden geçiyor
											bu fiziksel, sanal ve 
biyolojik dünyaların
											birleşmesi anlamına geliyor.
											Bu şu demek; muazzam 
ara bağlantısallık
											ve yapay zeka ve robot teknolojisinin 
kullanılabilir olmasından dolayı
											şu anda aşina olduğumuz ve 
bildiğimiz birçok iş kolu
											gelecekte var olmayacak.
											Dolayısıyla sorun birçok 
yönden çok daha büyük
											hatta, örneğin Asya'daki 
sanayileşmeden bile.
									",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
"
","
",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
"
											To add to this, one of the kinds
of person that you need
											for industrialization is an engineer,
											and they're really in short supply
on the continent.
											If you compare, for example,
the number of engineers
											that those same Asian countries had
											a couple of decades ago
when they were industrializing,
											we fall far short.
											And I've taught for a while,
											and many of the students
who are studying engineering
											end up actually working
in auditing firms and banks,
											and many of them spend half their time
doing accounting and so on
											as they're preparing.
									","
											Buna ilave olarak, sanayileşme için 
ihtiyaç duyacağınız türden
											insanlardan biri de 
mühendisler olacak
											ve kıtadaki mühendis sayısı
gerçekten de yetersiz.
											Mesela Asya ülkelerinde,
											birkaç on yıl önceki 

											sanayileşme sırasındaki
sayıyla kıyaslayacak olursak
											çok geride kalıyoruz.
											Bir süre ders verdim
											ve mühendislik öğrenimi
gören öğrencilerin çoğu
											gerçekte denetim kuruluşları 
ve bankalar için çalışmaya başlıyor
											ve birçoğu hazırlanırken 
zamanının yarısını
											hesap işleri vesaire ile geçiriyor.
									",Success stories from Kenya's first makerspace,Kamau Gachigi,13:19,"Africa,entrepreneur,collaboration,business,creativity,innovation,invention,product design,technology"
