fr,en,de,es,title,speaker,duration,tags
"
","
","
","
",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
"
											Le futur de la vie, et le dénouement de notre biologie —
											et ramenez la lumière vers ici. Je n'ai pas préparé de diaporama.
											Je vais simplement parler —
											où cela pourrait nous amener.
									","
											The future of life, where the unraveling of our biology —
											and bring up the lights a little bit. I don't have any slides.
											I'm just going to talk —
											about where that's likely to carry us.
									","
											Die Zukunft des Lebens, und wohin die Entschlüsselung unserer Biologie —
											Machen Sie das Licht etwas heller! Ich habe keine Folien.
											Ich werde nur sprechen —
											darüber, wo uns das wahrscheinlich hinführt.
									","
											El futuro de la vida y a dónde… al desentrañar nuestra biología...
											pongan la luz, no traje diapositivas,
											sólo voy a hablar sobre….
											a dónde probablemente nos conducirá.
									",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
"
","
","
","
",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
"
											Et, vous savez, j'ai vu toutes les perspectives
											des deux premières sessions.
											Cela m'a presque fait me sentir coupable de faire une présentation édifiante
											sur l'avenir.
											D'une certaine façon, le faire semblait malvenu.
											Et pourtant, je ne pense pas vraiment que ce soit le cas.
											Car ce qu'il en est,
											c'est que c'est cette large trajectoire qui va réellement perdurer —
											c'est cela dont les gens du futur se souviendront de cette période.
									","
											And you know, I saw all the visions
											of the first couple of sessions.
											It almost made me feel a little bit guilty about having an uplifting talk
											about the future.
											It felt wrong to do that in some way.
											And yet, I don't really think it is
											because when it comes down to it,
											it's this larger trajectory that is really what is going to remain —
											what people in the future are going to remember about this period.
									","
											Wissen Sie, nachdem ich all die Visionen
											der ersten paar Vorträge gesehen hatte,
											fühlte ich mich schon fast ein wenig schuldig, dass mein Vortrag
											über die Zukunft ein aufbauender ist.
											Irgendwie fühlte sich das falsch an.
											Und trotzdem glaube ich nicht wirklich, dass es das ist,
											denn letzten Endes
											sind es die großen Entwicklungsschritte, die bleiben werden —
											was zukünftige Generationen von dieser Zeit in Erinnerung behalten werden.
									","
											Saben, vi todas las visiones de
											las primeras sesiones;
											y me hicieron sentir un poco culpable por tener una charla
											alentadora acerca del futuro.
											En cierta forma me hicieron sentir mal
											pero en realidad no creo que esté mal
											porque a fin de cuentas,
											es esta trayectoria más amplia lo que en realidad va a permanecer,
											lo que la gente en el futuro va a recordar de este época.
									",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
"
","
","
","
",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
"
											Je veux vous parler un peu de pourquoi
											les prédictions de Jeremy Rivkins
											qui souhaite interdire ces types de technologies
											ou celles de Bill Joys qui veut y renoncer
											veulent en fait dire que suivre ces directions seraient pour nous une grande tragédie.
											Je me concentre sur la biologie,
											sur les sciences biologiques.
											La raison pour laquelle je le fais est que ces sciences deviendront
											les domaines les plus importants à nos yeux.
											La raison pour cela est vraiment très simple.
											C'est que nous sommes faits de chair et de sang.
											Nous sommes des créatures biologiques.
											Et ce que nous pouvons réaliser à partir de notre biologie
											va déterminer notre avenir
											et celui de nos enfants et des enfants de nos enfants....
											qu'il s'agisse de maîtriser notre vieillissement,
											d'apprendre à nous protéger de la maladie d'Alzheimer,
											des maladies du coeur, ou du cancer.
									","
											I want to talk to you a little bit about
											why the visions of Jeremy Rivkins,
											who would like to ban these sorts of technologies,
											or of the Bill Joys who would like to relinquish them,
											are actually — to follow those paths would be such a tragedy for us.
											I'm focusing on biology,
											the biological sciences.
											The reason I'm doing that is because those are going to be
											the areas that are the most significant to us.
											The reason for that is really very simple.
											It's because we're flesh and blood.
											We're biological creatures.
											And what we can do with our biology
											is going to shape our future
											and that of our children and that of their children —
											whether we gain control over aging,
											whether we learn to protect ourselves from Alzheimer's,
											and heart disease, and cancer.
									","
											Ich möchte Ihnen kurz erklären,
											warum die Visionen von Jeremy Rivkins,
											der diese Art von Technologien gern verbieten würde,
											oder die der Bill Joys, die auf sie verzichten möchten,
											tatsächlich — ihnen zu folgen solch eine Tragödie für uns wäre.
											Ich konzentriere mich auf die Biologie,
											die Biowissenschaften.
											Das tue ich, weil diese für uns
											zu den wichtigsten Gebieten werden.
											Dafür gibt es einen einfachen Grund,
											wir bestehen aus Fleisch und Blut.
											Wir sind biologische Geschöpfe.
											Und was wir mit unserer Biologie tun können,
											wird unsere Zukunft bestimmen,
											und die unserer Kinder, und die unserer Kindeskinder —
											ob wir Kontrolle über das Altern erlangen,
											ob wir lernen uns vor Alzheimer zu schützen,
											und vor Herzleiden und Krebs.
									","
											Les quiero hablar un poco acerca del
											por qué las visiones de gente como Jeremy Rifkin,
											que quisieran prohibir este tipo de tecnologías,
											o de quienes, como Bill Joy, quisieran renunciar a ellas,
											son en realidad caminos que nos llevarían a una tragedia.
											Me estoy enfocando en la biología,
											las ciencias biológicas.
											La razón de hacerlo es porque esas serán
											las áreas más transcendentes para nosotros.
											Y la razón es en verdad muy simple:
											es porque somos de carne y hueso.
											Somos criaturas biológicas
											y lo que podamos hacer con nuestra biología
											va a moldear nuestro futuro,
											el de nuestros hijos y el de sus hijos,
											ya sea que logremos controlar el envejecimiento,
											o que aprendamos a protegernos contra el Alzheimer
											y las enfermedades del corazón y el cáncer.
									",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
"
","
","
","
",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
"
											Je trouve que Shakespeare l'a exprimé d'une façon très percutante
											Et je vais d'ailleurs utiliser ses mots dans le même ordre que lui.
											(Rires)
											Il a dit, ""Et ainsi d'heure en heure
											nous mûrissons et mûrissons.
											Et ainsi d'heure en heure nous pourrissons et pourrissons.
											Cela en dit long.""
											La vie est courte, vous savez.
											Et nous devons songer à anticiper un minimum.
											Au final, même dans les pays développés,
											nous tous allons perdre tout ce à quoi nous sommes attachés.
											Quand vous commencez un petit peu à pourrir,
											toutes les vidéos entassées dans votre tête,
											tous les prolongements qui étendent vos diverses influences,
											vous paraîtront un peu secondaires.
											Et, vous savez, je commence à avoir des cheveux gris, tout comme Ray Kurzweil,
											tout comme Eric Drexler.
									","
											I think that Shakespeare really put it very nicely.
											And I'm actually going to use his words in the same order that he did.
											(Laughter)
											He said, ""And so from hour to hour
											we ripe and ripe.
											And then from hour to hour we rot and rot.
											And thereby hangs a tale.""
											Life is short, you know.
											And we need to think about planning a little bit.
											We're all going to eventually, even in the developed world,
											going to have to lose everything that we love.
											When you're beginning to rot a little bit,
											all of the videos crammed into your head,
											all of the extensions that extend your various powers,
											are going to being to seem a little secondary.
											And you know, I'm getting a little bit gray — so is Ray Kurzweil,
											so is Eric Drexler.
									","
											Ich denke, Shakespeare hat es sehr schön ausgedrückt.
											Ich werde seine Worte in genau der Reihenfolge benutzen, wie er es tat.
											(Gelächter)
											Er sagte: ""Und so von Stund zu Stunde
											reifen wir.
											Und dann von Stund zu Stunde faulen wir.
											Und daran hängt ein Märlein.""
											Das Leben ist kurz, wissen Sie.
											Und wir müssen über die Planung nachdenken.
											Letztlich müssen wir alle, selbst in der entwickelten Welt,
											all das verlieren, das wir lieben.
											Wenn Sie erst etwas zu faulen anfangen,
											werden all die Videos in Ihrem Kopf,
											all die Erweiterungen, die Ihre verschiedenen Fähigkeiten erweitern,
											anfangen, nebensächlicher zu erscheinen.
											Und wissen Sie, ich werde langsam grau — Ray Kurzweil auch,
											genau wie Eric Drexler.
									","
											Pienso que Shakespeare lo escribió bien,
											es más, voy a usar las palabras en el mismo orden que él.
											(Risas)
											Dijo: ""Y así de hora en hora
											maduramos y maduramos;
											y luego de hora en hora nos pudrimos y pudrimos,
											y eso encierra una lección.""
											La vida es corta, saben,
											y necesitamos pensar un poco en la planificación.
											Con el tiempo, incluso en el mundo desarrollado, todos vamos
											a tener que perder algo que amamos.
											Cuando empiecen a pudrirse un poco,
											todos los videos se les amontonaran en la cabeza,
											todas las extensiones que amplían sus diversas capacidades
											empezarán a parecer un poco secundarias.
											Y bueno, ya me estoy poniendo canoso, también Ray Kurzweil,
											también Eric Drexler.
									",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
"
","
","
","
",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
"
											C'est alors que ça se situe au centre de nos vies.
											Je sais bien qu'il y a eu toute un battage publicitaire
											au sujet de notre pouvoir sur la biologie.
											Il suffit de prendre l'exemple du Projet sur le Genome Humain.
											C'était il y a à peine deux ans
											que le monde entier disait:
											nous avons découvert le Saint Graal de la biologie.
											Nous sommes en train de déchiffrer le code des codes.
											Nous sommes en train de lire le livre de la vie.
											C'est légèrement évocateur de 1969, quand Neil Armstrong marcha sur la Lune.
											Et le monde entier était prêt à se lancer dans la course de l'espace.
											Et nous avons tous vu 2001: L'Odyssée de l'Espace
											Vous savez qu'on est en 2003. Il n'existe pas d'ordinateur semblable à celui du film.
											Ni d'expéditions sur la Lune, encore moins vers celles de Jupiter.
											Et qu'on se remet à peine de l'explosion de la navette Challenger.
											Il n'est donc pas étonnant que certaines personnes se demandent
											si peut-être dans 30 ou 40ans,
											nous regarderons rétrospectivement cette époque.
											Si nous songerons à tout le battage au sujet
											du Projet sur le Génome Humain
											qui, au final,
											ne voudra pas dire grand-chose.
											Et ce que je veux dire c'est que ce ne sera absolument pas le cas.
											Parce que lorsque l'on évoque la génétique et la biologie humaine,
											les modifications, les transformations et les rectifications que l'on peut apporter à ces choses-là,
											au fond nous parlons de nous changer nous-mêmes.
											Tout cela est extrêmement important.
									","
											This is where it's really central to our lives.
											Now I know there's been a whole lot of hype
											about our power to control biology.
											You just have to look at the Human Genome Project.
											It wasn't two years ago
											that everybody was talking about —
											we've found the Holy Grail of biology.
											We're deciphering the code of codes.
											We're reading the book of life.
											It's a little bit reminiscent of 1969 when Neil Armstrong walked on the moon,
											and everybody was about to race out toward the stars.
											And we've all seen ""2001: A Space Odyssey.""
											You know it's 2003, and there is no HAL.
											And there is no odyssey to our own moon, much less the moons of Jupiter.
											And we're still picking up pieces of the Challenger.
											So it's not surprising that some people would wonder
											whether maybe 30 or 40 years from now,
											we'll look back at this instant in time,
											and all of the sort of talk about
											the Human Genome Project,
											and what all this is going to mean to us —
											well, it will really mean precious little.
											And I just want to say that that is absolutely not going to be the case.
											Because when we talk about our genetics and our biology,
											and modifying and altering and adjusting these things,
											we're talking about changing ourselves.
											And this is very critical stuff.
									","
											Hier wird es wirklich bedeutsam für unser Leben.
											Ich weiß, dass es einen großen Hype gab
											um unsere Fähigkeit, die Biologie zu kontrollieren.
											Erinnern Sie sich nur an das Humangenomprojekt.
											Es war vor nicht einmal zwei Jahren,
											als jeder davon sprach,
											dass wir den heiligen Gral der Biologie entdeckt hatten.
											Wir entschlüsseln den Code der Codes.
											Wir lesen das Buch des Lebens.
											Es erinnert ein wenig an 1969, als Neil Armstrong den Mond betrat
											und jeder zu den Sternen fliegen wollte.
											Wir alle haben ""2001: Odyssee im Weltraum"" gesehen.
											Nun haben wir 2003, und es gibt keinen HAL.
											Es gibt keine Odyssee zu unserem Mond, geschweige denn zu den Jupiter-Monden.
											Und wir sammeln immer noch die Scherben der Challenger auf.
											Es überrascht also nicht, dass sich einige Leute fragen,
											ob wir in 30 oder 40 Jahren
											auf diesen Zeitpunkt zurückblicken
											und auf all dieses Gerede
											über das Humangenomprojekt
											und was all das für uns bedeuten könnte —
											und es in der Tat recht wenig Bedeutung haben wird.
											Ich möchte nur sagen, dass dies mit Sicherheit nicht der Fall sein wird.
											Denn wenn wir über unsere Genetik und Biologie sprechen,
											und über ihre Modifizierung, Veränderung und Anpassung,
											dann sprechen darüber, uns selbst zu ändern.
											Das sind sehr entscheidende Dinge.
									","
											Eso es lo que realmente es central en nuestras vidas.
											Ahora bien, sé que se ha hablado mucho
											acerca de nuestra capacidad para controlar la biología.
											Sólo hay que pensar en el Proyecto del Genoma Humano.
											Apenas hace dos años que
											todos estaban hablando de que
											habíamos encontrado el Santo Grial de la biología.
											Estamos descifrando el código de los códigos.
											Estamos leyendo el libro de la vida.
											Recuerda un poco a 1969 cuando Neil Armstrong caminó en la luna
											y todos íbamos a salir corriendo hacia las estrellas.
											Todos hemos visto 2001: Odisea del Espacio.
											Pero estamos en 2003 y HAL no existe,
											y no hemos emprendido una odisea hacia nuestra luna, menos aún a las de Júpiter;
											todavía estamos recogiendo pedazos del Challenger.
											No es sorpresa que algunas personas se pregunten
											si quizás en 30 ó 40 años a partir de ahora,
											miraremos atrás a este instante del tiempo
											Y todos esos discursos acerca del
											Proyecto del Genoma Humano
											y lo que todo esto va a significar para nosotros...
											En realidad su trascendencia será mínima.
											Sólo quiero decir que de ninguna manera eso es lo que sucederá.
											Porque cuando hablamos de nuestra genética y nuestra biología
											de su modificación, alteración y ajuste,
											estamos hablando de modificarnos a nosotros mismos,
											y esto es algo decisivo.
									",To upgrade is human,Gregory Stock,17:51,"biology,biotech,children,evolution,genetics,science,technology"
