en,pt,tr,de,title,speaker,duration,tags
"
","
","
","
",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
"
											Sunning themselves on rocks or waddling 
awkwardly across the beach,
											it’s easy to think of these immobile 
mammals less as sea lions,
											and more as sea house cats.
											But don’t be fooled by their 
beachside behavior.
											Under the waves, sea lions are 
incredible endurance hunters.
											Hurtling around at speeds from 
4 to 18 miles an hour
											and hunting for up to 30 hours at a time,
											these majestic mammals live 
up to their name.
											And thanks to a suite of 
physical adaptations,
											finely tuned over millions of years, 
they make for resourceful foragers.
									","
											A apanhar sol sobre as rochas
ou bamboleando-se desajeitados na praia,
											é fácil pensar nestes mamíferos
imóveis não tanto como leões marinhos,
											mas mais como gatos domésticos.
											Mas não se iludam
com o seu comportamento na praia.
											Sob as ondas, os leões marinhos
são caçadores extremamente resistentes.
											Caçando a velocidades
de 6 a 30 km por hora
											e caçando durante mais 
de 30 horas seguidas,
											estes mamíferos majestosos
fazem jus ao seu nome.
											Graças a uma série
de adaptações físicas,
											refinadas ao longo de milhões de anos,
são predadores cheios de recursos.
									","
											Kayaların üzerinde güneşlenmeleri 
ya da plajda tuhaf bir şekilde
											badi badi yürümeleriyle
bu hareketsiz memelileri
											deniz aslanlarından çok
ev kedileri olarak görmek daha kolay.
											Fakat onların sahildeki davranışları 
sizi kandırmasın.
											Deniz aslanları dalgaların altında
inanılmaz dayanıklı avcılar.
											Hızları saatte 6 km'den 30 km'ye 
kadar ulaşabilir
											ve tek seferde 30 saate 
kadar avlanabilirler.
											Bu görkemli memeliler isimlerine 
yaraşır şekilde yaşıyorlar.
											Milyonlarca yıl boyunca güzelce ayarlanan

											fiziksel adaptasyon takımları sayesinde, 
becerikli avcılar oldular.
									","
											Wenn sie sich auf Felsen sonnen
oder über den Strand watscheln,
											betrachtet man diese schwerfälligen
Säugetiere weniger als Seelöwen,
											sondern mehr als Seehauskatzen.
											Aber das Strandverhalten täuscht.
											Unter Wasser sind Seelöwen
unglaublich ausdauernde Jäger.
											Sie erreichen Geschwindigkeiten
von 6 bis fast 30 km/h
											und jagen bis zu 30 Stunden am Stück.
											Diese majestätischen Säuger
machen ihrem Namen alle Ehre.
											Dank einer Reihe körperlicher
Feineinstellungen über Jahrmillionen
											sind sie einfallsreiche Räuber geworden.
									",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
"
","
","
","
",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
"
											To find their favorite food,
											sea lions hunt much deeper than 
many of their semi-aquatic peers.
											With some species diving to 
depths of nearly 400 meters,
											they’re able to cope with 
the mounting pressure
											by collapsing their pliable rib cage, 
and compressing a pair of springy lungs.
											This pushes air up through 
the smaller airways,
											collapsing rings of cartilage as 
oxygen travels out from the lungs,
											to be held in the larger, upper airways.
											Upon surfacing, this air will be 
used to re-inflate the lungs,
											but for now their heart slows 
down to preserve oxygen.
											Blood flow is redirected towards 
only the most essential organs
											like the heart, lungs, and brain,
											which rely on reserve oxygen 
stored in blood and muscle.
									","
											Para encontrar o seu alimento preferido,
											os leões marinhos caçam
em águas mais profundas
											que os seus pares semiaquáticos.
											Algumas espécies mergulham
a profundidades de quase 400 metros,
											resistindo à pressão crescente
											pelo colapso da caixa torácica
e comprimindo os dois pulmões elásticos.
											Isso empurra o ar pelas vias
respiratórias mais pequenas
											colapsando anéis de cartilagem
quando o oxigénio sai dos pulmões,
											para o oxigénio permanecer
mas vias respiratórias mais altas.
											Uma vez à superfície,
											este ar é usado para encher
novamente os pulmões
											mas, entretanto, o ritmo cardíaco
diminui para preservar o oxigénio.
											O fluxo sanguíneo redirige-se apenas
para os órgãos mais vitais,
											como o coração, os pulmões e o cérebro
									","
											Deniz aslanları, 
en sevdikleri yemeği bulmak için
											yarı suda yaşayan çoğu akranından
daha derinde avlanır.
											Bazı türler yaklaşık 400 metre 
derine dalabilir.
											Bükülebilen göğüs kafeslerinin çökmesi
ve esnek ciğerlerinin sıkışmasıyla
											artan basınçla baş edebiliyorlar.
											Bu, havanın daha küçük hava yollarında
yukarı ilerlemesini sağlıyor,
											oksijen daha geniş olan üst solunum 
yollarında tutulmak üzere
											akciğerden çıkarken 
kıkırdak halkaları çöküyor.
											Bu hava yüzeye çıkarken akciğeri 
tekrar şişirmek için kullanılır
											fakat şimdilik kalp atışları oksijeni 
muhafaza etmek için yavaşlıyor.
											Kan akışı sadece kalp, akciğer 
ve beyin gibi
											kanda ve kaslarda korunan oksijene
ihtiyaç duyan
											en gerekli organlara yönlendiriliyor.
									","
											Für ihre Lieblingsnahrung
tauchen sie weit tiefer
											als viele sowohl im Wasser
und an Land lebende Tiere.
											Damit einige Arten Tiefen
von bis zu 400 m erreichen,
											kompensieren sie den steigenden Druck,
											indem sie ihren flexiblen Brustkorb
mit der elastischen Lunge zusammenpressen.
											Das drückt Luft durch die kleinen Atemwege
											und verengt die Knorpelringe,
wenn Sauerstoff aus der Lunge entweicht
											und in den größeren
oberen Atemwegen verbleibt.
											Beim Auftauchen wird die Lunge
durch diese Luft wieder gefüllt,
											doch das Herz schlägt langsamer,
um Sauerstoff zu sparen.
											Das Blut fließt nur noch
zu den wichtigsten Organen
											wie Herz, Lunge und Gehirn,
											die sich aus Sauerstoffreserven
aus Blut und Muskeln speisen.
									",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
"
","
","
","
",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
"
											Once they arrive at their hunting ground,
											sea lions depend on their superior 
vision to find their prey.
											Most mammal eyes have 
a structure called a lens–
											a transparent, convex structure whose 
shape refracts light to enable sight.
											In humans, this lens is curved to process 
light waves traveling through air.
											But sea lions need to see their 
best at hundreds of meters deep.
											To accommodate, their eyes have a much 
rounder lens to refract light underwater,
											as well as teardrop-shaped pupils
											which can expand to 25 times 
their original size.
											This lets in as much light as possible,
											helping them pinpoint their prey in 
even the dimmest conditions.
									","
											que dependem das reservas de oxigénio
armazenadas no sangue e nos músculos.
											Quando chegam às suas zonas de caça,
											os leões marinhos dependem da visão
superior para encontrarem as presas.
											Os olhos da maioria dos mamíferos
possuem um cristalino,
											uma lente convexa e transparente
											cuja forma reflete a luz
para possibilitar a visão.
											Nas pessoas, esta lente
tem uma forma curva
											para processar as ondas da luz do ar.
											Mas os leões marinhos precisam de ver bem
a centenas de metros de profundidade.
											Para isso, as lentes dos olhos deles
são muito mais arredondadas
											e refratam a luz sob a água.
									","
											Avlanma topraklarına ulaşınca,
											avlarını bulmak için deniz aslanları 
üstün görüşlerine güvenirler.
											Çoğu memeli gözü, lens olarak 
adlandırılan ve şekli ışığı kırarak
											görüş sağlayan şeffaf, dışbükey
bir yapıya sahiptir.
											İnsanlarda, bu lens havadaki ışık 
dalgalarını işlemek için kıvrımlıdır.
											Deniz aslanları yüzlerce metre derinlikte 
en iyi şekilde görebilmelidir.
											Uyum için gözleri deniz altındaki ışığı 
kıracak daha yuvarlak bir lense
											ve 25 kat genişleyebilecek
											gözyaşı şeklinde 
göz bebeklerine sahipler.
											Bu, mümkün olduğunca fazla 
ışık algılamalarına
											ve en bulanık durumlarda bile avlarını
saptamalarına yardımcı olur.
									","
											Beim Jagen verlassen sich Seelöwen
auf ihre außergewöhnliche Sehkraft,
											um ihre Beute zu finden.
											Die meisten Säugetiere
haben im Auge eine Linse,
											eine durchsichtige und konvexe Struktur,
in der sich das Licht bricht.
											Beim Menschen ist sie gewölbt,
um Lichtwellen in der Luft zu verarbeiten.
											Aber Seelöwen müssen in enormer Tiefe
möglichst gut sehen können.
											Um Licht unter Wasser zu brechen,

											haben ihre Augen eine viel rundere Linse
und tränenförmige Pupillen,
											die sich bis um das 25-Fache
vergrößern können.
											Das lässt ein Maximum an Licht durch,
											sodass sie ihre Beute sogar
im Dunkeln aufspüren können.
									",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
"
","
","
","
",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
"
											But once they’ve closed in,
											they rely on something akin to a sixth 
sense to actually catch their meal.
											Their whiskers, or vibrissae,
											are composed of keratin 
and full of nerve fibers
											that run deep into the connective 
tissue of their face.
											Sea lions have full directional control 
over these whiskers,
											which can lie flat against their face, 
or stick out at a 90-degree angle.
											When properly tuned,
											these whiskers can sense the slim trails 
of moving water fish leave in their wake.
											And they’re precise enough to let 
blindfolded sea lions
											tell the difference between objects less 
than two centimeters different in size.
									","
											Também têm pupilas com a forma
de uma lágrima
											capazes de se dilatarem 25 vezes
o seu tamanho original.
											Isso permite-lhes que a luz entre
na maior quantidade possível,
											o que os ajuda a localizar as suas presas
mesmo nos locais mais escuros.
											Depois de as encurralarem,
											dependem de uma coisa parecida
com um sexto sentido
											para apanharem a sua ceia.
											Os seus bigodes, ou vibrissas,
											contêm queratina e muitas fibras nervosas
											que penetram profundamente
no tecido conectivo do focinho.
											Os leões marinhos têm total controlo
direcional dos bigodes
											que podem permanecer planos
contra o focinho
									","
											Ancak yaklaştıklarında
											yemeklerini yakalamak için 
altıncı hisse benzer bir şeye güvenirler.
											Kedi bıyıkları ya da burun kılları,
											keratin ve tamamen 
sinir liflerinden oluşup
											yüzlerindeki bağ doku derinliklerine
kadar ulaşırlar.
											Deniz aslanları bıyıklarının yönü 
üzerinde tam kontrole sahiptirler,
											dümdüz ya da 90 derecelik
bir açıda durabilirler.
											Düzgün ayarlandığında
bu bıyıklar,
											hareketli su içinde balıkların 
bıraktıkları ince izleri hissedebilir.
											Gözü bağlı deniz aslanlarının, 
aralarında iki santimetre olan nesneleri
											ayırt edebilecek kadar da kesinler.
									","
											Kurz vor dem Ziel verlassen sie sich
auf eine Art sechsten Sinn,
											um ihre Mahlzeit zu fangen.
											Ihre Schnurrhaare oder Vibrissen
											bestehen aus Keratin
und sind voller Nervenfasern,
											die tief ins Bindegewebe
des Gesichts reichen.
											Seelöwen haben volle Richtungskontrolle
durch diese Schnurrhaare,
											die flach am Gesicht anliegen
oder im 90°-Winkel abstehen können.
											In der richtigen Stellung nehmen sie
die schwachen Wasserstöme wahr,
											die von Fischen verursacht werden.
											Sie sind so präzise,
											dass Seelöwen sogar mit verbundenen Augen
											Objekte mit weniger als 2 cm
Größenunterschied erkennen.
									",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
"
","
","
","
",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
"
											With these tools a healthy sea lion can
catch generous helpings of fish
											such as anchovy, mackerel, 
and squid on every outing.
											And with their exceptional memories, they 
can remember multiple hunting grounds,
											including those they haven’t 
visited in decades.
											This memory also extends to breeding 
territories and birthing areas,
											as well as which neighbors 
are friend and foe.
											There’s even evidence that sea lions 
can remember how to perform tasks
											after 10 years with no 
practice in between,
											letting them navigate old stomping 
grounds with ease.
									","
											ou sobressair num ângulo de 90 graus.
											Corretamente afinados,
os bigodes podem pressentir
											os mais pequenos movimentos
da água provocados por outros peixes.
											São tão precisos que permitem
aos leões marinhos
											diferenciar entre objetos que tenham
dois centímetros de diferença em tamanho.
											Com estas ferramentas, um leão marinho
saudável pode capturar muitos peixes
											como anchovas, cavalas, lulas
em cada uma das suas excursões.
											Graças à sua excecional memória,
podem recordar numerosas zonas de caça,
											inclusivamente aquelas
que já não visitam há décadas.
									","
											Bu araçlarla, 
sağlıklı bir deniz aslanı her avda
											hamsi, uskumru ve kalamar gibi 
bolca balıktan faydalanabilir.
											Olağanüstü hafızalarıyla, 
on yıllardır ziyaret etmedikleri de dâhil
											çokça avlanma alanını hatırlayabilirler.
											Bu hafıza ayrıca neresi dost 
neresi düşman bölgesi bilmeye ek,
											üreme bölgeleri 
ve doğum alanlarını da kapsar.
											Deni aslanlarının aradan tekrar
edilmeden 10 yıl geçse bile
											eski mekanlarını 
kolayca bulmak gibi görevleri
											yerine getirdiği kanıtlanmıştır.
									","
											So kann ein gesunder Seelöwe
auf der Jagd große Mengen Fisch fangen,
											etwa Sardellen, Makrelen und Tintenfische.
											Ihr brillantes Gedächtnis
speichert viele Jagdgebiete,
											auch wenn sie sehr lang
nicht mehr dort waren.
											Das gilt auch für Paarungs-
und Aufzuchtgebiete
											sowie für die Unterscheidung
von Freund und Feind.
											Seelöwen meistern sogar Aufgaben,
											die sie seit 10 Jahren
nicht mehr ausgeführt haben —
											sie steuern mit Leichtigkeit
durch alte Reviere.
									",The lovable (and lethal) sea lion,Claire Simeone,4:22,"TED-Ed,animals,animation,oceans,marine biology,evolution,water,climate change,fish,ecology,biology"
