en,es,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
											One fine day,
											when Charles Darwin was still 
a student at Cambridge,
											the budding naturalist tore some
old bark off a tree
											and found two rare beetles underneath.
											He’d just taken one beetle in each hand
when he spotted a third beetle.
											Stashing one of the insects 
in his mouth for safekeeping,
											he reached for the new specimen –
											when a sudden spray of hot, 
bitter fluid scalded his tongue.
									","
											Cierto día, Charles Darwin,
											siendo aún estudiante en Cambridge
y naturalista en formación,
											observó que debajo de la añosa
corteza de un árbol
											había dos extraños escarabajos.
											Tomó uno en cada mano, 
y luego vio un tercer escarabajo.
											Se puso uno de los insectos 
en la boca para liberar una mano
											y así poder tomar el nuevo espécimen.
											De pronto, sintió que un líquido 
ardiente y agrio le quemaba la lengua.
									","
											Günlerden bir gün,
											Charles Darwin 
hala Cambridge'de öğrenci iken
											tomurcuklanma doğa bilimcisi 
eski bir ağaç kabuğunu söküp
											altında nadir rastlanan
iki tane böcek buldu.
											İki eline de birer böcek aldığında
üçüncü böceği fark etti.
											Güvenli olması için böceklerden
birini ağzına saklayıp
											yeni örnek için uzanmıştı ki
											sıcak, acı bir sıvı
aniden ağzını yaktı.
									","
											Un beau jour,
											alors que Charles Darwin
était encore élève à Cambridge,
											ce naturaliste en herbe décrocha
d'un arbre, un vieux bout d'écorce,
											et trouva deux espèces 
de coléoptères très rares.
											Il venait de prendre un coléoptère dans 
chaque main, quand il en vit un troisième.
											Après avoir mis en lieu sûr
dans sa bouche, un des deux insectes,
											il s’apprêtait à saisir
le nouveau spécimen,
											quand un jet soudain, chaud et amer,
lui ébouillanta la langue.
									","
											Um belo dia,
											quando Charles Darwin ainda era
um aluno em Cambridge,
											o futuro naturalista arrancou
um pedaço da casca de uma árvore
											e descobriu, por baixo,
dois escaravelhos raros.
											Com um escaravelho em cada mão,
reparou num terceiro escaravelho.
											Meteu um dos insetos na boca,
para não o perder
											e tentou apanhar o novo exemplar
											quando um súbito jato de líquido
quente e amargo lhe escaldou a língua.
									",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
","
","
","
","
",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
											Darwin’s assailant 
was the bombardier beetle.
											It’s one of thousands of animal species,
											like frogs,
											jellyfish,
											salamanders,
											and snakes,
											that use toxic chemicals 
to defend themselves –
											in this case, by spewing poisonous liquid 
from glands in its abdomen.
											But why doesn’t this caustic substance,
ejected at 100 degrees Celsius,
											hurt the beetle itself?
											In fact, how do any toxic animals 
survive their own secretions?
											The answer is that they use one 
of two basic strategies:
											securely storing these compounds
											or evolving resistance to them.
									","
											Quien lo había agredido fue
el escarabajo bombardero.
											Es una de las miles 
de especies del reino animal,
											que como las ranas,
											las medusas,
											las salamandras
											y las víboras,
											se valen de sustancias químicas
tóxicas para defenderse,
											en este caso, expulsando un líquido
venenoso por las glándulas del abdomen.
											Pero ¿cómo es posible que esta sustancia
cáustica eyectada a 100 grados Celsius,
											no dañe al propio escarabajo?
											De hecho, ¿cómo hacen
los animales venenosos en general
											para sobrevivir a sus propias secreciones?
											La respuesta es que usan una
de estas dos estrategias básicas:
											almacenando estas sustancias
de manera segura
											o bien haciéndose resistentes a ellas.
									","
											Darwin’in saldırganı
bombardıman böceğiydi.
											Bu, böcek kurbağalar,
											deniz anaları,
											semender
											ve yılanlar gibi
											kendilerini savunmak için
											zehirli kimyasallar kullanan
binlerce canlı türünden biriydi-
											bu durumda karnındaki bezlerden
zehir püskürten bir canlıydı.
											Ama neden bu yüz santigrat derecede
çıkan yakıcı madde
											böceğin kendisini yakmıyor?
											Aslında, herhangi bir zehirli hayvan
kendi salgısından nasıl etkilenmiyor?
											Cevap iki ana stratejiden
birini kullanmaları:
											bu bileşikleri 
güvenli bir şekilde saklamak
											ya da onlara karşı direnç geliştirmek.
									","
											L'assaillant de Darwin
était un coléoptère bombardier.
											C'est une parmi les milliers
d'espèces animales
											comme les grenouilles, les méduses,
les salamandres, et les serpents,
											qui utilisent des substances
toxiques pour se défendre -
											dans ce cas, en projetant un liquide
venimeux des glandes de son abdomen.
											Mais pourquoi cette substance
caustique, éjectée à 100° Celsius,
											ne blesse-t-elle pas
le coléoptère lui-même ?
											En fait, comment les animaux venimeux
survivent-ils à leurs propres sécrétions ?
											La réponse est qu'ils utilisent
l'une de ces deux solutions élémentaires :
											stocker en sécurité ces composés,
											ou leur développer une résistance.
									","
											O atacante de Darwin
era o escaravelho bombardeiro.
											É um dos milhares de espécies animais,
											como as rãs, as alforrecas,
											as salamandras e as cobras,
											que usam químicos tóxicos
para se defenderem
											— neste caso, com um jato
de líquido venenoso
											produzido pelas glândulas do abdómen.
											Porque é que esta substância cáustica,
ejetada a 100 graus Celsius
											não prejudica o escaravelho?
											Como é que qualquer animal tóxico
sobrevive às suas secreções?
											A resposta é que usam
uma de duas estratégias básicas:
											guardando esses compostos
em segurança
											ou desenvolvendo resistência
contra eles.
									",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
","
","
","
","
",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
											Bombardier beetles use the first approach.
											They store ingredients for their poison 
in two separate chambers.
											When they’re threatened, the valve 
between the chambers opens
											and the substances combine 
in a violent chemical reaction
											that sends a corrosive spray 
shooting out of the glands,
											passing through a hardened chamber that
protects the beetle’s internal tissues.
											Similarly, jellyfish package 
their venom safely
											in harpoon-like structures 
called nematocysts.
											And venomous snakes store their
flesh-eating, blood-clotting compounds
											in specialized compartments
that only have one exit:
											through the fangs 
and into their prey or predator.
									","
											Los escarabajos bombarderos 
usan la primera técnica.
											Almacenan los componentes del veneno
en dos cámaras separadas.
											Ante una amenaza, se abre la válvula
que está entre ambas cámaras,
											las sustancias se mezclan y producen
una violenta reacción química,
											estimulando a las glándulas 
a expulsar un chorro corrosivo
											que pasa por una cámara más dura para
proteger los tejidos internos del insecto.
											De manera similar, las medusas 
almacenan su veneno de manera segura
											en estructuras con forma de arpón
llamadas ""nematocistos"".
											Y las víboras venenosas
											almacenan sus componentes
de acción coagulante y destructiva
											en compartimentos especializados
de una sola salida:
											los colmillos, con los cuales
penetran en la presa o el predador.
									","
											Borbadıman böcekleri ilkini seçiyor.
											Zehirleri için malzemeleri
iki ayrı haznede saklarlar.
											Tehdit edildiklerinde,
iki hazne arasında bulunan valf açılır
											ve maddeler, böceklerin iç dokularını
koruyan sert bir odadan geçerek,
											bezlerden dışarı atılan korozif
bir sprey gönderen
											şiddetli bir kimyasal
reaksiyonda birleşirler.
											Benzer olarak, denizanası,
zehirlerini nematosist denilen
											zıpkın benzeri yapılarda
güvenle saklar.
											Ve zehirli yılanlar et yiyen,
kan pıhtılaşan bileşikleri
											sadece bir çıkışa sahip olan
özel bölmelerde saklarlar:
											dişlerden çıkar ve avlarılana
veya yırtıcılarına gider.
									","
											Les coléoptères bombardiers
utilisent la première approche.
											Ils stockent les ingrédients venimeux 
dans deux compartiments distincts.
											Face à une menace, la valve séparant 
les deux compartiments s'ouvre,
											et les substances se mélangent,
provoquant une violente réaction chimique
											qui envoie un jet corrosif 
hors des glandes,
											en passant par un compartiment dur
qui protège les tissus internes.
											De la même manière, les méduses 
gardent leur venin en sécurité
											dans des structures ressemblant
à des harpons, appelées « nématocystes ».
											Et les serpents venimeux stockent
leur venin corrosif et coagulant,
											dans des compartiments spécialisés 
qui n'ont qu'une seule sortie :
											les crocs dans la chair
de leur proie ou prédateur.
									","
											Os escaravelhos bombardeiros
usam a primeira abordagem.
											Guardam os ingredientes para o veneno
em duas câmaras separadas.
											Quando são ameaçados, 
abre-se a válvula entre as duas câmaras
											e as substâncias combinam-se
numa violenta reação química
											que envia um jato corrosivo
que brota das glândulas,
											passando por uma câmara rija
											que protege os tecidos internos
do escaravelho.
											Do mesmo modo, as alforrecas
guardam o seu veneno com segurança
											em estruturas tipo arpões
chamadas nematocistos.
											As cobras venenosas guardam os compostos
que coagulam o sangue, e comem a carne,
											em compartimentos especializados
que só têm uma saída:
											através das presas
diretamente para a presa ou o predador,
									",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
","
","
","
","
",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
											Snakes also employ the second strategy:
built-in biochemical resistance.
											Rattlesnakes and other types of vipers
manufacture special proteins
											that bind and inactivate venom 
components in the blood.
											Meanwhile, poison dart frogs have also
evolved resistance to their own toxins,
											but through a different mechanism.
											These tiny animals defend themselves 
using hundreds of bitter-tasting compounds
											called alkaloids
											that they accumulate from consuming 
small arthropods like mites and ants.
											One of their most potent alkaloids 
is the chemical epibatidine,
											which binds to the same receptors 
in the brain as nicotine
											but is at least ten times stronger.
											An amount barely heavier than 
a grain of sugar would kill you.
									","
											Estos animales también usan la segunda
técnica: la resistencia bioquímica.
											Las víboras cascabel y otros ofidios
fabrican proteínas especiales
											que se combinan para desactivar
los componentes del veneno en la sangre.
											En tanto, las ranas dardo venenosas
											también son resistentes a sus propias 
toxinas, pero a través de otro mecanismo.
											Estos pequeños animales se defienden
											usando cientos de compuestos 
de sabor amargo llamados alcaloides,
											que acumulan al consumir pequeños
artrópodos, como las termitas y hormigas.
											Uno de sus alcaloides más potentes
es la sustancia química epibetadina,
											la cual se une a los mismos receptores
en el cerebro que la nicotina,
											pero es, como mínimo,
diez veces más potente.
											Una cantidad apenas 
superior a un grano de azúcar
											sería suficiente para matar a una persona.
									","
											Yılanlar ayrıca ikinciyi de kullanır:
yerleşik biyokimyasal direnç.
											Çıngıraklı yılanlar ve diğer engerekler, 
kandaki zehirli bileşenleri bağlayan
											ve etkisiz hale getiren
özel proteinler üretir.
											Bu arada, zehirli ok kurbağaları da kendi
toksinlerine direnç geliştirmişlerdir,
											ancak farklı bir mekanizma yoluyla.
											Bu küçük hayvanlar, 
akarlar ve karıncalar gibi
											küçük eklem bacaklıları 
tüketmekten biriktirdikleri
											yüzlerce acı tadında bileşikleri 
kullanarak kendilerini koruyorlar.
											En güçlü alkaloidlerinden biri,
beyinde aynı reseptörlere
											nikotin olarak bağlanan
fakat en az on kat daha güçlü olan
											kimyasal epibatidindir.
											Bir şeker tanesinden daha ağır
bir miktar sizi öldürür.
									","
											Les serpents utilisent
aussi la seconde stratégie :
											une résistance biochimique interne.
											Les crotales et autres types de vipères
produisent des protéines spéciales
											qui s'attachent aux composants
du venin dans le sang et les désactivent.
											Les grenouilles venimeuses ont aussi
acquis une résistance à leurs toxines,
											mais par un mécanisme différent.
											Ces petits animaux se défendent

											en utilisant des centaines de composés
amers, appelés « alcaloïdes »,
											qu'ils accumulent en mangeant
des petits arthropodes
											tels que les mites et les fourmis.
											L'un de leurs alcaloïdes
les plus efficaces est l'épibatidine,
											qui se fixe, dans le cerveau, aux mêmes
récepteurs que ceux de la nicotine,
											mais est dix fois
plus puissante, au moins.
											Une quantité pas plus grande
qu'un grain de sucre vous tuerait.
									","
											As cobras também usam
a segunda estratégia:
											uma resistência bioquímica incorporada.

											As cascavéis e outros tipos de víboras
fabricam proteínas especiais
											que ligam e desativam os componentes
venenosos no sangue.
											Entretanto, as rãs Dendrobatidae
											também desenvolveram
resistência às suas toxinas
											mas através de um mecanismo diferente.
											Estes pequenos animais defendem-se,
											usando centenas de compostos
de sabor amargo,
											chamados alcaloides
											que acumulam, ao consumirem
pequenos artrópodes
											como ácaros e formigas.
											Um dos alcaloides mais potentes
é a epibatidina química
											que se liga aos mesmos recetores
do cérebro como a nicotina
											mas é, pelo menos, dez vezes mais forte.
											Uma quantidade pouco mais pesada
que um grão de açúcar
											chega para nos matar.
									",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
","
","
","
","
",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
											So what prevents poison frogs 
from poisoning themselves?
											Think of the molecular target 
of a neurotoxic alkaloid as a lock,
											and the alkaloid itself as the key.
											When the toxic key slides into the lock,
											it sets off a cascade of chemical 
and electrical signals
											that can cause paralysis,
											unconsciousness,
											and eventually death.
											But if you change the shape of the lock,
the key can’t fit.
											For poison dart frogs and many other
animals with neurotoxic defenses,
											a few genetic changes alter
the structure of the alkaloid-binding site
											just enough to keep the neurotoxin 
from exerting its adverse effects.
									","
											Entonces, ¿cómo hacen las ranas
para no envenenarse a sí mismas?
											Imaginemos al objetivo molecular de
un alcaloide neurotóxico como un candado
											y al propio alcaloide como la llave.
											Cuando la llave tóxica 
gira dentro de la cerradura,
											dispara una cascada
de señales químicas y eléctricas
											que pueden causar parálisis,
											inconsciencia
											e incluso la muerte.
											Pero si cambiamos la forma
de la cerradura, la llave no encaja.
											En las ranas dardo venenosas y otros 
animales con defensas neurotóxicas,
											algunos cambios genéticos
											alteran la estructura del sitio
de unión de los alcaloides
											e impiden que la neurotoxina 
provoque sus efectos adversos.
									","
											Öyleyse kurbağaların kendilerini
zehirlemelerini engelleyen nedir?
											Nörotoksik bir alkaloidin moleküler
hedefini bir kilit olarak düşünün
											ve alkaloidin kendisini anahtar olarak.
											Zehirli anahtar kilitten geçtiğinde,
											felce,
											bilinç kaybına
											ve sonunda ölüme sebep olan
											kimyasal ve elektriksel 
sinyalleri tetikler.
											Eğer kilidin şeklini değiştirirseniz,
anahtar uymaz.
											Zehirli ok kurbağası ve nörotoksik
savunmaya sahip diğer birçok hayvan için
											birkaç genetik değişiklik, nörotoksinin 
olumsuz etkilerini göstermesini
											sağlayacak kadar alkaloid bağlama 
bölgesinin yapısını değiştirir.
									","
											Alors, qu'est-ce qui empêche 
les grenouilles de s'empoisonner ?
											Imaginez la cible moléculaire d'un
alcaloïde neurotoxique comme une serrure,
											et l'alcaloïde lui-même 
comme la clé de la serrure.
											Quand la clé toxique
entre dans la serrure,
											elle déclenche une cascade
de signaux chimiques et électriques
											qui peuvent causer la paralysie,
la perte de conscience,
											et finalement la mort.
											Mais si vous changez la forme
de la serrure, la clé ne correspond plus.
											Pour les grenouilles venimeuses
											et beaucoup d'autres animaux 
utilisant des défenses neurotoxiques,
											de petites mutations génétiques
											changent la structure du site
où se fixe l'alcaloïde,
											juste assez pour empêcher la neurotoxine
d'exercer ses effets destructeurs.
									","
											Então, o que é que impede que as rãs
se envenenem a si mesmas?
											Pensem no alvo molecular de um alcaloide
neurotóxico como um cadeado
											e o alcaloide como a chave.
											Quando a chave tóxica entra na fechadura
											desencadeia uma cascata de sinais
químicos e elétricos
											que podem causar paralisia,
											inconsciência,
											e, por fim, a morte.
											Mas, se mudarmos o feitio da fechadura,
a chave não encaixa.
											Para as rãs Dendrobatidae e muitos outros
animais com defesas neurotóxicas,
											umas pequenas alterações genéticas
											alteram a estrutura do local
de ligação do alcaloide
											o suficiente para impedir a neurotoxina
de exercer os seus efeitos adversos.
									",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
"
","
","
","
","
",Why don't poisonous animals poison themselves?,Rebecca Tarvin,5:15,"TED-Ed,animals,biodiversity,biology,evolution,nature"
