en,es,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
											I come from Egypt,
											which is also called Umm al-Dunya,
the Mother of the World.
											It's a rich country
filled with stories of rebellion,
											stories of civilizational
triumph and downfall
											and the rich, religious,
											ethnic, cultural and linguistic diversity.
									","
											Vengo de Egipto,
											también llamado ""Umm al-Dunya"",
la Madre del Mundo.
											Es un país rico
lleno de historias de rebelión,
											historias de auge y caída civilizacional,
											y de una gran diversidad religiosa,
											étnica, cultural y lingüística.
									","
											Je viens d’Égypte,
											qui est aussi appelée Umm al-Dunya,
la mère du monde.
											C'est un pays riche,
plein d'histoires de rébellions,
											d'histoires de triomphes
et d'effondrements civilisationnels
											et d'une grande diversité religieuse,
											ethnique, culturelle et linguistique.
									","
											Venho do Egito,
											que também se chama
Umm al-Dunya, a Mãe do Mundo.
											É um país rico e cheio
de histórias de revolução,
											histórias de triunfo e queda
de uma civilização
											e de uma rica diversidade religiosa,
											étnica, cultural e linguística.
									","
											Mısırlıyım,
											ülkeme, ""Umm al-Dunya"" da deniyor,
anlamı dünyanın annesi.
											Ülke isyan hikayeleri,
uygarlıkların zaferleri
											ve çöküş hikayeleriyle dolu.
											Din, etnik, kültürel
											ve dil çeşitliliği
bakımından da zengindir.
									",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
","
","
","
","
",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
											Growing up in such an environment,
											I became a strong believer
in the power of storytelling.
											As I searched for the medium
with which to tell my story,
											I stumbled upon graphic design.
											I would like to share with you a project
											of how graphic design
can bring the Arabic language to life.
											But first, let me tell you
why I want to do this.
									","
											Al crecer en un ambiente así,
											aprendí a creer firmemente
en el poder de las historias.
											Y buscando la forma de contar mi historia,
											me topé con el diseño gráfico.
											Me gustaría compartir con Uds. un proyecto
											sobre cómo el diseño gráfico
puede darle vida a la lengua árabe.
											Pero primero, les contaré
por qué quiero hacerlo.
									","
											En grandissant dans un tel environnement,
											je suis devenue une fervente croyante
dans le pouvoir de la narration.
											En cherchant sur quel support
raconter mon histoire,
											je suis tombée sur le graphisme.
											J'aimerais partager avec vous un projet
											montrant comment le graphisme
peut donner vie à la langue arabe.
											Mais d'abord, laissez-moi vous dire
pourquoi je veux faire cela.
									","
											Foi nesse ambiente que cresci,
											acreditando fortemente
no poder da narrativa.
											Ao procurar um meio
para contar a minha história,
											deparei-me com o ""design"" gráfico.
											Gostaria de partilhar
com vocês um projeto
											de como o ""design"" gráfico
pode dar vida à língua árabe.
											Mas primeiro, gostaria de contar
porque é que quero fazer isso.
									","
											Böyle bir çevrede büyürken
											hikaye anlatımının gücüne 
güçlü bir şekilde inanmış oldum.
											Hikayemi anlatmak için araç ararken
											grafik tasarıma rastladım.
											Sizinle grafik tasarımının
											Arapçaya nasıl hayat verdiğini gösteren
bir projeyi paylaşmak istiyorum.
											Ama önce, bunu neden
yapmak istediğimi anlatayım.
									",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
","
","
","
","
",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
											I believe that graphic design
can change the world.
											At least in my very own city of Cairo,
											it helped overthrow
two separate dictators.
											As you can see from those photos,
											the power and potential of graphic design
as a tool for positive change
											is undeniably strong.
											Egypt's 2011 revolution
was also a grassroots design revolution.
											Everyone became a creator.
											People were the real designers
											and, just overnight,
											Cairo was flooded with posters,
											signage, graffiti.
											Visual communication
											was the medium that spoke
far louder than words
											when the population of over
90 million voices were suppressed
											for almost 30 years.
									","
											Creo que el diseño gráfico
puede cambiar el mundo.
											En mi ciudad de El Cairo, al menos,
											ayudó a destituir a dos dictadores.
											Como pueden ver en esas fotos,
											el poder y el potencial del diseño gráfico
como herramienta de cambio positivo
											es innegablemente fuerte.
											La revolución egipcia de 2011 fue también
una revolución del diseño popular.
											Todos se volvieron creadores.
											El pueblo era el verdadero diseñador
											y, de un día para el otro,
											El Cairo se inundó de afiches,
											letreros, graffiti.
											La comunicación visual
											fue el medio para expresar
con más fuerza que las palabras
											cuando se suprimió la voz de 
más de 90 millones de habitantes
											durante más de 30 años.
									","
											Je crois que le graphisme
peut changer le monde.
											Tout du moins dans ma ville, le Caire,
											il a aidé à renverser
deux dictateurs différents.
											Comme vous pouvez le voir
avec ces photos,
											le pouvoir et le potentiel du graphisme
comme outil pour un changement positif
											sont indéniablement importants.
											La révolution égyptienne de 2011
											a également été une révolution
populaire du graphisme.
											Tout le monde est devenu créateur.
											Les gens étaient les vrais graphistes
											et, d'un jour sur l'autre,
											le Caire a été inondé de posters,
											de panneaux, de graffitis.
											La communication visuelle
											était le support qui parlait
bien plus que les mots
											pour une population de 90 millions
de personnes dont la voix a été tue
											pendant près de 30 ans.
									","
											Acredito que o ""design"" gráfico
pode mudar o mundo.
											Pelo menos na minha cidade do Cairo,
											ajudou a derrubar dois ditadores.
											Como podem ver nestas fotos,
											o poder e o potencial do ""design"" gráfico
como ferramenta para uma mudança positiva
											é inegavelmente forte.
											A revolução do Egito em 2011 foi, também,
uma revolução do ""design"" popular.
											Todos se tornaram criadores.
											O povo tornou-se o verdadeiro ""designer""
											e, da noite para o dia,
											Cairo foi inundado de cartazes,
											sinalizações, ""graffiti""...
											A comunicação visual
											foi o meio que falou
bem mais alto que as palavras
											quando a voz de mais de 90 milhões
de pessoas foi reprimida
											durante quase 30 anos.
									","
											Grafik tasarımın 
dünyayı değiştirebileceğine inanıyorum.
											En azından memleketim Kahire'de
											iki ayrı diktatörü devirmeye yardım etti.
											Bu fotoğraflardan görebileceğiniz gibi,
											pozitif bir değişiklik için
grafik tasarımın gücü ve potansiyeli
											inkar edilemez.
											2011 Mısır devrimi aynı zamanda
bir halk devrimidir.
											Herkes bir yaratıcı oldu.
											İnsanlar asıl tasarımcılardı.
											Bir gecede,
											Kahire posterler, işaretler
											ve grafitilerle kaplanmıştı.
											Görsel iletişim,
											90 milyondan fazla sesin yaklaşık
30 yıl boyunca bastırıldığı zaman
											sözlerden çok daha fazla

											ses çıkaran bir araçtı.
									",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
","
","
","
","
",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
											It was precisely this political
and social suppression,
											coupled with decades of colonialism
											and miseducation
											that slowly eroded the significance
of the Arabic script in the region.
											All of these countries once used Arabic.
											Now it's just the green and the blue.
											To put it simply,
											the Arabic script is dying.
											In postcolonial Arab countries functioning
in an increasingly globalized world,
											it is a growing alarm
											that less and less people are using
the Arabic script to communicate.
									","
											Fue precisamente 
esta represión política y social,
											sumada a décadas de colonialismo
											y mala educación
											lo que erosionó lentamente el significado
de la escritura árabe en la región.
											Todos estos países solían usar el árabe.
											Ahora son solo los verdes y los azules.
											En términos simples,
											la escritura árabe está muriendo.
											En los países árabes postcoloniales
											que funcionan en un mundo
cada vez más globalizado
											es una creciente preocupación
											que cada vez menos gente
se comunica con escritura árabe.
									","
											C'est précisément cette répression
politique et sociale,
											associée à des décennies de colonialisme
											et d'une mauvaise éducation
											qui a lentement érodé l'importance
de l'alphabet arabe dans la région.
											Tous ces pays ont un jour utilisé l'arabe.
											Il ne reste plus que ceux en vert et bleu.
											Pour faire simple,
											l'alphabet arabe se meurt.
											Dans les pays arabes
d'après la décolonisation
											évoluant dans une société
de plus en plus mondialisée,
											il est inquiétant
											que de moins en moins de gens utilisent
l'alphabet arabe pour communiquer.
									","
											Foi exatamente essa repressão
política e social,
											juntamente com décadas de colonialismo
											e de deseducação
											que lentamente corroeram o significado
da escrita árabe na região.
											Todos estes países um dia usaram o árabe.
											Agora são apenas os verdes e os azuis.
											Para simplificar,
											a escrita árabe está a morrer.
											Em países árabes pós-coloniais atuando
num mundo cada vez mais globalizado,
											é um crescente alarme
											que cada vez menos pessoas estejam
a usar a escrita árabe para comunicar.
									","
											Bu siyasal ve sosyal baskı,
											onlarca sömüregecilik faaliyeti
											ve yanlış eğitimle birlikte
											yavaş yavaş bölgedeki
Arap alfabesinin önemini azalttı.
											Bu ülkelerin hepsi bir zamanlar 
Arapça kullanıyordu.
											Şu an sadece 
yeşil ve mavi bölgeler kullanıyor.
											Basitçe söylemek gerekirse
											Arap alfabesi ölüyor.
											Gittikçe globalleşen dünyada, 
sömürge sonrası Arap ülkelerinde
											daha az sayıda insanın
											iletişim için Arap alfabesini kullanması
gittikçe büyüyen bir uyarıdır.
									",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
","
","
","
","
",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
											As I was studying my master's in Italy,
I noticed myself missing Arabic.
											I missed looking at the letters,
											digesting their meaning.
											So one day, I walked into
one of the biggest libraries in Italy
											in search of an Arabic book.
											I was surprised to find
that this is what they had
											under the category of
""Arabic/Middle Eastern books.""
									","
											Mientras hacía mi maestría en Italia,
me di cuenta de que extrañaba el árabe.
											Extrañaba ver las letras,
											digerir su significado.
											Un día entré a una de las bibliotecas
más grandes de Italia
											buscando un libro en árabe.
											Me sorprendió que tuvieran esto
											en la categoría de ""Libros árabes
y de Medio Oriente"".
									","
											Alors que j'étudiais pour mon master
en Italie, l'arabe m'a manqué.
											Cela me manquait de regarder les lettres,
											de digérer leur sens.
											Alors un jour, je suis entrée dans l'une
des plus grandes bibliothèques d'Italie
											à la recherche d'un livre arabe.
											J'ai découvert avec surprise
ce qu'ils avaient
											dans la catégorie 
« Livres arabes/du Moyen-Orient ».
											[NdT : ISIS = Daech]
									","
											Enquanto eu fazia o mestrado na Itália,
percebi que sentia falta do árabe.
											Sentia falta de ver as letras,
											de digerir o seu significado.
											Então, um dia entrei
numa das maiores livrarias da Itália
											em busca de um livro em árabe.
											Fiquei surpresa ao descobrir
que isso é o que tinham
									","
											İtalya’da master yaparken
											Arapçayı özlediğimi fark ettim.

											Harflere bakmayı,
anlamlarını özümsemeyi özledim.
											Bir gün, Arapça bir kitabı aramak için
İtalya'nın en büyük kütüphanelerinden
											birine girdim.
											“Arap/Orta Doğu kitapları” 
kategorisinde
											şunların olduğunu
öğrendiğimde şaşırdım.
									",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
","
","
","
","
",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											na secção ""Livros Árabes/Médio Oriente"".
									","
											(Gülüşmeler)
									",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
"
","
","
","
","
",How I'm using LEGO to teach Arabic,Ghada Wali,8:19,"language,art,society,Middle East,social change,graphic design,design"
