en,tr,es,fr,title,speaker,duration,tags
"
","
","
","
",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
											So, artificial intelligence
											is known for disrupting
all kinds of industries.
											What about ice cream?
											What kind of mind-blowing
new flavors could we generate
											with the power of an advanced
artificial intelligence?
											So I teamed up with a group of coders
from Kealing Middle School
											to find out the answer to this question.
											They collected over 1,600
existing ice cream flavors,
											and together, we fed them to an algorithm
to see what it would generate.
											And here are some of the flavors
that the AI came up with.
									","
											Yapay zekânın,
											her tür endüstriyi
bozduğu bilinmektedir.
											Peki ya dondurma?
											Gelişmiş bir yapay zekânın gücüyle
											akıllara durgunluk verecek
ne tür tatlar oluşturabiliriz?
											Bu sorunun cevabını bulmak için
Kealing orta okulundan
											bir grup kodlayıcı ile birlikte çalıştım.
											Mevcut olan yaklaşık 1600
dondurma tadını topladılar
											ve birlikte, ne oluşturacağını görmek için
onları bir algoritmaya çevirdik.
											İşte yapay zekânın
ürettiği tatlardan birkaçı.
									","
											La inteligencia artificial
											es conocida por transformar
todo tipo de industrias.
											Pensemos en los helados.
											¿Qué alucinantes sabores
nuevos podríamos generar
											con el poder de una
inteligencia artificial avanzada?
											Me junté con un grupo de programadores
de la escuela secundaria Kealing
											para descubrir la
respuesta a esta pregunta.
											Reunieron más de 1600
sabores de helado existentes,
											y los introducimos en un algoritmo
para ver qué podría generar.
											Estos son algunos de
los sabores que la IA inventó.
									","
											L'intelligence artificielle
											est réputée pour chambouler
tous genres d'industries.
											Qu'en est-il des glaces ?
											Quels genres de parfums hallucinants
pourrions-nous créer
											avec les capacités d'une intelligence
artificielle avancée ?
											J'ai fait équipe avec un groupe
de programmeurs d'un collège du Texas
											pour trouver la réponse à cette question.
											Ils ont collecté plus de 1 600
parfums de glace existants
											et ensemble, nous les avons
présentées à un algorithme
											pour voir ce qu'il générerait.
											Voici certains des parfums
que l'IA a inventés.
									",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
","
","
","
",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
											[Pumpkin Trash Break]
									","
											[Kabak Çöpü Parçası]
									","
											[Helado fétido de calabaza]
									","
											[Pause poubelle au potiron]
									",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
","
","
","
",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
","
","
","
",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
											[Peanut Butter Slime]
									","
											[Fıstık Ezmesi Balçığı]
									","
											[Babas con mantequilla de cacahuete]
									","
											[Boue de beurre de cacahuètes]
									",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
","
","
","
",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
											[Strawberry Cream Disease]
									","
											[Çilek Kreması Hastalığı]
									","
											[Cremosa dolencia de fresa]
									","
											[Maladie de crème à la fraise]
									",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
","
","
","
",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
","
","
","
",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
											These flavors are not delicious,
as we might have hoped they would be.
											So the question is: What happened?
											What went wrong?
											Is the AI trying to kill us?
											Or is it trying to do what we asked,
and there was a problem?
									","
											Bu tatlar umduğumuz gibi
lezzetli değiller.
											Soru şu: Ne oldu?
											Yanlış giden neydi?
											Yapay zekâ bizi öldürmeye mi çalışıyor?
											Yoksa istediğimiz şeyi yapmaya mı
çalışıyor ve bir problem mi oluyor?
									","
											Estos no son sabores deliciosos,
como quizá hubiésemos esperado.
											Luego la pregunta es: ¿Qué sucedió,
qué es lo que ha fallado?
											¿Intenta la IA acabar con nosotros?
											¿O intenta hacer lo que le
pedimos, y había un problema?
									","
											Ces parfums ne sont pas délicieux,
											comme nous aurions pu
espérer qu'ils soient.
											La question est : que s'est-il passé ?
											Qu'est-ce qui a mal tourné ?
											L'IA essaye-t-elle de nous tuer ?
											Ou essaye-t-elle de faire
ce que nous avons demandé
											et il y a un problème ?
									",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
","
","
","
",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
											In movies, when something
goes wrong with AI,
											it's usually because the AI has decided
											that it doesn't want to obey
the humans anymore,
											and it's got its own goals,
thank you very much.
											In real life, though,
the AI that we actually have
											is not nearly smart enough for that.
											It has the approximate computing power
											of an earthworm,
											or maybe at most a single honeybee,
											and actually, probably maybe less.
											Like, we're constantly learning
new things about brains
											that make it clear how much our AIs
don't measure up to real brains.
											So today's AI can do a task
like identify a pedestrian in a picture,
											but it doesn't have a concept
of what the pedestrian is
											beyond that it's a collection
of lines and textures and things.
											It doesn't know what a human actually is.
											So will today's AI
do what we ask it to do?
											It will if it can,
											but it might not do what we actually want.
									","
											Filmlerde yapay zekâyla ilgili
bir hata olduğunda
											bu genelde yapay zekânın,
											artık insanlara itaat etmemeye
karar vermesi nedeniyle olur
											ve artık kendi kuralları vardır,
çok teşekkürler.
											Ancak, gerçek hayatta
sahip olduğumuz yapay zekâ
											bunu yapabilecek kadar zeki değil.
											Yaklaşık bir solucanın
											veya belki de
olsa olsa tek bir bal arısının
											programlama gücüne sahiptir
											ve aslında, belki de daha azına sahiptir.
											Beyinlerle ilgili sürekli yeni şeyler
öğreniyoruz ve bu da yapay zekânın
											neden gerçek beyinlerle
aynı düzeyde olmayacağını açıklıyor.
											Günümüzdeki yapay zekâ,
bir resimde yayayı saptamak gibi
											bir görevi yapabilir, fakat bir yayanın
ne olduğunu kavrayamaz,
											yaya onun için bir çizgiler, dokular
ve bazı şeylerin toplamıdır.
											Bir insanın aslında ne olduğunu bilmez.
											Peki günümüzün yapay zekâsı
biz ne istersek onu mu yapacak?
											Eğer yapabilirse evet,
											fakat gerçekten
istediğimizi yapamayabilir.
									","
											En las películas, 
cuando algo falla con la IA,
											habitualmente se debe
a que la IA ha decidido
											que no quiere seguir
obedeciendo a los humanos,
											y tiene sus propios objetivos,
no iba ella a ser menos.
											En realidad, la IA que tenemos 
no es lo bastante inteligente para eso.
											Tiene la capacidad de cálculo aproximada
de una lombriz, o quizá de una sola abeja.
											Y de hecho, probablemente incluso menos.
											Aprendemos constantemente
cosas nuevas sobre el cerebro
											que evidencian el grado en que la IA
no es comparable a cerebros reales.
											La IA actual puede identificar
a un peatón en una imagen,
											pero no tiene un concepto
de lo que un peatón es,
											más allá de un agregado de
líneas, texturas y otras cosas.
											No sabe lo que un humano realmente es.
											¿Hará entonces la IA actual
aquello que le pedimos?
											Lo hará si puede, pero es posible
que no haga lo que queremos de ella.
									","
											Dans les films, quand
cela tourne mal avec l'IA,
											c'est généralement que l'IA a décidé
											qu'elle ne voulait plus obéir aux humains
											et qu'elle a ses propres objectifs,
											merci bien.
											Dans la vraie vie, cependant,
l'IA que nous avons
											n'est pas assez intelligente pour cela.
											Elle a à peu près la puissance
de calcul d'un ver de terre
											ou peut-être, au mieux,
d'une seule abeille
											et probablement moins que cela.
											Nous apprenons constamment
de nouvelles choses sur le cerveau
											qui établissent clairement
											à quel point nos IA ne sont pas
à la hauteur de vrais cerveaux.
											L'IA actuelle peut réaliser une tâche
comme identifier un piéton sur une photo
											mais n'a pas de concept
expliquant ce qu'est un piéton
											au-delà d'un ensemble de lignes,
de textures et de choses.
											Elle ne sait pas
ce qu'est vraiment un humain.
											L'IA actuelle fera-t-elle
ce que nous lui demandons de faire ?
											Oui, si elle le peut,
											mais elle pourrait ne pas faire
ce que nous voulons.
									",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
"
","
","
","
",The danger of AI is weirder than you think,Janelle Shane,10:28,"AI,technology,future,computers,algorithm,machine learning"
