en,tr,es,title,speaker,duration,tags
"
","
","
",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
											The great philosopher Aristotle said
											if something doesn't exist,
there's no word for it,
											and if there's no word for something,
											that something doesn't exist.
											So when we talk about elections,
											we in established democracies,
we know what we're talking about.
											We've got the words.
We have the vocabulary.
											We know what a polling station is.
											We know what a ballot paper is.
											But what about countries
where democracy doesn't exist,
											countries where there are
no words to describe the concepts
											that underpin a democratic society?
									","
											Büyük düşünür Aristo'nun söylediği gibi
											eğer bir şey var değilse,
onun adı da yoktur

											ve eğer bir şeyin bir adı yoksa
											o şey var değildir.
											Seçimler hakkında konuşurken
											kurulu demokrasilerdeki bizler
neden konuştuğumuzu biliriz.
											İşin adı bellidir. Kelimeler bellidir.
											Oy merkezinin ne olduğunu biliriz.
											Oy pusulası nedir biliriz.
											Peki demokrasinin olmadığı ülkelerde,
											demokratik toplumun temelini oluşturacak
kavramları tanımlayacak
											kelimelerin olmadığı ülkelerde
durum nedir?
									","
											El gran filósofo Aristóteles dijo,
											si algo no existe, no se puede definir,
											y si no se puede definir,
											entonces no existe.
											Cuándo hablamos de elecciones,
											en democracias establecidas, 
sabemos de lo que hablamos.
											Tenemos las definiciones 
y el vocabulario.
											Sabemos lo que es un centro electoral.
											Sabemos que es una boleta electoral.
											¿Qué pasa con los países 
dónde no existe la democracia,
											los países donde no hay palabras
que describan los conceptos
											que mantienen una sociedad democrática?
									",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
","
","
",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
											I work in the field
of electoral assistance,
											so that's to say we assist
											emerging democracies to organize
											what is often their first elections.
											When people ask me what I do,
											quite often I get this answer.
											""Oh, so you're one of these people
who goes around the world
											imposing Western democracy
on countries that can't handle it.""
											Well, the United Nations
does not impose anything on anybody.
											It really doesn't,
											and also, what we do
											is firmly anchored in the 1948
Universal Declaration of Human Rights,
											Article 21, that says
											that everybody should have the right
to choose who governs them.
									","
											Seçim yardımı amacıyla sahada çalışıyorum.
											Yani yeni gelişen demokrasilerde
											ilk seçimlerini yapmalarında
											onlara yardım ediyoruz.
											Ne yaptığımı sorulduğunda,
											daha çok bu cevabı alıyorum:
											""Demek sen ülke ülke dolaşıp
											Batı demokrasisini
empoze eden o insanlardansın.""
											Durum şu ki, Birleşmiş Milletler
kimseye bir şeyi empoze etmez.
											Gerçekten öyle
											ve ayrıca yaptığımız şey
											1948 İnsan Hakları Evrensel Bildirisi'nin
21. maddesinde
											kesin olarak belirlenmiştir:
											Herkes kendisini yönetecek kişiyi
seçme hakkında sahip olmalıdır.
									","
											Trabajo en el ramo 
de asistencia electoral,
											nos dedicamos a ayudar
											a democracias emergentes 
para que organicen,
											lo que normalmente son
sus primeras elecciones.
											Cuándo me preguntan a que me dedico,
											regularmente, obtengo esta reacción.
											""Ah, eres una de esas personas 
que va por el mundo
											imponiendo la democracia occidental 
en países que no la saben manejar.""
											Bueno, las Naciones Unidas 
no le imponen nada a nadie.
											De verdad no lo hacen,
											y también lo que hacemos
											es acorde con la Declaración Universal 
de los Derechos Humanos de 1948,
											el Artículo 21 que expresa
											que todos tenemos el derecho 
de elegir quien nos gobierne.
									",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
","
","
",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
											So that's the basis of the work.
											I specialize in public outreach.
											What does that mean? Another jargon.
											It actually means
designing information campaigns
											so that candidates and voters
											who have never had the opportunity
to participate or to vote
											understand where, when, how to register;
											where, when, how to vote;
											why, why it is important to take part.
											So I'll probably devise a specific
campaign to reach out to women
											to make sure that they can take part,
											that they can be part of the process.
											Young people as well.
											All sorts of people.
											Handicapped people.
											We try to reach everybody.
									","
											Yani işin temeli bu.
											Uzmanlık alanım sosyal yardımlaşma.
											Bu ne demek? Yeni bir kelime.
											Bu aslında bilgi kampanyaları
tasarlamak demektir.
											Böylece daha önce
											seçime katılma veya oy verme fırsatını
elde edememiş olan adaylar ve oy verenler
											nerede, ne zaman ve
nasıl kayıt olunacağını;
											nerede, ne zaman ve
nasıl oy verileceğini;
											iştirak etmenin neden
önemli olduğunu anlıyor.
											Bu yüzden, kadınlara ulaşmak için
özel bir kampanya tertipleyeceğim
											ki yer alabilsinler,
											ki böylece sürecin
bir parçası olabilsinler.
											Gençler de aynı şekilde.
											Her türden insanlar.
											Engelli insanlar.
											Herkese ulaşmaya çalışıyoruz.
									","
											Esto es lo básico de mi trabajo.
											Me especializo en que llegue 
a todo el público.
											¿Qué significa eso? Otro argot.
											En realidad significa diseñar
campañas informativas
											para que los candidatos y votantes
											que no han tenido la oportunidad
de participar o votar,
											entiendan dónde, cuándo, 
y cómo registrarse;
											dónde, cuándo y cómo votar;
											¿Por qué es importante participar?
											Podría por ejemplo idear una campaña
especifica para captar a las mujeres
											y asegurar que puedan participar,
											que puedan formar parte del proceso.
											A las personas jóvenes también.
											Toda clase de persona.
											Personas discapacitadas.
											Tratamos de informar a todos.
									",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
","
","
",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
											And it's not always easy,
because very often in this work,
											I've noticed now over the years
that I've been doing it
											that words are lacking,
											and so what do you do?
									","
											Ve bu her zaman kolay olmuyor,
çünkü bu işte çok sık olarak
											fark ettim ki, yıllar geçtikçe
											kelimeler yetmiyor,
											peki o zaman ne yaparsınız?
									","
											Y no siempre es fácil porque, 
regularmente en este trabajo,
											me he dado cuenta a través del tiempo 
que llevo haciendo esto,
											que las palabras se quedan cortas,
											y entonces ¿Qué hacer?
									",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
","
","
",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
											Afghanistan.
											It's a country with
high levels of illiteracy,
											and the thing about that was,
it was in 2005,
											and we organized two elections
on the same day.
											The reason was because the logistics
are so incredibly difficult,
											it seemed to be more efficient to do that.
											It was,
											but on the other hand,
explaining two elections instead of one
											was even more complicated.
											So we used a lot of images,
											and when it came to the actual ballot,
											we had problems, because
so many people wanted to take part,
											we had 300 candidates for 52 seats
											in the Wolesi Jirga,
which is the parliamentary elections.
											And for the Provincial Council,
we had even more candidates.
											We had 330 for 54 seats.
											So talking about ballot design,
											this is what the ballot looked like.
											It's the size of a newspaper.
											This was the Wolesi Jirga ballot —
											(Laughter)
											Yeah, and —
											this was the Provincial Council ballot.
											Even more.
											So you see, we did use
a lot of symbols and things like that.
									","
											Afganistan.
											Okuma-yazma oranı çok düşük bir ülke.
											Ve oradaki olayımız şuydu:
											2005 yılında aynı gün
iki seçim organize ettik.
											Bunun nedeni lojistiğin
çok büyük bir sıkıntı olmasıydı.
											Böyle yapmak daha verimli gözüktü.
											Öyleydi de.
											Fakat diğer yandan,
bir yerine iki seçimi açıklamak
											çok daha karışıktı.
											Bu yüzden birçok resim kullandık
											ve konu asıl oy vermeye gelince
											problem yaşadık, çünkü
birçok insan seçilmek istedi.
											Milletvekili seçimleri olan
Wolesi Jirga'da
											52 koltuk için 300 aday vardı.
											Ve İl Genel Meclisi için
daha da fazla adayımız vardı.
											54 koltuk için 330 kişi.
											Yani oy pusulasına gelirsek,
											o da böyle gözüküyor.
											Gazete büyüklüğünde.
											Bu Wolesi Jirga oy pusulası—
											(Gülüşmeler)
											Evet, ve—
											bu da İl Genel Meclisi oy pusulası.
											Daha da fazla.
											Gördüğünüz gibi, birçok şekil kullandık.
									","
											Afganistán.
											Es un país con altos niveles 
de analfabetismo,
											y queríamos hacer algo en el año 2005,
											organizamos dos elecciones 
en el mismo día,
											y la razón fue porque la organización 
era increíblemente difícil,
											parecía ser más eficiente 
hacerlo de esa forma.
											Lo fue,
											pero por otra parte, explicar 
dos elecciones en vez de una,
											fue mucho más complicado.
											Para ello recurrimos a muchas imágenes,
											y cuándo llegó la hora de la votación,
											tuvimos problemas porque 
mucha gente quería participar,
											teníamos 300 candidatos para 52 puestos,
											en la Wolesi Jirga, que son
las elecciones parlamentarias.

											Y para el Consejo Provincial, 
teníamos aún más candidatos.
											Teníamos 330 para 54 puestos.
											Ahora hablando del diseño de la boleta,
											así se veía la boleta electoral.
											Es del tamaño de un periódico.
											Está fue la boleta del Wolesi Jirga.
											(Risas)
											Si, y esta —
											esta fue la boleta
del Consejo Provincial.
											Aún más grande.
											Como pueden ver, usamos 
muchos símbolos y cosas parecidas.
									",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
","
","
",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
											And we had other problems
in Southern Sudan.
											Southern Sudan was a very different story.
											We had so many people
who had never, of course, voted,
											but we had extremely, extremely
high levels of illiteracy,
											very, very poor infrastructure.
											For example — I mean, it's a country
the size of Texas, more or less.
											We had seven kilometers of paved roads,
											seven kilometers in the whole country,
											and that includes the tarmac
where we landed the planes
											in Juba Airport.
											So transporting electoral materials, etc.,
											is exceedingly difficult.
											People had no idea
about what a box looked like.
											It was very complicated,
											so using verbal communication
was obviously the way to go,
											but there were 132 languages.
											So that was extremely challenging.
									","
											Güney Sudan'da başka problemler yaşadık.
											Güney Sudan bambaşka bir hikâye.
											Tabii ki, oy vermemiş
çok fazla insan vardı
											fakat çok aşırı okuma-yazma bilmezlik
											ve çok zayıf bir altyapı vardı.
											Örneğin, burası aşağı yukarı
Teksas kadar bir ülke.
											Yedi kilometre asfaltlı yolumuz vardı,
											tüm ülkede yedi kilometre
											ve buna uçakları indirdiğimiz
Juba Havaalanı'nın
											asfalt pisti de dâhil.
											Yani seçim malzemelerinin taşınması vs.
											fazlasıyla zordu.
											Bir sandığın nasıl bir şey
olduğuna dair bir fikirleri yoktu.
											Çok karmaşıktı,
											o yüzden, sözlü iletişim tek çaremizdi
											ama ortada 132 dil vardı.
											Bu da son derece meşakkatliydi.
									","
											Y tuvimos otros problemas 
en el Sur de Sudán.
											El Sur de Sudán fue 
un caso muy diferente.
											Teníamos mucha gente 
que nunca había votado,
											y niveles extremos, 
muy extremos de analfabetismo,
											Una infraestructura muy pobre.
											Por ejemplo — Se trata de un país
del tamaño de Texas más o menos.
											Habían siete kilómetros 
de caminos pavimentados,
											siete kilómetros en todo el país,
											y eso incluye la pista donde
aterrizamos los aviones
											en el Aeropuerto Juba.
											Así que transportar 
materiales electorales, etc.,
											es muy difícil.
											Las personas no tenían
idea de como lucía una caja.
											Era muy complicado,
											por lo que usar comunicación verbal
era la manera de proceder,
											pero habían 132 idiomas.
											Por lo que era un enorme desafío.
									",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
","
","
",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
											Then I arrived in Tunisia in 2011.
											It was the Arab Spring.
											A huge amount of hope was generated
by that enormous movement
											that was going on in the region.
											There was Libya,
there was Egypt, there was Yemen.
											It was an enormous, enormous
historical moment.
											And I was sitting
with the election commission,
											and we were talking
about various aspects of the election,
											and I was hearing them using words
that I hadn't actually heard before,
											and I'd worked with Iraqis,
I'd worked with Jordanians, Egyptians,
											and suddenly they were using these words,
											and I just thought, ""This is strange.""
											And what really gave rise to it
was this word ""observer.""
											We were discussing election observers,
											and the election commissioner
was talking about ""mulahiz"" in Arabic.
											This means ""to notice""
in a passive sort of sense,
											as in, ""I noticed
he was wearing a light blue shirt.""
											Did I go and check whether
the shirt was light blue or not?
											That is the role of an election observer.
											It's very active, it's governed
by all kinds of treaties,
											and it has got
that control function in it.
											And then I got wind
of the fact that in Egypt,
											they were using this term ""mutabi’,""
which means ""to follow.""
											So we were now having
followers of an election.
											So that's not quite right either,
											because there is a term
that's already accepted and in use,
											which was the word ""muraqib""
which means ""a controller.""
											It's got that notion of control.
											So I thought, three words
for one concept. This is not good.
											And with our colleagues,
we thought perhaps it's our role
											to actually help make sure
that the words are understood
											and actually create a work of reference
											that could be used across the Arab region.
									","
											Daha sonra 2011 yılında Tunus'a gittim.
											Arap Baharı yaşanıyordu.
											Bölgede cereyan eden büyük hareketlilik
											çok büyük umutlara neden olmuştu.
											Libya'da, Mısır'da, Yemen'de.
											Muazzam bir tarihi andı.
											Seçim komisyonu ile oturuyordum
											ve seçimin çeşitli yönlerini konuşuyorduk
											ve daha önce duymadığım kelimeler
kullandıklarını duyuyordum.
											Iraklılarla çalıştım, Ürdünlülerle,
Mısırlılarla çalıştım
											ve birden bu kelimeleri kullanıyorlardı
											ve ""Bu çok garip."" diye düşündüm.
											Buna neden olan şey ise
""Gözetmen"" kelimesi oldu.
											Seçim gözetmenlerini tartışıyorduk
											ve seçim görevlileri Arapça
""mulahiz"" hakkında konuşuyordu.
											Bu edilgen olarak ""fark etmek"" anlamında.
											""Açık mavi bir gömlek giydiğini
fark ettim.""deki gibi.
											Gömleğin açık mavi olup olmadığını
kontrol etmeye gittim mi?
											İşte seçim gözetmeninin rolü bu.
											Çok aktif, her türlü
anlaşmayla idare edilir
											ve içerisinde kontrol fonksiyonu da var.
											Daha sonra Mısır'daki
gerçeklerden haberdar oldum,
											""takip etmek"" anlamında gelen
""mutabi"" kelimesini kullanıyorlardı.
											Yani şimdi elimizde seçimi
takip edenler vardı.
											Ama bu pek doğru değildi,
											çünkü zaten kabul edilmiş ve
kullanımda olan bir terim var.
											O da ""kontrol eden""
anlamına gelen ""Murakib.""
											Kontrol kavramına vâkıf.
											Bu yüzden, bir kavram için üç kelimenin
iyi bir şey olmadığını düşündüm.
											Meslektaşlarımızla,
											kelimelerin anlaşılmasını sağlamanın ve
											Arap dünyasında kullanılabilecek
referans bir çalışma yapmanın
											aslında bizim rolümüz olduğunu düşündük.
									","
											Después llegué a Túnez en 2011.
											Era la Primavera Árabe.
											Se generó mucha esperanza 
por ese enorme movimiento
											que acontecía en la región.
											En Libia, Egipto, Yemen.
											Era un acontecimiento histórico enorme.
											Estaba sentada con la comisión electoral,
											y hablábamos sobre varios
aspectos de la elección,
											los escuchaba usar palabras
que nunca había oído,
											había trabajado con iraquíes,
con jordanos, egipcios,
											y de repente, usaban esas palabras,
											yo sólo pensaba ""Esto es raro.""
											Y lo que realmente lo ocasionó
fue la palabra ""observador"".
											Discutíamos sobre 
los observadores electorales,
											y el comisionado de la elección
hablaba sobre ""mulahiz"" en árabe.
											Significa ""notar"" en un sentido pasivo,
											como en, ""Noté que llevaba puesta 
una franela azul clara.""
											¿Fui y verifique si la franela 
era azul clara o no?
											Ese es el rol de un observador electoral.
											Es muy activo, se rige por
muchos tratados,
											y tiene una función de control.
											Luego me llamó
la atención que en Egipto,
											estaban usando el término ""mutabi,""
que significa ""seguir.""
											Por lo que ahora teníamos 
seguidores de una elección.
											Y eso no es lo correcto,
											porqué existe un término 
que fue aceptado y es utilizado,
											que es la palabra ""muraqib""
que significa ""un controlador.""
											Tiene la función de controlar.
											Pensé: tres palabras para un concepto.
Eso no está bien.
											Y con nuestros colegas pensamos
que quizás era nuestro rol
											asegurarnos que se entiendan las palabras
											y crear un marco de referencia
											que pueda ser usado en toda 
la región árabe.
									",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
"
","
","
",The unexpected challenges of a country's first election,Philippa Neave,10:51,"language,communication,choice,democracy,global issues,global development,TEDNYC"
