en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
"
											Azim Khamisa: We humans
have many defining moments in our lives.
											Sometimes these moments are joyous,
											and sometimes they are heartbreaking,
											tragic.
											But at these defining moments,
if we are able to make the right choice,
											we literally manifest a miracle
											in us and others.
									","
											Azim Khamisa: Los humanos tenemos muchos 
momentos que nos definen en la vida.
											A veces esos momentos son alegres,
											y a veces son desgarradores,
											trágicos.
											Pero en esos momentos decisivos,
si podemos tomar la decisión correcta,
											manifestamos literalmente un milagro
											en nosotros y en otros.
									","
											Azim Khamisa: Nós, seres humanos, 
temos momentos que definem a nossa vida.
											Podem ser momentos felizes
											e podem ser momentos devastadores,
											trágicos.
											Mas, se nesses momentos decisivos,
formos capazes de tomar a decisão certa,
											estamos a criar um milagre,
											em nós e nos outros.
									","
											Azim Khamisa : Nous vivons tous 
des moments déterminants dans nos vies.
											Parfois ce sont des moments de joie
											et parfois ils sont déchirants,
											tragiques.
											Mais si durant de tels moments,
nous faisons le bon choix,
											nous accomplissons un miracle
											pour nous et pour autrui.
									",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
"
","
","
","
",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
"
											My only son Tariq, a university student,
											kind, generous, a good writer,
a good photographer,
											had aspirations
to work for National Geographic,
											engaged to a beautiful lady,
											worked as a pizza deliveryman
on Fridays and Saturdays.
											He was lured to a bogus address
											by a youth gang.
											And in a gang initiation,
											a 14-year-old shot and killed him.
											The sudden, senseless death
											of an innocent, unarmed human being;
											the overwhelming grief of a family;
											the total confusion as you try
to absorb a new, hideous reality.
											Needless to say it brought
my life to a crashing halt.
											One of the hardest things
I've ever had to do
											was to call his mother,
who lived in a different city.
											How do you tell a mother
she's never going to see her son again,
											or hear him laugh,
											or give him a hug?
									","
											Mi único hijo Tariq, 
un estudiante universitario
											amable y generoso, un buen escritor
y un buen fotógrafo,
											aspiraba a trabajar 
para National Geographic,
											comprometerse con una hermosa mujer,
											trabajaba como repartidor de pizza
los viernes y sábados.
											Fue atraído a una dirección falsa
											por una banda juvenil.
											Y en una iniciación de pandilla
											un chico de 14 años le disparó y lo mató.
											La muerte repentina y sin sentido
											de un ser humano, inocente y desarmado,
											la abrumadora pena de una familia,
											la completa confusión mientras tratas 
de absorber una realidad nueva y espantosa.
											No hace falta decir que trajo 
un alto a mi vida.
											Una de las cosas más difíciles 
que tuve que hacer
											fue llamar a su madre,
que vivía en otra ciudad.
											¿Cómo le dices a una madre que nunca 
volverá a ver a su hijo de nuevo,
											o a escucharlo reír,
											o a darle un abrazo?
									","
											Tariq, o meu único filho,
estudava na universidade,
											era bondoso, generoso, 
um bom escritor e um bom fotógrafo,
											ambicionava trabalhar
para a National Geographic,
											estava noivo de uma linda mulher,
											entregava ""pizzas""
às sextas e aos sábados.
											Foi atraído para uma morada falsa
											por um gangue juvenil.
											E, numa iniciação do gangue,
											um rapaz de 14 anos disparou
contra ele e matou-o.
											A morte repentina, sem sentido,
											de um ser humano
inocente e desarmado.
											O luto esmagador de uma família.
											A confusão total quando tentamos absorver
uma realidade nova e hedionda.
											É desnecessário dizer que a minha vida
parou de forma trágica.
											Uma das coisas mais difíceis
que tive de fazer
											foi ligar à mãe dele,
que vivia noutra cidade.
											Como é que se diz a uma mãe
que nunca vai voltar a ver o filho,
											nem ouvi-lo a rir,
											nem abraçá-lo?
									","
											Mon fils unique Tariq,
étudiant à l'université,
											bienveillant, généreux,
bon écrivain et photographe,
											aspirait à travailler 
pour le National Geographic.
											Il était fiancé à une belle jeune fille
											et travaillait comme livreur de pizza
les vendredis et samedis.
											Il fut attiré à une fausse adresse
											par un gang de jeunes.
											Et lors d'un rite d'initiation,
											un jeune de 14 ans 
lui a tiré dessus et l'a tué.
											La mort subite et insensée
											d'un être humain innocent et non armé ;
											le chagrin accablant d'une famille ;
											la confusion totale en essayant d'accepter
une nouvelle et hideuse réalité.
											Il va sans dire que ma vie
s'est brutalement arrêtée.
											Une des choses les plus difficiles
que j'aie jamais eues à faire
											fut d'appeler sa mère
qui vivait dans une autre ville.
											Comment annoncer à une mère
qu'elle ne reverra plus jamais son fils,
											ne l'entendra plus rire
											ou ne l'embrassera plus ?
									",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
"
","
","
","
",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
"
											I practice as a Sufi Muslim.
											I meditate two hours a day.
											And sometimes,
											in deep trauma and deep tragedy,
											there is a spark of clarity.
											So what I downloaded in my meditation
											is that there were victims
at both ends of the gun.
											It's easy to see that my son
was a victim of the 14-year-old,
											a little bit complicated to see
that he was a victim of American society.
											And that begs the question,
well, who is American society?
											Well, it's you and me,
											because I don't believe
that society is just happenstance.
											I think we are all responsible
for the society we've created.
											And children killing children
is not a mark of a civil society.
									","
											Soy practicante musulmán sufí.
											Medito dos horas al día.
											Y, a veces,
											en el trauma profundo 
y la tragedia profunda,
											hay una chispa de claridad.
											Así que lo que saqué de mi meditación
											es que había víctimas 
a ambos lados del arma.
											Es fácil ver que mi hijo fue víctima
de un chico de 14 años,
											un poco más complicado es ver que
fue víctima de la sociedad de EE.UU.
											Y eso lleva a la pregunta, bueno, 
¿quién es la sociedad de EE.UU.?
											Bueno, somos tú y yo,
											porque no creo que la sociedad 
sea solo casualidad.
											Creo que todos somos responsables
de la sociedad que hemos creado.
											Y ver niños que matan a otros niños
no es una señal de civilidad.
									","
											Eu sou muçulmano sufi praticante.
											Medito duas horas por dia.
											E, por vezes,
											em situações de profundo trauma
e de profunda tragédia,
											surge uma faísca de claridade.
											O que eu obtive da minha meditação
											é que havia vítimas
dos dois lados da arma.
											É fácil ver que o meu filho
foi vítima do rapaz de 14 anos,
											é mais difícil ver que ele foi vítima
da sociedade norte-americana.
											O que leva à questão,
quem é a sociedade norte-americana?
											Bom, são vocês e sou eu,
											porque não acredito 
que a sociedade seja apenas um acaso.
											Acho que somos todos responsáveis
pela sociedade que criámos.
											E crianças a matarem crianças
não é próprio de uma sociedade civil.
									","
											Je suis musulman soufi pratiquant.
											Je médite deux heures par jour.
											Et parfois,
											au milieu d'un traumatisme
ou d'une tragédie,
											une étincelle de clarté apparaît.
											Donc l'illumination que j'ai reçue
pendant ma méditation,
											c'est qu'il y avait des victimes
des deux côtés de l'arme.
											Il est facile de considérer mon fils
comme la victime d'un enfant de 14 ans,
											mais plus difficile de voir qu'il était 
victime de la société américaine.
											Et cela soulève la question :
qu'est-ce que la société américaine ?
											Eh bien, c'est vous et moi
											car je ne crois pas que la société
soit juste le fruit du hasard.
											Je pense que nous sommes tous responsables
de la société que nous avons créée.
											Et des enfants qui en tuent d'autres 
n'est pas le signe d'une société civile.
									",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
"
","
","
","
",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
"
											So nine months after Tariq died,
											I started the Tariq Khamisa Foundation
											and our mandate
at the Tariq Khamisa Foundation
											is to stop kids from killing kids
											by breaking the cycle of youth violence.
											And essentially we have three mandates.
											Our first and foremost
is to save lives of children.
											It's important to do.
We lose so many on a daily basis.
											Our second mandate
											is to empower the right choices
so kids don't fall through the cracks
											and choose lives of gangs and crime
and drugs and alcohol and weapons.
											And our third mandate is to teach
the principles of nonviolence,
											of empathy, of compassion,
											of forgiveness.
									","
											Así que nueve meses después 
de la muerte de Tariq,
											creé la Fundación Tariq Khamisa
											y nuestro mandato en 
la Fundación Tariq Khamisa
											es evitar que haya niños 
que maten a otros niños
											y romper el ciclo de violencia juvenil.
											Y esencialmente tenemos tres objetivos.
											El primero y principal 
es salvar la vida de los niños.
											Es importante hacerlo. 
Perdemos muchos niños todos los días.
											Nuestro segundo objetivo
											es alentar las elecciones correctas para 
que los niños no caigan por las grietas
											y elijan vidas de pandillas, 
crimen, drogas, alcohol y armas.
											Y el tercer objetivo es enseñar
los principios de la no violencia,
											la empatía, la compasión
											y el perdón.
									","
											Nove meses após a morte do Tariq,
											criei a fundação Tariq Khamisa,
											e o nosso mandamento
na fundação Tariq Khamisa
											é impedir que crianças matem crianças,
											quebrando o ciclo da violência juvenil.
											São fundamentalmente
três mandamentos.
											O primeiro e prioritário
é salvar a vida de crianças.
											É importante fazê-lo.
Diariamente, perdemos imensas.
											O segundo mandamento
											é enfatizar as escolhas corretas
para que as crianças não escorreguem
											e escolham a vida dos gangues, do crime,
das drogas, do álcool e das armas.
											E o terceiro mandamento é ensinar
os princípios da não-violência,
											da empatia, da compaixão,
											do perdão.
									","
											Alors, neuf mois après la mort de Tariq,
											j'ai créé la fondation Tariq Khamisa
											et notre objectif principal
à la fondation Tariq Khamisa
											est d'empêcher les enfants de s’entre-tuer
											en brisant le cycle
de la violence chez les jeunes.
											Nous avons trois objectifs principaux.
											Le plus important, c'est de sauver
la vie des enfants.
											C'est primordial.
Nous en perdons tellement tous les jours.
											Notre second objectif,
											c'est de promouvoir les bons choix
pour qu'ils ne quittent pas le bon chemin
											en choisissant une vie de crimes,
de drogue, d'alcool et d'armes.
											Et notre troisième objectif,
c'est de leur enseigner les principes
											de la non-violence,
de l'empathie, de la compassion
											et du pardon.
									",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
"
","
","
","
",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
"
											And I started with a very simple premise
											that violence is a learned behavior.
											No child was born violent.
											If you accept that as a truism,
											nonviolence can also be
a learned behavior,
											but you have to teach it,
											because kids are not going to learn that
											through osmosis.
									","
											Y empecé con una premisa muy simple
											de que la violencia 
es un comportamiento aprendido.
											Ningún niño nace violento.
											Si aceptamos eso como una verdad,
											la no violencia también puede ser 
un comportamiento aprendido,
											pero hay que enseñarla,
											porque los niños no van a aprender eso
											por ósmosis.
									","
											Comecei com a premissa muito simples
											de que a violência
é um comportamento adquirido.
											Nenhuma criança nasce violenta.
											Se aceitarmos isso como uma verdade,
											a não-violência também pode ser
um comportamento adquirido,
											mas temos de o ensinar,
											porque as crianças não o vão aprender
											através da osmose.
									","
											J'ai commencé avec 
une logique très simple :
											la violence est un comportement acquis.
											Aucun enfant ne naît violent.
											Si vous acceptez ce truisme,
											la non-violence peut aussi s'apprendre,
											mais il faut l'enseigner
											car les enfants ne l'apprendront pas
											machinalement.
									",What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,13:06,"activism,children,community,compassion,communication,empathy,social change,death,society,humanity,violence"
