en,fr,title,speaker,duration,tags
"
","
",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
"
											So when you think about a child,
a close friend, or a romantic partner,
											the word ""love"" probably comes to mind,
											and instantly other emotions rush in:
											joy and hope,
											excitement, trust and security,
											and yes, sometimes
sadness and disappointment.
											There might not be
a word in the dictionary
											that more of us
are connected to than love.
									","
											Quand vous pensez à un enfant,
à un ami proche ou à un partenaire,
											le mot « amour » vous vient
probablement à l'esprit
											et, instantanément,
d'autres émotions affluent :
											de la joie et de l'espoir,
											de l'engouement,
de la confiance, de la sécurité
											et oui, parfois, de la tristesse
et de la déception.
											Il n'y a peut-être pas de mot
dans le dictionnaire
											qui lie un plus grand nombre d'entre nous.
									",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
"
","
",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
"
											Yet, given its central
importance in our lives,
											isn't it interesting that we're never
explicitly taught how to love?
											We build friendships,
											navigate early romantic relationships,
											get married and bring babies
home from the hospital
											with the expectation
that we'll figure it out.
											But the truth is, we often
harm and disrespect the ones we love.
											It can be subtle things
											like guilting a friend
into spending time with you
											or sneaking a peak at your partner's texts
											or shaming a child
for their lack of effort at school.
											100 percent of us
will be on the receiving end
											of unhealthy relationship behaviors
											and 100 percent of us
will do unhealthy things.
											It's part of being human.
											In its worst form,
the harm we inflict on loved ones
											shows up as abuse and violence,
											and relationship abuse
											is something that one in three women
and one in four men
											will experience in their lifetime.
											Now, if you're like most people,
when you hear those stats,
											you'll go, ""Oh, no, no, no,
that would never happen to me.""
											It's instinctual to move away
from the words ""abuse"" and ""violence,""
											to think that they happen
to someone else somewhere else.
											But the truth is, unhealthy relationships
and abuse are all around us.
											We just call them different things
and ignore the connection.
											Abuse sneaks up on us
disguised in unhealthy love.
									","
											Pourtant, vue son importance
centrale dans notre vie,
											n'est-il pas intéressant
											qu'on ne nous apprenne jamais
explicitement à aimer ?
											Nous créons des amitiés,
											naviguons les premières
relations amoureuses,
											nous marions et ramenons
des bébés de l'hôpital
											dans l'attente que nous trouverons
comment faire tout cela.
											Mais souvent, nous blessons
et manquons de respect
											à ceux que nous aimons.
											Ce peut être subtil
											comme faire culpabiliser un ami
pour qu'il passe du temps avec vous,
											jeter un œil aux SMS de votre partenaire
											ou couvrir un enfant de honte
pour son manque d'efforts à l'école.
											100% d'entre nous seront les destinataires
											de comportements malsains
dans des relations
											et 100% d'entre nous
feront des choses malsaines.
											C'est cela, être humain.
											Dans sa forme la pire,
le mal causé aux êtres aimés
											est de la maltraitance et de la violence
											et une relation violente
											est une chose qu'une femme sur trois
et un homme sur quatre
											connaîtront au cours de leur vie.
											Si vous êtes comme beaucoup,
quand vous entendez ces chiffres,
											vous vous dites : « Oh non,
cela ne m'arrivera jamais. »
											Il est instinctif de s'éloigner
des mots « maltraitance » et « violence »,
											de croire que cela arrive
à quelqu'un d'autre, ailleurs.
											Mais en vérité, les relations malsaines
et la maltraitance nous entourent.
											Nous les appelons autrement
et ignorons le lien qu'il y a.
											La maltraitance s'infiltre sournoisement,
déguisé en amour malsain.
									",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
"
","
",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
"
											I work for an organization called One Love
											started by a family whose daughter
Yeardley was killed by her ex-boyfriend.
											This was a tragedy no one saw coming,
											but when they looked back,
they realized the warning signs were there
											just no one understood
what they were seeing.
											Called crazy or drama
or too much drinking,
											his actions weren't understood
to be what they really were,
											which was clear signs of danger.
											Her family realized that if anyone
had been educated about these signs,
											her death could have been prevented.
											So today we're on a mission to make sure
											that others have the information
that Yeardley and her friends didn't.
											We have three main goals:
											give all of us a language
for talking about a subject
											that's quite awkward
and uncomfortable to discuss;
											empower a whole front line,
namely friends, to help;
											and, in the process, improve
all of our ability to love better.
									","
											Je travaille pour l'organisation One Love,
											créée par une famille dont la fille,
Yeardley, a été tuée par son ex petit-ami.
											C'est une tragédie
que personne n'a vu venir,
											mais ils ont réalisé
que les signes avant-coureurs étaient là
											mais personne n'a compris ce qu'il voyait.
											Dites folles, dramatiques ou alcoolisées,
											ses actions n'étaient pas prises
pour ce qu'elles étaient vraiment :
											des signes clairs de danger.
											Sa famille a réalisé que si quelqu'un
avait été informé sur ces signes,
											sa mort aurait pu être évitée.
											Notre mission est de nous assurer
											que les autres aient les informations
que Yeardley et ses amis n'avaient pas.
											Nous avons trois grands objectifs :
											fournir à tout le monde le langage
pour parler d'un sujet
											dont il est embarrassant
et désagréable de parler ;
											habiliter toute une première ligne,
c'est-à-dire les amis, à aider ;
											au passage, améliorer
notre capacité à tous à aimer mieux.
									",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
"
","
",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
"
											To do this, it's always important
to start by illuminating
											the unhealthy signs
that we frequently miss,
											and our work really focuses
on creating content
											to start conversations with young people.
											As you'd expect, most of our content
is pretty serious,
											given the subject at hand,
											but today I'm going to use
one of our more light-hearted
											yet still thought-provoking pieces,
											""The Couplets,""
											to illuminate five markers
of unhealthy love.
									","
											Pour ce faire, il est toujours important
de commencer en éclaircissant
											les signes malsains
que nous ratons souvent
											et notre travail se concentre
sur la création de contenus
											pour engager une conversation
avec les jeunes.
											Comme on pourrait s'y attendre,
notre contenu est sérieux
											étant donné le sujet traité,
											mais aujourd'hui je vais utiliser
l'un de nos contenus les plus légers
											suscitant la réflexion,
											« Les couplets »,
											pour éclaircir cinq indicateurs
d'un amour malsain.
									",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
"
","
",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
"
											The first is intensity.
									","
											Le premier est l'intensité.
									",The difference between healthy and unhealthy love,Katie Hood,12:13,"love,communication,relationships,personal growth,emotions,youth,humanity,life"
