en,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
"
											A herd of wildebeests, a shoal of fish,
											a flock of birds.
											Many animals gather in large groups
											that are among the most wonderful spectacles
											in the natural world.
											But why do these groups form?
											The common answers include things like
											seeking safety in numbers or hunting in packs
											or gathering to mate or breed,
											and all of these explanations,
											while often true,
											make a huge assumption about animal behavior,
											that the animals are in control of their own actions,
											that they are in charge of their bodies.
											And that is often not the case.
									","
											Uma manada de animais selvagens,
um cardume de peixes,
											um bando de aves.
											Muitos animais juntam-se
em grandes grupos,
											que fazem parte
dos espectáculos mais maravilhosos
											do mundo natural.
											Mas porque se formam estes grupos?
											As respostas mais frequentes são
											a procura da segurança na multidão
ou a caça em matilhas
											ou reunir-se para acasalar
ou produzir descendência,
											e todas estas explicações,
											por vezes verdadeiras,
											partem de um enorme pressuposto 
quanto ao comportamento animal,
											de que os animais controlam 
as suas próprias acções,
											de que mandam nos seus corpos.
											E muitas vezes não é esse o caso.
									","
											Un troupeau de buffles, 
un banc de poissons,
											une volée d'oiseaux.
											Beaucoup d'animaux se réunissent 
en grands groupes,
											donnant un des spectacles les plus beaux
											du monde naturel.
											Mais pourquoi ces groupes 
se forment-ils ?
											Les réponses fréquentes parlent
											de sécurité en groupe ou 
de pouvoir chasser plus facilement
											ou de se réunir pour se reproduire,
											et toutes ces explications,
											même si vraies,
											se basent sur l'hypothèse,
											que les animaux contrôlent leurs actions,
											qu'ils sont responsables de leur corps.
											Et souvent, ce n'est pas vrai.
									","
											Eine Herde Gnus, 
eine Schule von Fischen,
											ein Schwarm Vögel.
											Viele Tiere bilden große Gruppen,
											die zu den herrlichsten Schauspielen
											der Natur zählen.
											Aber warum bilden sich diese Gruppen?
											Übliche Antworten sind zum Beispiel
											Sicherheit in der Menge,
die Jagd in Rudeln
											oder zu Paarung oder Aufzucht.
											All diese Antworten,
											obwohl oft richtig,
											basieren auf einer
wichtigen Annahme über Tierverhalten,
											nämlich dass Tiere die Kontrolle 
über ihr Verhalten haben,
											dass sie Herr ihres Körpers sind.
											Und das ist oft nicht der Fall.
									",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
"
","
","
","
",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
"
											This is Artemia, a brine shrimp.
											You probably know it better as a sea monkey.
											It's small, and it typically lives alone,
											but it can gather in these large red swarms
											that span for meters,
											and these form because of a parasite.
											These shrimp are infected with a tapeworm.
											A tapeworm is effectively a long, living gut
											with genitals at one end and
a hooked mouth at the other.
											As a freelance journalist, I sympathize.
											(Laughter)
											The tapeworm drains nutrients from Artemia's body,
											but it also does other things.
											It castrates them,
											it changes their color from transparent to bright red,
											it makes them live longer,
											and as biologist Nicolas Rode has found,
											it makes them swim in groups.
											Why? Because the tapeworm,
like many other parasites,
											has a complicated life cycle
											involving many different hosts.
											The shrimp are just one step on its journey.
											Its ultimate destination is this,
											the greater flamingo.
											Only in a flamingo can the tapeworm reproduce,
											so to get there, it manipulates its shrimp hosts
											into forming these conspicuous colored swarms
											that are easier for a flamingo to spot
											and to devour,
											and that is the secret of the Artemia swarm.
											They aren't sociable through their own volition,
											but because they are being controlled.
											It's not safety in numbers.
											It's actually the exact opposite.
											The tapeworm hijacks their brains and their bodies,
											turning them into vehicles
											for getting itself into a flamingo.
									","
											Esta é a Artemia, um crustáceo 
de águas salobras.
											Provavelmente conhecem-no 
melhor como pulga de água.
											É pequeno e tipicamente vive sozinho,
											mas pode reunir-se nestes 
grandes enxames vermelhos
											que se estendem ao longo de metros,
											e que se formam por causa de um parasita.
											Estes crustáceos estão infectados 
com uma ténia.
											Uma ténia é na verdade 
um intestino longo e vivo
											com órgãos genitais numa ponta 
e uma boca com ganchos na outra.
											Como jornalista ""freelance"",
percebo-as.
											(Risos)
											A ténia drena nutrientes 
do corpo da Artemia,
											mas também faz outras coisas.
											Castra-as,
											muda-lhes a cor de transparente 
para vermelho-vivo,
											faz com que vivam mais tempo,
											e, como descobriu o biólogo Nicolas Rode,
											fá-las nadar em grupo.
											Porquê? Porque a ténia, 
tal como muitos outros parasitas,
											tem um ciclo de vida complicado
											que envolve muitos hospedeiros diferentes.
											O crustáceo é apenas 
uma etapa no seu caminho.
											O seu destino final é este,
											o flamingo.
											Só no flamingo é que 
a ténia se consegue reproduzir,
											portanto, para lá chegar, manipula 
os seus crustáceos hospedeiros
											para formarem estes enxames 
coloridos e bem visíveis
											que são mais fáceis para o flamingo ver
											e devorar.
											É esse o segredo do enxame de Artemia.
											Não são sociáveis por sua própria vontade,
											mas porque estão a ser controladas.
											Não é a segurança da multidão.
											É precisamente o contrário.
											A ténia rapta-lhes o cérebro e o corpo,
											transformando-as em veículos
											para chegar ao interior de um flamingo.
									","
											Voici une artémie, 
une crevette des salines.
											On l'appelle aussi singe des mers.
											Elle est petite et plutôt solitaire.
											Mais elles peuvent se réunir 
en large essaim rouge
											qui font plusieurs mètres de long,
											et ces essaims se forment 
à cause d'un parasite.
											Ces crevettes sont infectées
par un ver solitaire.
											Ce ver est un boyau long et vivant
											avec les organes génitaux à un bout 
et une bouche crochue à l'autre.
											En tant que journaliste indépendant,
je compatis.
											(Rires)
											Ce ver se nourrit des substances nutritives
du corps d'Artemia,
											mais il fait aussi d'autres choses.
											Il va les castrer,
											il va changer leur couleur 
de transparent à rouge vif,
											il va les faire vivre plus longtemps,
											et, comme l'a découvert 
le biologiste Nicolas Rode,
											il va les faire nager en groupes.
											Pourquoi ? Parce que ce ver,
comme beaucoup de parasites,
											à un cycle de vie compliqué
											impliquant de nombreux hôtes.
											Cette crevette n'est qu'une étape
de son voyage.
											Voilà sa destination finale :
											le flamand rose.
											Ce ver ne peut se reproduire que 
dans un flamand rose.
											Pour y arriver, 
il va manipuler sa crevette hôte
											pour qu'elle se réunisse 
en essaims de couleurs
											qui sont plus facile à voir
pour les flamands roses
											et donc à manger,
											et ça, c'est le secret 
de ces essaims d'artémies.
											Elles ne sont pas sociables
de leur plein gré,
											mais parce qu'elles sont contrôlées.
											Ce n'est pas pour la sécurité du groupe.
											C'est exactement le contraire.
											Le ver détourne leur cerveau et leur corps,
											en en faisant des véhicules
											pour pouvoir atteindre un flamand rose.
									","
											Dies ist Artemia,
ein Salinenkrebs.
											Sie kennen ihn vielleicht als »Sea Monkey«.
											Er ist klein und lebt 
gewöhnlich allein,
											aber er kann sich zu 
großen roten Schwärmen versammeln,
											mit mehreren Metern Durchmesser,
											und die bilden sich 
aufgrund eines Parasiten.
											Diese Krebse sind 
mit einem Bandwurm infiziert.
											Ein Bandwurm ist im Grunde
ein langer lebendiger Darm
											mit Genitalien an einem Ende 
und einem Maul mit Haken am anderen.
											Als freier Journalist kann ich 
ihm das nachfühlen.
											(Lachen)
											Der Bandwurm entzieht 
dem Körper der Artemia Nährstoffe,
											aber er tut noch mehr.
											Er kastriert sie.
											Er ändert ihre Farbe 
von durchsichtig zu leuchtend rot.
											Er verlängert ihr Leben,
											und, wie der Biologe 
Nicolas Rode entdeckt hat,
											sorgt er dafür, 
dass sie in Gruppen schwimmen.
											Warum? Weil der Bandwurm,
wie viele andere Parasiten,
											einen kompexen Lebenszyklus hat,
											der viele verschiedene Wirte einschließt.
											Der Krebs ist nur 
ein Schritt auf dieser Reise.
											Das ultimative Ziel ist dies:
											der Rosaflamingo.
											Nur in einem Flamingo 
kann sich der Bandwurm fortpflanzen.
											Um dorthin zu gelangen, 
manipuliert er seine Wirtskrebse,
											diese auffällig gefärbten 
Schwärme zu bilden,
											die für einen Flamingo 
leichter zu orten
											und zu verschlingen sind,
											und das ist das Geheimnis 
des Artemia-Schwarms.
											Sie sind nicht 
aus freien Stücken gesellig,
											sondern weil sie kontrolliert werden.
											Es ist nicht Sicherheit in der Menge.
											Tatsächlich ist es das genaue Gegenteil.
											Der Bandwurm kapert 
ihre Gehirne und ihre Körper
											und verwandelt sie in Vehikel,
											um in den Flamingo hineinzukommen.
									",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
"
","
","
","
",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
"
											And here is another example
											of a parasitic manipulation.
											This is a suicidal cricket.
											This cricket swallowed the 
larvae of a Gordian worm,
											or horsehair worm.
											The worm grew to adult size within it,
											but it needs to get into water in order to mate,
											and it does that by releasing proteins
											that addle the cricket's brain,
											causing it to behave erratically.
											When the cricket nears a body of water,
											such as this swimming pool,
											it jumps in and drowns,
											and the worm wriggles out
											of its suicidal corpse.
											Crickets are really roomy. Who knew?
									","
											E aqui está outro exemplo
											de uma manipulação parasítica.
											Este é um grilo suicida.
											Este grilo engoliu 
as larvas de um nematomorfo,
											ou verme crina-de-cavalo.
											O verme cresceu até ao 
tamanho adulto no interior,
											mas precisa de chegar 
à água para acasalar,
											e faz isso libertando proteínas
											que desorientam o cérebro do grilo,
											fazendo com que se comporte 
de forma errática.
											Quando o grilo se aproxima da água,
											como por exemplo esta piscina,
											salta lá para dentro e afoga-se.
											O verme sai para o exterior
											do seu cadáver suicida.
											Os grilos são mesmo espaçosos. Quem diria?
									","
											Et voici un autre exemple
											de manipulation parasite.
											Voici un criquet suicidaire.
											Ce criquet a avalé la larve
d'un ver gordien,
											ou nématomorphe.
											Le ver est devenu adulte dans son corps,
											mais il a besoin d'aller dans l'eau
pour pouvoir se reproduire,
											et il va y arriver 
en relâchant des protéines
											qui va embrouiller le cerveau du criquet,
											le faisant se comporter
de façon erratique.
											Quand le criquet se retrouve 
près d'une source d'eau,
											comme une piscine,
											il va sauter dedans et se noyer,
											et le ver va pouvoir sortir
											de ce corps suicidaire.
											Les criquets sont vraiment très spacieux ! 
Qui l'aurait cru ?
									","
											Und hier ist ein weiteres Beispiel
											parasitärer Manipulation.
											Dies ist eine 
selbstmordgefährdete Grille.
											Die Grille hat die Larve 
eines Saitenwurms geschluckt,
											auch als Wasserkalb bekannt.
											Der Wurm ist in ihr herangewachsen,
											aber er muss ins Wasser,
um sich zu paaren.
											Er erreicht das,
in dem er Proteine freisetzt,
											die das Gehirn der Grille benebeln,
											so dass sie sich unberechenbar verhält.
											Wenn die Grille sich einem Gewässer nähert,
											so wie diesem Schwimmbecken,
											springt sie hinein und ertrinkt,
											und der Wurm windet sich
											aus ihrem selbstmörderischen Kadaver.
											Grillen sind ganz schön geräumig.
Wer hätte das gedacht?
									",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
"
","
","
","
",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
"
											The tapeworm and the Gordian worm are not alone.
											They are part of an entire cavalcade
											of mind-controlling parasites,
											of fungi, viruses, and worms and insects and more
											that all specialize in subverting and overriding
											the wills of their hosts.
											Now, I first learned about this way of life
											through David Attenborough's ""Trials of Life""
											about 20 years ago,
											and then later through a wonderful book called
											""Parasite Rex"" by my friend Carl Zimmer.
											And I've been writing about
these creatures ever since.
											Few topics in biology enthrall me more.
											It's like the parasites have subverted my own brain.
											Because after all, they are always compelling
											and they are delightfully macabre.
											When you write about parasites,
											your lexicon swells with phrases like
											""devoured alive"" and ""bursts out of its body.""
											(Laughter)
									","
											A ténia e o nematomorfo 
não estão sozinhos.
											Fazem parte de toda uma cavalgada
											de parasitas controladores da mente,
											de fungos, vírus, vermes, 
insectos e outros
											que se especializam 
em subverter e sobrepor-se
											à vontade dos seus hospedeiros.
											A primeira vez que ouvi falar 
desta forma de vida
											foi nos ""Desafios da Vida"", 
de David Attenborough,
											há cerca de 20 anos.
											E mais tarde num belo livro chamado
											""Parasita Rex"", do meu amigo Carl Zimmer.
											Escrevo sobre estas criaturas 
desde essa altura.
											Há poucos tópicos na Biologia 
que me enfeiticem mais.
											É como se os parasitas tivessem 
subvertido o meu próprio cérebro.
											Porque, no fim de contas, 
são sempre irresistíveis,
											deliciosamente macabros.
											Quando escrevemos sobre parasitas,
											temos o vocabulário cheio de frases
											""devorado vivo"" e 
""explode para fora do seu corpo"".
											(Risos)
									","
											Le ver plat et le nématomorphe
ne sont pas uniques.
											Ils font partie d'un grand groupe
											de parasites manipulateurs,
											de champignons, virus, vers, 
insectes et d'autres
											qui sont tous spécialisés dans le
détournement
											de la volonté de leurs hôtes.
											J'ai appris que ces parasites existaient
											dans un documentaire de David Attenborough
											il y a à peu près 20 ans,
											et ensuite grâce à un livre merveilleux
											de mon ami Carl Zimmer ""Parasite Rex"".
											Et depuis, je n’arrête pas d’écrire
sur ces créatures.
											C'est vraiment un sujet 
qui me passionne.
											C'est comme si ces parasites
avaient détourné mon propre cerveau.
											Parce qu'après tout, 
ils sont toujours captivants
											et ils sont délicieusement macabres.
											Quand vous écrivez sur les parasites,
											votre vocabulaire s'enrichit 
d'expressions telles que
											« dévoré vivant » et 
« explosé hors de son corps ».
											(Rires)
									","
											Der Bandwurm und der Saitenwurm
sind nicht allein.
											Sie sind Teil einer ganzen Kavalkade
											von Parasiten, die Gehirne kontrollieren,
											von Pilzen, Viren und Würmern 
und Insekten und mehr,
											die alle darauf spezialisiert sind,
den Willen ihrer Wirte
											zu untergraben und außer Kraft zu setzen.
											Ich erfuhr von dieser Lebensweise
											durch David Attenboroughs ""Spiele des Lebens""
											vor etwa 20 Jahren,
											und dann durch das wunderbare Buch
											""Parasite Rex"" 
von meinem Freund Carl Zimmer.
											Und seither schreibe ich
über diese Geschöpfe.
											Wenige Themen in der Biologie 
packen mich mehr.
											Es ist, als hätten die Parasiten 
mein eigenes Gehirn unterminiert.
											Schließlich sind sie immer fesselnd
											und sie sind entzückend makaber.
											Wenn Sie über Parasiten schreiben,
											bereichern sie den Wortschatz
mit Wendungen wie
											""lebendig verschlungen"" und 
""platzt aus seinem Körper heraus"".
											(Gelächter)
									",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
"
","
","
","
",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
"
											But there's more to it than that.
											I'm a writer, and fellow writers in the audience
											will know that we love stories.
											Parasites invite us to resist the allure
											of obvious stories.
											Their world is one of plot twists
											and unexpected explanations.
											Why, for example,
											does this caterpillar
											start violently thrashing about
											when another insect gets close to it
											and those white cocoons that it seems
											to be standing guard over?
											Is it maybe protecting its siblings?
											No.
											This caterpillar was attacked
											by a parasitic wasp which laid eggs inside it.
											The eggs hatched and the young wasps
											devoured the caterpillar alive
											before bursting out of its body.
											See what I mean?
											Now, the caterpillar didn't die.
											Some of the wasps seemed to stay behind
											and controlled it into defending their siblings
											which are metamorphosing
											into adults within those cocoons.
											This caterpillar is a head-banging 
zombie bodyguard
											defending the offspring
											of the creature that killed it.
									","
											Mas há mais do que isso.
											Sou um escritor 
e os meus colegas escritores
											saberão que nós adoramos histórias.
											Os parasitas convidam-nos 
a resistir à tentação
											das histórias óbvias.
											O seu mundo é feito 
de reviravoltas no enredo
											e de explicações inesperadas.
											Por exemplo,
											porque é que esta lagarta
											começa a sacudir-se violentamente
											quando outro insecto se aproxima dela
											e daqueles casulos brancos que parece
											estar a guardar?
											Estará talvez a proteger os seus irmãos?
											Não.
											Esta lagarta foi atacada
											por uma vespa parasita 
que colocou ovos no seu interior.
											Os ovos eclodiram e as vespas 
devoraram a lagarta viva
											antes de explodir para fora do seu corpo.
											Estão a ver o que eu quero dizer?
											Agora, a lagarta não morreu.
											Parece que algumas das vespas 
ficaram para trás
											e controlaram-na para 
defender as suas irmãs,
											que se estão a metamorfosear
											em adultos
no interior daqueles casulos.
											Esta lagarta é um guarda-costas ""zombie""
que anda a bater com a cabeça
											para defender a descendência
											da criatura que a matou.
									","
											Mais il y a bien d'autres choses.
											Je suis écrivain,
et les écrivains,
											ça adore les histories.
											Les parasites nous invitent à résister
											aux histoires trop flagrantes.
											Leur monde est plein de rebondissements
											et d'explications inattendues.
											Pourquoi, par exemple,
											cette chenille se met
											à frapper violemment autour d'elle
											quand un autre insecte s'approche
											trop près de ces cocons blancs
											qu'il a l'air de vouloir défendre ?
											Essaye-t-il de protéger 
ses frères et sœurs ?
											Non.
											Cette chenille s'est faite attaquer
											par une guêpe parasite
qui a pondu des œufs en elle.
											Les œufs ont éclos et les jeunes guêpes
											ont dévoré la chenille vivante
											avant d'exploser hors de son corps.
											Vous voyez ce que je veux dire ?
											Mais, la chenille n'est pas morte.
											Quelques guêpes se sont attardées
											et l'ont obligé à défendre 
leurs frères et sœurs
											qui sont en train de se métamorphoser
											en adulte à l'intérieur de ces cocons.
											Cette chenille est un garde du corps 
zombie qui fait du handbang
											en défendant la progéniture
											de la créature qui l'a tuée.
									","
											Aber es steckt mehr dahinter.
											Ich schreibe —
Autorenkollegen im Publikum wissen,
											dass wir Geschichten lieben.
											Parasiten halten uns an, 
der Anziehung einfacher Geschichten
											zu widerstehen.
											Ihre Welt ist voller Wendungen
											und unerwarteter Erklärungen.
											Warum, zum Beispiel,
											beginnt diese Raupe
											sich wild hin- und herzuwerfen,
											wenn sich ein anderes Insekt nähert
											und diese weißen Kokons, die es
											zu bewachen scheint?
											Schützt es vielleicht seine Geschwister?
											Nein.
											Diese Raupe wurde angegriffen
											von einer parasitären Wespe,
die in ihr Eier abgelegt hat.
											Die Eier schlüpfen und die jungen Wespen
											verschlingen die Raupe lebendig,
											bevor sie aus ihrem Körper platzen.
											Sehen Sie, was ich meine?
											Nun, die Raupe ist nicht tot.
											Einige Wespen bleiben scheinbar zurück
											um [die Raupe] zu steuern,
damit sie ihre Geschwister verteidigt,
											die sich in diesen Kokons
											in ausgewachsene Wespen verwandeln.
											Diese Raupe ist ein head-bangender
Zombie-Leibwächter,
											der den Nachwuchs
											der Kreatur verteidigt,
die ihn getötet hat.
									",Zombie roaches and other parasite tales,Ed Yong,13:14,"biology,microbiology,science,brain,nanoscale,insects,animals,microbes,biodiversity,mind"
