en,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
"
											There was a day, about 10 years ago,
											when I asked a friend to hold
a baby dinosaur robot upside down.
											It was this toy called a Pleo
that I had ordered,
											and I was really excited about it
because I've always loved robots.
											And this one has really cool
technical features.
											It had motors and touch sensors
											and it had an infrared camera.
											And one of the things it had
was a tilt sensor,
											so it knew what direction it was facing.
											And when you held it upside down,
											it would start to cry.
											And I thought this was super cool,
so I was showing it off to my friend,
											and I said, ""Oh, hold it up by the tail.
See what it does.""
											So we're watching
the theatrics of this robot
											struggle and cry out.
											And after a few seconds,
											it starts to bother me a little,
											and I said, ""OK, that's enough now.
											Let's put him back down.""
											And then I pet the robot
to make it stop crying.
									","
											Neredeyse on yıl önce, bir gün
											bir arkadaşımdan yavru dinazor
robotu baş aşağı tutmasını istedim.
											Sipariş ettiğim adı Pleo
olan bu oyuncak hakkında
											gerçekten heyecanlıydım çünkü 
robotları her zaman sevmişimdir.
											Bununsa sahiden 
havalı teknik özellikleri var.
											Motorları, dokunma sensörleri
											ve kızılötesi kamerası vardı.
											Bir diğer özelliği ise eğilim sensörüydü,
											yani hangi yöne yöneldiğini biliyordu.
											Baş aşağı tuttuğunda
											ağlamaya başlardı.
											Bunun çok havalı olduğunu düşündüm,
arkadaşıma da hava atmak istedim,
											""Kuyruğundan tut 
ve ne yaptığını gör"" dedim.
											Robotun hareketlerini, mücadelesini
											ve haykırışını izliyorduk.
											Bir süre sonra
											beni biraz rahatsız etmeye başladı
											ve ben de ""Tamam, yeter.
											Yerine geri koyalım"" dedim.
											Sonra da ağlamasın diye 
robotun başını okşadım.
									","
											Certo dia, há cerca de 10 anos,
											pedi a um amigo para segurar um 
dinossauro bebé robô de cabeça para baixo.
											Era um brinquedo, chamado Pleo,
que eu encomendei.
											Eu estava super entusiasmada com ele,
porque sempre adorei robôs.
											E este tinha aspetos técnicos
super fixes.
											Tinha motores e sensores tácteis
											e uma câmara de infravermelhos.
											Uma das coisas que tinha
era um sensor de inclinação,
											por isso, ele sabia em que direção
estava orientado.
											Quando o segurávamos
de cabeça para baixo,
											começava a chorar.
											Eu achei que aquilo era super fixe,
mostrei-o ao meu amigo e disse-lhe:
											""Segura-o pela cauda.
Vê o que ele faz.""
											Nós estávamos ali a ver
a teatralidade deste robô
											enquanto lutava e chorava.
											Passados uns segundos,
											eu começo a ficar um bocado incomodada
											e digo: ""Ok, já chega por agora.
											""Vamos pousá-lo outra vez.""
											Depois faço-lhe festas
para ele deixar de chorar.
									","
											Un jour, il y a environ 10 ans,
											j'ai demandé à un ami de tenir à l'envers
un robot en forme de petit dinosaure.
											J'avais commandé ce jouet
qui répond au nom de Pleo.
											J'étais vraiment ravie
car j'ai toujours aimé les robots.
											Celui-ci avait des caractéristiques
vraiment cool.
											Il avait des moteurs,
des capteurs haptiques
											et une caméra infrarouge.
											Il avait aussi un capteur d'inclinaison
											qui lui permettait de savoir
dans quelle direction il était.
											Si on le tenait la tête en bas,
											il se mettait à pleurer.
											Je trouvais ça super et donc
j'étais fière de le montrer à mon ami.
											Je lui ai proposé de le tenir
par la queue pour voir sa réaction.
											On observe les gesticulations du robot
											qui se débat et pleure,
											mais après quelques secondes,
											ça a commencé à me perturber un peu.
											Alors j'ai décrété que c'était assez
											et que nous devrions
le remettre à l'endroit.
											J'ai alors caressé le robot
jusqu'à ce qu'il arrête de pleurer.
									",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
"
","
","
","
",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
"
											And that was kind of
a weird experience for me.
											For one thing, I wasn't the most
maternal person at the time.
											Although since then I've become
a mother, nine months ago,
											and I've learned that babies also squirm
when you hold them upside down.
									","
											Benim için çok garip bir deneyimdi.
											Başta, o zamanlarda
en anaç kişi ben değildim.
											Gerçi o zamandan bu yana, 
yaklaşık dokuz ay önce anne oldum
											ve bebeklerin de baş aşağı 
tutulduğunda kıvrandıklarını öğrendim.
									","
											Essa foi uma experiência
estranha para mim.
											Primeiro, eu não era a pessoa
mais maternal na altura.
											Apesar de, desde então,
ter sido mãe, há nove meses,
											e sei agora que os bebés também esperneiam
se segurados de cabeça para baixo.
									","
											Ce fut une expérience troublante pour moi.
											D'abord, je n'étais pas particulièrement
maternelle à l'époque.
											Je suis devenue une maman
il y a neuf mois,
											et j'ai appris que les enfants aussi sont
contrariés si on les tient la tête en bas.
									",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
"
","
","
","
",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
"
											(Laughter)
									","
											(Kahkaha)
									","
											(Risos)
									","
											(Rires)
									",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
"
","
","
","
",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
"
											But my response to this robot
was also interesting
											because I knew exactly
how this machine worked,
											and yet I still felt
compelled to be kind to it.
											And that observation sparked a curiosity
											that I've spent the past decade pursuing.
											Why did I comfort this robot?
											And one of the things I discovered
was that my treatment of this machine
											was more than just an awkward moment
in my living room,
											that in a world where we're increasingly
integrating robots into our lives,
											an instinct like that
might actually have consequences,
											because the first thing that I discovered
is that it's not just me.
									","
											Ama bu robota karşı 
tepkim de çok ilginçti
											çünkü bu makinenin nasıl çalıştığını
tam anlamıyla biliyordum
											fakat yine de ona karşı nazik
olma zorunluluğu hissettim.
											Bu gözlem geçen on yılda 
peşinden koştuğum
											bir merakı tetikledi.
											Neden bu robotu rahatlattım?
											Keşfettiğim şeylerden biri de
bu makineye davranışım
											odamdaki garip
bir andan daha fazlasıydı.
											Robotların hayatımıza giderek daha
fazla entegre olduğu bir dünyada
											o tür bir içgüdünün sonuçları olabilir
											çünkü keşfettiğim ilk şey 
yalnız olmadığımdı.
									","
											Mas a minha reação a este robô
também foi curiosa
											porque eu sabia exatamente
como é que aquela máquina trabalhava
											e, mesmo assim, senti-me compelida
a ser afetuosa para com ela.
											Essa observação desencadeou
uma curiosidade
											que eu tenho passado a tentar satisfazer,
nos último 10 anos.
											Porque é que eu confortei aquele robô?
											Uma das coisas que descobri foi que
a forma como eu tratei aquela máquina
											foi mais do que só um momento
desconfortável na minha sala de estar.
											Num mundo em que estamos progressivamente
a integrar mais robôs na nossa vida,
											um instinto como aquele
pode ter consequências,
											porque a primeira coisa que eu descobri
é que não sou a única.
									","
											Mais ma réaction vis-à-vis
du robot est intéressante
											car, en dépit du fait
que je savais exactement
											comment la machine fonctionnait,
											j'ai quand-même ressenti le besoin
de lui montrer de l'affection.
											Cette observation a piqué ma curiosité
											et cela fait une dizaine d'années
que je m'y intéresse.
											Pourquoi ai-je consolé ce robot ?
											Une des choses que j'ai découvertes
est que ma réaction avec cette machine
											est davantage qu'un moment
bizarre dans mon salon
											et que dans un monde où nous intégrons
de plus en plus les robots dans nos vies,
											un tel instinct peut avoir
des conséquences concrètes,
											car la première chose que j'ai découverte,
c'est que je ne suis pas la seule.
									",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
"
","
","
","
",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
"
											In 2007, the Washington Post
reported that the United States military
											was testing this robot
that defused land mines.
											And the way it worked
was it was shaped like a stick insect
											and it would walk
around a minefield on its legs,
											and every time it stepped on a mine,
one of the legs would blow up,
											and it would continue on the other legs
to blow up more mines.
											And the colonel who was in charge
of this testing exercise
											ends up calling it off,
											because, he says, it's too inhumane
											to watch this damaged robot
drag itself along the minefield.
											Now, what would cause
a hardened military officer
											and someone like myself
											to have this response to robots?
									","
											Washington Post 2007'de 
Birleşik Devletler ordusunun
											kara mayınlarını etkisiz hâle getiren 
robotu test ettiğini yazdı.
											Robotun çalışma şekli ise şöyle, 
bir çubuk böcek şeklindeydi
											bir mayın tarlasında bacakları 
üstünde yürüyor
											ve her mayına bastığında
bacaklardan biri havaya uçuyor
											ve daha çok mayının imhası için
bacakları üzerinde ilerliyordu.
											Tatbikatın başında olan albay ise
											tatbikatın iptalini isteyivermiş
											çünkü zarar görmüş robotun
mayın tarlasında
											kendini çekiştirmesini izlemenin çok 
insanlık dışı olduğunu söylemiş.
											Katılaşmış bir askeri memurun
											ve benim gibi birisinin robotlara karşı
											böyle bir tepki vermesine
sebep olan şey nedir?
									","
											Em 2007, o The Washington Post reportou
que as Forças Armadas dos EUA
											estavam a testar um robô
que desativava minas terrestres.
											Ele tinha uma forma semelhante
a um bicho-pau
											e andava à volta dum campo de minas
sobre as suas patas.
											De cada vez que pisava uma mina,
uma das suas patas explodia,
											e ele continuava sobre as outras
patas para fazer explodir mais minas.
											O coronel que era responsável
por esse exercício de teste
											acabou por o cancelar,
											porque, segundo ele, 
era demasiado desumano
											ver aquele robô danificado
a arrastar-se pelo campo de minas.
											Agora, o que é que levaria
um oficial militar endurecido
											e alguém como eu
											a ter este tipo de reação a robôs?
									","
											En 2007, le Washington Post a publié
un reportage sur l'armée américaine
											qui faisait des essais avec un robot
détonateur de mines antipersonnel.
											Le robot avait la forme d'un phasme.
											Il marchait dans les champs de mines
											et chaque fois qu'une de ses pattes
en touchait une, elle explosait.
											Le robot continuait de chercher
d'autres mines sur ses pattes restantes.
											Le colonel responsable de cet essai
											a fini par arrêter le programme,
											car, selon lui, c'était trop inhumain
											d'observer le robot endommagé
se traîner dans les champs de mines.
											Qu'est-ce qui peut bien
susciter chez un militaire endurci
											et quelqu'un comme moi
											une telle réaction vis-à-vis des robots ?
									",Why we have an emotional connection to robots,Kate Darling,11:51,"robots,emotions,society,humanity,future,design,innovation,technology"
