en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
											There's this fact that I love
that I read somewhere once,
											that one of the things that's contributed
to homo sapiens' success
											as a species
											is our lack of body hair —
											that our hairlessness, our nakedness
											combined with our invention of clothing,
											gives us the ability to modulate
our body temperature
											and thus be able to survive
in any climate we choose.
											And now we've evolved to the point
where we can't survive without clothing.
											And it's more than just utility,
											now it's a communication.
											Everything that we choose
to put on is a narrative,
											a story about where we've been,
											what we're doing,
											who we want to be.
									","
											Hay algo que me encanta 
que he leído alguna vez,
											el hecho que una de las cosas que 
han contribuido al éxito del Homo sapiens
											como especie
											es nuestra falta de vello corporal.
											Que nuestra falta de pelo, 
nuestra desnudez
											combinada con nuestra 
invención de la ropa,
											nos da la capacidad de modular 
la temperatura del cuerpo
											y, por lo tanto, podemos sobrevivir 
en cualquier clima elegido.
											Y hemos evolucionado hasta el punto
que no podemos sobrevivir sin ropa.
											Y va más allá de la utilidad,
											es su vía de comunicación.
											Todo lo que elegimos 
para poner en una narrativa,
											una historia 
sobre lo que hemos hecho,
											lo que estamos haciendo,
											o lo que queremos ser.
									","
											Certa vez, li em algum lado
um facto que me fascinou:
											Uma das coisas que contribuiu para
o sucesso do homo sapiens, como espécie,
											foi a ausência de pelos no corpo.
											A nossa falta de pelos,
a nossa nudez,
											combinada com a invenção do vestuário
											permite-nos controlar
a nossa temperatura corporal
											e assim, sobreviver em qualquer
clima que quisermos.
											E já evoluímos ao ponto de não
conseguirmos sobreviver sem roupas.
											E são mais do que utensílios.
											Agora, são comunicação.
											Tudo o que escolhemos
vestir é uma narrativa.
											Uma história sobre onde estivemos,
											o que fazemos,
											quem queremos ser...
									","
											Bir yerde okuduğum bir bilgi
çok hoşuma gitmişti,
											Homo sapiens'in bir tür olarak
											başarısının arkasında
											vücut tüyümüzün az olması yatıyormuş.
											Tüysüzlüğümüz, çıplaklığımız,
											giysiyi icat edişimizle birleşip,
											vücut sıcaklığımızı değiştirmemizi
sağlıyormuş
											ve böylelikle her iklimde
var olabiliyoruz.
											Ve şimdi, kıyafet olmadan
yaşayamayacağımız bir duruma evrildik
											ve giysiler, fayda dışında
											iletişim de sağlıyor.
											Giymeyi seçtiğimiz her şey,
											gittiğimiz yerler, yaptığımız şeyler
											ve kim olmak istediğimiz hakkında
											hikâye anlatıyor.
									",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
","
","
","
",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
											I was a lonely kid.
											I didn't have an easy time
finding friends to play with,
											and I ended up making
a lot of my own play.
											I made a lot of my own toys.
											It began with ice cream.
											There was a Baskin-Robbins in my hometown,
											and they served ice cream
from behind the counter
											in these giant, five-gallon,
cardboard tubs.
											And someone told me —
I was eight years old —
											someone told me that when
they were done with those tubs,
											they washed them out
and kept them in the back,
											and if you asked they would give you one.
											It took me a couple of weeks
to work up the courage,
											but I did, and they did.
											They gave me one — I went home
with this beautiful cardboard tub.
											I was trying to figure out what
I could do with this exotic material —
											metal ring, top and bottom.
											I started turning it over in my head,
and I realized, ""Wait a minute —
											my head actually fits inside this thing.""
									","
											Yo era un niño solitario.
											Y no me fue fácil encontrar 
amigos con los que jugar,
											y terminé haciendo 
en gran parte mi propio juego.
											He hecho muchos de mis propios juguetes.
											Comenzó con el helado.
											Había una tienda de Baskin-Robbins 
en mi ciudad natal,
											y servían helados detrás del mostrador
											en esos recipientes gigantes 
de cartón de 19 litros.
											Y alguien me dijo, yo tenía 8 años,
											que cuando se acababan esos recipientes,
											los lavaban y guardaban 
en la parte posterior,
											y si alguien pedía una se la daban.
											Me tomó un par de semanas 
reunir el valor,
											pero lo hice y me la dieron.
											Me dieron una. Me fui a casa con 
ese hermoso recipiente de cartón.
											Intentaba averiguar qué hacer 
con este material exótico,
											con un anillo de metal en 
la parte superior e inferior.
											Empecé a darle la vuelta a la cabeza, 
y me di cuenta de que
											mi cabeza realmente 
encajaba allí dentro"".
									","
											Eu era uma criança solitária.
											Tinha dificuldades em fazer
amigos com quem brincar,
											e acabava por criar
as minhas próprias brincadeiras.
											Criei muitos dos meus brinquedos.
											Tudo começou com gelado.
											Havia uma gelataria onde eu morava,
											e eles serviam gelados ao balcão
											nesses baldes de cartão de 20 litros.
											E alguém me disse,
tinha eu oito anos,
											que quando já não
precisavam desses baldes,
											os lavavam e guardavam nas traseiras,
											e que se lhes pedíssemos,
davam-nos um.
											Demorei algumas semanas
até ganhar coragem, mas lá consegui,
											E era verdade!
Deram-me um.
											E fui para casa com este
magnífico balde de cartão.
											Comecei a pensar no que fazer
com este novo material.
											Anel metálico,
tampa, e base...
											Comecei a virá-lo
na minha cabeça e pensei:
											""Espera lá... A minha cabeça
cabe mesmo aqui dentro.""
									","
											Ben yalnız bir çocuktum.
											Oyun arkadaşı bulmakta zorlanırdım.
											Bu nedenle kendi oyunlarımı yaratırdım.
											Oyuncaklarımın çoğunu kendim yaptım.
											Bu bir dondurmayla başladı.
											Doğduğum şehirde bir Baskin-Robbins vardı,
											ve tezgâhın arkasındaki dev
											kapların içinden dondurma
servis ederlerdi.
											Biri bana dedi ki —
Sekiz yaşındaydım —
											bu kaplarla işleri bittiğinde,
											onları yıkayıp arkada tutuyorlarmış
											ve eğer istersen sana
bir tanesini veriyorlarmış.
											Cesaretimi toplamam birkaç hafta aldı,
											ama sonunda topladım ve bir tane verdiler.
											Bir tane verdiler ve
eve güzel bir kapla gittim.
											Bu egzotik malzemeyle
ne yapabileceğimi düşünmeye başladım,
											metal halkalar, üstte ve altta.
											Kafamda çevirmeye başladım,
ve bir şey fark ettim,
											""Bir saniye kafam bu şeye tam oturuyor.""
									",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
","
","
","
",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
","
","
","
",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
											Yeah, I cut a hole out,
											I put some acetate in there
											and I made myself a space helmet.
									","
											Sí, abrí un agujero
											puse un poco de acetato
											y me hice un casco espacial.
									","
											Sim... Fiz um buraco, meti acetato,
e fiz um capacete espacial.
									","
											Evet, bir delik kestim,
											ve biraz asetat kağıdı koydum
											ve kendime bir uzay kaskı yaptım.
									",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
","
","
","
",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
","
","
","
",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
											I needed a place to wear the space helmet,
											so I found a refrigerator box
a couple blocks from home.
											I pushed it home,
											and in my parents' guest room closet,
											I turned it into a spaceship.
											I started with a control panel
out of cardboard.
											I cut a hole for a radar screen
											and put a flashlight
underneath it to light it.
											I put a view screen up,
which I offset off the back wall —
											and this is where I thought
I was being really clever —
											without permission, I painted
the back wall of the closet black
											and put a star field,
											which I lit up with some Christmas lights
I found in the attic,
											and I went on some space missions.
									","
											Necesitaba un lugar para 
llevar el casco de espacio,
											encontré la caja de un refrigerador,
a un par de cuadras de casa.
											la llevé a casa,
											y el armario de la habitación 
de invitados de mis padres,
											lo convertí en una nave espacial.
											Empecé con un panel de control de cartón.
											Corté un agujero 
para la pantalla radar
											y puse una linterna debajo 
para encenderlo.
											Puse una pantalla de visualización, 
fuera de la pared del fondo
											y aquí es donde pensaba 
que era realmente inteligente,
											sin permiso, pinté la pared 
del fondo del armario de negro
											y puse un campo de estrellas,
											que iluminé con luces de Navidad 
que encontré en el desván,
											y me fui a misiones espaciales.
									","
											Eu precisava de um sítio onde
usar o meu capacete espacial.
											Então encontrei uma caixa de frigorífico
perto da minha casa.
											Arrastei-o até lá,
											e transformei o armário
do nosso quarto de hóspedes
											numa nave espacial.
											Comecei com um painel de navegação
feito de cartão.
											Fiz um buraco para o ecrã do radar
											e acrescentei uma lanterna
para o iluminar.
											Coloquei uma tela,
um pouco afastada da parede,
											E aqui percebi-me do meu engenho.
											Sem permissão,
pintei essa parede de preto
											e criei um campo estelar,
que iluminei com luzes de Natal...
											(Risos)
											...que encontrei no sótão.
											E viajei em missões espaciais.
									","
											Bu uzay kaskını giyebileceğim
bir yere ihtiyacım vardı
											ve evin yakınında
bir buzdolabı kutusu buldum.
											Eve kadar getirdim
											ve ebeveynlerimin misafir odası dolabında,
											onu bir uzay mekiğine dönüştürdüm.
											Kartondan bir kontrol paneli
yaparak başladım,
											radar ekranı için bir delik kestim
											ve altına fener koyarak aydınlattım.
											Duvara dayanan bir görüş ekranı
yerleştirdim —
											işte çok zeki olduğumu
düşündüğüm nokta —
											izin almadan dolap duvarının arkasını
siyaha boyadım
											ve tavan arasından bulduğum
Noel ışıklarıyla
											yıldızlar yerleştirdim
											ve uzay maceraları yaşamaya gittim.
									",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
","
","
","
",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
											A couple years later,
											the movie ""Jaws"" came out.
											I was way too young to see it,
but I was caught up in ""Jaws"" fever,
											like everyone else in America at the time.
											There was a store in my town
that had a ""Jaws"" costume in their window,
											and my mom must have overheard
me talking to someone
											about how awesome
I thought this costume was,
											because a couple days before Halloween,
											she blew my freaking mind
by giving me this ""Jaws"" costume.
									","
											Un par de años más tarde,
											salió la película ""Tiburón"".
											Era demasiado pequeño para verla, pero 
estaba atrapado en la fiebre ""Tiburón"",
											como todos en EE.UU. en ese momento.
											Había una tienda en mi ciudad con 
un disfraz de ""Tiburón"" en el escaparate,
											y mi madre debió haberme oído 
hablar con alguien
											sobre lo maravilloso 
que era para mí el disfraz,
											porque un par de días antes de Halloween,
											me volvió loco al regalarme 
este disfraz de ""Tiburón"".
									","
											Alguns anos mais tarde,
estreou o filme ""Tubarão"".
											Eu era demasiado novo para o ver,
mas deixei-me levar pelo entusiasmo,
											tal como todos os americanos, na altura.
											Havia uma loja na minha cidade
que tinha um fato do Tubarão na montra
											e a minha mãe deve ter-me
ouvido comentar com alguém
											sobre o quão espetacular
eu achava esse fato,
											porque uns dias antes do Halloween,
											ela fez-me perder a cabeça,
											ao oferecer-me
esse mesmo fato do Tubarão.
									","
											Birkaç yıl sonra,
											""Jaws"" filmi vizyona girdi.
											İzlemek için çok gençtim
ama ""Jaws"" çılgınlığı
											Amerika'daki herkes gibi
beni de etkilemişti.
											Vitrininde ""Jaws"" kostümü olan
bir mağaza vardı
											ve annem beni biriyle
o kostümün ne kadar havalı
											olduğunu konuşurken duymuş olacak ki,
											Cadılar Bayramı'ndan birkaç gün önce,
											bana o ""Jaws"" kostümünü vererek
beni mutluluktan uçurdu.
									",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
","
","
","
",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
											Now, I recognize it's a bit of a trope
											for people of a certain age to complain
											that kids these days have no idea
how good they have it,
											but let me just show you a random sampling
											of entry-level kids' costumes
you can buy online right now ...
											... and this is the ""Jaws"" costume
my mom bought for me.
									","
											Reconozco que es un tropo
											para las personas de cierta edad 
que se quejan
											de que los niños hoy no tienen idea 
de lo bien que lo tienen,
											pero permítanme mostrarles algunos
											disfraces de los niños que se pueden 
comprar en línea en este momento...
											Y este es el disfraz de ""Tiburón"" 
que mi mamá me compró.
									","
											Reconheço que é um pouco cliché,
											pessoas de uma certa idade queixarem-se
											que os miúdos de hoje em dia não têm noção
do quão boas são as suas vidas,
											mas vou mostrar-vos uma
amostra aleatória de fatos para crianças
											que se pode comprar online atualmente...
											...e este foi o fato do Tubarão
que a minha mãe me comprou.
									","
											Şimdi, belli bir yaşa gelmiş insanların,
											şimdiki çocukların
											ne kadar şanslı olduğu hakkında
şikâyet etmesi biraz klişe
											ama şimdi size internet üzerinden
alabileceğiniz
											rastgele bir çocuk kostümü
örneği göstereyim.
											Ve bu da annemin bana aldığı
""Jaws"" kostümü.
									",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
","
","
","
",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									",My love letter to cosplay,Adam Savage,13:07,"adventure,art,beauty,communication,collaboration,community,design,humor,entertainment,identity,materials,personality,performance,storytelling,creativity"
