en,fr,tr,title,speaker,duration,tags
"
","
","
",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
"
											You’ve discovered a doorway
to another realm,
											and now you and your brother 

											are off exploring the wonderful
world of Paradoxica.
											Fantastically paradoxical creatures crawl,
run, and fly around you.
											And then you see the troll.
									","
											Vous avez découvert un portail
vers un autre monde,
											et vous explorez maintenant
avec votre frère
											le monde incroyable de Paradoxica.
											Des créatures fantastiquement paradoxales
rampent, courent et volent autour de vous.
											C'est à ce moment-là que
vous apercevez le troll.
									","
											Sen ve kardeşin
başka bir dünyayı keşfettiniz
											ve yeni, harika Parodoksika

											ülkesini keşfe çıktınız.
											Paradoksik yaratıklar, fantastik 
bir şekilde etrafınızda koşup uçuyorlar.
											Bir trol görüyorsunuz.
									",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
"
","
","
",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
"
											It’s catching all the creatures
in an enormous net.
											You bravely step forward
and demand it let them go.
											The troll laughs.
											“If you’re such a
fan of paradoxes,” it says,
											“then I’ll make you an offer.

											If you say something true,
I’ll release all these creatures.""
											You’re about to say, “You are a troll,”
											but before you can,
the troll grabs your brother.
											“If you say something false,”
he continues,

											“then I’ll release your brother.""
											Your statement can 
only be a single sentence.
											And as you can see,
I hate paradoxes more than anything.
											If you try to cheat
by saying something paradoxical,
											like, ‘this statement is false,’
											then I'll eat your brother 
and the creatures.""
									","
											Il attrape toutes les créatures
dans un immense filet.
											Vous vous interposez bravement
et exigez qu'il les relâche.
											Le troll rit. « Si tu aimes à ce point
les paradoxes, dit-il,
											alors je te fais une offre.
Si tu me dis quelque chose de vrai,
											je relâcherai toutes les créatures. » Vous
vous apprêtez à dire : « Tu es un troll. »
											mais avant que vous n'ouvriez la bouche,
le troll saisit votre frère.
											« Si tu dis quelque chose de faux »,
poursuit-il, « je relâcherai ton frère.
											Ta déclaration ne peut être
qu'une seule phrase.
											Et comme tu peux le voir, je déteste
les paradoxes par dessus tout.
											Si tu essaies de tricher en énonçant
quelque chose de paradoxal,
											comme « cette phrase est fausse », alors
je mangerai ton frère et les créatures. »
									","
											Kocaman bir ağ ile
bütün yaratıkları yakalıyor.
											Cesurca öne çıkıp
bırakmasını emrediyorsun.
											Trol gülüyor.
											''Paradoksun hayranıysan
											sana bir teklifte bulunayım.
											Eğer doğru bir şey söylersen
onları bırakacağım.'' diyor.
											Tam sen ''Bir trolsün.'' diyecekken
											trol kardeşini yakalıyor.
											''Eğer yanlış bir şey söylersen
											kardeşini bırakacağım.
											Söylediğin şey sadece bir cümle olabilir.
											Gördüğün üzere, paradokstan nefret ederim.
											Eğer paradoksik bir şey
söyleyip kandırmaya çalışırsan
											örneğin 'Bu söz yanlıştır.' gibi,
											kardeşini ve yaratıkları yerim.'' diyor.
									",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
"
","
","
",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
"
											What true/false statement
can you say to force the troll
											to free your brother
and the paradoxical creatures?
									","
											Quelle phrase vraie/fausse pouvez-vous
dire au troll pour le forcer
											à libérer votre frère et
les créatures paradoxales ?
									","
											Trolün kardeşinizi ve paradoksik
yaratıkları serbest bırakması için
											hangi doğru/yanlış
ifadeyi söyleyebilirsiniz?
									",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
"
","
","
",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
"
											[Pause the video now if you
want to figure it out for yourself!]
									","
											Arrêtez la vidéo pour
trouver la solution !
									","
											[Kendiniz çözmek isterseniz
videoyu şimdi durdurun!]
									",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
"
","
","
",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
"
											Answer in: 3
									","
											Réponse dans : 3
									","
											3 saniye
									",Can you solve the troll's paradox riddle?,Daniel Finkel,3:00,"TED-Ed,math,animation"
