es,pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
"
											En 2002, un grupo de activistas
del tratamiento se reunieron
											para discutir el primitivo
desarrollo del avión.
											Los hermanos Wright,
a comienzos del último siglo,
											lograron por primera vez
											hacer que uno de estos aparatos volara.
											Lograron también numerosas patentes
											de las partes esenciales del avión.
											No fueron los únicos.
											Era una práctica común de la industria
											y aquellos que poseían patentes de aviones
											las defendieron ferozmente
											y demandaron competidores
a diestra y siniestra.
									","
											Em 2002, um grupo de ativistas na área
dos cuidados médicos
											reuniu-se para analisar
											o desenvolvimento inicial do aeroplano.
											Os irmãos Wright, 
no início do século passado,
											tinham conseguido,
pela primeira vez,
											fazer voar um desses aparelhos.
											Também tinham registado numerosas patentes
											de partes essenciais do aeroplano.
											Não foram os únicos.
											Isso era uma prática comum na indústria.
											Os que detinham patentes de aeroplanos
estavam a defendê-las ferozmente
											e a processar toda a concorrência.
									","
											2002 yılında bir grup tedavi eylemcisi,
											uçağın ilk zamanlardaki gelişmesini tartışmak için toplandılar.
											Wright kardeşler, son yüzyılın başında
											ilk defa o aletlerden birini
											uçurabilmeyi başarmışlardı.
											Aynı zamanda çok sayıda patenti de
											uçağın temel kısımları için almışlardı.
											Bunu yapan sadece onlar değildi.
											Bu, sanayide yaygın bir uygulamaydı
											ve uçaklar için patent sahibi olanlar
											onları ateşli bir biçimde savunuyor
											ve rakiplerine sağlı sollu dava açıyorlardı.
									","
											In 2002, a group of treatment activists met
											to discuss the early development of the airplane.
											The Wright Brothers, in the beginning of the last century,
											had for the first time managed
											to make one of those devices fly.
											They also had taken out numerous patents
											on essential parts of the airplane.
											They were not the only ones.
											That was common practice in the industry,
											and those who held patents on airplanes
											were defending them fiercely
											and suing competitors left and right.
									","
											En 2002, un groupe de militants
pour l'accès aux traitements s'est réuni
											pour parler des débuts de l'aviation.
											Les frères Wright, au début du siècle dernier,
											avaient réussi pour la première fois
											à faire voler un de ces engins.
											Ils avaient aussi déposé de nombreux brevets
											sur des pièces essentielles de l'avion.
											Ils n'étaient pas les seuls.
											C'était une pratique commune dans l'industrie,
											et ceux qui détenaient les brevets sur les avions
											les défendaient férocement
											et poursuivaient les concurrents en justice
tout azimuth.
									","
											2002 traf sich eine Gruppe 
von Therapie-Aktivisten,
											um die frühe Entwicklung 
des Flugzeuges zu diskutieren.
											Die Brüder Wright hatten es 
Anfang des letzten Jahrhunderts
											zum ersten Mal geschafft,
											eines dieser Objekte 
zum Fliegen zu bringen.
											Sie hatten auch 
zahlreiche Patente
											für die grundlegenden Teile 
des Flugzeuges bekommen.
											Sie waren 
nicht die Einzigen.
											Es war eine übliche 
Vorgehensweise in der Industrie
											und derer, die Patente 
für Flugzeuge besaßen,
											diese erbittert 
zu verteidigen
											und Konkurrenten links 
und rechts zu verklagen.
									","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
"
","
","
","
","
","
","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
"
											Esto no fue nada bueno para el desarrollo
de la industria de la aviación
											y siguió así hasta que el gobierno de EE.UU.
											se interesó en aumentar
											su producción de aviones militares.
											Así que hubo algo de conflicto.
											El gobierno de EE.UU. decidió tomar acciones
											y forzó a los tenedores de estas patentes
											a que hicieran sus patentes disponibles
para compartir con otros
											para poder producir aviones.
									","
											Isto não era bom para a evolução 
da indústria da aviação.
											Ocorreu numa época
											em que o governo dos EUA 
estava interessado
											em acelerar a produção
de aviões militares.
											Havia assim um pequeno conflito.
											O governo dos EUA decidiu entrar em ação
											e forçou os detentores dessas patentes
											a disponibilizar as patentes,
a partilhá-las,
											para permitir a produção de aviões.
									","
											Bu aslında havacılık sanayisinin gelişimi için çok da iyi olmamıştı
											ve tam da o vakitler özellikle A.B.D. hükümeti
											askeri uçakların üretimlerine
											hız verilmesiyle ilgilenmekteydi.
											Bu yüzden bir miktar anlaşmazlıklar oldu.
											A.B.D. hükümeti harekete geçmeye karar verdi
											ve o patent sahiplerini
											patentlerini ulaşılabilir yapıp diğerleriyle paylaşmak ve böylece
											uçak üretiminin mümkün olmasını sağlamaları konusunda zorladı.
									","
											This actually wasn't so great for the development of the aviation industry,
											and this was at a time that in particular the U.S. government
											was interested in ramping up
											the production of military airplanes.
											So there was a bit of a conflict there.
											The U.S. government decided to take action,
											and forced those patent holders
											to make their patents available to share with others
											to enable the production of airplanes.
									","
											En fait, ce n’était pas très bon
pour le développement de l’industrie aéronautique,
											et c’était à un moment où le gouvernement américain
en particulier
											était intéressé à accélérer
											la production d'avions militaires.
											Il y avait donc là un petit problème.
											Le gouvernement américain a décidé d’agir,
											et a forcé les détenteurs de brevets
											à rendre leurs brevets disponibles à tous
											pour rendre possible la production d'avions.
									","
											Dies war an für sich nicht so gut für 
die Entwicklung der Flugzeugindustrie
											und es war zu einer Zeit, in 
der besonders die US-Regierung
											Interesse daran zeigte,
											die Produktion von 
Militärflugzeugen anlaufen zu lassen.
											Es gab also so etwas wie 
einen Konflikt in dieser Sache.
											Die US-Regierung 
beschloss zu handeln,
											und zwang 
die Patentinhaber
											ihre Patente für andere 
verfügbar zu machen,
											um die Flugzeugproduktion 
zu ermöglichen.
									","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
"
","
","
","
","
","
","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
"
											¿Y qué tiene que
											ver lo uno con lo otro?
									","
											O que é que isso
											tem a ver com isto?
									","
											Peki bütün bunların
											bununla ne ilgisi var?
									","
											So what has this
											got to do with this?
									","
											Quel est donc
											le rapport avec ça ?
									","
											Also was hat das
											damit zu tun?
									","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
"
","
","
","
","
","
","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
"
											En 2002, Nelson Otwoma,
un científico social keniano,
											descubrió que tenía VIH
y que necesitaba tratamiento.
											Le dijeron que no existía cura.
											El SIDA, oyó, era mortal
											y no existía tratamiento. Esto fue cuando
											el tratamiento existía en los países ricos.
											El SIDA se convirtió en una enfermedad crónica.
											Las personas aquí en Europa, y en Norteamérica,
											podían vivir con VIH, vidas sanas.
											No así Nelson. No era lo suficientemente rico
											ni su hijo de 3 años, a quien
más tarde se le descubrió
											VIH también.
									","
											Em 2002, Nelson Otwoma, 
um cientista social queniano,
											descobriu que tinha VIH
e precisava de tratamento.
											Disseram-lhe que não existia cura.
											Disseram-lhe que a sida era letal
											e não havia qualquer tratamento.
											Isto foi numa época em que 
havia tratamento nos países ricos.
											A sida tinha-se tornado 
numa doença crónica.
											Nos nossos países aqui na Europa 
e na América do Norte,
											as pessoas que tinham VIH
tinham uma vida saudável.
											Mas para Nelson não. 
Não era suficientemente rico.
											O mesmo acontecia 
com o seu filho de três anos,
											quando se descobriu, um ano depois, 
que também tinha VIH.
									","
											2002'de Nelson Otwoma, Kenyalı bir sosyal bilimci,
											kendisinde HIV olduğunu keşfetti ve tedaviye ulaşması gerekti.
											Kendisine bunun çaresinin olmadığı söylendi.
											AIDS, duyduğuna göre ölümcüldü
											ve tedavi sunulmuyordu. O zamanlar,
											tedavinin zengin ülkelerde var olduğu zamanlardı.
											AIDS kronik bir hastalık haline gelmişti.
											İnsanlar burada Avrupa'daki ülkelerimizde, Kuzey Amerika'da
											HIV ile sağlıklı hayatlar sürdürüyorlardı.
											Nelson içinse böyle değildi. Yeterince zengin değildi,
											ve üç yaşındaki oğlu için de durum aynıydı, onun da bir yıl sonra
											HIV olduğunu fark etmişti.
									","
											In 2002, Nelson Otwoma, a Kenyan social scientist,
											discovered he had HIV and needed access to treatment.
											He was told that a cure did not exist.
											AIDS, he heard, was lethal,
											and treatment was not offered. This was at a time
											that treatment actually existed in rich countries.
											AIDS had become a chronic disease.
											People in our countries here in Europe, in North America,
											were living with HIV, healthy lives.
											Not so for Nelson. He wasn't rich enough,
											and not so for his three-year-old son, who he discovered a year later
											also had HIV.
									","
											En 2002, Nelson Otwoma,
un chercheur kenyan en sciences sociales
											découvrit qu’il avait le VIH
et qu’il avait besoin de traitement.
											On lui a dit qu’il n’existait pas de traitement.
											Le SIDA, a-t-il entendu, était mortel,
											et aucun traitement n’existait.
A l’époque, en réalité,
											un traitement existait dans les pays riches.
											Le SIDA était devenu une maladie chronique.
											Les gens dans nos pays, ici en Europe,
en Amérique du nord,
											vivaient avec le VIH des vies saines.
											Pas pour Nelson. Il n’était pas assez riche,
											et pas non plus pour son son fils de 3 ans,
à qui on diagnostiqua l’année suivante
											le VIH.
									","
											2002 entdeckte Nelson Otwoma, 
ein kenianischer Sozialwissenschaftler,
											dass er HIV hatte und Zugang 
zu ärztlicher Versorgung benötigte.
											Ihm wurde gesagt, dass 
es kein Heilmittel gäbe.
											AIDS, wie er hörte, war tödlich
											und ärztliche Behandlung wurde nicht 
angeboten. Das war zu einer Zeit
											in der ärztliche Behandlung in 
reichen Ländern tatsächlich existierte.
											AIDS war zu einer 
chronischen Erkrankung geworden.
											Menschen in unseren Ländern, 
hier in Europa, in Nordamerika
											lebten mit HIV gesunde Leben.
											Jedoch nicht Nelson. 
Er war nicht reich genug
											und auch nicht sein 3-jähriger Sohn, 
welcher, wie er ein Jahr später erfuhr,
											auch HIV hatte.
									","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
"
","
","
","
","
","
","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
"
											Nelson decidió volverse
activista del tratamiento
											y unirse con otros grupos.
											En 2002 enfrentaron distintas batallas.
											Los precios de los antirretrovirales,
necesarios para tratar el HIV,
											costaban cerca de 12 000 dólares
por paciente al año.
											Las patentes de estas drogas pertenecían
											a varias farmacéuticas occidentales
											que no estaban necesariamente interesadas
											en hacerlas disponibles.
											Cuando tienes una patente,
puedes impedir
											a cualquiera hacerla,
desde producirla hasta hacer
											una versión de bajo costo, por ejemplo,
											disponible de estos medicamentos.
											Claramente esto condujo
a guerras de patentes
											por todo el mundo.
									","
											Nelson decidiu tornar-se num ativista 
da área de cuidados médicos
											e juntou-se a outros grupos.
											Em 2002, estavam a enfrentar 
uma batalha diferente.
											O preço dos ARV, as drogas necessárias 
para tratar o VIH,
											era de cerca de 12 mil dólares 
por ano, por paciente.
											As patentes destas drogas estavam na mão
											duma série de companhias 
farmacêuticas ocidentais
											que obviamente não estavam dispostas
											a disponibilizar essas patentes.
											Quando temos uma patente,
											podemos impedir que 
outro qualquer fabrique,
											produza ou disponibilize 
versões mais baratas
											desses medicamentos.
											Evidentemente isso levou 
a guerras de patentes
											que ocorreram por todo o globo.
									","
											Nelson bir tedavi eylemcisi olmaya
											ve diğer gruplara katılmaya karar verdi.
											2002'de farklı bir savaşla karşı karşıyaydılar.
											ARVler, yani HIV için gerekli olan ilaçlar
											hasta başına yıllık yaklaşık 12.000 dolar tutuyordu.
											Bu ilaçların patentleri ise
											bir grup Batılı ilaç firmasının elindeydi
											ve o onlar da bu patentleri ulaşılabilir
											yapmak konusunda pek de gönüllü değillerdi.
											Elinizde patent olduğu zaman, sizden dışınızdaki herkesi
											bu ilaçları yapmaktan, üretmekten veya
											daha az maliyetlisini üretmekten örneğin,
											alıkoyabilirsiniz.
											Şüphesiz bu patent savaşlarının
											tüm dünyada baş göstermesine sebep oldu.
									","
											Nelson decided to become a treatment activist
											and join up with other groups.
											In 2002, they were facing a different battle.
											Prices for ARVs, the drugs needed to treat HIV,
											cost about 12,000 [dollars] per patient per year.
											The patents on those drugs were held
											by a number of Western pharmaceutical companies
											that were not necessarily willing
											to make those patents available.
											When you have a patent, you can exclude
											anyone else from making, from producing or making
											low-cost versions, for example,
											available of those medications.
											Clearly this led to patent wars breaking out
											all over the globe.
									","
											Nelson décida de devenir un militant
pour l'accès aux traitements
											et de se joindre à d’autres groupes.
											En 2002, ils affrontaient un problème différent.
											Le prix des traitements antirétroviraux,
nécessaires pour lutter contre le VIH,
											était d'environ 12 000 [dollars] par patient
chaque année.
											Les brevets concernant ces médicaments
étaient détenus
											par un certain nombre de laboratoires
pharmaceutiques occidentaux
											qui ne souhaitaient pas forcément
											rendre ces brevets libres.
											Lorsque vous détenez un brevet,
vous pouvez empêcher
											quiconque de produire, ou de fabriquer
											les versions à bas-coût existantes
											de ces médicaments, par exemple.
											Cela conduisit évidemment à ce qu'éclatent
des guerres de brevets
											partout dans le monde.
									","
											Nelson entschied, ein 
Therapie-Aktivist zu werden
											und sich mit anderen 
Gruppen zusammenzutun.
											2002 wurden sie mit einem 
weiteren Problem konfrontiert.
											Preise für ARVs – Medikamente, die zur 
Behandlung von HIV benötigt werden –
											lagen für einen Patienten bei 
ca. 9.000 Euro pro Jahr.
											Die Patente für diese 
Medikamente gehörten
											einigen westlichen 
Pharmaunternehmen,
											welche nicht 
unbedingt willens waren,
											diese Patente 
zugänglich zu machen.
											Wenn man ein Patent 
besitzt, kann man andere
											von der Herstellung oder Produktion,
											von, zum Beispiel, 
günstigeren Varianten,
											die für diese Medikamente 
verfügbar sind, ausschließen.
											Dies führte ganz offensichtlich 
zum Ausbruch von Patentkriegen
											auf der ganzen Welt.
									","Pool medical patents, save lives",Ellen 't Hoen,11:16,"TEDx,collaboration,health,health care,history,invention,medicine,science,open-source,medical research,pharmaceuticals,AIDS,disease,HIV,pandemic,illness,business,bioethics,public health,morality,society,social change,activism"
