en,es,title,speaker,duration,tags
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
											Twenty years ago,
											when I was a barrister
and human rights lawyer
											in full-time legal practice in London,
											and the highest court in the land
											still convened, some would say
by an accident of history,
											in this building here,
											I met a young man
who had just quit his job
											in the British Foreign Office.
											When I asked him, ""Why did you leave,""
											he told me this story.
									","
											Hace veinte años,
											cuando era abogado
y abogado de derechos humanos
											en práctica jurídica
de jornada completa en Inglaterra,
											y el tribunal máximo del país
											aún se reunía, algunos dirían
debido a un accidente en la historia,
											en este edificio,
											conocí a un hombre que
acababa de renunciar a su trabajo
											en el Ministerio de Asuntos Exteriores.
											Cuando le pregunté 
""¿Por qué renunciaste?"",
											me contó esta historia.
									",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
											He had gone to his boss
one morning and said,
											""Let's do something
about human rights abuses in China.""
											And his boss had replied,
											""We can't do anything
about human rights abuses in China
											because we have
trade relations with China.""
									","
											Había ido a ver a su jefe
una mañana y le dijo,
											""Hagamos algo sobre el abuso
de los derechos humanos en China"".
											Y su jefe respondió:
											""No podemos hacer nada
sobre los abusos en China
											porque tenemos
relaciones comerciales con China"".
									",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
											So my friend went away
with his tail between his legs,
											and six months later,
he returned again to his boss,
											and he said this time,
											""Let's do something
about human rights in Burma,""
											as it was then called.
									","
											Así pues mi amigo se retiró
muy avergonzado,
											y seis meses después,
volvió a hablar con su jefe
											y esta vez dijo:
											""Hagamos algo sobre
los derechos humanos en Birmania"",
											como se llamaba entonces.
									",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
											His boss once again paused
											and said, ""Oh, but we can't
do anything about human rights in Burma
											because we don't have
any trade relations with Burma.""
									","
											Su jefe de nuevo hizo
una pausa, y dijo,
											""Oh, pero no podemos hacer nada
sobre los derechos humanos en Birmania
											porque no tenemos relaciones
comerciales en Birmania"".
									",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
											(Laughter)
									","
											(Risas)
									",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
											This was the moment
he knew he had to leave.
											It wasn't just the hypocrisy
that got to him.
											It was the unwillingness of his government
											to engage in conflict
with other governments,
											in tense discussions,
											all the while, innocent people
were being harmed.
									","
											Fue el momento en que
supo que tenía que renunciar.
											No fue solo la hipocresía 
lo que le molestó,
											sino el rechazo de su gobierno
											de entrar en conflicto
con otros gobiernos,
											en discusiones tensas,
											mientras que tanta gente
inocente era perjudicada.
									",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
											We are constantly told
											that conflict is bad
											that compromise is good;
											that conflict is bad
											but consensus is good;
											that conflict is bad
											and collaboration is good.
											But in my view,
											that's far too simple
a vision of the world.
											We cannot know
											whether conflict is bad
											unless we know who is fighting,
											why they are fighting
											and how they are fighting.
											And compromises can be thoroughly rotten
											if they harm people
who are not at the table,
											people who are vulnerable, disempowered,
											people whom we have
an obligation to protect.
									","
											Constantemente se nos dice
											que el conflicto es malo,
											que el mutuo acuerdo es bueno;
											que el conflicto es malo,
											pero el consenso es bueno;
											que el conflicto es malo,
											y la colaboración es buena.
											Pero en mi opinión,
											esto es una visión
muy simple del mundo.
											No podemos saber
											si el conflicto es malo
											a no ser que sepamos
quiénes son los que combaten,
											por qué están combatiendo
											y cómo están combatiendo.
											Y los mutuos acuerdos
pueden ser terribles,
											si dañan a la gente que no 
participa en el acuerdo,
											gente vulnerable, sin poder,
											a quienes tenemos la 
obligación de proteger.
									",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
											Now, you might be
somewhat skeptical of a lawyer
											arguing about the benefits of conflict
											and creating problems for compromise,
											but I did also qualify as a mediator,
											and these days, I spend my time
giving talks about ethics for free.
											So as my bank manager likes to remind me,
I'm downwardly mobile.
											But if you accept my argument,
											it should change not just the way
we lead our personal lives,
											which I wish to put
to one side for the moment,
											but it will change the way
we think about major problems
											of public health and the environment.
											Let me explain.
									","
											Es posible que se muestren escépticos
											al escuchar a un abogado
sobre los beneficios que trae
											el conflicto y los problemas
que crea el mutuo acuerdo,
											pero también califiqué
como mediador,
											y hoy en día dedico mi tiempo
a dar charlas de ética pro bono.
											Como el gerente de mi banco me recuerda,
soy de movilidad social descendente.
											Pero si aceptan mi argumento,
											debería de cambian no
solo cómo llevamos nuestras vidas,
											lo cual quiero poner
a un lado por un momento,
											sino también cambiar lo que
pensamos sobre los grandes problemas
											de salud pública y medio ambiente.
											Me explico.
									",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
											Every middle schooler
in the United States,
											my 12-year-old daughter included,
											learns that there are
three branches of government,
											the legislative, the executive
and the judicial branch.
											James Madison wrote,
											""If there is any principle
more sacred in our Constitution,
											and indeed in any free constitution,
											than any other,
											it is that which separates
											the legislative, the executive
and the judicial powers.""
											Now, the framers were not just concerned
											about the concentration
and exercise of power.
											They also understood
the perils of influence.
											Judges cannot determine
the constitutionality of laws
											if they participate in making those laws,
											nor can they hold the other branches
of government accountable
											if they collaborate with them
											or enter into close
relationships with them.
											The Constitution is,
as one famous scholar put it,
											""an invitation to struggle.""
											And we the people are served
											when those branches do, indeed,
struggle with each other.
									","
											Cada uno de los estudiantes
de secundaria en EE. UU.,
											e incluyo a mi hija de 12 años,
											aprende que hay
3 ramas de gobierno:
											el legislativo, el ejecutivo,
y el judicial.
											James Madison escribió,
											""Si hay un principio más 
sagrado en nuestra Constitución
											o en cualquier constitución libre,
si a esas vamos,
											que ningún otro,
											es el de la separación
de los poderes
											el legislativo, el ejecutivo,
y el judicial"".
											A los redactores no solo les preocupaba
											la concentración y
uso del poder.
											También consideraron
los riesgos de la influencia.
											Los jueces no pueden determinar
la constitucionalidad de las leyes
											si participan en la creación
de esas leyes,
											y tampoco pueden responsabilizar
a los otros poderes del gobierno
											si colaboran con ellos
											o mantienen una
relación estrecha con ellos.
											La Constitución, de acuerdo
con un académico famoso,
											es ""una invitación al conflicto"".
											Y nosotros el pueblo
nos favorecemos
											cuando esos poderes, realmente,
discrepan entre ellos.
									",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
"
","
",In praise of conflict,Jonathan Marks,14:56,"government,success,business,collaboration,public health,economics,humanity,environment,capitalism,TEDx,climate change,global development,health,global issues,health care,investment,leadership,pollution,policy,social change"
