es,en,fr,de,title,speaker,duration,tags
"
","
","
","
",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
"
											Bien, ahora vamos a las Bahamas a conocer
											un grupo notable de delfines
con los que he estado trabajando
											en su hábitat durante
los últimos 28 años.
									","
											Well, now we're going to the Bahamas to meet
											a remarkable group of dolphins that I've been working with
											in the wild for the last 28 years.
									","
											On va partir pour les Bahamas 
et y rencontrer
											un groupe remarquable de dauphins
avec lesquels je travaille
											dans leur environnement naturel 
depuis 28 ans.
									","
											Machen wir uns auf den Weg 
zu den Bahamas,
											um dort eine bemerkenswerte Gruppe 
freilebender Delfine zu treffen,
											mit denen ich seit 28 Jahren zusammenarbeite.
									",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
"
","
","
","
",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
"
											Me interesé en los delfines
debido a sus grandes cerebros
											y en lo que podrían estar haciendo
con todo ese poder mental
											en la naturaleza.
											Sabemos que usan parte de ese poder mental
											simplemente para vivir vidas complicadas,
											pero, ¿qué sabemos realmente sobre la inteligencia de los delfines?
									","
											Now I'm interested in dolphins because of their large brains
											and what they might be doing with all that brainpower
											in the wild.
											And we know they use some of that brainpower
											for just living complicated lives,
											but what do we really know about dolphin intelligence?
									","
											Je m'intéresse aux dauphins 
à cause de leur gros cerveau
											et de ce qu'ils peuvent bien faire 
de toute cette matière grise
											quand ils sont à l'état sauvage.
											On sait qu'ils utilisent 
en partie cette intelligence
											pour avoir une vie compliquée, 
tout simplement,
											mais en vrai, que savons-nous 
sur l'intelligence des dauphins ?
									","
											Ich interessiere mich für Delfine 
wegen ihrer großen Gehirne,
											und was sie
mit all dieser Intelligenz
											wohl in der Wildnis so anfangen.
											Wir wissen, dass sie einen Teil
dieser Intelligenz nutzen,
											um ein kompliziertes Leben zu führen,
											aber was wissen wir wirklich 
über den Intellekt von Delfinen?
									",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
"
","
","
","
",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
"
											Bien, sabemos algunas cosas.
											Sabemos que su cociente del cerebro y el cuerpo,
											que es una medida física de la inteligencia,
											es el segundo,
solo detrás de los seres humanos.
											Cognitivamente, entienden
											idiomas creados artificialmente.
											Y pasan exámenes de auto reconocimiento
en los espejos.
											Y en algunas partes del mundo, usan herramientas,
											como esponjas para cazar peces.
											Pero queda una gran pregunta:
											¿Tienen un idioma y, en caso afirmativo,
											de qué hablan?
									","
											Well, we know a few things.
											We know that their brain-to-body ratio,
											which is a physical measure of intelligence,
											is second only to humans.
											Cognitively, they can understand
											artificially-created languages.
											And they pass self-awareness tests in mirrors.
											And in some parts of the world, they use tools,
											like sponges to hunt fish.
											But there's one big question left:
											do they have a language, and if so,
											what are they talking about?
									","
											Eh bien,
on sait quelques petites choses.
											On sait que leur rapport cerveau / corps,
											qui est une mesure physique 
de l'intelligence,
											arrive en 2ème position, 
après celui des êtres humains.
											D'un point de vue cognitif, 
ils peuvent comprendre
											des langages créés
artificiellement.
											Ils réussissent le test du miroir,
ils ont donc conscience d'eux-mêmes.
											Et dans certaines régions du monde, 
ils utilisent des outils,
											comme des éponges 
pour chasser les poissons.
											Mais il reste 
une question majeure :
											ont-ils un langage, 
et si oui,
											que se racontent-ils ?
									","
											Wir wissen ein paar Dinge.
											So steht das Verhältnis von Gehirn zu Körper,
											eine physische Art der Intelligenzmessung,
											nur dem des Menschen nach.
											Kognitiv können sie
											künstlich erzeugte Sprachen verstehen.
											Und sie erkennen sich selbst in Spiegeltests.
											In einigen Erdteilen setzen sie Werkzeuge ein,
											etwa Schwämme zur Fischjagd.
											Doch eine große Frage bleibt:
											Haben sie eine Sprache, und wenn ja,
											worüber reden sie?
									",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
"
","
","
","
",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
"
											Así que hace décadas, no años, atrás,
											me puse a buscar un lugar en el mundo
											donde pudiera observar
delfines bajo el agua
											para tratar de descifrar
el código de su sistema de comunicación.
											En casi todo el mundo,
el agua es bastante turbia,
											por lo que es muy difícil
observar animales bajo el agua,
											pero encontré una comunidad
de delfines que viven
											en estos hermosos arenales, de aguas
claras y poco profundas de las Bahamas
											que está justo al este de la Florida.
											Y pasan su día 
descansando y socializando
											en la seguridad de las aguas poco profundas,
pero por la noche,
											van fuera del límite y
cazan en aguas profundas.
									","
											So decades ago, not years ago,
											I set out to find a place in the world
											where I could observe dolphins underwater
											to try to crack the code of their communication system.
											Now in most parts of the world, the water's pretty murky,
											so it's very hard to observe animals underwater,
											but I found a community of dolphins that live
											in these beautiful, clear, shallow sandbanks of the Bahamas
											which are just east of Florida.
											And they spend their daytime resting and socializing
											in the safety of the shallows, but at night,
											they go off the edge and hunt in deep water.
									","
											Il y a plusieurs dizaines d'années,
comme le temps passe,
											je me suis mise à la recherche 
d'un endroit dans le monde
											où je pourrais pratiquer 
une observation sous-marine des dauphins
											pour essayer de décrypter
leur code de communication.
											Dans la plupart des régions,
les eaux sont assez troubles,
											l'observation sous-marine 
y est donc difficile,
											mais j'ai trouvé une communauté 
de dauphins qui vit
											sur ces bancs de sable, superbes,
clairs et peu profonds des Bahamas
											à l'est de la Floride.
											Ils passent la journée
à se reposer et à socialiser
											en sécurité sur les hauts-fonds,
mais la nuit tombée,
											ils quittent cette zone pour aller 
chasser en eaux profondes.
									","
											Vor Jahrzehnten, nicht Jahren also,
											machte ich mich auf, einen Ort zu finden,
											wo ich Delfine unter Wasser 
beobachten konnte,
											um den Code im System
ihrer Kommunikation zu knacken.
											In den meisten Teilen der Welt 
ist das Wasser recht trübe,
											die Unterwasserbeobachtung ist also schwierig,
											aber ich fand eine Gruppe Delfine,
											die in diesen schönen, klaren, 
flachen Sandbänken der Bahamas
											östlich von Florida leben.
											Sie verbringen ihre Tage 
ruhend im Kreis der Gruppe
											in der Sicherheit der seichten Gewässer, 
doch des Nachts
											dringen sie zur Jagd in tieferes Wasser vor.
									",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
"
","
","
","
",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
"
											Bien, no es un mal lugar
para ser un investigador tampoco.
											Así que fuimos cerca
de cinco meses cada verano
											en un catamarán de 20 metros
y vivimos, dormimos y trabajamos
											en el mar durante semanas por vez.
											Mi herramienta principal es
un video submarino con un hidrófono
											que es un micrófono submarino,
y así es como
											puedo correlacionar el sonido y el comportamiento.
											La mayor parte de nuestro
trabajo era no invasivo.
											Tratamos de seguir la etiqueta delfín
mientras estamos en el agua,
											puesto que realmente les
estamos observando físicamente en el agua.
											Bien, los delfines manchados
del Atlántico son una especie muy agradable
											para trabajar por un par de razones.
											Nacen sin manchas, y las van
adquiriendo con la edad,
											y pasan por fases de
desarrollo muy distintas,
											así que es divertido realizar
un seguimiento de su comportamiento.
											Y por la edad de 15 años, están
completamente manchados de blanco y negro.
									","
											Now, it's not a bad place to be a researcher, either.
											So we go out for about five months every summer
											in a 20-meter catamaran, and we live, sleep and work
											at sea for weeks at a time.
											My main tool is an underwater video with a hydrophone,
											which is an underwater microphone, and this is so
											I can correlate sound and behavior.
											And most of our work's pretty non-invasive.
											We try to follow dolphin etiquette while we're in the water,
											since we're actually observing them physically in the water.
											Now, Atlantic spotted dolphins are a really nice species
											to work with for a couple of reasons.
											They're born without spots, and they get spots with age,
											and they go through pretty distinct developmental phases,
											so that's fun to track their behavior.
											And by about the age of 15, they're fully spotted black and white.
									","
											Comme lieu de recherches,
on peut tomber plus mal.
											Chaque été,
on y passe à peu près 5 mois
											sur un catamaran de 20 mètres ; 
on vit, on dort, on travaille
											à bord pendant 
des semaines d'affilée.
											Mon outil de base est une caméra sous-marine 
équipée d'un hydrophone,
											c'est un micro sous-marin 
et je l'utilise
											pour établir une corrélation 
entre les sons et les comportements.
											La plupart du temps,
nos procédures sont non-invasives.
											On essaie de se plier à leurs convenances
quand on est dans l'eau,
											puisque de fait, on est dans l'eau 
pour les observer physiquement.
											Il est très agréable de travailler avec 
le dauphin tacheté de l'Atlantique
											pour plusieurs raisons.
											Ils naissent sans tache,
ils deviennent tachetés avec l'âge
											et traversent des périodes 
de développement bien distinctes
											si bien que c'est amusant 
de suivre à la trace leur comportement.
											Vers 15 ans, ils sont complètement 
tachetés noir et blanc.
									","
											Es ist sicherlich kein schlechter Ort, 
um Forschungen durchzuführen.
											Etwa fünf Monate jeden Sommer fahren wir
											in einem 20m-Katamaran raus 
und leben, schlafen und arbeiten
											wochenlang auf See.
											Mein wichtigstes Werkzeug 
ist eine Unterwasserkamera
											mit Unterwassermikrofon, so dass ich
											Geräusche mit Verhalten abstimmen kann.
											Unserer Arbeit ist meistens nicht-invasiv.
											Im Wasser versuchen wir 
die Delfin-Etikette zu befolgen,
											da wir sie tatsächlich 
physisch im Wasser beobachten.
											Atlantische Fleckendelfine 
sind aus mehreren Gründen
											eine tolle Spezies für die Zusammenarbeit.
											Sie bekommen ihre Flecken
erst mit zunehmendem Alter
											und durchschreiten sehr 
charakteristische Entwicklungsphasen,
											es macht also Spaß, 
ihr Verhalten zu erforschen.
											Und wenn sie ungefähr 15 sind,
sind sie komplett schwarz-weiß gefleckt.
									",Could we speak the language of dolphins?,Denise Herzing,14:38,"animals,biology,communication,language,oceans,science,brain,neuroscience,speech,cognitive science,intelligence,computers"
