en,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
											In India, we have these huge families.
											I bet a lot of you all
must have heard about it.
											Which means that there are
a lot of family events.
											So as a child, my parents
used to drag me to these family events.
									","
											En India tenemos grandes familias.
											Apuesto a que muchos de Uds.
han oído hablar de eso.
											Significa que hay gran cantidad 
de eventos familiares.
											De niño, mis padres solían arrastrarme 
a estos eventos familiares.
									","
											Na Índia, temos famílias enormes.
											Muitos de vocês
já devem ter ouvido falar sobre isso.
											O que significa muitos eventos familiares.
											Em criança, os meus pais
arrastavam-me para estes eventos.
									","
											Hindistan'da büyük ailelerimiz var.
											Eminim birçoğunuz bunu duymuştur.
											Ki bu birçok aile toplanması demek.
											Dolayısıyla çocukken ebeveynlerim beni 
bu aile toplanmalarına sürüklerdi.
									","
											In Indien leben wir in Großfamilien.
											Das wissen Sie wahrscheinlich schon.
											Darum gibt es sehr viele Familienfeste.
											Als Kind schleppten mich meine Eltern
immer zu solchen Familienfeiern.
									",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
","
","
","
","
",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
											But the one thing
that I always looked forward to
											was playing around with my cousins.
											And there was always this one uncle
											who used to be there,
											always ready, jumping around with us,
											having games for us,
											making us kids have the time of our lives.
											This man was extremely successful:
											he was confident and powerful.
											But then I saw this hale and hearty person
deteriorate in health.
											He was diagnosed with Parkinson's.
									","
											Pero lo único que yo siempre esperaba
											era jugar con mis primos.
											Y siempre estaba ese tío
											que solía estar allí,
											siempre dispuesto a saltar
											y a jugar con nosotros,
											haciendo que pasáramos 
grandes momentos.
											Este hombre tenía mucho éxito:
											mostraba confianza y poder.
											Pero luego vino el deterioro de salud
de esta persona sana y robusta.
											Le diagnosticaron Parkinson.
									","
											Mas a única coisa
pela qual eu ansiava
											era brincar com os meus primos.
											E havia sempre este tio
											que costumava lá estar,
											sempre pronto para brincar connosco,
											para jogar connosco,
											dava-nos os melhores dias
da nossa vida.
											Ele era extremamente bem sucedido:
											era confiante e poderoso.
											Mas depois vi a saúde desta pessoa
sadia e amável deteriorar-se.
											Foi diagnosticado
com a doença de Parkinson.
									","
											Fakat dört gözle beklediğim tek şey
											kuzenlerimle oynamaktı.
											Ve her zaman orada amcalarımdan biri,
											orada olmaya alışkın,
											her zaman hazır, bizimle zıplayan,
											bizim için oyunları olan,
											biz çocuklara
unutamayacağımız zamanlar yaşatan.
											Bu adam son derece başarılı,
											öz güvenli ve güçlüydü.
											Fakat sonra bu zinde ve kuvvetli kişinin
sağlığının bozulduğunu gördüm.
											Parkinson tanısı konulmuştu.
									","
											Ich freute mich darauf,
mit meinen Cousins herumzutollen.
											Mein Onkel war auch immer dabei.
											Er war immer bereit, 
mit uns herumzuspringen,
											hatte Spiele für uns parat
											und bescherte uns Kindern
eine schöne Zeit.
											Dieser Mann war äußerst erfolgreich.
											Er war selbstbewusst und stark.
											Doch dann sah ich, wie dieser 
herzliche Mann gesundheitlich abbaute.
											Er hatte Parkinson.
									",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
","
","
","
","
",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
											Parkinson's is a disease that causes
degeneration of the nervous system,
											which means that this person
who used to be independent
											suddenly finds tasks like drinking coffee,
because of tremors, much more difficult.
											My uncle started using a walker to walk,
											and to take a turn,
											he literally had to take
one step at a time, like this,
											and it took forever.
											So this person, who used to be
the center of attention
											in every family gathering,
											was suddenly hiding behind people.
											He was hiding from the pitiful look
in people's eyes.
									","
											El Parkinson es una enfermedad que causa
degeneración del sistema nervioso,
											es decir, que a esta persona
que solía ser independiente
											de repente le resultan difícil tareas 
como beber café debido a los temblores.
											Mi tío empezó a usar 
andador para caminar,
											y para dar un giro
											literalmente tenía que dar
de a un paso a la vez, así,
											y demoraba mucho tiempo.
											Esta persona que solía ser
el centro de atención
											en las reuniones familiares,
											de repente se escondía entre la gente.
											Se escondía de la mirada lastimosa
en los ojos de las personas.
									","
											Parkinson é uma doença que causa
a degeneração do sistema nervoso,
											o que significa que, para esta pessoa,
outrora independente.
											coisas como beber café,
de repente,
											passam a ser muito difíceis
devido aos tremores.
											O meu tio começou a usar um andarilho,
											e para se virar,
											tinha, literalmente, de dar 
um passo de cada vez, assim,
											o que demorava séculos.
											Então esta pessoa, que costumava
ser o centro das atenções
											em todos os eventos familiares,
											passou a esconder-se atrás dos outros.
											Escondia-se dos olhares 
de pena das pessoas.
									","
											Parkinson sinir sisteminin bozulmasına 
sebep olan bir hastalık,
											yani öncesinde bağımsız olan bu kişi
											aniden kahve içmek gibi işleri titremeleri
yüzünden çok daha zor yapabiliyor.
											Amcam yürümek için 
yürüteç kullanmaya başlamıştı
											ve bir köşeyi dönmek için,
											gerçek manada adımını teker teker
atmak zorundaydı, böyle,
											ve çok uzun sürüyordu.
											Böylece önceden her aile toplanmasında
											ilgi odağı olan bu insan,
											aniden insanların arkasına saklanıyordu.
											İnsanların gözündeki
acıma dolu bakışlardan saklanıyordu.
									","
											Parkinson ist eine Krankheit, 
die das Nervensystem degeneriert.
											Für einen Menschen, 
der immer unabhängig war,
											wird plötzlich sogar Kaffee trinken 
aufgrund des Zitterns zum Problem.
											Mein Onkel fing an, 
eine Gehhilfe zu benutzen.
											Um eine Kurve zu machen,
											musste er buchstäblich einen Schritt 
nach dem anderen machen,
											was ewig dauerte.
											Dieser Mensch, 
der auf allen Familienfeiern
											im Mittelpunkt stand,
											versteckte sich plötzlich
hinter anderen Leuten.
											Er versteckte sich vor den
mitleidigen Blicken der anderen.
									",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
","
","
","
","
",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
											And he's not the only one in the world.
											Every year, 60,000 people
are newly diagnosed with Parkinson's,
											and this number is only rising.
											As designers, we dream that our designs
solve these multifaceted problems,
											one solution that solves it all,
											but it need not always be like that.
											You can also target simple problems
											and create small solutions for them
and eventually make a big impact.
											So my aim here was
to not cure Parkinson's,
											but to make their everyday tasks
much more simple,
											and then make an impact.
									","
											Y no está solo en el mundo.
											Cada año hay 60 000 personas 
diagnosticadas con Parkinson,
											y este número solo va en aumento.
											Como diseñadores, soñamos que nuestros
diseños resuelvan problemas múltiples,
											una solución que resuelva todo,
											pero no siempre tiene que ser así.
											Pueden abordarse problemas simples
											con pequeñas soluciones y, finalmente, 
generar un gran impacto.
											Mi objetivo no fue curar su Parkinson,
											sino simplificar sus tareas cotidianas,
											y luego logar un impacto.
									","
											E ele não é caso único no mundo.
											Todos os anos, 60 000 pessoas
são diagnosticadas com Parkinson,
											e este número está a aumentar.
											Como ""designers"", sonhamos em
resolver estes problemas multifacetados,
											uma solução para resolver tudo,
											mas não tem de ser sempre assim.
											Podemos focar-nos em problemas simples
											e criar pequenas soluções
e eventualmente causar grande impacto.
											O meu objetivo não era encontrar 
a cura para a doença de Parkinson,
											mas sim tornar as tarefas diárias
muito mais simples,
											e então causar impacto.
									","
											Ve kendisi dünyadaki tek örnek değil.
											Her yıl, 60.000 kişi 
Parkinson tanısı alıyor
											ve bu sayı sadece artmakta.
											Tasarımcılar olarak, tasarımlarımızın çok
yönlü problemleri çözmesini hayal ederiz.
											her şeyi çözen tek bir çözüm,
											fakat her zaman böyle olmak zorunda değil.
											Kolay problemleri de hedefleyebilir
											ve onlar için küçük çözümler üreterek
sonunda büyük bir etki yapabilirsiniz.
											Yani benim buradaki hedefim
Parkinson'a çare bulmak değil,
											onların günlük işlerini
daha kolay hale getirmek
											ve böylece bir etki yaratmak.
									","
											Dabei ist er nicht allein.
											Jedes Jahr werden 60 000 Menschen
mit Parkinson diagnostiziert —
											Anzahl steigend.
											Als Designer sollen unsere Designs
diese vielschichtigen Probleme lösen.
											Wir träumen von der 
einen Lösung, die alles löst,
											aber es kann auch anders verlaufen.
											Man kann auch einfache Probleme anpeilen
											und kleine Lösungen 
mit großer Wirkung erzielen.
											Mein Ziel war nicht Parkinson zu heilen,
											sondern den Alltag
der Kranken zu erleichtern
											und so etwas zu bewirken.
									",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
","
","
","
","
",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
											Well, the first thing I targeted
was tremors, right?
											My uncle told me that he had stopped
drinking coffee or tea in public
											just out of embarrassment,
											so, well, I designed the no-spill cup.
											It works just purely on its form.
											The curve on top deflects the liquid
back inside every time they have tremors,
											and this keeps the liquid inside
compared to a normal cup.
											But the key here is that it is not tagged
as a Parkinson's patient product.
											It looks like a cup that could be used
by you, me, any clumsy person,
											and that makes it much more comforting
for them to use, to blend in.
											So, well, one problem solved,
											many more to go.
									","
											Bueno, primero me centré 
en los temblores, ¿sí?
											Mi tío me dijo que había dejado
de beber café o té en público
											por vergüenza,
											por eso, bueno, diseñé 
la taza antiderrame.
											Funciona gracias a su forma.
											La curva superior desvía el líquido
hacia adentro en cada temblor,
											y eso mantiene el líquido dentro
en contraste con una taza normal.
											Lo importante aquí es que no es solo
un producto para pacientes de Parkinson.
											Parece una taza para ser usada por 
Uds., o yo, o cualquier persona torpe,
											y eso la hace más cómoda de usar,
y pasar desapercibida.
											Bueno, un problema resuelto,
											y mucho más por delante.
									","
											Bem, o primeiro problema
são os tremores, certo?
											O meu tio disse-me que tinha deixado
de beber café e chá em público
											por vergonha,
											então, desenhei um copo anti-derrames.
											Funciona apenas com base na sua forma.
											A curva no topo desvia o líquido
para dentro, quando ele tem tremores.
											Assim, o líquido nunca sai
ao contrário de um copo normal.
											Mas o importante é não classificar isto
como um produto para doentes de Parkinson
											Parece um copo que pode ser usado
por mim, por vocês ou alguém desajeitado.
											Torna-se reconfortante para eles, 
passam despercebidos.
											Bom, um problema resolvido,
											faltam ainda muitos mais.
									","
											Ve hedefimdeki ilk şey titremelerdi.
											Amcam bana topluluk içinde 
kahve veya çay içmeyi bıraktığını söyledi,
											sadece utandığından dolayı.
											Bu yüzden, ben de
dökülme karşıtı bardağı tasarladım.
											Tamamen biçimi ile etkisini gösteriyor.
											Her titremeleri olduğunda üst kısımdaki 
kavis ,sıvıyı tekrar içeri döndürüyor,
											bu da normal bir bardağa göre 
sıvıyı daha fazla içeride tutuyor.
											Fakat buradaki kilit nokta bunun Parkinson
hastası ürünü olarak adlandırılmaması.
											Senin, benim, herhangi sakar insanın
kullanabileceği bir kupa gibi görünüyor
											ve onların kullanması, aramıza karışması
için daha rahatlatıcı hale getiriyor.
											Böylece bir problem çözüldü,
											daha niceleri sırada.
									","
											Zuerst widmete ich mich dem Zittern.
											Mein Onkel hatte es aufgegeben, 
öffentlich Kaffee oder Tee zu trinken,
											aus Scham.
											Da entwarf ich die ""Nichtklecker""-Tasse.
											Sie funktioniert wegen ihrer Form.
											Die Kurve an der Spitze leitet die
Flüssigkeit bei jedem Zittern zurück
											und sie behält die Flüssigkeit
im Gegensatz zu anderen Tassen drin.
											Der Clou dabei ist:
											Dieses Produkt ist nicht
als Parkinson-Produkt gekennzeichnet.
											Die Tasse sieht aus, als könne sie 
von jedem benutzt werden
											und das macht sie liebenswerter.
											Ein Problem wäre gelöst,
											aber es gibt noch viele.
									",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
"
","
","
","
","
",Simple hacks for life with Parkinson's,Mileha Soneji,6:57,"creativity,empathy,curiosity,design,family,illusion,invention,india,mobility,product design,innovation,motivation,TEDx,simplicity"
