en,es,fr,de,title,speaker,duration,tags
"
","
","
","
",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
"
											When I think about dreams,
											like many of you,
											I think about this picture.
											I was eight when I watched Neil Armstrong
											step off the Lunar Module
onto the surface of the Moon.
											I had never seen anything like it before,
											and I've never seen
anything like it since.
									","
											Cuando pienso en los sueños,
											como muchos de Uds.,
											pienso en esta imagen.
											Tenía ocho años
cuando vi a Neil Armstrong
											bajar del módulo lunar
a la superficie de la luna.
											Nunca había visto algo así antes
											y nunca he visto
nada igual desde entonces.
									","
											Quand je pense à mes rêves,
											comme beaucoup d'entre vous,
											je pense à cette image.
											J'avais 8 ans quand j'ai vu Neil Armstrong
											sortir du Module Lunaire et
poser le pied sur la Lune.
											Je n'avais jamais rien vu de tel
auparavant,
											et je n'ai rien vu de comparable depuis.
									","
											Wenn ich an Träume denke,
											wie so viele von Ihnen,
											denke ich an dieses Bild.
											Ich war acht, als ich im Fernsehen sah
wie Neil Armstrong
											aus der Mondlandefähre
auf den Mond herabstieg.
											Ich hatte so etwas noch nie zuvor gesehen,
											und ich habe danach 
auch nie wieder so etwas gesehen.
									",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
"
","
","
","
",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
"
											We got to the Moon for one simple reason:
											John Kennedy committed us to a deadline.
											And in the absence of that deadline,
											we would still be dreaming about it.
											Leonard Bernstein said two things
are necessary for great achievement:
											a plan and not quite enough time.
									","
											Llegamos a la luna por una sencilla razón:
											John Kennedy nos puso una fecha límite.
											Sin esa fecha límite,
											todavía estaríamos pensándolo.
											Leonard Bernstein dijo que se requieren
dos cosas para un gran logro:
											un plan y falta de tiempo.
									","
											Nous sommes allés sur la Lune pour
une seule raison :
											John Kennedy s'était engagé à le faire.
											Et sans cet engagement,
											nous serions toujours en train d'en rêver.
											Léonard Bernstein disait qu'il faut deux
choses pour faire un grand succès :
											un plan, et pas assez de temps
pour le réaliser.
									","
											Wir erreichten den Mond
aus einem einfachen Grund:
											John Kennedy setzte uns eine Frist.
											Hätte es diese Frist nicht gegeben,
											würden wir immer noch davon träumen.
											Leonard Bernstein sagte, zwei Dinge
seien wichtig für große Erfolge:
											ein Plan und nicht genug Zeit,
um ihn umzusetzen.
									",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
"
","
","
","
",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
"
","
","
","
",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
"
											Deadlines and commitments
											are the great and fading
lessons of Apollo.
											And they are what give the word
""moonshot"" its meaning.
											And our world is in desperate need
of political leaders
											willing to set bold deadlines
											for the achievement of daring dreams
on the scale of Apollo again.
									","
											Los plazos y los compromisos
											son las lecciones clave aprendidas
gracias a la misión Apollo
											que dan sentido a la frase
""sueño lunar"".
											El mundo necesita desesperadamente
líderes políticos
											dispuestos a proponer metas audaces
											para llevar a cabo una vez más
sueños osados como el Apollo.
									","
											Les échéances et les engagements
											sont les leçons essentielles
tirées d'Apollo.
											Ce sont elles qui donnent son sens
à l'expression « viser la lune ».
											Notre monde a désespérément besoin de
leaders politiques
											désireux de poser des objectifs ambitieux
											pour réaliser de grands rêves,
à l'échelle de ce qu'était Apollo.
									","
											Fristen und Verpflichtungen
											sind die großen und vergänglichen 
Lektionen von Apollo.
											Diese geben dem Wort 
""Mondflug"" seine Bedeutung.
											Unsere Welt braucht dringend
politische Führer,
											die bereit sind mutige Fristen zu setzen,
											um kühne Träume in der Größenordnung
von Apollo erneut zu erreichen.
									",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
"
","
","
","
",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
"
											When I think about dreams,
											I think about the drag queens
of LA and Stonewall
											and millions of other people
risking everything
											to come out when that
was really dangerous,
											and of this picture of the White House
lit up in rainbow colors,
											yes —
									","
											Cuando pienso en los sueños,
											pienso en las drag queens
de Los Ángeles y Stonewall
											y en millones de otras personas
que arriesgaron todo
											por salir del armario cuando eso
era realmente muy peligroso,
											por esto, esta imagen de la Casa Blanca
iluminada con los colores del arcoíris,
											sí...
									","
											Quand je pense à nos rêves,
											je pense aux drag queens
de Los Angeles et Stonewall
											et aux millions d'autres gens
qui ont tout risqué
											en faisant leur « coming out » à un moment
où c'était vraiment dangereux,
											et à cette image de la Maison Blanche
éclairée aux couleurs de l'arc-en-ciel,
											oui —
									","
											Wenn ich über Träume nachdenke,
											denke ich an die Drag-Queens 
von LA und Stonewall
											und Millionen andere Menschen,
die alles riskiert haben,
											um sich zu outen,
als das sehr gefährlich war.
											Und an jenes Bild des in Regenbogenfarben
erleuchteten Weißen Hauses,
											ja ...
									",The dream we haven't dared to dream,Dan Pallotta,11:56,"activism,communication,community,big problems,collaboration,empathy,identity,personal growth,potential,self,social change,society,technology"
