en,fr,es,tr,title,speaker,duration,tags
"
","
","
","
",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
"
											Have you ever felt lonely?
											The urge of wanting
to connect with people,
											but you seem to have no one
you really would want to contact?
											Or, it's a Friday night
and you want to be with others,
											but you have no energy to go out,
so instead you sit at home all evening,
											watch Netflix
											and feel more alone than ever?
											You feel like a monster
											between humans that know how to function.
											This is what loneliness felt like to me.
									","
											Vous êtes-vous déjà senti seul ?
											Ressentir ce désir ardent
de nouer des liens avec des gens,
											mais sans avoir apparemment
personne que vous voudriez contacter ?
											Le vendredi soir,
vouloir être avec d'autres
											mais sans avoir l'énergie de sortir,
											vous restez plutôt
chez vous toute la soirée,
											à regarder Netflix
											et vous vous sentez plus seul que jamais.
											Se sentir comme un monstre
											parmi des êtres humains
qui savent comment fonctionner.
											C'est mon propre ressenti de la solitude.
									","
											¿Alguna vez se han sentido solos?
											¿Han sentido ese urgente deseo 
de querer conectar con personas,
											pero parece que no tienen a nadie
con quien realmente conectar?
											¿O es un viernes por la noche
y quieren estar con otros,
											pero no tienen energía para salir
así que se sientan en casa toda la noche,
											viendo Netflix,
											y se sienten más solos que nunca?
											Se sienten como un monstruo
											entre humanos que saben cómo funcionar.
											Así es como yo percibía la soledad.
									","
											Hiç yalnız hissettiniz mi?
											Biriyle görüşme isteği duymanız
											ancak gerçekten görüşmek
istediğiniz kimse olmaması?
											Ya da Cuma gecesi birileriyle
vakit geçirmek istersiniz
											ama dışarı çıkacak enerjiniz olmaz,
dışarı çıkmak yerine
											tüm geceyi evde Netflix
izleyerek geçirirsiniz,
											her zamankinden daha
yalnız hissedersiniz.
											Nasıl işlevsel olacaklarını
bilen insanlar arasında
											kendinizi canavar gibi hissedersiniz.
											Ben yalnızlığı böyle hissederim.
									",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
"
","
","
","
",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
"
											So I'm an artist,
											and I process my emotional world
by sharing my feelings through my art.
											If you share your feelings with someone,
											and they understand
and share those feelings too,
											you create an emotional
and deep connection.
											This is why you can be surrounded
by hundreds of people,
											jump from one candidate to the next,
											but still feel lonely.
											It's because these deeper connections
haven't been made.
									","
											Je suis une artiste
											et je digère mon univers émotionnel
en partageant mes émotions via mon art.
											Si vous partagez vos sentiments
avec quelqu'un,
											qu'il comprend et partage ces sentiments,
											vous créez un lien émotionnel profond.
											C'est pour cela que vous pouvez
être entouré de centaines de gens,
											passer d'un candidat à l'autre,
											mais vous sentir seul malgré tout.
											C'est parce que ces liens profonds
n'ont pas été établis.
									","
											Soy artista, y proceso mi mundo emocional
											compartiendo mis sentimientos
mediante mi arte.
											Si comparten sus sentimientos con otros,
											que entienden y comparten 
esos sentimientos también,
											crean una conexión emocional y profunda.
											Por eso pueden estar rodeados
por cientos de personas,
											saltando de un candidato a otro,
											pero aun así seguir sintiéndose solos.
											Y eso es porque no se han establecido
conexiones más profundas.
									","
											Ben bir sanatçıyım ve duygusal dünyamı
											sanatım aracılığıyla
hislerimi paylaşarak işlerim.
											Duygularınızı biriyle paylaşırsanız
ve onlar da bu duyguları
											anlar ve sizinle paylaşırlarsa
											duygusal ve derin bir bağlantı kurarsınız.
											Bu sebepten yüzlerce insanla
çevrili olabilirsiniz,
											biriyle iletişime geçersiniz
sonra bir başkasıyla
											ama yine de kendinizi
yalnız hissedersiniz.
											Bu durum derin bağlar
kurulmamasından kaynaklanır.
									",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
"
","
","
","
",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
"
											I was an always-happy child.
											I think we nearly have
no single photo of me
											where I don't smile broadly
or laugh or joke around.
											And this went on until ...
											well, it's still the case.
											But I had many friend groups
											up until, as a young adult,
I moved to another city
											for my first job as a comic artist.
											And like so many young,
thriving people all over the planet,
											I concentrated all my energy
into my work life.
											But, if you spend, like, 90 percent
of your daily capacity
											trying to succeed at work,
											of course there is nothing left
											to take care of all the other
important aspects in your life,
											like your human relationships.
											Nourishing friendships
as an adult is work.
											You need to be consistent with connecting.
											You need to be open,
you need to be honest.
											And this is all I struggled with,
											because I tend to camouflage
my real feelings
											by trying to appear always happy
											and trying to make
everyone else happy, too,
											by trying to fix their problems.
											And I know a lot of us are guilty of this,
											because it's an easy way to not
think about your own issues.
											Isn't it?
											Hmm? Hmm? Hmm?
									","
											Enfant, j'étais toujours heureuse.
											Je pense que nous n'avons
presque aucune photo de moi
											où je n'affiche pas un large sourire,
ne ris pas, ne blague pas.
											Cela a été ainsi jusqu'à...
											eh bien, c'est toujours le cas.
											Mais j'ai eu de nombreux groupes d'amis
											jusqu'à ce que, jeune adulte,
je déménage dans une autre ville
											pour mon premier travail
en tant que dessinatrice.
											Comme tant de jeunes gens
qui s'épanouissent à travers le monde,
											j'ai concentré toute mon énergie
sur mon travail.
											Mais si vous dépensez
90% de votre capacité quotidienne
											à essayer de réussir au travail,
											il ne reste bien sûr rien
											pour prendre soin des autres
aspects importants de votre vie,
											comme vos relations humaines.
											Nourrir des amitiés
en tant qu'adulte, c'est du travail.
											Vous devez être constant
dans l'entretien de ces liens.
											Vous devez être ouvert,
vous devez être honnête.
											J'avais des difficultés avec tout cela
											car j'ai tendance à dissimuler
mes vrais sentiments
											en essayant de paraître toujours heureuse
											et en essayant de rendre
les autres heureux,
											en essayant de résoudre leurs problèmes.
											Je sais que nombre d'entre nous
sont coupables de cela
											car c'est une méthode facile pour essayer
de ne pas penser à ses propres problèmes.
											N'est-ce pas ?
											Mmh ? Mmh ? Mmh ?
									","
											Yo fui siempre una niña feliz.
											Creo que no existe una solo foto mía
											donde no sonría ampliamente
o ría o bromee.
											Y esto continuó hasta...
											bueno, sigue siendo el caso.
											Pero tuve muchos grupos de amigos
											hasta que, como adulta joven,
me mudé a otra ciudad
											para desempeñar mi primer trabajo 
como dibujante de historietas.
											Y como tantos jóvenes
entusiastas del mundo,
											concentré toda mi energía
en mi vida laboral.
											Pero si gastas un 90 %
de tu capacidad diaria
											tratando de tener éxito en el trabajo,
											por supuesto ya no queda energía
											para cuidar los demás
aspectos importantes en la vida,
											como las relaciones humanas.
											Para un adulto, nutrir
las amistades es un trabajo.
											Es necesario ser constantes
en las conexiones.
											Hay que estar abierto, ser honesto.
											Y esto es con lo que bregué,
											porque tiendo a camuflar
mis verdaderos sentimientos
											tratando de parecer siempre feliz
											e intentando hacer
a todos los demás también felices
											y solucionarles los problemas.
											Y sé que muchos de nosotros 
somos culpables de esto,
											porque es una manera fácil de no
pensar en nuestros propios problemas.
											¿No es así?
											¿Umm? ¿Umm? ¿Umm?
									","
											Ben her zaman mutlu bir çocuktum.
											Neredeyse açık açık gülümsemediğim
ya da şakalaşmadığım
											bir tek fotoğrafımın
olmadığını söyleyebilirim.
											Böyle devam etti, ta ki...
											eh, bu durum hâlâ geçerli.
											Ama genç bir yetişkinken,
ilk işim olan çizgi roman sanatçısı olarak
											başka bir şehre taşınana kadar
											birçok arkadaş grubum vardı.
											Dünyanın her yerindeki
başarılı genç insanlar gibi
											tüm enerjimi iş hayatıma odaklamıştım.
											Ancak günlük kapasitenizin yüzde doksanını
											işinizde başarılı olmaya
çalışmakla geçirirseniz
											elbette başta insan ilişkileriniz
olmak üzere
											hayatınızdaki diğer tüm önemli alanlarla
											ilgilenecek hiç enerjiniz kalmaz.
											Bir yetişkin olarak arkadaşlıkları
beslemek başlı başına bir iş.
											İletişim konusunda
tutarlı olmanız gerekir.
											Açık olmalısınız, içten olmalısınız.
											Ve tüm bu konularda mücadele hâlindeydim
											çünkü gerçek duygularımı kamufle etmiş,
											her zaman mutlu görünmeye çabalıyor
ve diğer herkesin sorunlarını çözmeye,
											onları da mutlu etmeye çalışıyordum.
											Biliyorum, çoğumuz bu konuda
suçluyuz çünkü bu davranış
											kendi sorunlarımızı düşünmemenin
kolay bir yolu. Öyle değil mi?
											Hmm? Hmm? Hmm?
									",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
"
","
","
","
",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Gülüşmeler)
									",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
"
","
","
","
",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
"
											OK.
									","
											D'accord.
									","
											Bien.
									","
											Tamam.
									",A video game that helps us understand loneliness,Cornelia Geppert,12:42,"mental health,entertainment,gaming,play,technology,art,personal growth,depression,humanity"
