en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
"
											One simple vitamin can reduce 
your risk of heart disease.
									","
											""Una simple vitamina puede reducir
el riesgo de enfermedad cardíaca""
									","
											Une simple vitamine peut réduire
votre risque de maladie cardiaque.
									","
											Tek basit bir vitamin,
kalp hastalığı riskinizi azaltabilir.
									",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
"
","
","
","
",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
"
											Eating chocolate reduces 
stress in students.
									","
											""Comer chocolate reduce 
el estrés en los estudiantes""
									","
											Manger du chocolat réduit
le stress chez les étudiants.
									","
											Çikolata yemek,
öğrencilerdeki stresi azaltır.
									",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
"
","
","
","
",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
"
											New drug prolongs lives of 
patients with rare disease.
									","
											""Nueva droga prolonga la vida
de pacientes con rara enfermedad""
									","
											Un nouveau médicament prolonge la vie
de patients atteints d'une maladie rare.
									","
											Nadir hastalığa yakalanmış hastaların
hayatını uzatan yeni ilaç.
									",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
"
","
","
","
",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
"
											Health headlines like these 
are published every day,
											sometimes making opposite claims 
from each other.
											There can be a disconnect between broad,
											attention-grabbing headlines 
and the often specific,
											incremental results of the medical 
research they cover.
											So how can you avoid being 
misled by grabby headlines?
									","
											Este tipo de titulares 
sobre la salud se publican a diario,
											y a veces se contradicen entre sí.
											Los titulares generalizados,
y diseñados para llamar la atención,
											pueden diferir de los resultados
específicos que se han ido recabando
											en las investigaciones
científicas que citan.
											¿Cómo hacer, entonces, para no
dejarnos engañar por llamativos titulares?
									","
											On publie tous les jours des gros titres
parlant de santé comme ceux-ci,
											qui parfois se contredisent.
											Il peut y avoir un décalage entre
des gros titres qui attirent l'attention
											et les résultats incrémentaux
souvent spécifiques
											de la recherche médicale qu'ils couvrent.
											Alors, comment pouvez-vous éviter d'être
induit en erreur par des gros titres ?
									","
											Her gün buna benzer
sağlık manşetleri yayınlanıyor,
											bazen de birbirinin zıttı
iddialar ortaya atarak.
											Genel, dikkat çeken başlıklarla
											haberin içerisindeki
sağlık araştırmalarının
											belirgin, artımlı sonuçları arasında
kopukluklar olabiliyor.
											Peki, böyle cafcaflı manşetlerin
											bizi yanlış yönlendirmesinden
nasıl sakınacağız?
									",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
"
","
","
","
",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
"
											The best way to assess a headline’s 
credibility
											is to look at the original 
research it reports on.
											We’ve come up with a hypothetical research
scenario
											for each of these three headlines.
									","
											La mejor manera de poner a prueba
la credibilidad de un titular
											es consultando la investigación 
original mencionada en la noticia.
											Hemos diseñado un escenario hipotético 
para analizar estos tres titulares.
									","
											La meilleure façon d’évaluer
la crédibilité d'un gros titre
											est d'aller voir la recherche originale
à laquelle il se rapporte.
											Nous proposons un scénario
de recherche hypothétique
											pour chacun de ces trois titres.
									","
											Bir manşetin güvenilirliğini
değerlendirmenin en iyi yolu
											dayandığı orijinal rapora bakmaktır.
											Bu üç manşetin her biri için
farazi senaryolar geliştirdik.
									",This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,5:24,"animation,TED-Ed,media,medicine,medical research,news,health,journalism"
