en,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
"
											Oliver was an extremely dashing,
											handsome, charming and largely unstable male
											that I completely lost my heart to.
									","
											Oliver era um macho extremamente corajoso,
											bonito, simpático e muitíssimo instável,
											por quem me apaixonei completamente.
									","
											Oliver son derece hayat dolu,
											yakışıklı, çekici ama
oldukça dengesiz bir erkekti
											ve kalbimi bütünüyle çalmıştı.
									","
											Oliver était un mâle extrêmement élégant, 
beau, charmant et largement instable
											pour qui j'étais complètement 
tombée amoureuse.
									","
											Oliver war ein flotter,
											attraktiver, charmanter —
und ziemlich labiler Typ,
											an den ich mein Herz verloren hatte.
									","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
"
","
","
","
","
","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Rires)
									","
											(Lachen)¶
									","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
"
","
","
","
","
","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
"
											He was a Bernese mountain dog,
											and my ex-husband and I adopted him,
											and about six months in,
											we realized that he was a mess.
											He had such paralyzing separation anxiety
											that we couldn't leave him alone.
											Once, he jumped out of our third floor apartment.
											He ate fabric. He ate things, recyclables.
											He hunted flies that didn't exist.
											He suffered from hallucinations.
											He was diagnosed with a canine compulsive disorder
											and that's really just the tip of the iceberg.
									","
											Era um cão montanhês de Berna.
											O meu ex-marido e eu adotámo-lo.
											Ao fim de seis meses, aproximadamente,
											percebemos que ele era um problema.
											Tinha uma ansiedade de separação 
tão paralizante
											que não podíamos deixá-lo sozinho.
											Uma vez, saltou do 3º andar do prédio.
											Comia tecido. Comia coisas, recicláveis.
											Caçava moscas que não existiam.
											Sofria de alucinações.
											Foi-lhe diagnosticada 
uma deficiência canina compulsiva
											e isso era apenas a ponta do iceberg.
									","
											O bir Bernese dağ köpeğiydi.
											Eski eşimle sahiplenmiştik
											Altı ay içinde.
											onun darmadağın durumda olduğunu anladık.
											Öylesine aşırı bir ayrılık
korkusu vardı ki,
											onu hiç yalnız bırakamıyorduk.
											Bir keresinde, 3.kattaki
dairemizden aşağı atladı.
											Kumaş yerdi. Her şeyi yerdi, kağıtları da.
											Varolmayan sinekleri avlardı.
											Halüsinasyonlar görüyordu.
											Ona ""zorlayıcı köpek
bozukluğu"" tanısı kondu.
											Üstelik bu buzdağının
sadece görünen kısmıydı.
									","
											C'était un chien de montagne birman.
											Mon ex-mari et moi l'avions adopté,
											et après environ six mois,
											nous avons réalisé que c'était une épave.
											Il était tellement effrayé 
par la séparation
											qu'on ne pouvait pas le laisser seul.
											Un jour, il s'est jeté du troisième étage.
											Il mangeait le tissu.
Il mangeait des déchets recyclables.
											Il chassait des mouches inexistantes.
											Il souffrait d'hallucinations.
											Il a été diagnostiqué 
de troubles canins compulsifs
											et ce n'est que la partie émergée 
de l'iceberg.
									","
											Er war ein Berner Sennenhund.
											Mein Ex-Mann und ich hatten ihn adoptiert.
											Nach etwa sechs Monaten merkten wir,
											dass er völlig durcheinander war.
											Er litt unter lähmender Trennungsangst
											und konnte nicht allein sein.
											Einmal sprang er aus
unserer Wohnung im 3. Stock.
											Er fraß Stoff und andere Dinge,
wie Recyclingmaterial.
											Er jagte nichtexistierende Fliegen,
											er litt an Halluzinationen.
											Die Diagnose lautete Hunde-Zwangsstörung,
											und das war nur die Spitze des Eisbergs.
									","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
"
","
","
","
","
","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
"
											But like with humans,
											sometimes it's six months in
											before you realize that
											the person that you love has some issues.
											(Laughter)
											And most of us do not take the person we're dating
											back to the bar where we met them
											or give them back to the friend that introduced us,
											or sign them back up on Match.com.
											(Laughter)
											We love them anyway,
											and we stick to it,
											and that is what I did with my dog.
											And I was a — I'd studied biology.
											I have a Ph.D. in history of science
											from MIT,
											and had you asked me 10 years ago
											if a dog I loved, or just dogs generally,
											had emotions, I would have said yes,
											but I'm not sure that I would have told you
											that they can also wind up with an anxiety disorder,
											a Prozac prescription and a therapist.
											But then, I fell in love, and I realized that they can,
											and actually trying to help my own dog
											overcome his panic and his anxiety,
											it just changed my life.
											It cracked open my world.
											And I spent the last seven years, actually,
											looking into this topic of
mental illness in other animals.
											Can they be mentally ill like people,
											and if so, what does it mean about us?
											And what I discovered is that I do believe
											they can suffer from mental illness,
											and actually looking and trying
to identify mental illness in them
											often helps us be better friends to them
											and also can help us better understand ourselves.
									","
											Mas, tal como com os seres humanos,
											às vezes passam-se seis meses
											antes de nos apercebermos
											que a pessoa que amamos tem algum problema.
											(Risos)
											Quase ninguém leva a pessoa com quem namora
											ao bar onde a conheceu,
											(Risos)
											nem a devolve aos amigos 
que a apresentaram,
											nem a inscreve de novo no ""site"" Match.com.
											(Risos)
											Gostamos delas seja como for
											e agarramo-nos a essa ideia.
											Foi o que aconteceu com o meu cão.
											Eu estudei biologia.
											Tenho um doutoramento 
em História da ciência do MIT.
											Se me perguntassem há dez anos
											se um cão de que eu gostasse, 
ou os cães em geral
											tinham emoções, eu teria dito que sim.
											Mas não sei se teria dito
											que eles também podem acabar 
com perturbações de ansiedade,
											com uma receita de Prozac e um terapeuta.
											Mas depois apaixonei-me 
e percebi que podem.
											Tentar ajudar o meu cão
											a ultrapassar o seu pânico e ansiedade,
											alterou a minha vida.
											Abriu totalmente o meu mundo .
											Na realidade, passei os últimos sete anos
											a olhar para as doenças mentais 
noutros animais.
											Podem ser doentes mentais como as pessoas.
											Se assim é, o que é que isso signfica 
acerca de nós próprios?
											Descobri que acredito
											que eles podem sofrer de problemas mentais.
											Observar e tentar identificar 
os seus problemas mentais
											ajuda-nos a sermos mais amigos deles
											e também pode ajudar-nos 
a conhecermo-nos melhor.
									","
											İnsanlarda olduğu gibi,
											sevdiğiniz kişinin bazı sorunları
											olduğunu anlamanız
											bazen 6 ayınızı alabilir.
											(Kahkaha)
											Ama pek çoğumuz çıktığımız kişiyi alıp
											onunla tanıştığımız bara geri bırakmayız
											ya da onu bize tanıştıran
arkadaşa iade etmeyiz
											veya Match.com sitesinden çıkarmayız.
											(Kahkaha)
											Onları yine de severiz
											ve bağlanırız.
											Benim de köpeğimle yaptığım buydu.
											Ben biyoloji okudum,
											bilim tarihi alanında
											MIT'den doktora diplomam var.
											Eğer bana 10 yıl önce,

											sevdiğim bir köpeğin ya da
köpeklerin duyguları
											duyguları var mı deseniz,
evet derdim.
											Fakat anksiyete bozukluğuyla,

											Prozac reçetesi ve 
terapistle onlarında
											uğraşacağını sanmazdım.
											Onlara aşık olunca 
farkına vardım ki,
											panik ve endişeleriyle
											başa çıkmasına 
yardım ederken
											hayatım değişti.
											Ufkum genişledi.
											Son 7 yılımı, başka hayvanlardaki
											ruhsal rahatsızlıkları
inceleyerek geçirdim.
											Onlar da ruhen
hasta olabilir mi?
											Eğer öyleyse, bu
bizim için ne anlama gelir?
											Keşfettiklerim sonucunda, onların da
											ruhen hastalanabileceklerine inandım
											ve onlardaki ruhsal
rahatsızlıkların incelenip
											tanımlanmaya çalışılmasının, aslında
											kendimizi anlamamıza
yardımcı olacağını gördüm.
									","
											Mais comme pour les hommes,
											il faut parfois attendre
six mois avant de réaliser
											que la personne que l'on aime 
a quelques problèmes.
											(Rires)
											Et la plupart d'entre nous ne ramène pas
la personne en question
											au bar où on l'a rencontré
											ou chez les amis qui nous ont présentés
											et ne la réinscrit pas sur Match.com.
											(Rires)
											On les aime quand même, 
on fait avec,
											et c'est ce que j'ai fait avec mon chien.
											J'étais une — J'ai étudié la biologie.
											J'ai un doctorat du MIT 
en Histoire des Sciences
											et si vous m'aviez demandé il y a 10 ans
											si un chien que j'aimais, 
ou les chiens en général
											avaient des émotions, j'aurais dit oui, 
mais sûrement pas
											qu'ils peuvent aussi avoir 
des troubles anxieux,
											une prescription pour du Prozac 
et un thérapeute.
											Et puis, je suis tombée amoureuse 
et j'ai compris que c'était possible.
											Et essayer d'aider mon propre chien
											à surmonter sa panique et son anxiété,
											a changé ma vie.
											Ça m'a ouvert les yeux.
											Et j'ai en fait passé 
ces sept dernières années
											à étudier les maladies mentales 
chez d'autres animaux.
											En sont-ils atteints comme les hommes ?
											Et qu'est-ce que ça nous
apprend sur nous-mêmes ?
											J'ai donc découvert, et je crois vraiment,
											qu'ils peuvent souffrir
de maladies mentales
											et qu'en essayant d'identifier 
ces maladies mentales chez eux
											nous aide souvent 
à nous lier d'amitié avec eux
											et aussi à mieux nous comprendre 
nous-mêmes.
									","
											Aber wie bei Menschen
											merkt man manchmal 
erst nach sechs Monaten,
											dass der geliebte Mensch Probleme hat.
											(Lachen)
											Wir würden jemanden, mit
dem wir zusammen sind,
											nicht in die Bar zurückbringen
											oder den Freunden zurückgeben, 
die uns vorgestellt hatten,
											oder ihn oder sie wieder bei 
Match.com anmelden.
											(Lachen)
											Wir lieben sie trotzdem,
											und wir bleiben dran,
											und so habe ich es auch
mit meinem Hund gemacht.
											Ich habe Biologie studiert
											und habe einen Doktor 
in Wissenschaftsgeschichte vom MIT.
											Hätte man mich vor 10 Jahren gefragt,
											ob ein Hund, den ich liebe, 
oder irgendein Hund Emotionen hat,
											hätte ich ja gesagt,
											hätte aber bei Hunden
Angststörungen, ein Rezept für Prozac
											und einen Therapeuten 
nicht für möglich gehalten.
											Aber ich war verliebt
und erkannte, dass es möglich ist,
											und dass der Versuch, 
meinem eigenen Hund zu helfen,
											seine Panik und Angst zu überwinden,
											mein Leben verändert
											und mein Weltbild umgestürzt hat.
											Ich verbrachte die
letzen sieben Jahre damit,
											psychische Krankheiten
bei Tieren zu erforschen.
											Gibt es so etwas bei Tieren,
											und wenn ja, was bedeutet das für uns?
											Aufgrund meiner Entdeckungen glaube ich,
											dass Tiere daran leiden können
											und dass das Feststellen psychischer 
Krankheiten bei Tieren helfen kann,
											ihnen bessere Freunde zu sein
											und uns selbst besser zu verstehen.
									","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
"
","
","
","
","
","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
"
											So let's talk about diagnosis for a minute.
											Many of us think that we can't know
											what another animal is thinking,
											and that is true,
											but any of you in relationships —
											at least this is my case —
											just because you ask someone that you're with
											or your parent or your child how they feel
											doesn't mean that they can tell you.
											They may not have words to explain
											what it is that they're feeling,
											and they may not know.
											It's actually a pretty recent phenomenon
											that we feel that we have to talk to someone
											to understand their emotional distress.
											Before the early 20th century,
											physicians often diagnosed emotional distress
											in their patients just by observation.
											It also turns out that thinking about
											mental illness in other animals
											isn't actually that much of a stretch.
											Most mental disorders in the United States
											are fear and anxiety disorders,
											and when you think about it, fear and anxiety
											are actually really extremely
helpful animal emotions.
											Usually we feel fear and anxiety
in situations that are dangerous,
											and once we feel them,
											we then are motivated to move away
											from whatever is dangerous.
											The problem is when we begin to feel fear
and anxiety in situations that don't call for it.
											Mood disorders, too, may actually just be
											the unfortunate downside of being a feeling animal,
											and obsessive compulsive disorders also
											are often manifestations of
a really healthy animal thing
											which is keeping yourself clean and groomed.
											This tips into the territory of mental illness
											when you do things like
											compulsively over-wash your hands or paws,
											or you develop a ritual that's so extreme
											that you can't sit down to a bowl of food
											unless you engage in that ritual.
									","
											Vamos pois falar de diagnósticos 
durante um instante.
											Muitos de nós pensam que não podemos saber
											o que vai na cabeça dum animal.
											É verdade.
											Mas nas nossas relações
											— pelo menos é o que acontece comigo —
											perguntar à pessoa com quem estamos,
											aos nossos pais ou ao nosso filho, 
como é que se sentem,
											não significa que eles vos consigam dizer.
											Podem não ter palavras para explicar
											o que estão a sentir.
											Podem não saber.
											É um fenómeno bastante recente
											nós sentirmos que temos de falar com alguém
											para compreender 
as suas angústias emocionais.
											Antes do início do século XX
											os médicos diagnosticavam 
frequentemente angústias emocionais
											nos seus pacientes, só pela observação.
											Também parece que não vale muito a pena
											pensar em problemas mentais noutros animais
											Muitas das doenças mentais nos EUA
											são problemas de medo e ansiedade.
											Quando pensamos nisso,
											o medo e a ansiedade são 
emoções animais extremamente úteis.
											Normalmente sentimo-nos ansiosos 
e medrosos em situações perigosas
											e, quando as sentimos,
											ficamos motivados para nos afastamos
											de tudo o que seja perigoso.
											O problema é quando começamos 
a sentir medo e ansiedade
											em situações injustificadas.
											As alterações de humor também podem ser
											o lado negativo de ser um animal 
com sentimentos.
											As perturbações obsessivo-compulsivas
											também são muitas vezes manifestações 
de um caráter animal saudável
											que nos mantem limpos e equilibrados.
											Isto entra no território 
das doenças mentais,
											quando fazemos coisas
											como lavar as mãos, ou as patas, 
compulsivamente,
											ou criamos um ritual que é tão radical
											que não podemos sentarmo-nos 
diante duma tigela de comida,
											a não ser que nos entreguemos 
a esse ritual.
									","
											Bu arada teşhisten söz edelim.
											Pek çoğumuz, bir başka hayvanın
											ne düşündüğünü bilemeyeceğimizi düşünür
											ve bu doğrudur.
											Ancak herhangi bir
ilişkinizde
											olabileceği gibi
-en azindan benim gibi-
											
ebeveyninize ya da çocuğunuza
											
nasıl hissettiğini soruyor olmanız,
											onların bunu size anlatabileceği
											anlamına gelmez;
											Hissettiklerini
											ifade etmeyi bilemeyebilirler.
											Aslında
biriyle konuşarak
											onun duygusal sorunlarını 

											anlamaya çalışmak
yeni bir düşünce.
											20.yüzyıldan önce,

											doktorlar,

											
ruhsal bozukluklara
											genellikle gözlem

											yoluyla tanı koymuşlardır.
											Ayrıca, görünüşe bakılırsa
diğer hayvanlardaki
											ruh hastalıkları konusunda düşünmek
											o kadar zor bir şey değil.
											A.B.D.'de 
rahatsızlıkların çoğu
											korku ve endişe bozuklukları
											ve düşünürseniz, aslında korku ve endişe
											son derece yararlı
olan hayvani duygulardır.
											Korku ve endişeyi genellikle
tehlikeli durumlarda hissederiz.
											Bunları hisseder hissetmez de,
											içimizde tehlikeli olan şeyden
											kaçma dürtüsü gelir.
											Asıl sorun, gerekmediği durumlarda
korku ve endişe duymaya başlamaktır.
											Ruh hâli bozuklukları da, aslında
											hissedebilen bir hayvan olmanın
talihsiz bir uç noktası olabilir.
											Obsesif-kompulsif bozukluklar da
											çoğu zaman gayet sağlıklı
bir hayvani özellik olan
											kendini temizleme güdüsünden ortaya çıkar.
											Ellerinizi ya da
patilerinizi aşırı biçimde
											temizlemek istediğiniz
											bitmeden sofraya 
oturmadığınız
											
abartılı bir ritüel geliştirdiğiniz
											durumlarda 
ruhsal rahatsızlık adını alır.
									","
											Bon, parlons de diagnostic une minute.
											Beaucoup d'entre nous pensent 
qu'on ne peut pas savoir
											ce qu'un autre animal pense,
											et c'est vrai.
											Mais pour ceux d'entre vous
qui sont en couple —
											du moins dans mon cas —
											demander simplement 
à votre conjoint ou vos proches
											comment ils se sentent, ne signifie pas
qu'ils peuvent vous le dire.
											Ils n'ont peut-être pas les mots 
pour l'expliquer
											et ne le savent peut-être même pas.
											En fait, nous ne ressentons
que depuis peu de temps
											ce besoin de parler à quelqu'un
											pour comprendre son stress émotionnel.
											Avant le début du 20ème siècle,
											les médecins diagnostiquaient
souvent du stress émotionnel
											chez leurs patients,
juste par l'observation.
											Observer les maladies mentales
chez d'autres animaux
											ne serait donc pas si compliqué.
											La plupart des troubles mentaux
aux États-Unis
											sont de l'ordre de la peur
et de l'anxiété,
											et quand on y pense, la peur et l'anxiété
											sont des émotions animales
extrêmement utiles.
											Normalement nous ressentons leurs effets
dans des situations dangereuses
											et ces effets nous poussent
dès lors à nous éloigner
											de tout ce qui est dangereux.
											Le problème se pose quand ces émotions
apparaissent en d'autres situations.
											Les troubles de l'humeur
peuvent aussi être
											la conséquence malheureuse
de notre statut d'animaux sensibles.
											Les troubles obsessionnels compulsifs 
sont aussi souvent
											signes d'un comportement animal sain :
											se maintenir en bonne santé.
											Ça nous ramène aux maladies mentales,
											quand on fait quelque chose comme se laver
sans cesse les mains ou les pattes.
											Ou que l'on développe un rituel si extrême
											qu'on ne peut pas s'asseoir
à table sans suivre ce rituel.
									","
											Reden wir kurz über die Diagnose.
											Viele von uns denken, 
dass wir nicht wissen können,
											was ein anderes Tier denkt,
											und das ist wahr.
											Aber es ist doch in jeder Beziehung so —
											zumindest bei mir —
											nur weil Sie Ihren Partner,
											Eltern oder Kinder fragen, 
wie es ihnen geht,
											können sie es nicht unbedingt sagen.
											Vielleicht fehlen ihnen die Worte,
											den Gefühlen Ausdruck zu verleihen
											und vielleicht wissen sie es nicht.
											Es ist ein relativ neues Phänomen,
											zu glauben, mit jemandem
reden zu müssen,
											um seelisches Leid zu verstehen.
											Vor dem frühen 20. Jahrhundert
											haben Ärzte seelisches Leid bei Patienten
											oft nur durch Beobachtung diagnostiziert.
											Psychische Krankheiten bei Tieren
											sind nicht so weit hergeholt.
											Die häufigsten seelischen Störungen
											in den USA sind 
Furcht- und Angststörungen.
											Eigentlich sind Furcht und Angst
											für Tiere sehr hilfreiche Emotionen.
											Wir empfinden Furcht und Angst
in gefährlichen Situationen.
											Sobald wir so empfinden,
											möchten wir uns von der Gefahr entfernen.
											Das wird problematisch, wenn wir Angst
und Furcht unnötigerweise empfinden.
											Affektive Störungen können ebenfalls
											die unglückliche Nebenwirkung 
des Daseins als fühlendes Tier sein.
											Zwangsstörungen sind ebenfalls oft
											der Ausdruck eines 
eigentlich gesunden Tierverhaltens:
											sich sauber und gepflegt zu halten.
											Es wird dann zur psychischen Krankheit,
											wenn man zwanghaft 
die Hände oder Pfoten wäscht
											oder ein so extremes Ritual entwickelt,
											dass man nicht essen oder fressen kann,
											ohne das Ritual durchgeführt zu haben.
									","Depressed dogs, cats with OCD — what animal madness means for us humans",Laurel Braitman,19:29,"TED Fellows,animals,health,history,psychology,science,mental health,neuroscience,empathy"
