en,fr,de,title,speaker,duration,tags
"
","
","
",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
"
											I'm 36 years old.
											My first experience
with the video game business
											was neighbors who were wealthier than us
											bringing home an Atari 2600
and playing it.
											It was a pretty definitive moment for me.
											I also remember going to school,
and on an Apple II,
											playing a game called
""Where in the World is Carmen Sandiego?""
											an awesome game,
											which was the first time I played a game
in the school context.
											When you ask people about the video game
business and what's significant,
											most people think that Atari 2600
is really the nexus,
											the catalyst of the video game business.
											But I actually think that ""Where
in the World is Carmen Sandiego?""
											is probably the most important
video game ever made,
											principally because it was
the first and the last time
											that parents, teachers and kids all agreed
that a video game was awesome.
									","
											J'ai 36 ans.
											Ma première rencontre
avec le monde des jeux vidéo
											a eu lieu lorsque des voisins
plus riches que nous
											ont acheté une console Atari 2600
avec laquelle j'ai joué.
											Ce fut un moment décisif pour moi.
											Je me souviens aussi jouer
sur l'Apple II à l'école,
											à un jeu nommé « Où est Carmen
Sandiego dans le monde ? »
											un jeu fabuleux.
											C'était la première fois que je jouais
dans le contexte scolaire.
											Quand vous demandez aux gens
ce qui les a marqués dans les jeux vidéo,
											la plupart pensent que l'Atari 2600
est vraiment la console pivot,
											le catalyseur des jeux vidéo.
											Mais je pense que « Où est Carmen
Sandiego dans le monde ? »
											est sûrement le jeu vidéo
le plus important au monde,
											principalement parce qu'il coalise
pour la première et unique fois
											l'avis des parents, des profs
et des enfants qui le trouvent génial.
									","
											Ich bin 36 Jahre alt.
											Meine erste Erfahrung
im Videospiele-Geschäft
											waren wohlhabendere Nachbarn,
											die einen Atari 2600 hatten
und darauf spielten.
											Ein einschneidender Moment für mich.
											Ich erinnere mich auch daran
in der Schule auf einem Apple II
											ein Spiel namens ""Wo steckt
Carmen Sandiego?"" zu spielen.
											Ein großartiges Spiel,
											mein erstes Spiel im Rahmen der Schule.
											Fragt man Leute über
das Videospiele-Geschäft
											und was bedeutsam ist,
											denken die meisten,
dass Atari 2600 der Nexus,
											der Katalysator der Branche ist.
											Ich jedoch denke,
""Wo steckt Carmen Sandiego?""
											ist das wohl bisher wichtigste
Videospiel überhaupt,
											hauptsächlich, weil es
das erste und letzte Mal war,
											dass es Eltern, Lehrerinnen und Kinder
gleichermaßen hervorragend fanden.
									",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
"
","
","
",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
"
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
"
","
","
",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
"
											Now, that was a long time ago.
											In fact, it was 1987.
											And it may surprise you to know
											that ""Where in the World
is Carmen Sandiego?"" continues to be
											the last substantial giant hit
in the entertainment business,
											despite the fact that it was 1987,
which is such an incredibly long time ago,
											and I'm only 36, so you can do the math.
											Things are completely different today
from what they were.
											Just as a simple example,
											in 1987, we thought
this guy was kind of crazy.
											Then we met this dude,
											who has really changed
our perspective on that subject.
									","
											C'était il y a très longtemps.
											En fait, c'était en 1987.
											Et figurez-vous que « Où est Carmen
Sandiego dans le monde ? »
											reste le dernier succès monstrueux
de l'industrie du divertissement,
											bien que ce fût en 1987,
ce qui est incroyablement ancien
											alors que j'ai seulement 36 ans,
faites le calcul,
											Les choses sont complètement
différentes aujourd'hui.
											Par exemple,
											en 1987, on pensait que
ce type était un peu fou.
											Puis on a rencontré ce mec,
											qui a bouleversé
notre vision sur le sujet.
									","
											Aber das ist lange her.
											Genauer, in 1987.
											Und es mag verwundern, dass
											""Wo steckt Carmen Sandiego?"" weiterhin
											der letzte Riesenerfolg
im Unterhaltungsgeschäft bleibt,
											trotz des Erscheinungsjahres 1987,
was unglaublich lange her ist,
											ich bin erst 36, das kann
man sich etwa ausrechnen.
											Dinge sind heute anders als damals.
											Ein einfaches Beispiel:
											1987 dachten wir, dieser Typ ist verrückt.
											Dann trafen wir denjenigen,
											und er veränderte unsere
Sichtweise auf die Thematik.
									",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
"
","
","
",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
"
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
"
","
","
",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
"
											Things have changed.
									","
											Les choses ont changé.
									","
											Dinge haben sich verändert.
									",How games make kids smarter,Gabe Zichermann,16:18,"TEDx,design,education,gaming,play"
