en,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
"
											We survey CEOs, police officers,
truck drivers, cooks, engineers.
											If people are working,
we've surveyed them.
											And what we know,
in terms of their happiness:
											workers all want the same things.
									","
											CEO'larla, polislerle, şoförlerle,
aşçılarla, mühendislerle anket yapıyoruz.
											Çalışan her kesimle anket yapmışızdır.
											Öğrendiğimiz şey,
konu mutluluk olduğu zaman
											tüm çalışanlar aynı şeyi istiyor.
									","
											On interroge des PDG, policiers, 
camionneurs, cuisiniers, ingénieurs...
											Si des gens bossent, on les a interrogés.
											Et ce qu'on sait de leur bonheur :
											ils veulent tous les mêmes choses.
									","
											Wir befragen CEOs, Polizisten,
LKW-Fahrer, Köche, Ingenieure.
											Wenn Menschen arbeiten, befragen wir sie.
											Was wir über ihre Zufriedenheit wissen:
											Arbeitnehmer wollen alle dasselbe.
									",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
"
","
","
","
",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
"
											[The Way We Work]
									","
											[Çalışma Şeklimiz]
									","
											[Notre Façon De Travailler]
									","
											[Wie wir arbeiten]
									",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
"
","
","
","
",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
"
											There's three billion
working people in the world.
											And about 40 percent of them would say
they're happy at work.
											That means about 1.8 billion,
or almost two billion people,
											are not happy at work.
											What does that do,
											both to those people
and the organizations that they work in?
									","
											Dünyada üç milyar çalışan insan var.
											Bunların yüzde 40'ı
iş yerinde mutlu olduklarını söylüyor.
											Bu da 1,8 milyar
veya neredeyse iki milyar insan
											iş yerinde mutsuz demektir.
											Peki bu sorun
											hem bu insanlar hem de çalıştıkları
organizasyonlar için ne demek?
									","
											Il y a trois milliards de
travailleurs dans le monde.
											Environ 40 % de ces personnes
se disent heureuses au travail.
											Cela veut dire qu'environ 1,8 milliard
ou presque deux milliards de travailleurs
											sont malheureux au travail.
											Quel impact cela a-t-il
											aussi bien sur ces personnes
que sur leur entreprise ?
									","
											Auf dieser Erde arbeiten
3 Milliarden Menschen.
											40 Prozent sagen, dass sie
bei der Arbeit glücklich sind.
											Das heißt, ca. 1,8 Milliarden,
fast 2 Milliarden Menschen
											sind nicht glücklich bei der Arbeit.
											Was passiert dadurch
											mit den Menschen und den Firmen,
in denen sie arbeiten?
									",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
"
","
","
","
",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
"
											Well, let's talk about money.
											Organizations that have
a lot of happy employees
											have three times the revenue growth,
											compared to organizations
where that's not true.
											They outperform the stock market
by a factor of three.
											And if you look at employee turnover,
											it's half that of organizations
that have a lot of unhappy employees.
											The miracle thing is,
											you don't have to spend
more money to make this happen.
											It's not about ping-pong tables
and massages and pet walking.
											It's not about the perks.
											It's all about how
they're treated by their leaders
											and by the people that they work with.
									","
											İşin parasal kısmına bakalım.
											Çok sayıda mutlu çalışanı
olan organizasyonlar
											aksinin olduğu organizasyonlara göre
											üç kat daha fazla gelir elde ediyorlar.
											Yatırımda üçte bir oranında
daha fazla kar sağlıyorlar.
											Çalışanların yenilenmesine bakarsanız
											bu organizasyonların yarısı
çok sayıda mutsuz çalışana sahip.
											Mucizevi şey ise
											bunu başarmak için daha çok
para harcamanız gerekmiyor.
											Ping pong masaları, masaj
veya köpek gezdirmeden bahsetmiyorum.
											İşin güzel yanlarından da.
											Bahsettiğim şey,
liderlerinin onlara davranış şekli
											ve iş arkadaşlarının davranış şekli.
									","
											Eh bien, parlons d'argent.
											Les entreprises qui ont
beaucoup d'employés heureux

											gagnent trois fois plus d'argent
											que les entreprises
où ce n'est pas le cas.
											Elles surpassent le marché boursier
par un facteur de 3.
											Quant au taux de renouvellement,
											il est deux fois moindre dans une société
avec beaucoup d'employés malheureux.
											Le miracle ?
											Pour rendre cela possible,
pas besoin de dépenser plus.
											Pas besoin de ping-pong,
de massage ou de promenade de chiens.
											Pas d'avantage annexe.
											C'est surtout comment
ils sont traités par les chefs
											et leurs collègues de travail.
									","
											Geld ist da ein großes Thema.
											Firmen, die viele glückliche
Mitarbeiter haben,
											haben das dreifache Umsatzwachstum
											wie die Firmen, in denen das nicht so ist.
											Ihr Aktienkurs entwickelt sich
dreimal so gut.
											Und die Fluktuationsrate
											ist halb so hoch wie bei Firmen
mit vielen unglücklichen Angestellten.
											Das Wundersame ist,
											dass Sie dafür kein Geld ausgeben müssen.
											Es geht nicht um Tischtennisplatten,
Massagen oder Gassi gehen.
											Es geht nicht um Vorteile.
											Es geht um den Umgang
zwischen Mitarbeitern, Chefs und Kollegen.
									",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
"
","
","
","
",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
"
											So I'd like to share a few ideas
that create happy employees.
											Idea number one:
											in organizations
where employees are happy,
											what you find is two things are present:
											trust and respect.
											Leaders often say,
											""We trust our employees.
											We empower our employees.""
											And then when an employee
needs a laptop —
											and this is a true example —
											15 people have to approve that laptop.
											So for the employee,
all the words are right,
											but 15 levels of approval
for a $1,500 laptop?
											You've actually spent more money
than the laptop, on the approval.
											And the employee feels
maybe they're really not trusted.
											So what can an organization do
to have a high level of trust?
											The first organization
that comes to mind is Four Seasons.
											They have magnificent properties
all around the world.
											And their employees are told,
											""Do whatever you think is right
when servicing the customer.""
											To hand that trust to your employees
to do whatever they think is right
											makes the employees feel great.
											And this is why they're known
for delivering some of the best service
											in the world.
									","
											Mutlu çalışanlar sağlayan
birkaç fikri paylaşmak istiyorum.
											Birinci fikir:
											Çalışanların mutlu olduğu
organizasyonlarda
											iki şeyin var olduğunu görürsünüz;
											güven ve saygı.
											Liderler genelde şöyle der,
											''Çalışanlarımıza güveniyoruz.
											Onlara yetki veriyoruz.''
											Sonra çalışan
bir dizüstüne ihtiyaç duyunca
											-bu gerçek bir örnek-
											on beş kişinin onaylaması gerekiyor.
											Çalışan için söylenen tüm sözler doğru
											ama 1.500 dolarlık
bir dizüstü için 15 onay?
											Aslında onay için dizüstüne
harcayacağınızdan daha çok harcıyorsunuz.
											Çalışan da kendisine gerçekten
güvenilmediği hissine kapılıyor.
											Peki organizasyonlar bu yüksek güven
duygusuna ulaşmak için ne yapabilir?
											Akla gelen ilk organizasyon Four Seasons.
											Dünyanın her yanında harika yerleri var.
											Ve çalışanlarına şu söyleniyor,
											''Müşteriyle ilgilenirken doğru olduğunu
düşündüğünüz şeyi yapın.''
											Bunu söyleyecek kadar onlara güvenmek
											çalışanları harika hissettirir.
											İşte bu yüzden de
dünyada en iyi hizmeti sağlayan
											işletmelerden biri.
									","
											Voici quelques idées
qui rendent les employés heureux.
											Idée numéro un.
											Dans les entreprises 
où les employés sont heureux,
											deux choses sont présentes :
											la confiance et le respect.
											Les chefs disent souvent :
											« On leur fait confiance,
											nos employés sont autonomes. »
											Et quand l'un d'eux veut un ordinateur —
											et c'est un vrai exemple —
											15 personnes doivent l'approuver.
											L'employé est donc très fiable,
											mais 15 niveaux d'approbation
pour un ordinateur à 1 500€ ?
											L'approbation a coûté plus cher
que l'ordinateur, finalement.
											Et l'employé pense probablement
qu'on ne lui fait pas confiance.
											Alors que peuvent faire les entreprises
pour créer un haut niveau de confiance ?
											La première entreprise
à laquelle je pense est Four Seasons.
											Ils ont des propriétés splendides
dans le monde entier.
											Ils disent à leurs employés :
											« Faites ce que vous pensez être juste
en servant le client. »
											Laisser les employés faire 
tout ce qu'ils pensent être juste
											les rend heureux.
											Et c'est pourquoi ils sont connus
pour fournir le meilleur service
											dans le monde.
									","
											Hier sind ein paar Ideen,
die Mitarbeiter glücklicher machen.
											Idee Nummer eins:
											In einem Unternehmen,
in dem Mitarbeiter glücklich sind,
											finden Sie zwei Sachen:
											Vertrauen und Respekt.
											Führungskräfte sagen oft:
											""Wir vertrauen unseren Mitarbeitern.
											Wir bauen die Mitarbeiter auf.""
											Aber wenn jemand einen Laptop braucht —
											das ist ein wahres Beispiel —
											müssen 15 Leute diesen genehmigen.
											Für den Angestellten ist alles gut,
											aber 15 Bestätigungen für
einen 1,500 Dollar Laptop?
											Da kosten die Genehmigungen
mehr als der Laptop an sich.
											Und der Angestellte fühlt
Misstrauen ihm gegenüber.
											Was kann also ein Unternehmen
für ein gutes Vertrauenslevel tun?
											Die erste Firma, an die Ich da
denke, ist Four Seasons.
											Sie haben tolle Standorte
auf der ganzen Welt.
											Sie sagen ihren Mitarbeitern:
											""Macht das, was ihr beim
Bedienen für richtig haltet.""
											Den Angestellten das Recht zu geben,
das zu tun, was sie für richtig halten,
											gibt ihnen ein gutes Gefühl.
											Und deswegen haben sie
mit den besten Service der Welt.
									",This is what makes employees happy at work,Michael C. Bush,4:12,"happiness,work-life balance,work,business"
