en,es,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
"
											Nine years ago,
											my sister discovered lumps
in her neck and arm
											and was diagnosed with cancer.
											From that day, she started to benefit
											from the understanding
that science has of cancer.
											Every time she went to the doctor,
											they measured specific molecules
											that gave them information
about how she was doing
											and what to do next.
											New medical options
became available every few years.
											Everyone recognized
that she was struggling heroically
											with a biological illness.
											This spring, she received
an innovative new medical treatment
											in a clinical trial.
											It dramatically knocked back her cancer.
											Guess who I'm going to spend
this Thanksgiving with?
											My vivacious sister,
											who gets more exercise than I do,
											and who, like perhaps
many people in this room,
											increasingly talks about a lethal illness
											in the past tense.
											Science can, in our lifetimes —
even in a decade —
											transform what it means
to have a specific illness.
									","
											Hace nueve años,
											mi hermana notó que tenía
bultos en el cuello y en el brazo,
											y el diagnóstico fue cáncer.
											A partir de ese día, empezó a aprovechar
											los avances de la ciencia
en el campo del cáncer.
											Cada vez que iba al médico,
											le medían moléculas específicas
											que proporcionaban información
sobre su progreso y los pasos a seguir.
											Cada tanto, aparecían 
nuevas opciones en medicina.
											Todos se daban cuenta de que
ella luchaba heroicamente
											contra una enfermedad biológica.
											Esta primavera, comenzó
un innovador tratamiento médico
											como parte de un ensayo clínico.
											Ese tratamiento detuvo su cáncer
de manera sorprendente.
											Adivinen con quién pasaré
el Día de Acción de Gracias.
											Con mi vivaz hermana,
											que hace más ejercicio que yo
											y que, quizá como muchos en esta sala,
											habla a menudo de esta enfermedad mortal
											en tiempo pasado.
											En el transcurso de la vida
o incluso en una década,
											la ciencia puede cambiar la experiencia
de padecer una enfermedad específica.
									","
											Dokuz yıl önce,
											kız kardeşim boynunda ve kolunda 
yumrular olduğunu fark etti
											ve kanser tanısı kondu.
											O günden itibaren,
											bilimin kanser ile ilgili bilgilerinden
yararlanmaya başladı.
											Doktora her gittiğinde
											belirli moleküllerin ölçümü yapıldı
											ve bu ona hastalığın nasıl
gittiği ve sıradaki yapılacak şey
											hakkında bilgi verdi.
											Birkaç yılda bir, yeni tıbbi
seçenekler ortaya çıkıyor.
											Herkes onun bu biyolojik hastalıkla
											kahramanca savaştığının farkındaydı.
											Bu ilkbaharda, klinik bir deneyde
											inovatif yeni bir tıbbi tedavi aldı.
											Bu, kanseri önemli ölçüde geriletti.
											Bu Şükran Günü'nü kiminle
geçireceğim, tahmin edin?
											Hayat dolu kız kardeşimle,
											benden fazla spor yapıyor
											ve belki bu odadaki çoğu kişi gibi
											ölümcül bir hastalık hakkında
diderek daha fazla
											geçmiş zaman kipinde konuşuyor.
											Bilim hayatımızda
hatta on yıl içinde bile
											belli bir hastalığa sahip olmanın
anlamını değiştirebiliyor.
									","
											Il y a neuf ans,
											ma sœur a découvert des nodules
dans son cou et son bras
											et a reçu un diagnostic de cancer.
											Depuis ce jour, elle a bénéficié
											du progrès des connaissances 
scientifiques sur le cancer.
											A chaque visite chez le médecin,
											ils évaluaient des molécules spécifiques
											qui les renseignaient
sur son état de santé
											et sur les étapes à suivre.
											De nouvelles options médicales
étaient disponibles tous les 2-3 ans.
											Tout le monde a salué son courage
dans son combat
											contre le cancer.
											Ce printemps, elle a reçu un
traitement médical novateur
											lors d'un essai clinique.
											Le traitement a été radicalement efficace.
											Et devinez avec qui je vais
passer Thanksgiving ?
											Ma flamboyante sœur,
											qui fait plus d'exercice que moi,
											et qui, comme beaucoup
de gens dans cette salle,
											parle de sa maladie létale
											de plus en plus au passé.
											La science peut, à l'échelle d'une vie,
voire d'une décennie,
											transformer le pronostic
d'une maladie spécifique.
									","
											Há nove anos,
											a minha irmã sentiu uns nódulos
no pescoço e no braço
											e foi diagnosticada com cancro.
											Desse dia em diante, passou a beneficiar
											do conhecimento que a ciência possui
relativamente ao cancro.
											Sempre que ia ao médico,
											eram avaliadas certas 
moléculas específicas
											que davam informações
sobre o seu estado
											e como melhor proceder.
											Surgiam novas opções clínicas
a cada par de anos.
											Aos olhos de todos, ela era como
uma heroína a travar uma batalha
											com uma doença biológica.
											Esta primavera, ela foi submetida
a um novo e inovador tratamento
											graças a um ensaio clínico.
											A terapia reprimiu
drasticamente o seu cancro.
											Adivinhem com quem vou passar
o Dia de Acção de Graças?
											Com a minha irmã jovial,
											que pratica mais exercício físico que eu,
											e que, como provavelmente
muitas das pessoas aqui hoje,
											fala cada vez mais desta doença letal
											como uma coisa do passado.
											Ao longo da nossa vida
— até no espaço de uma década —
											a ciência consegue alterar o que significa
ter uma determinada doença.
									",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
"
","
","
","
","
",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
"
											But not for all illnesses.
											My friend Robert and I
were classmates in graduate school.
											Robert was smart,
											but with each passing month,
											his thinking seemed to become
more disorganized.
											He dropped out of school,
got a job in a store ...
											But that, too, became too complicated.
											Robert became fearful and withdrawn.
											A year and a half later,
he started hearing voices
											and believing that people
were following him.
											Doctors diagnosed him with schizophrenia,
											and they gave him
the best drug they could.
											That drug makes the voices
somewhat quieter,
											but it didn't restore his bright mind
or his social connectedness.
											Robert struggled to remain connected
											to the worlds of school
and work and friends.
											He drifted away,
											and today I don't know where to find him.
											If he watches this,
											I hope he'll find me.
									","
											Pero no todas las enfermedades.
											Mi amigo Robert y yo
fuimos juntos a la universidad.
											Robert era inteligente,
											pero en el transcurso de los meses
											su razonamiento empezó a desorganizarse.
											Dejó los estudios y comenzó
a trabajar en una tienda.
											Pero empezó a tener otras dificultades.
											Robert se volvió temeroso y retraído.
											Al cabo de un año y medio, 
comenzó a oír voces
											y a creer que alguien lo seguía.
											El diagnóstico médico fue esquizofrenia
											y le dieron la mejor droga para su caso,
											una droga que logró acallar
esas voces que oía,
											pero no le devolvió la lucidez
ni su conexión con los demás.
											Robert luchó por seguir conectado
											con el mundo del estudio,
del trabajo y de los amigos.
											Se distanció,
											y hoy no sé dónde buscarlo.
											Si él me está viendo,
											espero que venga a mi encuentro.
									","
											Ama tüm hastalıklarda değil.
											Arkadaşım Robert'la
üniversitede aynı sınıftaydık.
											Robert zeki biriydi
											ama aylar geçtikçe
											düşünme yeteneği sanki 
giderek bozulmaya başladı.
											Okulu bıraktı, bir mağazada işe girdi.
											Ama bu da çok karmaşıklaştı.
											Robert her şeyden korkan
çekingen birine dönüştü.
											Bir buçuk yıl sonra,
bazı sesler duymaya başladı
											ve birilerinin onu 
takip ettiğine inanıyordu.
											Doktorlar ona şizofreni tanısı koydu
											ve ona ellerindeki en iyi ilacı yazdılar.
											Bu ilaç sesleri bir nebze susturmuştu
											ama parlak zekası ve sosyal
bağlantısını geri getirememişti.
											Robert, okul, iş ve arkadaş çevresi ile
											ilişkisini devam ettirmeye çabaladı.
											Sonra kaybolup gitti,
											şimdi onu nerede bulurum bilmiyorum.
											Eğer bu konuşmayı izlerse
											umarım beni bulur.
									","
											Mais pas de toutes les maladies.
											Mon ami Robert et moi étions
camarades de classe à l'université.
											Robert était intelligent,
											mais mois après mois,
											sa pensée semblait devenir
de plus en plus désorganisée.
											Il a quitté l'université, trouvé
un travail dans un magasin...
											Mais ça aussi, c'est
devenu trop compliqué.
											Robert est devenu inquiet et renfermé.
											Un an et demi plus tard,
il entendait des voix
											et croyait que des gens le suivaient.
											Les docteurs ont diagnostiqué
la schizophrénie,
											et lui ont donné le meilleur traitement.
											Le traitement a atténué les voix,
											mais n'a restauré ni son esprit brillant
ni ses compétences sociales.
											Robert s'est battu pour rester connecté
											aux études, au travail et aux amis.
											Il a dérivé,
											et aujourd'hui je ne sais pas où il est.
											S'il me regarde,
											j'espère qu'il viendra me trouver.
									","
											Mas não para todas as doenças.
											O meu amigo Robert e eu
éramos colegas de curso.
											O Robert era inteligente,
											mas a cada mês que passava,
											a sua mente parecia ficar 
cada vez mais enevoada.
											Ele desistiu do curso,
arranjou emprego numa loja...
											Mas isso também se tornou
demasiado complicado.
											O Robert tornou-se receoso e fechado.
											Um ano e meio depois,
começou a ouvir vozes
											e a acreditar que andava
a ser perseguido.
											Foi diagnosticado com esquizofrenia,
											e receitaram-lhe a melhor 
medicação possível.
											A medicação amenizou 
um pouco as vozes,
											porém não lhe restituiu a mente brilhante
e a conexão social que possuía.
											O Robert não conseguiu reconectar-se
											à realidade da escola, 
do trabalho e dos amigos.
											Ele foi-se afastando,
											e até hoje não fui capaz de o encontrar.
											Se ele chegar a ver a isto,
											espero que me encontre a mim.
									",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
"
","
","
","
","
",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
"
											Why does medicine have
so much to offer my sister,
											and so much less to offer
millions of people like Robert?
											The need is there.
											The World Health Organization
estimates that brain illnesses
											like schizophrenia, bipolar disorder
and major depression
											are the world's largest cause
of lost years of life and work.
											That's in part because these illnesses
often strike early in life,
											in many ways, in the prime of life,
											just as people are finishing
their educations, starting careers,
											forming relationships and families.
											These illnesses can result in suicide;
											they often compromise one's ability
to work at one's full potential;
											and they're the cause of so many
tragedies harder to measure:
											lost relationships and connections,
											missed opportunities
to pursue dreams and ideas.
											These illnesses limit human possibilities
											in ways we simply cannot measure.
									","
											¿Cómo es posible que la medicina
tenga tanto para ofrecer a mi hermana,
											y tan poco que ofrecer a millones
de personas como Robert?
											La necesidad está.
											La Organización Mundial de la Salud
estima que las enfermedades mentales,
											como la esquizofrenia, el trastorno
bipolar y la depresión aguda,
											son la primera causa de pérdida
de años en la vida y en el trabajo.
											Esto se debe, en parte, a que
estas enfermedades suelen aparecer
											en la etapa joven, podría 
decirse en la flor de la vida,
											cuando las personas están terminando
sus estudios, empiezan a trabajar,
											forjan relaciones y forman su familia.
											Estas enfermedades 
pueden derivar en suicidio,
											suelen comprometer la capacidad
de trabajar al máximo potencial,
											y son causa de tantas tragedias
difíciles de medir:
											ruptura de relaciones y conexiones,
											pérdida de oportunidades
para alcanzar sueños e ideales.
											Estas enfermedades limitan
las posibilidades humanas
											de una manera imposible de medir.
									","
											İlaçlar neden kız kardeşime
bu kadar çok yardım ederken
											Robert gibi milyonlarca kişiye
çok az yardım edebiliyor?
											Burada bir şey yapılmalı.
											Dünya Sağlık Örgütü
şizofreni, bipolar bozukluk
											ve şiddetli depresyon gibi
beyin hastalıklarının
											yitirilen yaşam ve iş yıllarının
başlıca nedeni olduğunu tahmin ediyor.
											Bunun nedeni kısmen bu hastalıkların
erken yaşlarda birçok şekilde
											ortaya çıkması, en verimli yıllarda,
											insanlar tam eğitimlerini 
tamamlayıp bir işe başlayacakken,
											ilişki ve aile kuracakken.
											Bu hastalıklar intiharla sonuçlanabiliyor,
											genelde kişinin işte tam potansiyel
göstermesini engelliyor
											ve ölçülmesi zor pek çok trajediye
neden oluyor:
											Yitirilen ilişkiler ve bağlantılar,
											hayaller ve fikirlerle ilgili 
kaçırılan fırsatlar gibi...
											Bu hastalıklar insanın imkanlarını
											kolay ölçemeyeceğimiz 
biçimde kısıtlıyor.
									","
											Pourquoi la médecine avait
tant à offrir à ma sœur,
											et si peu à des millions de
patients comme Robert ?
											Le besoin est là.
											L'Organisation Mondiale de la Santé
estime que les maladies mentales
											comme la schizophrénie, les troubles
bipolaires et la dépression,
											sont la première cause de perte
d'années de vie et de travail.
											C'est en partie lié au fait que ces
maladies frappent à un jeune âge,
											au début de la vie active,
											juste au moment où les gens finissent
leurs études, débutent une carrière,
											fondent des relations et une famille.
											Ces maladies peuvent conduire au suicide,
											souvent elles compromettent
le potentiel professionnel
											et sont la cause de tant de tragédies
difficiles à évaluer :
											rupture des relations et contacts sociaux,
											incapacité à concrétiser
ses rêves et ses idées.
											Ces maladies limitent
les capacités humaines
											d'une façon qu'on ne peut évaluer.
									","
											Por que razão tem a medicina
tanto para oferecer à minha irmã,
											e disponibiliza tão pouco
a milhões de pessoas como o Robert?
											Não é por falta de necessidade.
											A Organização Mundial de Saúde
estima que as doenças mentais
											tais como a esquizofrenia, a doença
maníaco-depressiva e a depressão
											são a principal causa mundial
de perda de anos de vida e trabalho.
											E tal deve-se, em parte, ao facto
de estas doenças se manifestarem cedo,
											em muitos casos na flor da idade,
											logo que as pessoas terminam 
os estudos, no começo da carreira,
											e quando começam a formar uma família.
											Estes distúrbios podem levar ao suicídio;
											é frequente impedirem uma pessoa de viver
de acordo com todo o seu potencial;
											e são a causa de tantas tragédias
ainda mais difíceis de calcular:
											relações e laços perdidos,
											oportunidades perdidas para realizar
sonhos que ficam por aproveitar.
											Estes distúrbios limitam
a experiência humana
											de formas impossíveis de aferir.
									",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
"
","
","
","
","
",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
"
											We live in an era in which
there's profound medical progress
											on so many other fronts.
											My sister's cancer story
is a great example,
											and we could say the same
of heart disease.
											Drugs like statins will prevent
millions of heart attacks and strokes.
											When you look at these areas
of profound medical progress
											in our lifetimes,
											they have a narrative in common:
											scientists discovered molecules
that matter to an illness,
											they developed ways to detect
and measure those molecules in the body,
											and they developed ways
to interfere with those molecules
											using other molecules — medicines.
											It's a strategy that has worked
again and again and again.
											But when it comes to the brain,
that strategy has been limited,
											because today, we don't know
nearly enough, yet,
											about how the brain works.
											We need to learn which of our cells
matter to each illness,
											and which molecules in those cells
matter to each illness.
											And that's the mission
I want to tell you about today.
									","
											Esta era está marcada por
profundos avances de la medicina
											en muchos otros ámbitos.
											El cáncer de mi hermana
es un buen ejemplo,
											y lo mismo ocurre
con las enfermedades cardíacas.
											Drogas como la estatina podrán prevenir
millones de ataques cardíacos e infartos.
											Si analizamos este enorme progreso
de la medicina en estas áreas,
											notaremos que tienen una narrativa común.
											Los científicos descubrieron moléculas 
relacionadas con una enfermedad,
											encontraron la forma de detectar 
y medir esas moléculas en el organismo,
											y buscaron la manera
de interferir con esas moléculas
											usando otras moléculas: los medicamentos.
											Esta estrategia siempre dio 
buenos resultados, una y otra vez.
											Pero en el caso del cerebro,
esa estrategia se vio limitada,
											porque actualmente aún
no se sabe lo suficiente
											sobre el funcionamiento del cerebro.
											Necesitamos saber qué células
se relacionan con cada enfermedad,
											y qué moléculas de esas células
se relacionan con cada enfermedad.
											De esto quiero hablarles hoy.
									","
											Diğer pek çok cephede
büyük tıbbi ilerlemelerin olduğu
											bir çağda yaşıyoruz.
											Kız kardeşimin kanseri
buna çok iyi bir örnek,
											kalp hastalığı için de
bunu söyleyebiliriz.
											Statin gibi ilaçlar milyonlarca
kalp krizi ve felci önlüyor.
											Bu alanlarda yaşamımız boyunca gördüğümüz
											büyük tıbbi ilerlemelere bakınca
											ortak bir hikaye görüyoruz:
											Bilim insanları bir hastalıkta
önemli olan moleküller keşfetti,
											bu molekülleri vücutta saptama
ve ölçmenin yollarını buldu
											ve o moleküllere müdahale etmenin
yollarını geliştirdiler,
											başka moleküller kullanarak, ilaçlarla...
											Bu tekrar ve tekrar
işe yaramış olan bir strateji.
											Fakat iş beyne gelince 
bu strateji sınırlı kalıyor
											çünkü bugün,
beynin nasıl çalıştığını
											henüz yeterince iyi bilmiyoruz.
											Hangi hücrelerimizin hangi hastalığa
etkisi olduğunu öğrenmemiz gerekiyor
											ve o hücrelerdeki hangi moleküllerlerin
hangi hastalığa etkisi olduğunu.
											Bugün size anlatmak istediğim 
misyon bununla ilgili.
									","
											Nous vivons dans une ère de
grands progrès médicaux
											sur tant d'autres fronts.
											L'histoire du cancer de ma sœur
est un bon exemple,
											les maladies cardiaques en sont un autre.
											Les statines permettent de prévenir
des millions de crises cardiaques.
											Quand on se penche sur ces domaines
de grand progrès médical
											à l'échelle d'une vie,
											ils ont une histoire commune :
											les scientifiques découvrent des
molécules jouant un rôle dans une maladie,
											ils développent des moyens pour détecter
et mesurer ces molécules dans le corps,
											et ils développent des moyens
d'interférer avec elles
											en utilisant des molécules thérapeutiques.
											C'est une stratégie
qui a très bien fonctionné.
											Mais quand on parle du cerveau,
cette stratégie trouve ses limites,
											parce qu'aujourd'hui, on n'en sait
pas encore suffisamment
											sur le fonctionnement du cerveau.
											On doit apprendre quel type de cellule
est impliqué dans chaque maladie,
											et quelles molécules dans ces cellules
sont impliquées.
											C'est la mission dont je vais
vous parler aujourd'hui.
									","
											Vivemos numa era que assiste
a avanços médicos significativos
											em tantas outras áreas.
											O cancro da minha irmã
é um exemplo perfeito,
											e o mesmo ocorre com
doenças cardiovasculares.
											Certos fármacos como as estatinas 
evitarão milhões de enfartes e AVCs.
											Quando analisamos estas áreas
de enormes progressos médicos
											ao longo da nossa vida,
											apercebemo-nos do que têm em comum:
											descobriram-se moléculas relevantes
para uma determinada doença,
											formas de detectar e medir essas
moléculas presentes no nosso corpo,
											assim como formas de interferir
com as ditas moléculas
											através do uso de outras moléculas
— os fármacos.
											É uma estratégia que tem resultado
vezes sem conta.
											Contudo, no que toca ao cérebro,
esta estratégia torna-se limitada,
											uma vez que ainda 
não compreendemos o suficiente
											sobre como o cérebro funciona.
											É necessário aprender quais as células
envolvidas em cada distúrbio,
											e quais as moléculas nessas células
relevantes para cada distúrbio.
											É sobre essa missão 
que pretendo falar-vos hoje.
									",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
"
","
","
","
","
",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
"
											My lab develops technologies
with which we try to turn the brain
											into a big-data problem.
											You see, before I became a biologist,
I worked in computers and math,
											and I learned this lesson:
											wherever you can collect vast amounts
of the right kinds of data
											about the functioning of a system,
											you can use computers in powerful new ways
											to make sense of that system
and learn how it works.
											Today, big-data approaches
are transforming
											ever-larger sectors of our economy,
											and they could do the same
in biology and medicine, too.
											But you have to have
the right kinds of data.
											You have to have data
about the right things.
											And that often requires
new technologies and ideas.
											And that is the mission that animates
the scientists in my lab.
									","
											Mi laboratorio desarrolla tecnologías
para poder transformar el cerebro
											en un problema de macrodatos.
											Antes de ser biólogo, trabajé en el área
de la computación y la matemática,
											donde aprendí la siguiente lección:
											si en un área podemos recolectar
una gran cantidad de datos adecuados
											sobre el funcionamiento de un sistema,
											podemos usar la computadora
de manera novedosa y efectiva
											para entender ese sistema
y estudiar cómo funciona.
											Actualmente, el uso de macrodatos
											está transformando grandes 
sectores de la economía,
											y lo mismo podría hacerse
con la biología y la medicina.
											Pero es necesario que los datos
sean los correctos,
											los que se precisan.
											Y para lograrlo se requieren
nuevas tecnologías e ideas.
											Esta es la misión que motiva
a los científicos de mi laboratorio.
									","
											Laboratuvarım beyni bir 
büyük veri problemine dönüştürmeye
											çalışan teknolojiler geliştiriyor.
											Yani bir biyolog olmadan önce
bilgisayar ve matematik alanında çalıştım
											ve şunu öğrendim:
											Bir sistemin işleyişi hakkında
çok büyük miktarda 

											doğru tür veriyi toplayabilirseniz
											o sistemi anlamlandırmak
ve nasıl işlediğini öğrenmek için
											bilgisayarları güçlü yeni
yöntemlerle kullanabilirsiniz.
											Bugün büyük veri yaklaşımı
											ekonomimizin büyük
sektörlerini dönüştürüyor
											ve aynı şeyi biyoloji ve tıp
alanında da yapabilir.
											Ancak doğru tür verilere
sahip olmanız gerekiyor.
											Doğru şeylerle ilgili
verilere sahip olmalısınız.
											Bu da genellikle yeni teknoloji
ve fikirler gerektiriyor.
											Laboratuvarımdaki bilim insanlarını
heyecanlandıran görev de bu.
									","
											Mon laboratoire développe des technologies
pour convertir le cerveau
											en un problème de mégadonnées.
											Avant d'être biologiste, je travaillais
dans l'informatique et les maths,
											et j'ai appris une leçon :
											là où on peut collecter de grandes
quantités de données valides
											sur le fonctionnement d'un système,
											on peut utiliser les ordinateurs
de façon percutante et innovante
											pour rendre le système cohérent
et comprendre son fonctionnement.
											Aujourd'hui, les approches
mégadonnées transforment
											d'autres plus grands secteurs
de notre économie,
											et peuvent faire la même chose
dans la médecine et la biologie.
											Mais il faut disposer de données valides.
											Il faut des données sur
les points pertinents.
											Et souvent ça requiert de nouvelles
technologies et de nouvelles idées.
											C'est la mission qui anime les
scientifiques de mon laboratoire.
									","
											Os nossos laboratórios criam tecnologias
que nos ajudam a fazer do cérebro
											um ""puzzle"" para megadados.
											Antes de ser biólogo, eu era informático
e trabalhava com equações matemáticas
											e aprendi algo importante:
											onde for possível recolher grandes
quantidades do tipo certo de informações
											relativa ao funcionamento de um sistema,
											podemos fazer uso de computadores
de formas extraordinárias
											para compreender esse sistema
e aprender como funciona.
											As técnicas de megadados
estão já a revolucionar
											sectores cada vez maiores 
da nossa economia,
											e o mesmo poderia ocorrer
com as áreas da biologia e da medicina.
											Porém, é necessário possuir
o tipo de dados correcto.
											É preciso possuir dados
sobre o que interessa.
											E isso normalmente exige
novas tecnologias e ideias inovadoras.
											E é essa a missão que inspira
os cientistas no meu laboratório.
									",How data is helping us unravel the mysteries of the brain,Steve McCarroll,17:22,"brain,science,technology,genetics,neuroscience,molecular biology,mental health,disease,medical research,medical imaging,DNA,TEDMED"
