en,pt,tr,title,speaker,duration,tags
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											Can we, as adults, grow new nerve cells?
											There's still some confusion
about that question,
											as this is a fairly new field of research.
											For example, I was talking
to one of my colleagues, Robert,
											who is an oncologist,
											and he was telling me,
											""Sandrine, this is puzzling.
											Some of my patients that have been told
they are cured of their cancer
											still develop symptoms of depression.""
											And I responded to him,
											""Well, from my point of view
that makes sense.
											The drug you give to your patients
that stops the cancer cells multiplying
											also stops the newborn neurons
being generated in their brain.""
											And then Robert looked at me
like I was crazy and said,
											""But Sandrine, these are adult patients —
											adults do not grow new nerve cells.""
											And much to his surprise, I said,
""Well actually, we do.""
											And this is a phenomenon
that we call neurogenesis.
									","
											Poderemos nós, enquanto adultos,
criar novas células nervosas?
											Ainda há alguma confusão
quanto a esta questão
											tendo em conta que este é um 
novo campo de pesquisa.
											Por exemplo, eu estava a falar 
com um dos meus colegas, o Robert,
											que é oncologista.
											E ele disse-me:
											""Sandrine, isto é muito esquisito.
											""Alguns dos meus doentes
que sabem que estão curados do cancro
											""continuam a ter sintomas de depressão.""
											E eu respondi-lhe:
											""Bem, do meu ponto de vista
isso faz sentido.
											""A medicação que dás aos doentes que detém
a multiplicação de células cancerígenas
											""também detém o crescimento de novos 
neurónios gerados pelo cérebro.""
											Robert olhou para mim
como se eu fosse maluca e disse:
											""Sandrine, estes doentes são adultos
											""e os adultos não criam 
novas células nervosas"".
											Para surpresa dele, eu disse:
""Bem, na realidade, criamos.""
											Este é um fenómeno 
designado por neurogénese.
									","
											Yetişkinler olarak, bizler, beynimizde
yeni sinir hücreleri üretebilir miyiz?
											Bu soruyla ilgili olarak hâlâ
bazı karışıklıklar var,
											çünkü oldukça yeni bir araştırma alanı.
											Örnek olarak, meslektaşlarımdan
biri olan Robert ile konuşuyordum,
											kendisi bir kanserbilimci,
											bana şöyle dedi:
											""Sandrine, dediğin çok şaşırtıcı.
											Kanserleri tedavi edilen
hastalarımdan kimileri
											hâlâ bunalım belirtileri gösteriyor.""
											Ona şu yanıtı verdim:
											""Benim görüşüme göre,
dediğinde bir gariplik yok.
											Hastalarına kanser hücrelerinin
çoğalmasını durdurması için verdiğin ilaç,
											beyinlerinde yeni sinir hücrelerinin
oluşumunu da durduruyor.
											Sonra Robert bana deliymişim
gibi baktı ve dedi ki:
											""Ama Sandrine, bunlar yetişkin hastalar —
											yetişkinler yeni
sinir hücreleri üretemez.""
											Onu çok şaşırtarak,
""Şey, aslında üretebiliyoruz."" dedim.
											Bu olguya biz ""sinir hücresi üremesi""
(neurogenesis) diyoruz.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											[Neurogenesis]
									","
											[Neurogénese]
									","
											[Sinir hücresi üremesi]
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											Now Robert is not a neuroscientist,
											and when he went to medical school
he was not taught what we know now —
											that the adult brain
can generate new nerve cells.
											So Robert, you know,
being the good doctor that he is,
											wanted to come to my lab
											to understand the topic
a little bit better.
											And I took him for a tour
											of one of the most exciting
parts of the brain
											when it comes to neurogenesis —
											and this is the hippocampus.
											So this is this gray structure
in the center of the brain.
											And what we've known already
for very long,
											is that this is important for learning,
memory, mood and emotion.
											However, what we
have learned more recently
											is that this is one of the unique
structures of the adult brain
											where new neurons can be generated.
											And if we slice through the hippocampus
											and zoom in,
											what you actually see here in blue
											is a newborn neuron
in an adult mouse brain.
											So when it comes to the human brain —
											my colleague Jonas Frisén
from the Karolinska Institutet,
											has estimated that we produce
700 new neurons per day
											in the hippocampus.
											You might think this is not much,
											compared to the billions
of neurons we have.
											But by the time we turn 50,
											we will have all exchanged the neurons
we were born with in that structure
											with adult-born neurons.
									","
											Robert não é neurocientista.
											Quando fomos para a escola de medicina
não lhe ensinaram o que sabemos agora,
											que o cérebro adulto
pode gerar novas células nervosas.
											Então Robert, sendo o bom médico que é,
											quis ir até ao meu laboratório
											para perceber um pouco mais
sobre o assunto.
											E eu levei-o a visitar
											uma das partes 
mais interessantes do cérebro,
											no que respeita à neurogénese,
											que é o hipocampo.
											É esta estrutura cinzenta
no centro do cérebro.
											Segundo o que já sabemos há muito tempo,
											ele é importante para a aprendizagem, 
a memória, o humor e as emoções.
											No entanto, o que aprendemos
mais recentemente
											é que esta é uma das únicas estruturas 
do cérebro adulto
											onde podem ser criados novos neurónios.
											Se cortarmos ao longo do hipocampo
											e o maximizarmos,
											o que vocês veem aqui a azul,
											é um neurónio recém-nascido
no cérebro de um rato adulto
											No que respeita ao cérebro humano,
											o meu colega Jonas Frisén
do Instituto de Karolinska,
											calculou que podemos produzir
700 novos neurónios por dia
											no hipocampo.
											Podem pensar que 
não é uma grande quantidade,
											em comparação com os milhares de milhões
de neurónios que temos.
											Mas, quando chegarmos aos 50 anos,
											teremos trocado todos os neurónios
com que nascemos nessa estrutura
											pelos novos neurónios 
nascidos em adultos.
									","
											Robert bir sinirbilimci değil
											ve tıp okurken ona bizim şimdi
bildiklerimiz öğretilmedi —
											yetişkin beyni yeni
sinir hücreleri üretebilir.
											Tahmin edeceğiniz üzere,
Robert iyi bir doktor olarak
											konuyu biraz daha iyi anlamak için
											laboratuvarıma gelmek istedi.
											Onu yanıma alarak
											konu sinir hücresi üremesi olunca,
beynin en heyecan verici
											bölümlerinden birini —
											hipokampusu gösterdim.
											Beynin merkezindeki
boz renkli yapı hipokampustur.
											Ve uzun süredir biliyoruz ki
											bu bölge; öğrenme, bellek, ruhsal durum
ve duygular için önemli bir bölge.
											Ancak, yeni öğrendiğimize göre
											bu bölge yetişkin beyninin
eşsiz bölgelerinden birisi,
											yeni sinir hücreleri burada çoğalıyor.
											Hipokampusu bölerek
											yakınlaşırsak
											burada gördüğünüz mavi şey,
											yetişkin bir fare beynindeki
yeni doğmuş bir sinir hücresi.
											İnsan beyninden bahsedersek —
											Karolinska Enstitüsü'nden
meslektaşım Jonas Frisén
											hipokampusta günde
700 yeni sinir hücresi ürettiğimizi
											hesapladı.
											Fazla olmadığını düşünebilirsiniz,
											milyarlarca sinir hücremizle kıyaslanınca.
											Ancak, 50 yaşına geldiğimizde,
											doğduğumuzda beynimizde bulunan
bütün sinir hücrelerini, yetişkinliğimizde
											çoğalan hücrelerle değiştirmiş oluyoruz.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											So why are these new neurons important
and what are their functions?
											First, we know that they're important
for learning and memory.
											And in the lab we have shown
											that if we block the ability
of the adult brain
											to produce new neurons in the hippocampus,
											then we block certain memory abilities.
											And this is especially new and true
for spatial recognition —
											so like, how you navigate
your way in the city.
									","
											Porque é que estes novos neurónios são 
importantes e quais as suas funções?
											Primeiro, sabemos que são importantes 
para a aprendizagem e para a memória.
											Em laboratório já mostrámos
											que, se bloquearmos a capacidade
do cérebro adulto
											para produzir novos neurónios 
no hipocampo,
											também bloqueamos certas 
capacidades de memória.
											Isto é especialmente novo e verdadeiro
para o reconhecimento espacial
											como, por exemplo,
quando circulamos pela cidade.
									","
											Peki bu sinir hücreleri
niçin önemli ve işlevleri ne?
											Öncelikle, öğrenme ve bellek
için önemli olduklarını biliyoruz.
											Laboratuvar sonuçlarımıza göre,
											yetişkin beyninin hipokampusta
											yeni sinir hücresi üretmesini engellersek
											bazı bellek yeteneklerini de engelliyoruz.
											Bu durum, özellikle
mekansal algımız için yeni ve geçerli —
											şehirde yolumuzu
bulabilmemiz buna bir örnek.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											We are still learning a lot,
											and neurons are not only important
for memory capacity,
											but also for the quality of the memory.
											And they will have been helpful
to add time to our memory
											and they will help differentiate
very similar memories, like:
											how do you find your bike
											that you park at the station
every day in the same area,
											but in a slightly different position?
									","
											Nós continuamos a aprender muito.
											Os neurónios não são apenas
importantes para a capacidade da memória,
											mas também para a qualidade da memória.
											Ajudaram a aumentar o tempo
da nossa memória,
											vão ajudar a diferenciar memórias
muito parecidas,
											como encontrar a bicicleta
											que estacionamos no parque
todos os dias, na mesma área,
											mas numa posição ligeiramente diferente.
									","
											Hâlâ birçok şey öğreniyoruz
											ve sinir hücreleri yalnızca
bellek sınırı için değil,
											bellek niteliği için de önemli.
											Yeni sinir hücreleri
belleğimizi geliştirmemize
											ve benzer anıları ayırt etmemize
yardımcı oluyor, örneğin:
											her gün aynı durağa,
											ama birazcık farklı bir yere
koyduğunuz bisikletinizi
											nasıl buluyorsunuz?
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											And more interesting
to my colleague Robert
											is the research we have been doing
on neurogenesis and depression.
											So in an animal model of depression,
											we have seen that we have
a lower level of neurogenesis.
											And if we give antidepressants,
											then we increase the production
of these newborn neurons,
											and we decrease
the symptoms of depression,
											establishing a clear link
between neurogenesis and depression.
											But moreover, if you
just block neurogenesis,
											then you block the efficacy
of the antidepressant.
											So by then, Robert had understood
											that very likely his patients
were suffering from depression
											even after being cured of their cancer,
											because the cancer drug had stopped
newborn neurons from being generated.
											And it will take time
to generate new neurons
											that reach normal functions.
									","
											Mais importante ainda,
para o meu colega Robert,
											é a pesquisa que temos em mãos 
sobre a neurogénese e a depressão.
											No caso de depressão num animal,
											já observámos que temos 
um nível mais baixo de neurogénese.
											Se administrarmos antidepressivos,
											aumentamos a produção
desses neurónios recém-criados
											e diminuímos os sintomas da depressão,
											estabelecendo uma nítida ligação
entre a neurogénese e a depressão.
											Mas, além disso, 
se bloquearmos a neurogénese,
											bloqueamos a eficácia do antidepressivo.
											Nesta altura, Robert já tinha percebido
											que, muito provavelmente, 
os seus doentes sofriam de depressão
											depois de estarem curados do cancro,
											porque as drogas para o cancro
											tinham impedido a criação
de novos neurónios.
											E demora tempo 
até se gerarem novo neurónios,
											até se entrar num funcionamento normal.
									","
											Meslektaşım Robert'ın
daha ilgincine giden şey,
											sinir hücresi üremesi ve bunalım
üzerine olan araştırmamız.
											Bir hayvan bunalım örnekçesinde,
											gördük ki düşük bir
sinir hücresi üreme seviyemiz var.
											Bunalım giderici (antidepresan) verirsek
											yeni sinir hücrelerinin çoğalması artıyor
											ve bunalımın belirtileri azalıyor,
											sinir hücresi üremesiyle bunalım
arasında net bir bağlantı sağlıyor.
											Ancak dahası, yalnızca
sinir hücresi üremesini engellerseniz
											bunalım gidericilerin
etkisini de engelliyorsunuz.
											Bu esnada, Robert
											hastalarının kanser tedavisinden sonra
											bunalım yaşamalarının nedeninin
											kanser ilacının sinir hücrelerinin
çoğalmasını engellemesi olduğunu anladı.
											Normal işlevlerini gerçekleştirecek
yeni sinir hücrelerinin çoğalması
											zaman alıyor.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											So, collectively, now we think
we have enough evidence
											to say that neurogenesis
is a target of choice
											if we want to improve
memory formation or mood,
											or even prevent the decline
associated with aging,
											or associated with stress.
									","
											Hoje pensamos que temos bastantes indícios
											para dizer que a neurogénese 
é um alvo a ter em atenção
											se queremos melhorar a formação
da memória ou a disposição,
											ou impedir o declínio
associado ao envelhecimento
											ou associado ao ""stress"".
									","
											Bu yüzden, ortaklaşa olarak,
bellek gelişimini ya da ruhsal durumu
											geliştirmek ya da hatta yaşlanmayla
											ya da stresle ilintili gerilemesini
engellemek istiyorsak,
											sinir hücresi üremesi,
yönelmemiz gereken hedeftir
											diyebilecek kadar kanıta sahibiz.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											So the next question is:
											can we control neurogenesis?
											The answer is yes.
											And we are now going to do a little quiz.
											I'm going to give you a set
of behaviors and activities,
											and you tell me if you think
they will increase neurogenesis
											or if they will decrease neurogenesis.
											Are we ready?
											OK, let's go.
									","
											A pergunta que se segue é:
											""Podemos controlar a neurogénese?""
											A resposta é: ""Podemos"".
											Agora vamos fazer umas perguntinhas.
											Vou dar-vos um conjunto
de comportamentos e atividades,
											e vocês vão dizer-me se acham
que aumentam a neurogénese
											ou se diminuem a neurogénese.
											Estão prontos?
											Ok, vamos a isso.
									","
											Sıradaki sorumuz:
											sinir hücresi üremesini
denetleyebilir miyiz?
											Yanıt evet.
											Ve şimdi küçük bir sınav yapacağız.
											Size bir dizi davranış
ve etkinlik vereceğim
											ve siz de bana bunların
sinir hücresi üremesini arttırıp
											arttırmayacağını söyleyeceksiniz.
											Hazır mıyız?
											Pekâlâ, başlayalım.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											So what about learning?
											Increasing?
											Yes.
											Learning will increase the production
of these new neurons.
									","
											Que tal quanto à aprendizagem?
											Aumenta?
											Claro.
											A aprendizagem aumenta
a produção de novos neurónios.
									","
											Öğrenmek ne yapar desem?
											Arttırır mı?
											Evet.
											Öğrenmek yeni sinir hücresi
üremesini arttırıyor.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											How about stress?
											Yes, stress will decrease the production
of new neurons in the hippocampus.
									","
											E quanto ao ""stress""?
											Claro, o ""stress"" diminui a produção
de novos neurónios no hipocampo.
									","
											Peki ya stres?
											Evet, stres hipokampustaki yeni
sinir hücresi üremesini azaltıyor.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											How about sleep deprivation?
											Indeed, it will decrease neurogenesis.
									","
											E a falta de sono?
											Com certeza, diminui a neurogénese.
									","
											Peki ya uyku eksikliği?
											Aynen öyle, uykusuzluk
sinir hücresi üremesini azaltıyor.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											How about sex?
											Oh, wow!
									","
											E quanto ao sexo?
											Oh, uau!
									","
											Peki ya sevişmek?
											Vay be!
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											Yes, you are right, it will increase
the production of new neurons.
											However, it's all about balance here.
											We don't want to fall in a situation —
									","
											Têm razão, aumenta a produção
de novos neurónios.
											Mas, trata-se duma situação de equilíbrio.
											Não caiam numa situação...
									","
											Evet, haklısınız, sevişmek
yeni sinir hücresi üremesini arttırıyor.
											Ancak, önemli olan dengeli olmak.
											İpin ucunu kaçırıp —
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											about too much sex
leading to sleep deprivation.
									","
											... de sexo em demasia, 
que leve à falta de sono.
									","
											aşırı sevişmenin uyku
eksikliğine yol açmasını istemeyiz.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											How about getting older?
											So the neurogenesis rate
will decrease as we get older,
											but it is still occurring.
									","
											E quanto ao envelhecimento?
											O ritmo da neurogénese diminui 
à medida que envelhecemos,
											mas continua a fazer-se.
									","
											Peki ya yaşlanmak?
											Sinir hücresi üreme hızı
yaşlandıkça düşüyor,
											fakat yine de gerçekleşiyor.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
											And then finally, how about running?
											I will let you judge that one by yourself.
									","
											Por fim, quanto à corrida?
											Vou deixar que concluam esta
por vós próprios.
									","
											Son olarak, koşmak?
											Görelim kendiniz karar verin.
									",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
"
","
","
",You can grow new brain cells. Here's how,Sandrine Thuret,11:04,"aging,brain,health,medical research,memory,mental health,mind,neuroscience,science,biology"
