en,pt,title,speaker,duration,tags
"
","
",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
"
											My subject is the future of life on Earth.
											This is a very large and complex topic.
											It's the subject of futurology.
											And in fact, I am a palaeontologist,
I study dinosaurs,
											and you might wonder
											why a palaeontologist would have
something to say about the future.
											However, there are some shared aspects
which I will talk about,
											and this can provide some evidence
to help us in making decisions.
									","
											O meu tema é o futuro da vida na Terra.
											É um tópico muito extenso
e muito complexo.
											É tema de futurologia.
											Eu sou paleontólogo, estudo dinossauros
											e vocês poderão pensar
											porque é que um paleontólogo
tem alguma coisa a dizer sobre o futuro.
											Contudo, há aspetos comuns
sobre os quais vou falar
											e isso pode dar algumas pistas
para nos ajudar a tomar decisões.
									",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
"
","
",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
"
											I’m a palaeontologist, as I say.
											I decided on this career
when I was seven years old.
											I loved dinosaurs at the age of seven,
											and I think these days,
young people still do.
											And I haven't changed my view since.
											I love the job, teaching students,
											going to exotic parts of the world
to dig up dinosaurs,
											finding new facts
about the history of life.
											However, this kind of subject,
studying the past,
											like studying the future,
											could be said by some
not to be truly scientific.
											And I want to explore that
a little bit first,
											how do we do this,
											before we get to the point of beginning
to establish some facts and figures
											about life and current threats.
											And this has been criticised
by other scientists.
									","
											Sou paleontólogo, como já disse.
											Decidi seguir esta carreira
quando tinha sete anos.
											Adorava dinossauros,
quando tinha sete anos,
											e penso que, atualmente,
os jovens ainda os adoram.
											Não mudei de opinião, desde então.
											Adoro a profissão,
adoro ensinar estudantes,
											ir a partes exóticas do mundo,
escavar dinossauros,
											encontrar novos factos
sobre a história da vida.
											Mas este tipo de tema,
o estudo do passado,
											tal como o estudo do futuro,
											pode ser considerado por alguns
como não sendo propriamente científico.
											E, primeiro, gostava de explorar
um pouco mais como fazemos isso,
											antes de começar a apresentar
factos e números
											sobre a vida e as ameaças atuais.
											Isto tem sido criticado
por outros cientistas.
									",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
"
","
",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
"
											For example, 100 years ago,
											Sir Ernest Rutherford,
											a very famous physicist,
Nobel Prize winner,
											said, 'All of science is physics,
and the rest is stamp collecting.'
											By which he meant that if you cannot
make it into mathematics or physics,
											it doesn't count.
											That excludes then the natural sciences,
medicine and a lot of other areas.
											And I think at the far end of the spectrum
would be my subject, palaeontology.
											I'd like to give you an example though,
											to show you how 
we apply scientific methods
											to achieve a certain level 
of understanding and certainty.
									","
											Por exemplo, há cem anos,
											Sir Ernest Rutherford,
											um físico muito conhecido,
que ganhou um Prémio Nobel, disse:
											""Toda a ciência é a Física
e o resto é coleção de selos"".
											Ele queria dizer que, se não podemos
traduzi-lo em matemática ou em física,
											não conta.
											Isto exclui as ciências naturais,
a medicina e muitas outras áreas.
											Penso que, na ponta extrema do espetro,
estaria o meu tema, a paleontologia.
											Mas gostava de vos dar um exemplo,
											para mostrar como aplicamos
métodos científicos
											para conseguir um certo nível
de compreensão e de certeza.
									",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
"
","
",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
"
											And this is something that has been
developing during my career
											so that when I started,
											a lot of what we did would be called
a speculation or guesswork,
											whereas now, a lot of what
we do can be tested
											and can be called scientific.
											The example I'm going to take 
is the question I asked when I was seven,
											'Could T. rex bite a car in half?'
											This is a question about the most
famous dinosaur, Tyrannosaurus Rex,
											which was huge, five tons in weight,
enormous jaws and teeth.
											Could it bite a car in half?
											Well, there were no cars
in the Cretaceous,
											but let's forget that for the moment.
											When I started, you could only 
answer that question by guesswork,
											or you could make some very
simple models of the skull, like levers,
											and try to calculate things.
											If you were going
to make a realistic model
											that had all the properties of the
original bone and flesh of the dinosaur,
											you could not do it.
											But now, with the power of computing,
we can do this kind of thing.
											So the way you calculate
the bite force of T. rex,
											and the way people have done it,
											is they scan a skull
											and make a three-dimensional,
digital model inside the computer.
											You then divide that model into a mesh,
											or into a framework of elements
											or small components.
											And each of these elements
can be given physical properties
											so that we know the physical properties
of bone of living animals.
											These are material properties,
											like how far can you twist
the bone before it breaks,
											how much compression can that bone take.
											And so all of those properties
are mapped into the skull.
											And then you apply imaginary forces
											and increase those pressures
until the thing breaks.
											And so the bite force of T. rex is huge.
											Let me lead you to the figure.
											Our bite force is about
800 newtons at most.
											The biggest bite force of any 
living animal is the great white shark,
											and that is about 5,000 newtons.
											T. rex, 50,000 newtons, ten times.
											And that's equivalent
to five tons of weight, acting.
											So it could bite a car in half.
									","
											É uma coisa que tem evoluído
ao longo da minha carreira.
											Quando eu comecei,
											muito do que fazíamos seria chamado
especulação ou conjeturas,
											enquanto que agora,
muito do que fazemos
											pode ser testado
e pode ser considerado científico.
											O exemplo que vou dar é a pergunta
que eu fiz quando tinha sete anos:
											""Um T. rex pode morder um carro
e parti-lo ao meio?""
											Esta é uma pergunta
sobre o Tyrannosaurus Rex,
											o dinossauro mais famoso,
											que era enorme, pesava cinco toneladas,
tinha mandíbulas e dentes enormes.
											Podia partir um carro em dois?
											Bom, não havia carros no Cretáceo,
											mas esqueçamos isso por instantes.
											Quando comecei, só era possível
responder a esta pergunta por conjeturas
											ou podia-se fazer um modelo muito simples
do crânio, como alavancas,
											e tentar calcular qualquer coisa.
											Se quiséssemos fazer um modelo realista
											que tivesse todas as propriedades
do osso e carne original do dinossauro,
											isso não seria possível.
											Mas agora, com o poder da informática,
podemos fazer isso.
											A forma como calculamos
a força da mordida do T.rex
											e a forma como se tem feito isso,
											é digitalizar um crânio,
											e fazer um modelo digital 3D
no computador.
											Depois divide-se esse modelo numa rede
											ou seja, numa estrutura de elementos
											ou de pequenos componentes.
											Podemos atribuir propriedades físicas
a cada um desses elementos

											porque sabemos as propriedades físicas
do osso de animais vivos.
											São propriedades materiais,
											como até que ponto podemos torcer
o osso, antes de ele se partir,
											quanta compressão o osso pode aguentar.
											Todas essas propriedades
são mapeadas no crânio.
											Depois, aplicamos forças imaginárias
											e aumentamos essas pressões
até as coisas se partirem.
											A força da mordida do T.rex é enorme.
											Vou explicar até que ponto.
											A força da nossa mordida
é de cerca de 800 ""newtons"", quando muito.
											A maior força de mordida de um animal vivo
é a do grande tubarão branco
											que é da ordem dos 5000 ""newtons"".
											A do T.rex é de 50 000 ""newtons"",
dez vezes maior.
											Isso é equivalente
a cinco toneladas de força.
											Portanto, podia partir um carro ao meio.
									",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
"
","
",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
"
											Why do we believe this method?
											Because this method is a standard
in design and architecture.
											Finite element analysis is used
for designing buildings like this one.
											You don't simply build it
and hope it doesn't fall down.
											The thing is designed in a computer,
											it is stress-tested using this program
we apply to the dinosaur.
											I think we can believe it.
											But let's move on.
											That was just a brief word about
how you can actually apply science,
											I would argue,
											to questions that are not
happening at our time,
											in the past, or maybe in the future.
											And in palaeontology,
we don't just find fossils.
											We also care about evolution
and diversification,
											how groups have become diverse,
how groups go extinct.
											And at the moment, we are crucially
concerned about extinction.
									","
											Porque é que acreditamos neste método?
											Porque este método é um padrão
no ""design"" e na arquitetura.
											Usa-se a análise de elementos finitos
para projetar edifícios como este.
											Não os construímos e ficamos
à espera de que eles não caiam.
											Tudo é projetado num computador,
											fazem-se testes de esforço usando
o programa que aplicamos ao dinossauro.
											Penso que podemos confiar nele.
											Mas passemos à frente.
											Isto foi apenas uma breve referência
para ver como podemos aplicar a ciência,
											para responder a dúvidas
											sobre coisas que já não existem
na nossa época,
											mas no passado, ou talvez no futuro.
											Na paleontologia
não procuramos apenas fósseis.
											Também nos preocupamos
com a evolução e a diversificação,
											na forma como os grupos se diversificaram,
como os grupos se extinguiram.
											Neste momento, estamos
muito preocupados com a extinção.
									",Mass extinctions and the future of life on Earth,Michael Benton,16:50,"science,future,history,paleontology,dinosaurs"
