fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
											Quand j'avais cinq ans
											je suis tombé amoureux des avions.
											Bon, je parle des années 30.
											Dans les années 30 un avion avait deux ailes
											et un moteur en étoile.
											Et était toujours piloté
											par un type qui ressemblait à Cary Grant.
											Il avait de hautes bottes en cuir,
											des jodhpurs, un vieux blouson de cuir,
											un casque merveilleux
											et ces merveilleuses lunettes -
											et, immanquablement, une écharpe blanche
											qui flottait dans le vent.
											Il marchait toujours jusqu'à son avion
											d'un pas nonchalant,
											une nonchalance insouciante,
											il balançait sa cigarette,
											attrapait la fille qui attendait ici, lui donnait un baiser.
											(Rires)
											Et puis il montait dans son avion,
											peut-être pour la dernière fois.
											Bien sûr, je me suis toujours demandé ce qui se passerait
											s'il embrassait l'avion en premier.
											(Rires)
									","
											When I was five years old
											I fell in love with airplanes.
											Now I'm talking about the '30s.
											In the '30s an airplane had two wings
											and a round motor,
											and was always flown
											by a guy who looked like Cary Grant.
											He had high leather boots,
											jodhpurs, an old leather jacket,
											a wonderful helmet
											and those marvelous goggles —
											and, inevitably, a white scarf,
											to flow in the wind.
											He'd always walk up to his airplane
											in a kind of saunter,
											devil-may-care saunter,
											flick the cigarette away,
											grab the girl waiting here, give her a kiss.
											(Laughter)
											And then mount his airplane,
											maybe for the last time.
											Of course I always wondered what would happen
											if he'd kissed the airplane first.
											(Laughter)
									","
											Beş yaşındayken
											Uçaklara aşık olmuştum.
											30'lu yıllardan bahsediyorum.
											30larda bir uçağın iki kanadı
											ve yuvarlak bir motoru vardı
											ve her zaman
											Cary Grant'e benzeyen bir adam tarafından uçurulurdu.
											Yüksek deri çizmeleri,
											poturları, eski deri bir ceketi,
											muhteşem bir kaskı,
											ve o fevkalade gözlükleri,
											ve illa ki beyaz bir şalı olurdu
											rüzgarda uçuşan.
											Her zaman uçağına
											bir başıboşluk havası içinde yürürdü,
											pervasız bir başıboşlukla
											sigarasını atıverir,
											orda bekleyen kızı kavrar, öpüverirdi.
											(Gülüşmeler)
											Sonra uçağına binerdi
											belki de son kez olmak üzere.
											Tabii ben her zaman merak etmişimdir,
											önce uçağı öpse n'olurdu diye.
											(Kahkahalar)
									","
											Als ich fünf Jahre alt war,
											verliebte ich mich in Flugzeuge.
											Also ich spreche jetzt von den 30ern.
											Ein Flugzeug hatte in den 30ern zwei Flügel
											und einen Rundmotor.
											Und wurde stets von einem Kerl geflogen,
											der aussah wie Cary Grant.
											Er trug hohe Lederstiefel,
											eine Jodhpurhose, eine alte Lederjacke,
											einen wunderbaren Helm
											und diese großartige Brille –
											und zwangsläufig einen weißen Schal,
											der im Wind flatterte.
											Wenn er zu seinem Flugzeug lief,
											schlenderte er stets,
											er schlenderte als wäre ihm alles egal,
											spickte die Kippe weg,
											packte das Mädchen, das dort wartete, gab ihr einen Kuss.
											(Gelächter)
											Und dann bestieg er den Flieger,
											vielleicht für das letzte Mal.
											Ich fragte mich natürlich immer, was wohl passieren würde,
											wenn er den Flieger zuerst küssen würde.
											(Gelächter)
									","
											A los cinco años
											me enamoré de los aviones.
											Estoy hablando de los años 30s.
											En los 30s los aeroplanos contaban con dos alas
											y un motor de hélice
											que era piloteado
											por un tipo parecido a Cary Grant.
											Con un par de botas altas de cuero,
											pantalones ajustados de montar y una vieja casaca de cuero,
											un precioso casco
											y aquellas maravillosas gafas
											y la infaltable pañoleta blanca
											moviéndose con el viento.
											Encaminándose a su aeroplano
											con una clase de balanceo
											los diablillos cuidan el balanceo
											tirar el cigarrillo
											abrazar a la joven que espera, darle un beso.
											(Risas)
											Y, finalmente, montar en su aeroplano,
											posiblemente por última vez.
											Por supuesto siempre pensé: ¿qué habría pasado
											de haber besado su aeroplano primero?
											(Risas)
									",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
","
","
","
","
",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
											Mais pour moi c'était vraiment une romance.
											Tout ce qui avait rapport avec l'aviation dans ces années-là,
											ce qui était - je dois m'arrêter et réfléchir un instant -
											était probablement la technologie
											la plus avancée à l'époque.
											Donc, quand j'étais jeune
											j'ai essayé de me rapprocher de ça
											en dessinant des avions,
											en dessinant constamment des avions.
											C'est comme ça que je me suis
											approprié une partie de cette romance.
											Et bien sûr, en un sens, quand je dis romance,
											je veux dire en partie
											l'esthétique de cette situation dans son ensemble.
											Je pense que le terme est l'expérience holistique
											qui tourne autour d'un produit.
											Le produit était cet avion.
											Mais ça construisait une romance.
											Même les pièces de l'avion
											avaient des noms français.
											Le fuselage, l’empannage, la nacelle
											Vous savez, empruntés à une langue romantique.
											Alors c'était quelque chose qui entrait tout simplement dans votre esprit.
											Ce fut le cas pour moi.
									","
											But this was real romance to me.
											Everything about flying in those years,
											which was — you have to stop and think for a moment —
											was probably the most advanced
											technological thing going on at the time.
											So as a youngster,
											I tried to get close to this
											by drawing airplanes,
											constantly drawing airplanes.
											It's the way I got
											a part of this romance.
											And of course, in a way, when I say romance,
											I mean in part
											the aesthetics of that whole situation.
											I think the word is the holistic experience
											revolving around a product.
											The product was that airplane.
											But it built a romance.
											Even the parts of the airplane
											had French names.
											Ze fuselage, ze empanage, ze nessal.
											You know, from a romance language.
											So that it was something that just got into your spirit.
											It did mine.
									","
											Fakat bu benim için gerçek romantizm demekti.
											O yıllarda uçmakla ilgili her şey,
											ki bu muhtemelen -bir durup düşünürseniz-
											o zamanlarda
											en yüksek teknolojiye sahip şeydi.
											Ben de bir genç olarak
											buna yaklaşmaya çalışırdım
											uçaklar çizerek,
											sürekli uçaklar çizerek.
											Bu şekilde
											bu romantizmin bir parçasına ortak oluyordum.
											Ve tabii ki bir anlamda romantizm dediğim zaman
											yani kısmen
											bütün durumun estetiğinden bahsediyorum.
											Sanırım doğru kelime bir ürünün etrafinda dönen
											bütünsel bir deneyim.
											Ürün bu uçağın kendisiydi fakat
											o bir romantizm kurgulardı.
											Uçağın parçalarının isimleri bile
											Fransızca'ydı.
											Le fuselage (uçak gövdesi), l'empennage (kuyruk), la nacelle (motor kabini).
											Öyle bir romantizm dilinden geliyordu ki
											ruhunuza işleyen bir şeydi.
											Benimkine işledi.
									","
											Aber für mich war das wahre Romantik.
											Alles rund um das Fliegen in diesen Jahren,
											das – da muss ich kurz innehalten und einen Moment lang nachdenken –
											das war wohl der fortschrittlichste
											technologische Vorgang dieser Zeit.
											Als junger Kerl versuchte ich also,
											da möglichst nahe heran zu kommen,
											indem ich Flugzeuge zeichnete,
											ständig Flugzeuge zeichnete.
											So wurde ich
											ein Teil dieser Romantik.
											Und natürlich, wenn ich Romantik sage,
											dann meine ich zum Teil
											die Ästhetik dieser ganzen Situation.
											Ich denke, die Welt ist die ganzheitliche Erfahrung,
											die sich um ein Produkt dreht.
											Das Produkt war dieses Flugzeug.
											Aber es brachte ein Romantik zustande.
											Sogar die Einzelteile des Flugzeugs
											hatten französische Bezeichnungen.
											Die Fuselage, die Empennage, das Nessal.
											Wissen Sie, aus einer romanischen Sprache.
											Deshalb war es einfach etwas, das einen komplett fesselte.
											Mich zum Beispiel.
									","
											Pero esto era un verdadero romance para mí.
											De todo lo relacionado con volar en aquellos días
											lo que fue, ahora que lo pienso,
											fue probablemente el desarrollo
											tecnológico más avanzado hasta ese momento.
											De manera que siendo muy joven
											traté de acercarme a este desarrollo
											dibujando aeroplanos,
											constantemente dibujando aeroplanos.
											De esta forma me convertí
											en parte de este romance.
											Y por supuesto, de alguna manera, cuando digo romance,
											me refiero, en parte,
											al aspecto estético que rodea a toda esta situación.
											Pienso que la palabra sería la experiencia holística
											que envuelve a un producto.
											El producto era el aeroplano
											que permitió construir un romance.
											Es más, las partes de un aeroplano
											tienen nombres en francés:
											el fuselage (fuselaje), el empennage (alerón trasero), el nessal (naríz).
											Ustedes saben, provenientes de una lengua romance.
											Era algo que simplemente penetraba tu espíritu.
											Me pasó a mí.
									",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
","
","
","
","
",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
											Et j'ai décidé de me rapprocher plus que
											de me contenter de dessiner des avions imaginaires.
											Je voulais construire des avions.
											J'ai donc construit des modèles réduits.
											Et j'ai découvert qu'en faisant des modèles réduits d'avions
											les représentations dessinées ne suffisaient pas.
											Vous ne pouviez pas les transférer
											au modèle lui-même.
											Si vous vouliez qu'il vole
											vous deviez apprendre la discipline
											de l'aviation.
											Vous deviez apprendre l'aéronautique.
											Vous deviez apprendre ce qui fait tenir
											un avion en l'air.
											Et bien sûr, dans ces années-là, on ne pouvait pas contrôler un modèle réduit.
											Il devait donc se redresser tout seul
											et rester en l'air sans s'écraser.
											J'ai donc dû renoncer à
											l'approche du dessin
											aux formes fantaisistes
											et me convertir aux dessins techniques.
											La forme de l'aile, la forme du fuselage et ainsi de suite.
											Et construire un avion à partir de ces dessins
											dont je savais qu'ils suivaient quelques-uns des principes
											de l'aéronautique.
											Et ce faisant, je pouvais produire
											un modèle qui pouvait voler, rester en l'air.
											Et il avait, une fois qu'il était dans l'air,
											un peu de cette romance dont j'étais amoureux.
									","
											And I decided I had to get closer than
											just drawing fantasy airplanes.
											I wanted to build airplanes.
											So I built model airplanes.
											And I found that in doing the model airplanes
											the appearance drawings were not enough.
											You couldn't transfer those
											to the model itself.
											If you wanted it to fly
											you had to learn the discipline
											of flying.
											You had to learn about aeronautics.
											You had to learn what made an airplane
											stay in the air.
											And of course, as a model in those years, you couldn't control it.
											So it had to be self-righting,
											and stay up without crashing.
											So I had to give up
											the approach of drawing
											the fantasy shapes
											and convert it to technical drawings —
											the shape of the wing, the shape of the fuselage and so on —
											and build an airplane over these drawings
											that I knew followed some of the principles
											of flying.
											And in so doing, I could produce
											a model that would fly, stay in the air.
											And it had, once it was in the air,
											some of this romance that I was in love with.
									","
											Ben de yalnızca hayali uçaklar çizmekten
											daha fazla yaklaşmaya karar verdim.
											Uçak yapmak istiyordum.
											Bu yüzden uçak modelleri yapmaya başladım.
											Model uçakları yaparken şunu fark ettim
											Görünüş çizimleri yeterli değildi.
											Bunları modelin kendisine
											transfer edemezdiniz.
											Uçmasını istiyorsanız
											uçuş disiplininin kendisini öğrenmeniz
											gerekiyordu.
											Havacılığı öğrenmek zorundaydınız.
											Uçağı havada tutan şeyin ne olduğunu
											öğrenmeniz gerekliydi.
											Ve tabii ki o yıllarda bir model olduğu için kontrol edemezdiniz.
											Kendi kendini düzenler durumda olup
											çarpmadan yukarda durabilmesi gerekirdi.
											Böylece ben de
											hayal şekiller çizme
											yaklaşımını bırakmaktan vazgeçip
											bunu teknik çizimlere çevirmek —
											kanadın şekli, fuselage'ın şekli vesaire —
											bazı prensipleri takip ettiğini bildiğim
											bu çizimler üzerinden bir uçak yapmak
											zorunda kaldım.
											Bunu yaparak uçabilen ve havada durabilen
											bir uçak üretebilecektim.
											Bir kere havada olduğu zaman
											o aşık olduğum romantizmin bir kısmına sahipti.
									","
											Und mir wurde klar, dass ich da näher herankommen musste,
											als nur erfundene Flugzeuge zu malen.
											Ich wollte Flugzeuge bauen.
											Also bastelte ich Modellflieger.
											Und beim Modellfliegerbasteln fand ich heraus,
											dass die Formzeichnungen nicht ausreichten.
											Die konnte man nicht
											auf das Modell selbst übertragen.
											Wenn es fliegen sollte,
											musste man die Disziplin des Fliegens
											erlernen.
											Luftfahrttechnik musste man lernen.
											Und ma musste lernen, wie man das Flugzeug
											in der Luft hielt.
											Und ein Modell ließ sich damals natürlich noch nicht fernsteuern.
											Das musste es also selbst tun,
											und in der Luft bleiben ohne herunterzukrachen.
											Um näher ranzukommen
											musste ich das Zeichnen
											von Fantasieformen aufgeben
											und sie in technische Zeichnungen umwandeln.
											Die Form des Flügels, die Form der Fuselage und so weiter.
											Und ein Flugzeug bauen nach diesen Zeichnungen,
											bei denen ich wusste, dass sie einigen Prinzipien des Fliegens
											gehorchten.
											Und so konnte ich ein Modell produzieren,
											das flog und das in der Luft blieb.
											Und es hatte dann, sobaled es in der Luft war,
											etwas von dieser Romantik, in die ich verliebt war.
									","
											Por lo que decidí que debía acercarme un poco más
											que simplemente dibujar aeroplanos de fantasía.
											Quería construir aeroplanos.
											Por lo que comencé a construir modelos de aeroplanos.
											Y encontré al hacerlo que
											la apariencia en los dibujos no era suficiente;
											que no podías transferirlos
											a un modelo real.
											Si querías que realmente volara
											tenías que aprender sobre la disciplina
											de volar.
											Tenías que aprender sobre aeronáutica.
											Aprender qué es lo que hace a un aeroplano
											permanecer en el aire.
											Por supuesto, siendo un modelo, en esos días no podías controlarlo.
											Así que debería ser automanejable,
											y permanecer volando sin chocar.
											Por lo que decidí mejor dejar
											de utilizar el dibujo
											las formas de fantasía
											y convertirlas en dibujos técnicos.
											La forma de las alas, del fuselaje y así.
											Y construir un aeroplano a partir de esos dibujos
											que, yo sabía, seguían los principios
											de volar.
											Haciéndolo así, podría producir
											un modelo que volara, que permaneciera en el aire.
											Y se produjo, una vez que estuvo en el aire,
											parte de ese romance en el que había caído.
									",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
","
","
","
","
",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
											Eh bien, le fait de dessiner des avions
											m'a conduit à,
											quand j'ai eu la possibilité de choisir
											un cours à l'école,
											m'a conduit à m'engager dans l'ingénierie aéronautique.
											Et quand j'étais assis en cours,
											où personne ne me demandait de dessiner un avion,
											à ma grande surprise.
											J'ai dû apprendre les mathématiques et la mécanique
											et tout ce genre de chose.
											Je passais mon temps à dessiner des avions
											en cours.
											Un jour, un jeune homme regarda par-dessus mon épaule,
											il a dit, ""Vous dessinez très bien.
											Vous devriez être dans la filière artistique. ""
											Et j'ai dit, ""Pourquoi ?""
											Il a dit : ""Eh bien d'abord, il y a plus de filles là-bas.""
											(Rires)
									","
											Well the act of drawing airplanes
											led me to,
											when I had the opportunity to choose
											a course in school,
											led me to sign up for aeronautical engineering.
											And when I was sitting in classes —
											in which no one asked me to draw an airplane —
											to my surprise.
											I had to learn mathematics and mechanics
											and all this sort of thing.
											I'd wile away my time drawing airplanes
											in the class.
											One day a young man looked over my shoulder,
											he said, ""You draw very well.
											You should be in the art department.""
											And I said, ""Why?""
											And he said, ""Well for one thing, there are more girls there.""
											(Laughter)
									","
											Uçak çizme eylemi
											beni,
											okulda da bir ders seçme
											imkanım olduğu zaman,
											hava mühendisliğine yazılmaya itti.
											Ve derste otururken —
											kimsenin benden uçak çizmem istemediği derslerdi
											meğerse —
											matematik, mekanik ve bir sürü şey öğrenmek
											zorundaydım.
											Dersteki zamanımı
											uçak çizerek geçirirdim.
											Bir gün genç bir adam omuzumun üstünden bakarak
											dedi ki ""Çok güzel çiziyorsun.
											Senin sanat bölümünde olman gerekir.""
											Dedim ""Neden?""
											O da ""Bir kere orda daha çok kız var.""
											(Kahkahalar)
									","
											Ja und das Zeichnen von Flugzeugen
											brachte mich,
											als ich die Möglichkeit hatte, in der Schule
											einen Kurs auszusuchen,
											brachte mich dazu, mich für Luftfahrttechnik einzuschreiben.
											Und wenn ich in den Vorlesungen saß,
											in denen mich keiner um eine Zeichnung von einem Flugzeug bat,
											zu meiner Überraschung.
											Musste ich Mathematik und Mechanik und
											die ganzen Sachen lernen.
											Ich ließ die Zeit im Hörsaal durch das Malen
											von Flugzeugen verstreichen.
											Eines Tages blickte ein junger Mann über meine Schulter,
											er sagte: ""Sie zeichnen sehr gut.
											Sie gehören in die Kunstabteilung.""
											Und ich sagte: ""Warum?""
											Er sagte: ""Also erstens gibt es dort mehr Mädchen.""
											(Gelächter)
									","
											Bueno, del acto de dibujar aviones
											me condujo a,
											cuando tuve la oportunidad de elegir,
											a un curso en la escuela,
											para enrolarme en una clase de ingeniería aeronáutica.
											Y cuando me encontré sentado en clases,
											sin que nadie me pidiera dibujar un aeroplano
											para mi sorpresa.
											Tenía que aprender matemáticas y mecánica
											y todo ese tipo de cosas.
											Así que prefería dibujar mis aeroplanos
											en clase.
											Un día un compañero miró sobre mi hombro lo que hacía
											y me dijo: ""Dibujas muy bien.""
											""Tú deberías estar en el departamento de artes"".
											Y le pregunté: ""¿Por qué?""
											Él dijo: ""Bueno, sólo por una razón, porque allá estudian más chicas que aquí"".
											(Risas)
									",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
","
","
","
","
",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
											Donc, ma romance s'est temporairement déplacé.
											(Rires)
											Et je suis allé en section artistique
											car ils appréciaient le dessin.
											J'ai étudié la peinture. Je n'y ai pas très bien réussi.
											J'ai fait de la conception,
											de l'architecture.
											Finalement, je me suis fait embaucher comme designer.
											Et pendant les 25 années suivantes,
											vivant en Italie,
											vivant en Amérique,
											j'ai distribué un bout de cette romance
											à quiconque payait pour cela.
											Ce sentiment, ce sentiment esthétique,
											pour l'expérience qui entoure
											un objet conçu.
											ça existe.
											Ceux d'entre vous qui ont conduit les automobiles -
											c'était hier ? -
											sur la piste, vous connaissez la romance
											qu'il y a autour de ces voitures de haute performance.
									","
											So my romance was temporarily shifted.
											(Laughter)
											And I went into art
											because they appreciated drawing.
											Studied painting; didn't do very well at that.
											Went through design,
											some architecture.
											Eventually hired myself out as a designer.
											And for the following 25 years,
											living in Italy,
											living in America,
											I doled out a piece of this romance
											to anybody who'd pay for it —
											this sense, this aesthetic feeling,
											for the experience revolving around
											a designed object.
											And it exists.
											Any of you who rode the automobiles —
											was it yesterday? —
											at the track, you know the romance
											revolving around those high performance cars.
									","
											Böylece romantizmim geçici olarak yön değiştirmiş oldu.
											(Kahkahalar)
											Ben de çizime değer veriyorlar diye
											sanata geçtim.
											Resim okudum, onda pek başarılı olmadım.
											Biraz tasarımdan
											biraz mimarlıktan geçtim.
											Sonunda kendimi bir tasarımcı olarak işe aldım.
											Ve bunu takip eden 25 yıl boyunca
											Italya'da yaşayarak,
											Amerika'da yaşayarak
											para ödeyecek herkese
											bu romantizmin bir parçasından verdim —
											bir tasarım ürünü etrafında dolanan
											bir deneyimin yarattığı
											bu histen, bu estetik duygudan biraz vermiş oldum.
											Ve bu olan bir şey.
											Eğer pistteki otomobilleri sürdüyseniz —
											dün müydü? —
											o yüksek performans arabaların etrafında dönen
											romantizmi bilirsiniz.
									","
											Meine Romantik war also vorübergehend verschoben.
											(Gelächter)
											Und ich ging in die Kunst
											weil denen das Malen gefiel.
											Habe Malerei studiert. War nicht sehr gut darin.
											Durchlief Design,
											ein bisschen Architektur.
											Verdingte mich schlussendlich selbst als Designer.
											Und in den folgenden 25 Jahren,
											lebte ich in Italien,
											lebte in Amerika,
											teilte ich sorgsam Teile dieser Romantik
											an jeden aus, der dafür zahlte.
											Dieser Sinn, dieses ästhetische Gefühl,
											für das Erlebnis, das sich um
											ein Designobjekt dreht.
											Es existiert.
											Wer von Ihnen die Automobile steuerte –
											war es gestern? –
											auf der Strecke, der kennt diese Romantik,
											die sich um diese hochleistungsfähigen Autos dreht.
									","
											Así que mi romance temporalmente cambió.
											(Risas)
											Y decidí ingresar en las artes
											porque ahí si apreciaban el dibujo.
											Estudié pintura pero no me fue nada bien.
											Transité por estudios de diseño,
											algo de arquitectura.
											Eventualmente fui contratado como diseñador.
											Y durante los siguientes 25 años,
											viví en Italia
											en EE.UU.
											repartiendo partes de este romance
											a quien quisiera pagarlas.
											Este sentimiento, este sentimiento de estética
											de la experiencia girando alrededor
											del objeto que se diseña.
											Existe.
											Cualquiera de ustedes que haya viajado en automóviles—
											¿acaso fue ayer?
											en una pista, sabe lo del romance
											que gira alrededor de los autos deportivos.
									",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
","
","
","
","
",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
											Eh bien en 25 ans
											J'ai surtout donné
											des bouts de cette romance
											et je n'en ai pas eu beaucoup en retour
											parce que le design à la demande
											ne vous connecte pas toujours à une circonstance
											dans laquelle vous pouvez produire des choses de cette nature.
											Ainsi, après 25 ans j'ai commencé à avoir l'impression
											que j'étais en train de m'assécher.
											Et j'ai laissé tomber.
											Et j'ai commencé une très petite entreprise -
											je suis passé de 40 personnes
											à une seule
											dans un effort pour retrouver mon innocence.
											Je voulais revenir
											là où se trouvait la romance.
									","
											Well in 25 years
											I was mostly putting out
											pieces of this romance
											and not getting a lot back in
											because design on call
											doesn't always connect you with a circumstance
											in which you can produce things of this nature.
											So after 25 years I began to feel
											as though I was running dry.
											And I quit.
											And I started up a very small operation —
											went from 40 people
											to one,
											in an effort to rediscover my innocence.
											I wanted to get back
											where the romance was.
									","
											Ve 25 yıl boyunca
											çoğunlukla bu romantizmin
											parçalarını dağıttım
											ve pek fazla da geri almadım
											çünkü sipariş üzerine tasarım
											sizi her zaman böyle şeyler üreteceğiniz
											bir durumla karşılaştırmıyor.
											Bu yüzden 25 yılın sonunda
											kuruduğumu hissetmeye başladım.
											Ve bıraktım.
											Ve küçük bir operasyon başlattım —
											40 kişiden bire giden
											—
											masumluğumu yeniden keşfetmek için.
											Romantizmin olduğu yere
											dönmek istiyordum.
									","
											Ja, und in 25 Jahren
											vergab ich hauptsächlich
											Teile dieser Romantik
											und bekam nicht viel zurück,
											denn Design auf Abruf
											bringt einen nicht immer in eine Lage,
											in der man solche Dinge produzieren kann.
											Also begann ich mich nach 25 so zu fühlen,
											als würde ich austrocknen.
											Und ich kündigte.
											Und ich fing mit einer ganz kleinen Sache an –
											ging von 40 Personen
											auf eine,
											im Versuch, meine Naivität wiederzuentdecken.
											Ich wollte wieder dorthin,
											wo die Romantik war.
									","
											Bueno, durante 25 años
											estuve más bien apagando
											partes de este romance
											y sin recibir mucho a cambio
											porque el diseño bajo pedido
											no siempre te conecta con una circunstancia
											en la cual puedas producir cosas de este tipo.
											Así es que, después de 25 años, comencé a sentir.
											que me secaba poco a poco
											Y preferí renunciar.
											Empecé un negocio propio muy pequeño
											que pasó de 40 personas
											a una
											en un esfuerzo por recuperar mi inocencia.
											Deseaba regresar
											a donde estaba el romance.
									",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
"
","
","
","
","
",Rethinking the way we sit down,Niels Diffrient,17:20,"business,design,technology,work"
