en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
"
											You know, I am so bad at tech
											that my daughter — who is now 41 —
											when she was five, was overheard by me
											to say to a friend of hers,
											If it doesn't bleed when you cut it,
											my daddy doesn't understand it.
											(Laughter)
											So, the assignment I've been given 

											may be an insuperable obstacle for me,
											but I'm certainly going to try.
									","
											Ustedes saben, soy tan malo con la tecnología
											que mi hija — que tiene 41 años ahora —
											cuando tenía 5, la escuché
											decirle a una amiga de ella,
											que si no sangra cuando lo cortas,
											mi papito no lo entiende.
											(Risas)
											Entonces, la tarea que se me ha dado
											puede ser un obstáculo insuperable para mí,
											pero ciertamente voy a tratar.
									","
											Teknoloji konusunda o kadar kötüyüm ki
											şu an 41 yaşında olan kızımı
											beş yaşındayken arkadaşına benimle
											ilgili şöyle derken duymuştum:
											Eğer bir şey kestiğinde kanamıyorsa,
											babam kesildiğini anlamaz.
											(Kahkahalar)
											Dolayısıyla, bana verilen ödev
											benim için aşılamaz bir engel gibi
											görünse de elimden geleni yapmaya çalışacağım.
									","
											Vous savez, je suis si mauvais avec la technologie
											que j'ai entendu ma fille - qui a désormais 41 ans -
											dire quand elle en avait 5,
											à un de ces amis :
											Si ça ne saigne pas quand on le coupe,
											mon papa ne le comprend pas.
											(Rires)
											Donc la tâche qu'on m'a confiée
											sera peut-être pour moi insurmontable,
											mais je vais essayer en tout cas.
									","
											Wissen Sie, ich kenne mich so schlecht mit Technik aus,
											dass ich meine Tochter – die jetzt 41 ist –
											als sie fünf war, zufällig
											zu einer Freundin sagen hörte,
											""Wenn es nicht blutet, wenn du es schneidest,
											dann versteht mein Papa es nicht.""
											(Gelächter)
											Also, die Aufgabe die mir zugeteilt wurde
											könnte ein unüberwindbares Hindernis für mich sein,
											aber ich werde es auf jeden Fall versuchen.
									",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
"
","
","
","
","
",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
"
											What have I heard
											during these last four days?
											This is my third visit to TED.
											One was to TEDMED, and one, as you've heard,
											was a regular TED two years ago.
											I've heard what I consider an extraordinary thing
											that I've only heard a little bit in the two previous TEDs,
											and what that is is an interweaving
											and an interlarding, an intermixing,
											of a sense of social responsibility
											in so many of the talks —
											global responsibility, in fact,
											appealing to enlightened self-interest,
											but it goes far beyond enlightened self-interest.
											One of the most impressive things
											about what some, perhaps 10,
											of the speakers have been talking about
											is the realization, as you listen to them carefully, that they're not saying:
											Well, this is what we should do; this is what I would like you to do.
											It's: This is what I have done
											because I'm excited by it,
											because it's a wonderful thing, and it's done something for me
											and, of course, it's accomplished a great deal.
											It's the old concept, the real Greek concept,
											of philanthropy in its original sense:
											phil-anthropy, the love of humankind.
									","
											¿Qué he escuchado
											durante estos últimos cuatro días?
											Esta es mi tercera visita a TED.
											Una fue a TEDMED, y una, como han escuchado
											fue una a TED normal hace dos años.
											He escuchado lo que considero algo extraordinario
											algo de lo que he escuchado apenas un poco en las dos TEDs anteriores,
											y eso es un entretejido
											y una impregnación, una mezcla
											de un sentido de responsabilidad social
											en tantas de las charlas —
											responsabilidad global, de hecho,
											atrayente para el interés personal,
											pero va mucho más allá del interés personal.
											Una de las cosas más impresionantes
											sobre lo que, tal vez 10,
											de los presentadores han estado hablando
											es darnos cuenta, escuchándolos atentamente, de que no dicen:
											Bueno, esto es lo que deberíamos hacer; esto es lo que quisiera que ustedes hagan.
											Es: esto es lo que he hecho
											porque estoy entusiasmado por ello,
											porque es algo maravilloso, y ha hecho algo por mí
											y, por supuesto, ha logrado mucho.
											Es el antiguo concepto, el concepto Griego verdadero,
											de la filantropía en su sentido original:
											philos-antropos: amor por la humanidad.
									","
											Bu geçen dört gün
											boyunca neler duydum?
											Bu TED'e üçüncü ziyaretim.
											Birinde TEDMED'deydim, birinde de bildiğiniz gibi,
											iki yıl önce normal TED'e geldim.
											Sıradışı olarak nitelendirebileceğim bir şey duydum
											bu konunun ancak çok az bir bölümünü önceki iki TED ziyaretimde duymuştum,
											işte bu, birbiriyle örülmüş
											iç içe geçmiş
											bir sosyal sorumluluk bilinci
											pek çok konuşmada karşımıza çıkan—
											aslında küresel bir sorumluluk anlayışı,
											kişisel çıkardan uzaklaştırmak üzere aydınlatmayı hedefleyen,
											hatta bunun da ötesine geçen.
											En etkileyici noktalardan biri
											belki bir 10 kişinin
											konuşmasında dile getirdiği,
											onları dikkatlice dünlediğinizde ortaya çıkan; bu insanlar şunu söylemiyorlar:
											İşte bakın yapmamız gereken budur, ya da sizden yapmanızı istediğim budur.
											Diyorlar ki: İşte bu benim yaptığım şey,
											çünkü bunu yapmak beni heyecanlandırıyor,
											çünkü bu harika bir şey ve bunun bana getirileri oldu
											ve elbette ki çok çok şey kazandırdı.
											Aslında kastedilen eski bir kavram, bir eski Yunan anlayışı olan
											özgün anlamıyla insancıllık, yani:
											insana duyulan sevgi.
									","
											Qu'est-ce que j'ai entendu
											ces 4 derniers jours ?
											C'est ma troisième visite à TED.
											l'une était TEDMED, et l'autre, comme on vous l'a dit,
											c'était un TED classique il y a deux ans.
											J'ai entendu ce que je considère comme extraordinaire
											et que je n'ai entendu qu'un peu dans les deux TED précédents,
											et c'est un sens de
											responsabilité sociale
											entretissé, entremêlé et intiment lié
											dans tant des allocutions —
											une responsabilité mondiale, en fait,
											qui fait appel à un intérêt personnel éclairé
											mais va bien au delà.
											Une des choses les plus impressionnantes
											dont certains, peut-être 10,
											des intervenants ont parlé
											c'est de découvrir, en les écoutant attentivement, qu'ils ne sont pas en train de dire :
											Bon, voilà ce que nous devons faire ; voilà ce que j'aimerais que vous fassiez.
											Ils disent : voici ce que j'ai fait
											parce que ça m'emballe,
											parce que c'est merveilleux, et que ça m'a apporté quelque chose
											et, bien sûr, ça a bien servi.
											C'est le vieux concept, le vrai concept grec,
											de la philanthropie au sens original du terme :
											phil-anthropie: l'amour du genre humain.
									","
											Was habe ich in den
											letzten vier Tagen gehört?
											Dies ist mein dritter Besuch bei TED.
											Einer war zu TEDMED und einer, wie Sie gehört haben,
											war eine reguläre TED vor zwei Jahren.
											Ich habe etwas gehört, das ich als außergewöhnlich betrachte,
											das ich in den letzten zwei TEDs nur ein klein wenig gehört habe,
											und das ist eine Verflechtung
											und eine Einfügung, eine Vermischung
											eines Sinnes für soziale Verantwortung
											in so vielen Vorträgen —
											globale Verantwortung, vielmehr,
											erleuchtetes Selbstintresse erbittend,
											aber es geht viel weiter als erleuchtetes Selbstinteresse.
											Eines der beeindruckendsten Dinge,
											worüber einige, vielleicht zehn
											der Redner gesprochen haben
											ist die Erkenntnis, wenn Sie aufmerksam zuhören, dass sie nicht sagen:
											""Nun, das sollten wir tun; ich möchte dass Sie das tun.""
											Es ist: ""Das habe ich getan,
											weil ich davon begeistert bin,
											weil es eine wundervolle Sache ist und es auch etwas für mich getan hat,
											und natürlich, hat es ein grossarties Ziel erreicht.""
											Es ist das alte, wirklich griechische Konzept
											der Philantropie in ihrem ursprünglichen Sinn:
											phil-antropie: die Liebe zur Menschheit.
									",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
"
","
","
","
","
",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
"
											And the only explanation I can have
											for some of what you've been hearing in the last four days
											is that it arises, in fact, out of a form of love.
											And this gives me enormous hope.
											And hope, of course, is the topic
											that I'm supposed to be speaking about,
											which I'd completely forgotten about until I arrived.
											And when I did, I thought,
											well, I'd better look this word up in the dictionary.
											So, Sarah and I — my wife — walked over to the public library,
											which is four blocks away, on Pacific Street, and we got the OED,
											and we looked in there, and there are 14 definitions of hope,
											none of which really hits you
											between the eyes as being the appropriate one.
											And, of course, that makes sense,
											because hope is an abstract phenomenon; it's an abstract idea,
											it's not a concrete word.
									","
											Y la única explicación que puedo encontrar
											por lo que hemos estado escuchando en estos últimos cuatro días
											es que surge, de hecho, de una forma de amor.
											Y esto me da una esperanza enorme.
											Y la esperanza, por supuesto, es el tema
											sobre cual debería estar hablando,
											del cual se me olvidó completamente hasta mi llegada.
											Y cuando lo hice, pensé,
											bueno, mejor busco esta palabra en el diccionario.
											Entonces, Sarah y yo — mi esposa — caminamos hasta la biblioteca pública,
											que está a cuatro cuadras, en Pacific Street, y conseguimos el OED (Oxford English Dictionary),
											allí buscamos, y allí encontramos 14 definiciones de la esperanza,
											ninguna de las cuales
											se destaca por ser la apropiada.
											Y, por supuesto, esto tiene sentido,
											porque la esperanza es un fenómeno abstracto; es una idea abstracta,
											no es una palabra concreta.
									","
											Ve yapabileceğim tek açıklama,
											geçen dört gündür duyduğum bazı şeylerle ilgili olarak,
											aslında bunların bir tür sevgiden kaynağını aldığı olur.
											Ve işte bu bana inanılmaz büyük bir umut veriyor.
											Ve anlaşıldığı üzere,umut
											bugün benim hakkında konuşacağım konu;
											ancak buraya gelinceye kadar tamamen aklımdan çıkmıştı.
											Hatırladığımda da,
											kelimenin anlamı için sözlüğe baksam iyi olur diye düşündüm.
											Bunun üzerine, eşim Sarah ile birlikte biraz ilerideki
											Pacific Caddesi'ndeki halk kütüphanesine gittik ve OED sözlüğünü aldık,
											ve sözlükten baktığımızda umut kelimesinin 14 farklı tanımını gördük.
											Ancak hiçbiri tam olarak
											uygun olan tanım olduğu hissini vermedi.
											Aslında bu da anlaşılır bir durum
											çünkü umut soyut bir olgu, soyut bir kavramdır;
											somut bir kelime değil umut.
									","
											Et la seule explication que j'ai
											pour une partie de ce que j'ai entendu ces 4 derniers jours
											c'est que ça vient d'une sorte d'amour.
											Et ça me donne un immense espoir.
											Et l'espoir, bien sûr, est le thème
											dont je suis censé vous parler,
											et que j'avais complètement perdu de vue avant d'arriver.
											Et quand je m'en suis souvenu, j'ai pensé
											et bien, je ferais mieux de vérifier ce mot dans le dictionnaire.
											Donc, Sarah et moi - ma femme - sommes allés à la bibliothèque municipale,
											qui est à quatre pâtés de maisons, sur Pacific Street, et nous avons pris le Dictionnaire Oxford
											Nous avons regardé et il contient 14 définitions d'espoir,
											aucune qui ne vous frappe vraiment
											comme étant la bonne.
											Et bien sûr, ça tombe sous le sens,
											parce que l'espoir est un phénomène abstrait ; c'est une idée abstraite,
											ce n'est pas un mot concret.
									","
											Die einzige Erklärung, die ich habe für einiges,
											was Sie in den letzten vier Tagen gehört haben,
											ist dass das tatsächlich aus einer Form von Liebe entsteht.
											Das gibt mir eine enorme Hoffnung.
											Und Hoffnung ist natürlich das Thema,
											worüber ich sprechen soll,
											was ich komplett vergessen hatte, bis ich hier ankam.
											Und als ich dann hier war, dachte ich,
											nun, ich schaue besser mal im Wörterbuch nach.
											Also gingen Sarah – meine Frau – und ich rüber zur Bücherei,
											die vier Blocks entfernt in der Pacific Street, wir nahmen den Oxford English Dicitonnary
											und schauten rein, und es gibt 14 Definitionen von Hoffnung,
											wovon keine so wirklich
											ins Schwarze trifft als die wirklich passende.
											Das ergibt natürlich Sinn,
											denn Hoffnung ist ein abstraktes Phänomen, eine abstrakte Idee,
											es ist kein konkretes Wort.
									",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
"
","
","
","
","
",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
"
											Well, it reminds me a little bit of surgery.
											If there's one operation for a disease, you know it works.
											If there are 15 operations, you know that none of them work.
											And that's the way it is with definitions of words.
											If you have appendicitis, they take your appendix out, and you're cured.
											If you've got reflux oesophagitis, there are 15 procedures,
											and Joe Schmo does it one way
											and Will Blow does it another way,
											and none of them work, and that's the way it is with this word, hope.
											They all come down to the idea of an expectation
											of something good that is due to happen.
											And you know what I found out?
											The Indo-European root of the word hope
											is a stem, K-E-U —
											we would spell it K-E-U; it's pronounced koy —
											and it is the same root from which the word curve comes from.
											But what it means in the original Indo-European
											is a change in direction, going in a different way.
									","
											Bueno, me recuerda un poco a la cirugía.
											Si hay una operación para una enfermedad, sabes que funciona.
											Si hay 15 operaciones, tú sabes que ninguna de ellas funciona.
											Y así es con la definición de palabras.
											Si tienes apendicitis, te extirpan el apéndice, y estás curado.
											Si tienes reflujo de esofagitis, hay 15 procedimientos,
											Y Joe Schmo lo hace de una manera
											y Will Blow lo hace de otra manera,
											y ninguna de ellas funciona, y lo mismo ocurre con esta palabra, esperanza.
											Todas apuntan a la idea de expectativa
											de que algo bueno ocurrirá.
											¿Y saben que encontré?
											La raíz Indo-Europea de la palabra esperanza
											es: K-E-U —
											lo deletreariamos K-E-U; se pronuncia koy —
											y es la misma raíz de la que proviene la palabra curva.
											Pero lo que significa en el original Indo-Europeo
											es un cambio de dirección, ir por un camino diferente.
									","
											Bu durum bana ameliyatları hatırlatıyor.
											Bilirsiniz, bir hastalık için tek bir ameliyat varsa o işe yarar.
											Ama 15 farklı ameliyat varsa hiçbiri işe yaramaz.
											İşte aynı durum kelime tanımlarında da olur.
											Apandisitinizde sorun varsa onu alırlar ve böylece tedavi edilirsiniz.
											Ama reflü sorununuz varsa, 15 farklı tedavi vardır,
											ve işte Joe Schmo bir yolu tercih eder
											Will Blow bir başka yolu,
											ancak hiçbiri işe yaramaz; işte umut kelimesinde de aynısı olur.
											Tüm tanımlar en nihayetinde şu noktada birleşir:
											iyi bir şey olacak beklentisi.
											Ve ne buldum biliyor musunuz?
											Umut kelimesinin Hint-Avrupa dillerindeki kökü
											K-E-U şeklinde hecelenen ve
											-koy- diye söylenen bir kelimedir,
											ve aynı kökten kavis, eğri kelimesi de gelir.
											Ancak Hint-Avrupa kökenindeki anlamı,
											yöndeki bir değişiklik, farklı yönde gitmek demektir.
									","
											Et bien, ça me rappelle un peu la chirurgie.
											S'il y a une opération pour une maladie, vous savez quelle marche.
											S'il y a 15 opérations, vous savez qu'aucune ne marche.
											Et c'est pareil avec les définitions des mots.
											Si vous avez l'appendicite, on enlève votre appendice, et vous êtes guéri.
											Si vous avez un reflux œsophagien, il y a 15 procédures,
											et Joe Schmo a sa technique
											et Will Blow en a une autre,
											et aucune ne marche, et c'est pareil avec ce mot, espoir.
											Toutes ces définitions se résument à l'idée d'attente
											de quelque chose de bon qui doit arriver.
											Et vous savez ce que j'ai découvert ?
											La racine indo-européenne du mot espoir
											vient d'une syllabe, K-E-U —
											on l'épellerait K-E-U —; ça se prononce koy —
											et c'est de cette même racine que vient le mot courbe.
											Mais en indo-européen originel, ça signifie
											un changement de direction, aller dans une direction différente.
									","
											Es erinnert mich ein wenig an Chirurgie.
											Wenn es für eine Krankheit eine Operation gibt, weiss man, dass es funktioniert.
											Wenn es 15 Operationen gibt, weiss man, dass keine davon funktioniert.
											Genauso ist das mit Definitionen von Wörtern.
											Wenn man einen entzündeten Blinddarm hat, nimmt man ihn raus und ist geheilt.
											Wenn man Reflux Oesophagitis hat, gibt es 15 Behandlungen,
											Und Joe Schmo macht es so,
											Will Blow macht es anders
											und nichts davon funktioniert, so ist es mit diesem Wort, Hoffnung.
											Es kommt alles zusammen bei der Idee einer Erwartung,
											dass etwas gutes geschehen wird.
											Und wissen Sie, was ich herausgefunden habe?
											Die Indo-Europäische Wurzel des Wortes Hoffnung
											ist ein Stamm, K-E-U –
											wir würden es K-E-U buchstabieren, es wird koy ausgesprochen –
											und es ist dieselbe Wurzel, von dem das Wort Bogen stammt.
											Aber was es im Indo-Europäischen Original bedeutet,
											ist eine Richtungsänderung, einen anderen Weg gehen.
									",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
"
","
","
","
","
",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
"
											And I find that very interesting and very provocative,
											because what you've been hearing in the last couple of days
											is the sense of going in different directions:
											directions that are specific and unique to problems.
											There are different paradigms.
											You've heard that word several times in the last four days,
											and everyone's familiar with Kuhnian paradigms.
											So, when we think of hope now,
											we have to think of looking in other directions
											than we have been looking.
											There's another — not definition, but description, of hope
											that has always appealed to me, and it was one by Václav Havel
											in his perfectly spectacular book ""Breaking the Peace,""
											in which he says that hope
											does not consist of the expectation that things will
											come out exactly right,
											but the expectation that they will make sense
											regardless of how they come out.
									","
											Y encuentro eso muy interesante y provocativo,
											porque lo que han estado escuchando en los ùltimos días
											es este sentido de ir por direcciones diferentes:
											direcciones que son específicas y únicas para los problemas.
											Hay diferentes paradigmas.
											Ustedes han escuchado esta palabra varias veces en estos cuatro días,
											y todos estamos familiarizados con los paradigmas de Kuhn.
											Entonces, cuando pensamos en la esperanza ahora,
											debemos pensar en mirar en otras direcciones
											de las que hemos estado mirando.
											Hay otra — no definición, sino descripción, de la esperanza
											que siempre me ha agradado, y es una de Václav Havel
											en su libro perfectamente espectacular, ""Rompiendo la Paz,""
											en el que él dice que la esperanza
											no consiste en la expectativa de que las cosas
											saldrán exactamente bien,
											pero en la expectativa de que las cosas tendrán sentido
											independientemente de como resulten.
									","
											Ben bu durumu çok ilgi çekici ve etkileyici buluyorum,
											çünkü son birkaç gündür duyduklarınız,
											farklı yönlere gitme anlayışı aslında:
											sorunlara özgü ve birbirinden farklı yönler.
											Farklı paradigmalar vardır.
											son dört gündür bu kelimeyi birkaç defa duydunuz,
											ve zaten herkes Kuhn'ün paradigmalarına aşinadır.
											Dolayısıyla şimdi biz umut kavramını düşündüğümüzde,
											bunu, bakmakta olduğumuz yönlerden farklı yönlere bakmak
											olarak düşünmeliyiz.
											Bir başka tasviri, tanımdan ziyade tasviri, var umut kelimesinin
											bana çok daha fazla hitap eden; Václav Havel'in bir tasviri,
											olağanüstü kitabı ""Sessizliği Bozmak"" ta geçen.
											Ona göre umut,
											her şeyin tam olarak olması gerektiği gibi
											olması beklentisini içermez;
											her nasıl olurlarsa olsunlar
											bir şey ifade edebilmeleri beklentisini içerir.
									","
											Et je trouve ça très intéressant et très provocateur,
											parce que ce que vous avez entendu ces deux ou trois derniers jours
											c'est un sentiment d'aller dans des directions différentes :
											des directions qui sont spécifiques et uniques à des problèmes.
											Il y a différents paradigmes.
											Vous avez entendu ce mot plusieurs fois ces 4 derniers jours,
											et tout le monde connait bien les paradigmes Khuniens.
											Donc quand nous pensons à l'espoir maintenant,
											nous devons penser à regarder dans d'autres directions
											que celles où nous avons déjà regardé.
											Il y a une autre — non pas une définition, mais une autre description de l'espoir
											qui m'a toujours plu, et c'est celle de Václav Havel
											dans son livre absolument spectaculaire ""Breaking the Peace,"" (""Interrogatoire à distance"")
											dans lequel il dit que l'espoir
											ne consiste pas à attendre que les choses
											se passent tout à fait bien,
											mais à attendre qu'elles aient du sens
											quelle que soit la façon dont elles se passent.
									","
											Ich finde das sehr interessant und sehr proaktiv,
											denn was Sie in den letzten Tagen gehört haben,
											ist der Sinn davon, in verschiedene Richtungen zu gehen:
											Richtungen, die spezifisch und einzigartig für die Probleme sind.
											Es gibt verschiedene Paradigmen.
											Sie haben dieses Wort in den letzten Tagen einige Male gehört,
											und jeder ist mit den Kuhnschen Paradigmen vertraut.
											Wenn wir jetzt also über Hoffnung nachdenken,
											müssen wir darüber nachdenken, in andere Richtungen zu sehen,
											als wir es bisher getan haben.
											Es gibt eine andere – nicht definition, aber Beschreibung von Hoffnung,
											die mich immer angesprochen hat, sie war von Václav Havel
											in seinem sehr spektakulären Buch ""Breaking the Peace"",
											in dem er sagt, dass Hoffnung
											nicht aus der Erwartung besteht, dass die Dinge
											genau richtig herauskommen werden,
											sondern aus der Erwartung, dass sie Sinn ergeben werden,
											egal wie sie herauskommen.
									",The extraordinary power of ordinary people,Sherwin Nuland,12:36,"philanthropy,philosophy,writing"
