en,es,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
"
											Twelve years ago, I picked up
a camera for the first time
											to film the olive harvest
in a Palestinian village in the West Bank.
											I thought I was there
to make a single documentary
											and would then move on
to some other part of the world.
											But something kept bringing me back.
									","
											Hace doce años, 
tomé una cámara por primera vez
											para filmar la recolección de aceitunas 
en una aldea palestina en Cisjordania.
											Pensé que estaba allí para hacer
solo un documental
											y que, luego, iría 
a alguna otra parte del mundo.
											Pero algo me seguía llevando hacia allí.
									","
											Il y a douze ans, j'ai pris
une caméra pour la première fois
											afin de filmer la récolte des olives
											dans un village palestinien
de la rive occidentale.
											Je pensais y être
pour faire un seul documentaire
											et que j'irais ensuite
dans une partie du monde.
											Mais quelque chose m'y ramenait toujours.
									","
											Vor 12 Jahren nahm ich zum ersten Mal
eine Kamera in die Hand,
											um die Olivenernte in einem Dorf
in Palästina nahe der Westbank zu filmen.
											Ich dachte, ich würde nur
die eine Dokumentation drehen
											und mir dann einen anderen Ort
auf der Welt suchen.
											Aber etwas brachte mich
immer wieder zurück.
									","
											12 yıl önce, elime ilk defa
kamera aldığımda,
											Batı Şeria'da bir Filistin köyünde
zeytin hasadı çekmek içindi.
											Tek bir belgesel yapmak için 
orada olduğumu,
											sonra dünyanın başka bölgelerine
gideceğimi düşünüyordum
											ama bir şey beni tekrar 
tekrar oraya getirdi.
									",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
"
","
","
","
","
",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
"
											Now, usually, when international audiences
hear about that part of the world,
											they often just want
that conflict to go away.
											The Israeli-Palestinian conflict is bad,
and we wish it could just disappear.
											We feel much the same way
about other conflicts around the world.
											But every time we turn
our attention to the news,
											it seems like one more country
has gone up in flames.
											So I've been wondering
											whether we should not start
looking at conflict in a different way —
											whether instead of simply
wishing to end conflict,
											we focus instead on how to wage conflict.
											This has been a big question for me,
											one I've pursued together with my team
at the nonprofit Just Vision.
											After witnessing several different kinds
of struggles in the Middle East,
											I started noticing some patterns
on the more successful ones.
											I wondered whether these variables
held across cases, and if they did,
											what lessons we could glean
for waging constructive conflict,
											in Palestine, Israel and elsewhere.
									","
											Por lo general, cuando el público 
internacional oye de esa parte del mundo,
											a menudo solo quieren que 
el conflicto desaparezca.
											El conflicto palestino-israelí es malo, 
y nos gustaría que desapareciera.
											Nos sentimos igual sobre 
otros conflictos del mundo.
											Pero cada vez que dirigimos 
nuestra atención a las noticias,
											parece como que un país más 
ha estallado en llamas.
											Así que me he preguntado
											si no deberíamos empezar a ver
los conflictos de una manera diferente,
											si en lugar de simplemente 
desear que se acaben,
											nos concentramos en cambio en 
la forma en que se libran los conflictos.
											Esta ha sido una gran pregunta para mí,
											a la que nos hemos dedicado junto 
con mi equipo de la ONG Just Vision.
											Tras ser testigo de varios tipos 
diferentes de luchas en Oriente Medio,
											empecé a notar algunos patrones 
en los más exitosos.
											Me preguntaba si estas variables serían 
comunes en los casos y, si lo eran,
											qué lecciones podríamos cosechar 
para librar conflictos constructivos,
											en Palestina, Israel y otros lugares.
									","
											Quand les publics internationaux
entendent parler de cette partie du monde,
											ils veulent souvent simplement
que le conflit disparaisse.
											Le conflit israélo-palestinien est mauvais
et nous espérons qu'il disparaisse.
											Nous ressentons aussi cela
envers d'autres conflits dans le monde.
											Mais dès que
nous regardons les informations,
											il semble qu'un autre pays
ait volé en éclats.
											Alors je me suis demandé
											si nous ne devrions pas
voir les conflits différemment —
											si, au lieu de simplement
espérer y mettre un terme,
											nous ne devrions pas nous concentrer
sur comment gérer le conflit.
											Cela a été une grande question pour moi,
											sur laquelle j'ai fait des recherches
avec l'association Just Vision.
											Après avoir été témoin de plusieurs
types de luttes au Moyen-Orient,
											j'ai pu distinguer les schémas
les plus efficaces.
											Je me suis demandée si ces variables
demeuraient dans tous les cas et, si oui,
											quelles leçons pouvions-nous tirer
											pour avoir une gestion
constructive des conflits
											en Palestine, en Israël
et partout ailleurs.
									","
											Wenn ein internationales Publikum
von diesem Teil der Welt hört,
											wünscht es sich meistens nur,
dass der Konflikt dort aufhört.
											Der israelisch-palästinensische Konflikt
ist schlecht und soll aufhören.
											Das wünschen wir uns auch 
für andere Konflikte auf der Welt.
											Aber jedes Mal, wenn wir uns
die Nachrichten anschauen,
											scheint ein weiteres Land
in Flammen aufgegangen zu sein.
											Deshalb frage ich mich,
											ob wir Konflikte nicht langsam
auf andere Weise angehen sollten —
											ob wir uns nicht einfach nur
wünschen sollten, Konflikte zu beenden,
											sondern uns lieber überlegen sollten,
wie wir sie bewältigen.
											Diese Frage liegt mir sehr am Herzen
											und ich ging ihr mit ""Just Vision"",
einer Non-Profit-Organisation, nach.
											Als ich verschiedene Arten von Konflikten
im Nahen Osten miterlebt hatte,
											fielen mir bei den erfolgreicheren
immer wiederkehrende Muster auf.
											Ich fragte mich, ob diese Faktoren
verlässlich waren, und wenn ja,
											was wir von ihnen lernen konnten,
um Konflikte konstruktiv zu bewältigen —
											in Palästina, Israel
und in anderen Gebieten.
									","
											Diğer ülkelerdeki insanlar haberlerde
dünyanın bu kısmını duydukları zaman,
											bu çekişmenin bitmesini dilerler.
											İsrail-Filistin ihtilafı kötü 
ve keşke yok olup gitse.
											Dünyanın diğer bölgelerindeki 
ihtilaflar için de aynı düşünürüz
											ama ne zaman haberlere baksak;
											bir başka ülkeyi daha 
alevler içinde görürüz.
											Merak ediyorum,
											acaba ihtilaflara 
başka bir açıdan mı bakmalıyız?
											Acaba sadece ihtilafı
sonlandırmayı dilemek yerine,
											bu ihtilafı nasıl yürüteceğimize mi
odaklanmalıyız?
											Bu benim için büyük bir soru.
											Ekibimle birlikte, kâr amacı gütmeyen
<i>Just Vision</i>'da bu soruya cevap arıyoruz.
											Ortadoğuda bir çok türden farklı 
mücadeleye tanık olduktan sonra,
											daha başarılı olan mücadelelerde 
bazı ortak yönler fark etmeye başladım.
											Bu değişkenlerin vakadan vakaya
tutarlılık gösterip göstermediğini
											ve eğer gösteriyorsa, 
Filistin, İsrail ve başka yerlerde,
											yapıcı bir mücadele için hangi 
dersi çıkarabileceğimizi düşündüm.
									",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
"
","
","
","
","
",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
"
											There is some science about this.
											In a study of 323
major political conflicts
											from 1900 to 2006,
											Maria Stephan and Erica Chenoweth
found that nonviolent campaigns
											were almost 100 percent more likely
to lead to success than violent campaigns.
											Nonviolent campaigns are also
less likely to cause physical harm
											to those waging the campaign,
											as well as their opponents.
											And, critically, they typically lead
to more peaceful and democratic societies.
											In other words, nonviolent resistance
is a more effective and constructive way
											of waging conflict.
									","
											Hay algo de ciencia en esto.
											En un estudio de 
323 grandes conflictos políticos
											entre 1900 y 2006,
											Maria Stephan y Erica Chenoweth
encontraron que las campañas no violentas
											eran casi un 100 % más propensas 
a conducir al éxito que las violentas.
											En las campañas no violentas también es 
menos probable que se cause daño físico
											a los que están librando la campaña,
											así como a sus oponentes.
											Y, fundamentalmente, por lo general llevan
a sociedades más pacíficas y democráticas.
											En otras palabras, 
la resistencia no violenta es una forma
											más efectiva y constructiva 
de librar conflictos.
									","
											Il y a de la science derrière cela.
											Dans une étude
de 323 conflits politiques majeurs
											de 1900 à 2006,
											Maria Stephan et Erico Chenoweth
ont découvert
											que les campagnes non-violentes
											avaient près de 100% de chances de plus
de réussir que les campagnes violentes.
											Les campagnes non-violentes ont aussi
											moins de risques de causer
des blessures physiques
											à ceux qui mènent le conflit
											ainsi qu'à leurs adversaires.
											Elles mènent généralement à des sociétés
plus pacifiques et démocratiques.
											En d'autres mots,
											la résistance non-violente est une façon
plus efficace et constructive
											de gérer un conflit.
									","
											Dazu gibt es ein paar Statistiken.
											Bei der Untersuchung von 323
größeren politischen Konflikten
											im Zeitraum von 1900 bis 2006
											merkten Maria Stephan und Erica Chenoweth,
											dass gewaltfreie Kampagnen mit beinahe
100-prozentiger Wahrscheinlichkeit
											eher zum Erfolg führten
als gewalttätige Kampagnen.
											Sie führen in der Regel auch seltener
zu körperlichen Schäden,
											nicht nur unter den Unterstützern,
											sondern auch unter ihren Gegnern.
											Und das Wichtigste:
											Sie führen meistens zu friedvolleren
und demokratischeren Gesellschaften.
											Mit anderen Worten:
Gewaltfreier Widerstand
											ist eine wirkungsvollere
und konstruktivere Art,
											Konflikte anzugehen.
									","
											Bu konuda bilimsel çalışmalar var.
											1900 yılından 2006 yılına kadar 
ortaya çıkan
											323 büyük siyasi ihtilafı 
inceleyen bir çalışmada,
											Maria Stephan ve Erica Chenoweth,
şiddet içermeyen hareketlerin,
											şiddet içerenlere göre başarı oranının 
%100 fazla olduğunu buldu.
											Şiddet içermeyen hareketler ayrıca
kampanyayı yürüten kişilere de
											daha az fiziksel yaralanma getiriyordu,
											aynı şekilde karşıtlarına da.
											Ayrıca önemli, bu hareketler daha barışçıl
ve demokratik bir toplum sağlıyordu.
											Yani şiddet içermeyen direniş,
mücadeleyi yürütmekte daha etkili
											ve yapıcı bir yöntemdi.
									",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
"
","
","
","
","
",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
"
											But if that's such an easy choice,
why don't more groups use it?
											Political scientist Victor Asal
and colleagues
											have looked at several factors
											that shape a political group's
choice of tactics.
											And it turns out
that the greatest predictor
											of a movement's decision
to adopt nonviolence or violence
											is not whether that group
is more left-wing or right-wing,
											not whether the group is more or less
influenced by religious beliefs,
											not whether it's up against
a democracy or a dictatorship,
											and not even the levels of repression
that that group is facing.
											The greatest predictor of a movement's
decision to adopt nonviolence
											is its ideology regarding
the role of women in public life.
									","
											Pero si es una opción tan fácil, 
¿por qué no la usan más grupos?
											El politólogo Víctor Asal y colegas
											han estudiado varios factores
											presentes en la elección de tácticas 
de un grupo político.
											Y resulta que el mayor predictor
											de la decisión de un movimiento de 
adoptar la no violencia o la violencia
											no es si ese grupo es más 
de izquierda o de derecha,
											ni si el grupo está más o menos 
influenciado por creencias religiosas,
											ni si está contra de una democracia 
o una dictadura,
											y ni siquiera los niveles de represión 
que enfrente ese grupo.
											El mayor factor de predicción de 
la decisión de adoptar la no violencia
											es su ideología con respecto al papel 
de la mujer en la vida pública.
									","
											Si c'est un choix si facile,
pourquoi n'est-elle pas plus utilisée ?
											L'expert en politique
Victor Asal et ses collègues
											ont considéré plusieurs facteurs
											qui façonnent le choix des tactiques
d'un groupe politique.
											Il s'avère que le meilleur indicateur
											du choix d'un mouvement
d'adopter la non-violence ou la violence
											n'est pas l'orientation politique
du groupe, de droite ou de gauche,
											ni les croyances religieuses,
											ni son opposition
à une démocratie ou une dictature,
											ni même le niveau de répression
auquel ce groupe fait face.
											Le meilleur indicateur
de l'adoption de la non-violence
											est son idéologie concernant
le rôle des femmes dans la vie publique.
									","
											Aber wenn das so einfach ist,
warum wird er nicht öfter genutzt?
											Der Politologe Victor Asal untersuchte
mit seinen Kollegen mehrere Faktoren,
											die die Vorgehensweise
einer politischen Gruppe beeinflussten.
											Folgendes stellt sich heraus:
											Der wichtigste Faktor in der Frage,
											ob eine Bewegung
Gewalt einsetzt oder nicht,
											ist weder ihre Einordnung
auf dem politischen Spektrum,
											noch der Einfluss von Religionen
auf diese Bewegung,
											noch die Frage, ob sie gegen
Diktatur oder Demokratie ankämpft
											und nicht einmal der Druck,
dem diese Gruppe ausgesetzt ist.
											Der wichtigste Faktor, um vorauszusagen,
ob eine Bewegung auf Gewalt verzichtet,
											ist ihre Auffassung über die Rolle
der Frau im öffentlichen Leben.
									","
											Peki, böyle kolay bir yöntem varken
bunu neden kullanmıyorlar?
											Politika bilimi uzmanı Victor Asal
ve meslekdaşları
											politik grupların taktik seçimini
											biçimlendiren birkaç faktörü incelediler.
											Ortaya çıktı ki; bir politik hareketin,
											şiddete başvurup başvurmayacağını
belirleyen en büyük etken,
											hareketin sağcı veya solcu olması değil
											veya dini bir hareket olup olmaması değil,
											demokrasi veya diktatörlük
karşıtı olması değil,
											hatta grubun maruz kaldığı
baskının şiddeti de değildir.
											Hareketin barışçıl olma kararı 
almasının en büyük nedeni,
											kadının toplumdaki rolü
hakkındaki ideolojisidir.
									",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
"
","
","
","
","
",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Beifall)
									","
											(Alkışlar)
									",How women wage conflict without violence,Julia Bacha,12:27,"war,women,global issues,history,nonviolence,social change,protests,peace"
