en,fr,title,speaker,duration,tags
"
","
",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
											David Biello: So Victor,
what have you been up to?
									","
											David Biello : Alors Victor,
sur quel projet travaillez-vous ?
									",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
","
",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
											Victor Vescovo: That's the bottom
of the Atlantic Ocean,
											and I guess I read too much
Jules Verne as a young boy,
											and so for the last four years
I've led a team to design and build
											what is now the most advanced and deepest
diving submersible on the planet,
											and I have the ability
to personally pilot it too.
											So this was us in December of last year,
											for the first time —
the bottom of the Atlantic Ocean.
									","
											Victor Vescovo : Voici le fond
de l'océan Atlantique.
											J'ai sûrement lu trop de Jules Verne
étant jeune,
											du coup ces quatre dernières années,
j'ai dirigé une équipe pour concevoir
											le submersible le plus perfectionné
au monde,
											et je peux le piloter moi-même.
											Nous voici en décembre dernier,
											pour la première fois :
le fond de l'océan Atlantique.
									",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
","
",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
											DB: And nobody's seen that before right?
									","
											DB : Jamais vu par d'autres auparavant ?
									",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
","
",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
											That's just you.
VV: No.
											Well, now everybody else.
									","
											Juste par vous ?
VV : Non.
											Mais désormais par vous tous.
									",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
","
",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
											DB: Who does that?
											Like —
									","
											DB : Mais comment ?
											Je veux dire...
									",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
","
",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
											VV: Well, I think everyone has seen
the developments in the last 10, 15 years.
											You have a bunch of people that have
the means to explore outer space,
											like SpaceX or Blue Origin —
											those guys —
											and we're going the other direction.
											So it's a wonderful era
											of private individuals
spending their resources
											to develop technologies
that can take us to places
											that have never been explored before,
											and the oceans of the world is —
											it's almost a cliché to say
it's 70 percent of our entire planet,
											and of that, 95 percent is unexplored.
											So what we're trying to do
with our expedition
											is to build and prove out a submersible
											that can go to any point
on the bottom of the planet
											to explore the 60 percent of this planet
that is still unexplored.
									","
											VV : Nous avons tous suivi les avancées
des 10, 15 dernières années.
											Il y a des gens qui ont les moyens
d'explorer l'espace,
											comme SpaceX ou Blue Origin -
											ces gens-là -
											et nous, on voyage dans l'autre sens.
											C'est une ère formidable
											où des acteurs privés investissent
											dans des technologies pour nous emmener
											dans des endroits encore inexplorés.
											Et les océans -
											c'est un cliché de le dire -
recouvrent 70% de notre planète,
											dont 95% sont inexplorés.
											Notre expédition a pour but de construire
											et de démontrer la valeur d'un submersible
											pouvant atteindre
les profondeurs de la planète
											afin d'explorer les 60% de cette planète
toujours inexplorés.
									",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
","
",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
"
											DB: You need a pretty cool tool
to do that, right?
									","
											DB : Et il vous faut un outil assez cool
pour ça ?
									",What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,7:51,"exploration,oceans,technology,science,life,nature,discovery,marine biology,animals"
