fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
"
											Je suis surtout connu pour les vols à propulsion humaine,
											mais ça n'est qu'une partie de ce qui m'a amené
											à mon domaine de travail actuel.
											Quand j'étais petit, j'étais très intéressé par les modèles réduits,
											les ornithoptères, les autogyres, les hélicoptères, les planeurs, les avions,
											des modèles d'intérieur, des modèles d'extérieur — tout,
											je trouvais ça très amusant,
											et je me demandais pourquoi d'autres gens ne partageaient pas le même enthousiasme.
											Ensuite, j'ai suivi l'entraînement de pilote de la Navy, et, après l'université,
											j'ai volé sur planeurs, sur avions motorisés,
											et je considérais le planeur comme un passe-temps et un amusement,
											mais j'ai croisé de grands professeurs, des modèles,
											qui m'ont convaincu, ainsi que tout le monde dans ce domaine,
											que c'était une bonne manière de faire de la science complexe.
									","
											I am known best for human-powered flight,
											but that was just one thing that got me going
											in the sort of things that I'm working in now.
											As a youngster, I was very interested in model airplanes,
											ornithopters, autogyros, helicopters, gliders, power planes,
											indoor models, outdoor models, everything,
											which I just thought was a lot of fun,
											and wondered why most other people didn't share my same enthusiasm with them.
											And then, navy pilot training, and, after college,
											I got into sailplane flying, power plane flying,
											and considered the sailplanes as a sort of hobby and fun,
											but got tangled up with some great professor types,
											who convinced me and everybody else in the field
											that this was a good way to get into really deep science.
									","
											Beni en iyi insan gücüyle çalışan uçuşlarla bilirler,
											fakat bu sadece şu an üzerinde çalıştığım şeyde
											ilerlememi sağlayan şeylerden biri.
											Gençken model uçakları,
											ornithopterler, otojirler, helikopterler, planörlerle, motorlu uçaklarla çok ilgiliydim.
											Onların iç modelleriyle dış modelleriyle — herşeyiyle,
											üstelik bunların çok eğlenceli olduğunu düşünürdüm,
											ve insanların çoğunun neden benim gibi heyecanlanmadıklarını merak ederdim,
											daha sonra donanma pilotluğu eğitimi aldım ve okuldan sonra,
											planör uçurma, motorlu uçakları uçurma eğitimi aldım,
											ve planörlerin bir tür hobi olduğunu düşündüm,
											fakat bir kaç iyi profesör var olan karışıklık,
											beni ve bu alandaki herkesi
											bunun gerçek bilimin derinliklerine girmek için iyi bir yol olduğuna ikna etti.
									","
											Ich bin durch Muskelkraft-Flugzeuge bekannt geworden,
											aber das war nur etwas, das mich veranlasste,
											an den Dingen zu arbeiten, die ich jetzt mache.
											Als junger Mann interessierte ich mich sehr für Modellflugzeuge:
											Ornithopter, Autogyros, Helikopter, Gleiter, Elektroflugzeuge,
											Flugzeuge für drinnen und für draußen,
											und ich fand das alles sehr unterhaltsam
											und fragte mich, wieso die meisten Leute meine Begeisterung nicht teilten.
											Dann die Ausbildung zum Navy-Pilot. Nach dem Studium
											begann ich mit Segelfliegen, ich flog mit Elektroflugzeugen
											und betrachtete Segelflugzeuge als eine Art Hobby,
											aber dann traf ich auf ein paar Professoren von der Sorte,
											die mich und alle anderen in dem Feld überzeugten,
											dass man so ganz intensiv Wissenschaft betreiben konnte.
									","
											Soy bien conocido por el vuelo a propulsión humana,
											pero eso fue sólo una de las cosas que me hicieron empezar
											en el tipo de cosas en las que trabajo ahora.
											Cuando era joven, estaba muy interesado en el aeromodelismo,
											ornitópteros, autogiros, helicópteros, deslizadores, aviones autopropulsados,
											modelos de interior, modelos de exterior — todo,
											me parecía que era muy divertido,
											y me preguntaba por qué la mayoría de la gente no compartía mi entusiasmo por ellos.
											Y después, me entrené para piloto de la marina y, tras la universidad,
											me metí en vuelos sin motor, vuelos propulsados,
											y consideraba el vuelo sin motor como un tipo de afición y diversión,
											pero debatiendo con algunos grandes profesores
											nos convencieron a mí y a todos los demás en la materia,
											de que era una buena forma de meterse en ciencia realmente seria.
									",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
"
","
","
","
","
",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
"
											Dans le même temps, je travaillais sur la modification du climat,
											tout en obtenant un PhD (doctorat) en aéronautique.
											Le sujet de la modification artificielle du temps commençait à éclore,
											et en tant qu'étudiant de troisième cycle,
											j'assistais aux diverses conférences sur le sujet,
											en faisant de l'auto-stop jusqu'à la côte Est,
											et ainsi de suite, et tout le monde venait me parler,
											mais tous les professionnels dans ce domaine se haïssaient entre eux,
											et ils ne se parlaient pas. En conséquence de quoi,
											j'ai eu une formation absolument unique dans ce domaine,
											et j'ai lancé une compagnie, qui menait plus de recherches
											sur les modifications artificielles du climat que quiconque,
											et il y a plein de choses dont je n'ai pas le temps de vous parler.
											Mais ensuite, j'ai lancé AeroVironment en 1971, sans employés —
											ensuite un ou deux, trois,
											et je cherchais à trouver des projets intéressants.
											Nous avions AirDynanisis,
											qui, comme moi, ne voulait pas travailler pour les sociétés aérospatiales
											sur de grands projets de plusieurs années,
											nous avons donc mené nos petits projets, et l'entreprise a lentement grandi.
									","
											While this was all going on, I was in the field of weather modification,
											although getting a Ph.D. in aeronautics.
											The weather modification subject was getting started,
											and as a graduate student,
											I could go around to the various talks that were being given,
											on a hitchhiker ride to the East Coast,
											and so on. And everybody would talk to me,
											but all the professionals in the field hated each other,
											and they wouldn't communicate. And as a result,
											I got the absolutely unique background in that field,
											and started a company, which did more research
											in weather modification than anybody,
											and there are a lot of things that I just can't go into.
											But then, 1971 started AeroVironment, with no employees —
											then one or two, three,
											and sort of fumbled along on trying to get interesting projects.
											We had AirDynamisis,
											who, like I, did not want to work for aerospace companies
											on some big, many year project,
											and so we did our small projects, and the company slowly grew.
									","
											Bütün bunlar olurken, ben havacılık doktorası almama rağmen,
											hava modifikasyonları ile uğraşıyordum.
											Hava modifikasyonları sadece başlangıçtı,
											ve mezun olduktan sonra,
											artık gidip verilen her tür konuşmayı dinleyebilirdim,
											doğu yakasına yapılan bir otopstopla.
											Böylece herkesle konuşabilirdim,
											fakat bu alandaki tüm profesyoneller birbirinden nefret ediyordu,
											ve iletişim kuramıyorlardı. Sonuç olarak,
											bu alanda eşsiz bir altyapım oldu,
											ve hava modifikasyonları hakkında
											herkesden daha fazla araştırma yapan bir şirket kurdum,
											ve şu an içine giremeceğim bi çok şey var..
											Fakat sonra 1971 de AeroVironment'i kurdum, hiç çalışanı olmadan —
											sonra bir ya da iki, üç,
											ve ilginç projeler yapmak isteyen bi kaç kişi arandı.
											AirDynanisis* i kurduk.
											benim gibi, büyük havacılık şirketleri için
											büyük çaplı, yıllar süren bir projede çalışmak istemeyenlerle,
											böylece kendi küçük projemizi yaptık ve şirket yavaş yavaş büyümeye başladı.
									","
											Zur selben Zeit war ich auf dem Feld der Wettermodifikation tätig,
											obwohl ich einen Doktortitel in Aeronautik anstrebte.
											Mit der Wettermodifikation ging es gerade los,
											und als Doktorand konnte ich
											einfach zu den Vorlesungen gehen, die darüber stattfanden,
											während ich zur Ostküste trampte
											und so weiter. Und alle sprachen mit mir,
											aber die ganzen Profis auf dem Gebiet hassten sich
											und redeten nicht miteinander. Und das Ergebnis war,
											dass ich einen einzigartigen Hintergrund auf dem Gebiet hatte
											und eine Firma gründete, die Wettermodifikation
											mehr untersuchte als jede andere,
											da gibt es viele Dinge, auf die ich hier nicht eingehen kann.
											Aber dann, 1971, legte AeroVironment los, ohne Angestellte,
											dann einer oder zwei, drei...
											und kämpfte sich so durch, interessante Projekte zu bekommen.
											Wir hatten AirDynamisis,
											die wie ich nicht viele Jahre lang für ein riesiges Projekt
											für Raumfahrtsfirmen arbeiten wollten,
											also hatten wir unsere kleinen Projekte und die Firma wuchs stetig.
									","
											Mientras ocurría todo esto, yo estaba en el campo de la modificación del clima,
											aunque me estaba sacando un Doctorado en ingeniería aeronáutica.
											La rama de modificación del clima estaba empezando,
											y como un estudiante graduado,
											podía aparecer por las distintas charlas que se estaban llevando a cabo,
											a lo largo de un viaje a la costa Este haciendo auto-stop (aventón)
											etc., y todo el mundo hablaba conmigo,
											pero todos los profesionales en la materia se odiaban unos a otros,
											y no se comunicaban. Como resultado,
											obtuve un conocimiento único en la materia,
											y fundé una compañía, que hizo más investigación
											en modificación del clima que cualquier otra,
											y hay un montón más de cosas en las que simplemente no me puedo meter.
											Pero entonces, en 1971 fundé AeroVironment, sin empleados —
											después con uno o dos, tres,
											e intentando como podía conseguir proyectos interesantes.
											Estaba AirDynanisis*,
											quienes, como yo, no quería trabajar para compañías aeroespaciales
											en algunos grandes proyectos a largo plazo,
											y por eso hicimos nuestros pequeños proyectos, y la compañía creció lentamente.
									",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
"
","
","
","
","
",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
"
											Une chose excitante s'est produite en 1976,
											je me suis soudainement intéressé aux avions à propulsion humaine
											parce que j'avais prêté 100 000 $ à un ami,
											et je m'étais porté garant auprès de la banque.
											Il en avait besoin pour lancer son entreprise.
											L'entreprise n'a pas marché, et il ne pouvait pas rembourser,
											et j'étais le garant du prêt. J'avais dont 100 000 $ de dette,
											et j'avais noté que le prix Kramer pour le vol à propulsion humaine,
											qui existait depuis
											17 ans à ce moment-là, était de 50 000 £,
											ce qui, au taux d'échange, s'élevait à environ 100 000 $.
									","
											The thing that is exciting was, in 1976,
											I suddenly got interested in the human-powered airplane
											because I'd made a made a loan to a friend of 100,000 dollars,
											or I guaranteed the money at the bank.
											He needed them — he needed the money for starting a company.
											The company did not succeed, and he couldn't pay the money back,
											and I was the guarantor of the note. So, I had a $100,000 debt,
											and I noticed that the Kramer prize for human-powered flight,
											which had then been around for — (Laughter) —
											17 years at the time, was 50,000 pounds,
											which, at the exchange rate, was just about 100,000 dollars.
									","
											Asıl heyecanlı olan şey 1976'daydı
											Birdenbire insan gücüyle çalışan uçaklarla ilgilenmeye başladım,
											çünkü bir arkadaşıma $100,000 dolar borçlanmıştım.
											Bankadan borç aldım.
											Arkadaşımın paraya bir şirket kurmak için ihtiyacı vardı.
											Şirket başarılı olamadı ve o parayı geri ödeyemedi,
											ve borcun kefili bendim. Yani $100,000 dolar borcum vardı,
											ve insan gücüyle uçuş için verilen Kramer ödülünün
											( o zamanlarda 17 yıldır veriliyordu)
											£50,000 olduğunu farkettim,
											ki o zamanın kuruyla $100,000 a denk geliyordu.
									","
											1976 wurde es spannend,
											denn ich interessierte mich plötzlich für Muskelkraft-Flugzeuge.
											Der Grund war, dass ich einem Freund US$100.000 geliehen hatte,
											oder besser gesagt für ihn bei der Bank gebürgt hatte.
											Er brauchte das Geld, um eine Firma zu gründen.
											Aus der Firma wurde nichts, und er konnte das Geld nicht zurückzahlen.
											Da ich der Bürge war, hatte ich $100.000 Schulden
											und bemerkte dann den Kramer-Preis für Muskelkraft-Flugzeuge,
											den es damals schon seit – (Lachen) –
											17 Jahren gab, das Preisgeld betrug 50.000 Pfund;
											was bei dem damaligen Wechselkurs ungefähr $100.000 war.
									","
											Lo interesante fue que, en 1976,
											me interesé repentinamente por el avión de propulsión humana
											porque había hecho un préstamo de 100.000 dólares a un amigo
											o avalaba el dinero al banco.
											Él los necesitaba — necesitaba el dinero para crear una compañía.
											La compañía no triunfó, y no pudo devolver el dinero,
											y yo era el aval del préstamo. De modo que tenía una deuda de 100.000 dólares,
											y me di cuenta de que el premio Kramer al vuelo por propulsión humana,
											que entonces ya estaba por ahí desde hace
											17 años en aquella época, era de 50.000 libras,
											que, con la tasa de cambio, era justamente alrededor de los 100.000 dólares.
									",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
"
","
","
","
","
",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
"
											Donc je me suis soudainement intéressé au vol à propulsion humaine,
											(Rires)
											et je ne — ma façon de procéder, d'abord,
											réfléchir aux moyens de construire les avions,
											c'était comme ce qu'ils faisaient en Angleterre, sans succès,
											et j'ai abandonné. Je me suis dit, non, il n'y a pas de moyen simple et facile,
											mais ensuite pendant des vacances, j'étudiais le vol des oiseaux,
											juste pour m'amuser,
											et vous pouvez regarder un oiseau s'élever en faisant des cercles,
											et mesurer le temps, et estimer l'angle d'inclinaison,
											et immédiatement trouver sa vitesse,
											et le rayon de la rotation, et ainsi de suite,
											ce que j'ai pu faire dans la voiture alors que nous partions en voyage,
											(Rires)
											avec mes trois jeunes fils, qui m'aidaient,
											mais qui tournaient en ridicule toute la chose.
									","
											So suddenly, I was interested in human-powered flight —
											(Laughter) —
											and did not — the way I approached it, first,
											thinking about ways to make the planes,
											was just like they'd been doing in England, and not succeeding,
											and I gave it up. I figured, nah, there isn't any simple, easy way.
											But then, got off on a vacation trip, and was studying bird flight,
											just for the fun of it,
											and you can watch a bird soaring around in circles,
											and measure the time, and estimate the bank angle,
											and immediately, figure out its speed,
											and the turning radius, and so on,
											which I could do in the car, as we're driving along on a vacation trip —
											(Laughter) —
											with my three sons, young sons, helping me,
											but ridiculing the whole thing very much.
									","
											Ve birdenbire, insan gücüyle uçuşlarla ilgilenmeye başladım.
											(Kahkahalar)
											ve olmadı — ilk olarak olaya yaklaşımım
											o zamanlar İngiltere'dekiler gibi
											uçaklar yapmaktı, ama başaramadım,
											ve pes ettim. Bunun basit, kolay bir yolu olmadığını anladım,
											fakat sonra bi seyahate çıktım ve kuç uçuşları üstüne çalıştım,
											sadece eğlencesine,
											ve bir kuşun daireler çizerek havada yükseldiğini görebilirsiniz
											sürelerini ölçtüm ve eğimlerinin açılarını tahmin ettim
											ve hemen onların hızlarını buldum
											ve dönüş açılarını vesaire,
											ki bu bir tatilde araba sürerken rahatça yapabileceğim bir şeydi,
											(Kahkahalar)
											bana yardım eden üç oğlumla, genç oğullarımla,
											bütün olay hakkında saçmaladık.
									","
											Also interessierte ich mich ganz plötzlich für Muskelkraft-Flugzeuge –
											(Lachen)
											und meine Herangehensweise war zunächst die,
											dass ich darüber nachdachte, wie man die Flugzeuge herstellt,
											wie es auch schon in England passiert war, ohne Erfolg.
											Das gab ich auf. Ich dachte mir, ""Nein, es gibt keinen einfachen Weg.""
											Aber dann fuhr ich in den Urlaub und untersuchte den Vogelflug,
											einfach aus Spaß,
											und man kann sehen, wie Vögel in Kreisen schweben,
											und die Zeit messen, die Querneigung schätzen,
											und sofort die Geschwindigkeit ausrechnen,
											den Wenderadius, und so weiter,
											das konnte ich im Auto tun, während wir in den Urlaub fuhren –
											(Lachen)
											mit meinen drei jungen Söhnen, die mir halfen,
											aber sich über die ganze Sache sehr lustig machten.
									","
											Así, de repente, estaba interesado en el vuelo por propulsión humana,
											(Risas)
											y no — el modo en que lo enfoqué, al principio,
											pensando en formas de hacer los aviones,
											era exactamente como lo habían estado haciendo en Inglaterra, sin éxito,
											y me rendí. Pensé, bah, no hay ninguna forma simple y sencilla,
											pero entonces me fui de vacaciones, y estaba estudiando el vuelo de los pájaros,
											únicamente por diversión,
											y podía ver un pájaro volando en círculos,
											y medir el tiempo, estimar el ángulo de alabeo
											e inmediatamente, calcular su velocidad,
											y el radio de giro, etc.,
											cosa que podía hacer en el coche mientras conducía en el viaje de vacaciones,
											(Risas)
											con mis tres hijos, jóvenes, ayudándome,
											pero riéndose de todo el asunto bastante.
									",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
"
","
","
","
","
",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
"
											Mais ça a marqué le commencement d'une réflexion sur le vol des oiseaux,
											et ensuite sur la façon dont les avions et les deltaplanes pouvaient voler,
											ainsi que d'autres avions,
											et l'idée du Gossamer Condor a rapidement émergé,
											c'était si logique que quelqu'un aurait dû y penser plus tôt,
											mais personne n'y avait pensé, et ça consistait à maintenir le poids en bas.
											Il pesait seulement 32 kg, mais en l'agrandissant, comme un deltaplane,
											avec trois fois plus d'envergure, trois fois plus de corde,
											vous réduisez la vitesse d'un tiers, un tiers de la puissance,
											et un bon cycliste peut générer cette énergie, et ça a marché,
											et nous avons gagné le prix un an plus tard.
									","
											But that began thinking about how birds went around,
											and then how airplanes would, how hang gliders would fly,
											and then other planes,
											and the idea of the Gossamer-Condor-type airplane quickly emerged,
											was so logical, one should have thought of it in the first place,
											but one didn't. And it was just, keep the weight down —
											70 pounds was all it weighed — but let the size swell up, like a hang glider,
											but three times the span, three times the cord.
											You're down to a third of the speed, a third of the power,
											and a good bicyclist can put out that power, and that worked,
											and we won the prize a year later.
									","
											Fakat böylece kuşların nasıl uçtuğunu düşünmeye başladım,
											ve uçakların, planörlerin nasıl uçması gerektiğini,
											ve sonra diğer uçakların,
											ve Gossamer Condor tipi bir uçak fikri oluştu kafamda,
											çok mantıklıydı, biri mutlaka en başta bunu düşünmeliydi,
											fakat kimse düşünmemişti, hiç itibar görmemişti.
											sadece 30kg dı ve planör gibi rüzgarla havalanıyordu
											kanat genişliğini ve bağları üçe katladığımızda,
											hız ve de güç üçte birine düşüyordu,
											ve iyi bir bisikletçi bu gücü yaratabilirdi, ve işe yaradı,
											o yıl ödülü kazandık.
									","
											Doch so begann ich darüber nachzudenken, wie sich Vögel bewegen,
											und wie Flugzeuge dies tun könnten, wie Hängegleiter fliegen,
											und dann andere Flugzeuge,
											und so entwickelte sich die Idee des Gossamer-Condor-Flugzeugs,
											es war so logisch, man hätte von Anfang an darauf kommen sollen,
											aber es hatte keiner gemacht. Wir mussten das Gewicht reduzieren –
											es wog 32 kg – und gleichzeitig die Größe ausbauen, wie bei einem Hängegleiter,
											aber mit der dreifachen Spannweite, mit dreimal so viel Schnur.
											Die Geschwindigkeit sank auf ein Drittel, ein Drittel der Kraft,
											und ein guter Radfahrer kann diese Kraft liefern. Das funktionierte
											und wir gewonnen ein Jahr später den Preis.
									","
											El... — pero aquello empezó pensando acerca de cómo los pájaros daban vueltas,
											y después cómo los aviones podrían — cómo las ala delta podrían volar,
											y después otros aviones,
											y la idea del avión tipo ""Gossamer Condor"" surgió rápidamente,
											era tan lógico, que cualquiera debería haber pensado en ello en primer lugar,
											pero nadie lo hizo, y era simplemente mantener el peso bajo.
											sólo pesaba 70 libras, pero permitiendo aumentar el tamaño, como un ala delta
											pero con tres veces la envergadura, tres veces el cable,
											bajas a un tercio de la velocidad, un tercio de la potencia,
											y un buen ciclista puede proporcionar esa potencia, y funcionó,
											y ganamos el premio un año después.
									",A flight on solar wings,Paul MacCready,21:20,"alternative energy,business,design,drones,energy,flight,invention,technology,solar energy"
