en,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
"
											It's easy to forget that last night,
											one billion people went to sleep
without access to electricity.
											One billion people.
											Two and a half billion people
did not have access to clean cooking fuels
											or clean heating fuels.
											Those are the problems
in the developing world.
											And it's easy for us not to be empathetic
											with those people
who seem so distanced from us.
									","
											É fácil esquecer que ontem à noite,
											mil milhões de pessoas foram dormir
sem acesso à eletricidade.
											Mil milhões de pessoas.
											2500 milhões de pessoas não tiveram
acesso a combustíveis limpos
											para cozinhar ou para aquecimento.
											Estes são os problemas 
dos países em desenvolvimento.
											É fácil para nós não termos empatia
											com essas pessoas 
que parecem tão distantes de nós.
									","
											Il est facile d'oublier qu'hier soir
											un milliard de personnes se sont couchées
en n'ayant pas d'électricité.
											Un milliard de personnes.
											Deux milliards et demi de personnes
n'avaient pas accès
											à un combustible de cuisson
ou de chauffage non polluant.
											Ce sont des problèmes
du monde en développement.
											Il est facile pour nous
de pas être empathiques
											envers ces gens qui semblent
si éloignés de nous.
									","
											Man vergisst leicht, dass letzte Nacht
											eine Milliarde Menschen schlafen ging, 
ohne Zugang zur Elektrizität zu haben.
											Eine Milliarde Menschen.
											Zweieinhalb Milliarde Menschen hatten
keinen Zugang zu sauberen Brennstoffen,
											um zu kochen oder zu heizen.
											Das sind die Probleme 
der Entwicklungsländer.
											Es fällt uns leicht,
keine Empathie zu empfinden,
											mit diesen Menschen, 
die so weit weg von uns scheinen.
									",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
"
","
","
","
",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
"
											But even in our own world,
the developed world,
											we see the tension of stagnant economies
											impacting the lives of people around us.
											We see it in whole pieces of the economy,
											where the people involved
have lost hope about the future
											and despair about the present.
											We see that in the Brexit vote.
											We see that in the Sanders/Trump
campaigns in my own country.
											But even in countries as recently
turning the corner
											towards being in the developed world,
											in China,
											we see the difficulty
that President Xi has
											as he begins to un-employ so many people
in his coal and mining industries
											who see no future for themselves.
											As we as a society
figure out how to manage
											the problems of the developed world
											and the problems of the developing world,
											we have to look at how we move forward
											and manage the environmental impact
of those decisions.
									","
											Mas até no nosso mundo,
o mundo desenvolvido,
											vemos a tensão das economias estagnadas
											que causa impacto
na vida das pessoas à nossa volta.
											Vemo-lo em áreas inteiras da economia,
											em que as pessoas envolvidas
perderam a esperança no futuro
											e desesperam em relação ao presente.
											Vemos isso no voto do ""Brexit"".
											Vemos isso na campanha de
Sanders/Trump no meu país.
											Mas até em países que estão
recentemente a virar a esquina
											em direção a um mundo desenvolvido,
											na China,
											vemos as dificuldades
que o Presidente Xi tem
											quando começa a despedir tantas pessoas
na indústria do carvão e mineira
											que não veem nenhum futuro para elas.
											Enquanto nós, como sociedade,
tentamos descobrir como gerir
											os problemas do mundo desenvolvido
											e os problemas do mundo
em desenvolvimento,
											temos que descobrir como avançar
											e gerir os impactos ambientais
dessas decisões.
									","
											Mais même dans notre monde,
le monde développé,
											nous voyons la tension
des économies stagnantes
											qui affecte la vie
des gens autour de nous.
											Nous le voyons
dans des pans entiers de l'économie
											où les gens concernés
ont perdu tout espoir dans l'avenir
											et désespèrent du présent.
											Nous le voyons dans le vote du Brexit.
											Nous les voyons dans les campagnes
de Sanders et Trump dans mon pays.
											Mais même dans des pays
qui ont récemment pris un virage
											vers le monde développé,
											en Chine,
											nous voyons les difficultés
qu'a le président Xi
											alors qu'il n'emploie plus autant de gens
dans ses mines de charbon,
											des gens ne voient aucun autre avenir
pour eux-mêmes.
											Alors que nous, en tant que société,
découvrons comment gérer
											les problèmes du monde développé
											et les problèmes
du monde en développement,
											nous devons penser
à comment aller de l'avant
											et gérer l'impact environnemental
de ces décisions.
									","
											Aber sogar in unserer Welt, 
den Industrieländern,
											sehen wir die Spannung 
stagnierender Ökonomien,
											die das Leben aller 
um uns herum beeinflusst.
											Wir sehen es in ganzen Wirtschaftszweigen,
											in denen die Beteiligten die Hoffnung 
auf die Zukunft verloren haben
											und an der Gegenwart verzweifeln.
											Wir sehen dies in der Brexit-Wahl,
											den Sanders-/Trump-Kampagnen
in meinem eigenen Land.
											Aber auch in Ländern,
die vor kurzem die Kurve
											in die Industriestaaten gekriegt haben,
											in China sehen wir
											die Schwierigkeiten, 
die Präsident Xi hat,
											der so viele Menschen in seiner 
Berg- und Kohleindustrie entlässt,
											die keine Zukunft für sich sehen.
											Während wir als Gesellschaft versuchen,
											die Probleme der Industrieländer

											und der Entwicklungsländer zu bewältigen,
											müssen wir darauf achten, 
welche Schritte wir vornehmen
											und die Umweltauswirkungen 
unserer Entscheidungen steuern.
											Wir arbeiten seit 25 Jahren
an diesen Problemen, seit Rio,
									",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
"
","
","
","
",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
"
											We've been working on this problem
for 25 years, since Rio,
											the Kyoto Protocols.
											Our most recent move is the Paris treaty,
											and the resulting climate agreements
											that are being ratified
by nations around the world.
											I think we can be very hopeful
											that those agreements,
which are bottom-up agreements,
											where nations have said
what they think they can do,
											are genuine and forthcoming
for the vast majority of the parties.
											The unfortunate thing
											is that now, as we look
at the independent analyses
											of what those climate treaties
are liable to yield,
											the magnitude of the problem
before us becomes clear.
									","
											Temos vindo a trabalhar neste problema
há mais de 25 anos,
											desde o Rio de Janeiro
— os Protocolos de Quioto.
											A nossa ação mais recente
foi o tratado de Paris
											e os resultantes acordos climáticos
											que estão a ser ratificados
por nações em todo o mundo.
											Acho que podemos ter muita esperança
											que esses acordos
— que são acordos a partir das bases,
											em que as nações têm dito
o que acham que conseguem fazer —
											são genuínos e sinceros
para a grande maioria da partes.
											Lamentavelmente,
											quando olhamos
para as análises independentes
											do que é que esses tratados climáticos
são suscetíveis de produzir,
											a amplitude do problema
que enfrentamos torna-se clara.
									","
											Nous travaillons sur ce problème
depuis 25 ans, depuis Rio,
											le protocole de Kyoto.
											Notre action la plus récente
est le traité de Paris
											et les accords environnementaux
qui en découlent
											et qui sont actuellement ratifiés
par des nations du monde.
											Je pense que nous pouvons espérer
											que ces accords,
qui ont une approche ascendante
											où les nations ont dit
ce qu'elles pensent pouvoir faire,
											sont authentiques et sincères
pour la majorité des parties.
											Ce qui est regrettable,
											c'est que, en regardant maintenant
les analyses indépendantes
											sur les résultats attendus
de ces accords environnementaux,
											l'ampleur du problème
qui nous fait face devient claire.
									","
											seit den Kyoto-Protokollen.
											Unser jüngster Schachzug
ist das Pariser Abkommen
											und die daraus resultierenden 
Klimaschutzvereinbarungen,
											die von Nationen auf der 
ganzen Welt ratifiziert wurden.
											Wir können voller Hoffnung sein,
dass diese Vereinbarungen,
											welche Bottom-up-Vereinbarungen sind,
											bei denen Nationen sagten, 
was sie denken leisten zu können,
											ehrlich sind und der breiten Mehrheit 
der Parteien entgegenkommen.
											Leider wird uns jetzt,
											da wir auf die unabhängigen Analysen
											zu dem in den Klimaverträgen 
getroffenen Vereinbarungen blicken,
											das gesamte Ausmaß des Problems bewusst.
											Dies ist eine Einschätzung der 
US-Energie-Informationsagentur (EIA)
									",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
"
","
","
","
",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
"
											This is the United States
Energy Information Agency's assessment
											of what will happen if the countries
implement the climate commitments
											that they've made in Paris
											between now and 2040.
											It shows basically CO2 emissions
around the world
											over the next 30 years.
											There are three things that you need
to look at and appreciate.
									","
											Esta é a avaliação
											da organização norte-americana
de informações sobre energia
											do que acontecerá, se os países
implementarem os compromissos climáticos
											que fizeram em Paris,
											daqui até 2040.
											Mostra as emissões de CO2
em todo o mundo
											nos próximos 30 anos.
											Há três coisas que têm
que ver e perceber.
									","
											Voici l'estimation de l'Agence
américaine d'information sur l'énergie
											quant à ce qu'il se passera
											si les pays mettent en œuvre
les engagements environnementaux
											qu'ils ont pris à Paris
											à partir de maintenant et d'ici à 2040.
											Elle montre les émissions de CO2
à travers le monde
											au cours des 30 prochaines années.
											Il y a trois choses que vous devez
regarder et comprendre.
									","
											über die länderspezifische Umsetzung der 
in Paris getroffenen Klimavereinbarungen
											für den Zeitraum von heute bis 2040.
											Es zeigt im wesentlichen 
die weltweiten CO2-Emissionen
											im Verlauf der kommenden 30 Jahre.
											Es gibt drei Dinge, auf die Sie achten 
und die Sie verstehen sollten.
											Erstens: Es wird erwartet, 
dass die CO2-Emissionen
									",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
"
","
","
","
",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
"
											One, CO2 emissions are expected
to continue to grow
											for the next 30 years.
											In order to control climate,
											CO2 emissions have to literally go to zero
											because it's the cumulative emissions
that drive heating on the planet.
											This should tell you that we are losing
the race to fossil fuels.
									","
											Uma, as emissões de CO2
têm tendência a continuar a crescer
											nos próximos 30 anos.
											Para controlarmos o clima,
											as emissões de CO2 têm
que chegar literalmente a zero,
											porque são as emissões cumulativas
que levam ao aquecimento do planeta.
											Isto significa que estamos a perder
a corrida contra os combustíveis fósseis.
									","
											Un : on prévoit que les émissions de CO2
vont continuer à augmenter
											les 30 prochaines années.
											Afin de contrôler le climat,
											les émissions de CO2 devraient être nulles
											car ce sont les émissions cumulées
qui causent le réchauffement climatique.
											Cela indique que nous perdons
la course aux énergies fossiles.
									","
											in den nächsten 30 Jahren 
weiterhin steigen werden.
											Um das Klima zu beherrschen,
											müssen die CO2-Emissionen 
buchstäblich Null werden,
											denn es sind die kumulativen Emissionen,
											die das Aufheizen
des Planeten vorantreiben.
											Wir verlieren im Wettlauf 
mit fossilen Brennstoffen.
											Ferner sollten Sie zur Kenntniss nehmen,
									",We need nuclear power to solve climate change,Joe Lassiter,13:46,"alternative energy,choice,climate change,engineering,innovation,global issues,nuclear energy,pollution,potential,society,resources,science,electricity"
