es,tr,fr,title,speaker,duration,tags
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Cuando estaba en mis 20s,
											vi a mi primer cliente 
de psicoterapia.
											Yo era una estudiante doctoral en
psicología clínica en Berkeley.
											Ella era una mujer de 
26 años llamada Alex.
											Alex entró a la
primera sesión
											usando vaqueros y 
un top holgado,
											se tiró en el sofá
de mi oficina
											se quitó los zapatos
											y me dijo que quería hablar de 
sus problemas con los hombres.
											Cuando escuché esto,
me sentí tan aliviada.
											Mi compañera de clase tuvo 
un pirómano como primer cliente.
											(Risas)
											Y a mí me tocó una veinteañera 
que quería hablar de hombres.
											Creí que podía manejarlo.
									","
											20'li yaşlarımdayken, psikoterapi
											alanında ilk müşterimi görmüştüm.
											O sırada Berkeley'de klinik psikoloji üzerine doktoramı yapıyordum.
											Müşterim 26 yaşında, Alex adında bir kadındı.
											İlk seansta Alex, ofise üzerinde
											kot pantolon ve bol salaş bir bluzla gelmişti,
											kendini kanepeye bırakıp
											ayakkabılarını çıkarmıştı ve bana,
											erkekler hakkındaki problemlerini konuşmak için geldiğini söylemişti.
											Bunu duyduğumda, oldukça rahatlamıştım.
											Arkadaşım ilk danışan olarak bir kundakçıyla görüşmüştü.
											(Gülüşmeler)
											Ve ben 20'li yaşlarında erkekler hakkında konuşmak isteyen biriyle görüşüyordum.
											Bunu halledebilirim diye düşündüm.
									","
											Quand j'avais la vingtaine,
											j'ai vu mes tout premiers clients 
comme psychothérapeute.
											J'étais étudiante en thèse 
en psychologie clinique à Berkeley.
											Elle, c'était une femme de 26 ans appelée Alex.
											Lorsqu'Alex est entrée pour sa première séance,
											elle portait un jean et un grand top trop large,
											elle s'est laissée tomber sur le canapé de mon bureau,
											a enlevé ses chaussures
											et m'a dit qu'elle était ici pour parler 
de problèmes de garçons.
											Lorsque j'ai entendu ça, j'ai été si soulagée.
											Ma camarade de classe avait eu 
un pyromane comme premier patient.
											(Rires)
											Et moi, j'avais une fille de 20 ans et quelques
qui voulait parler des garçons.
											Je pensais pouvoir gérer ça.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Pero no lo hice.
											Con las historias chistosas
que Alex traía a las sesiones,
											se me hizo fácil solo
mover la cabeza
											mientras que retrasabamos la solución.
											""Los treinta son los nuevos 
veinte"", decía Alex,
											y por lo que yo veía, 
ella tenía razón.
											Uno empieza a trabajar después,
se casa después,
											tiene hijos después, hasta 
la muerte pasa después.
											Para veinteañeros como Alex 
y yo había tiempo de sobra.
									","
											Ancak yapamadım.
											Alex'in eğlenceli hikayelerini dinlerken
											benim için sadece başımı sallayıp
											karar vermeyi ertelemek oldukça kolaydı.
											""30'lu yaşlar yeni 20"" derdi,
											ve haklı olduğunu söyleyebilirdim.
											Kariyer erteleniyordu, evlilik erteleniyordu,
											çocuk erteleniyor, hatta ölüm bile erteleniyordu.
											20'li yaşlarındaki Alex ve benim için zamandan bol bir şey yoktu.
									","
											Mais je ne l'ai pas géré.
											Avec les histoires amusantes qu'Alex
ramenait durant les sessions,
											c'était facile pour moi de simplement hocher la tête
											alors qu'on repoussait le problème.
											« La trentaine, c'est la nouvelle vingtaine », disait Alex,
											et, pour ce que j'en savais, elle avait raison.
											Le travail arrive plus tard, 
le mariage arrive plus tard,
											les enfants arrivent plus tard, 
même la mort arrive plus tard.
											Les jeunes dans la vingtaine comme Alex et moi
avions toute la vie devant nous.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Pero poco después,
mi supervisor me presionó
											para presionar a Alex que hablara
sobre su vida amorosa.
											Yo me resistí.
									","
											Ama çok geçmeden, süpervizörüm beni,
											Alex'i aşk hayatı için çabalaması için zorlamaya başladı.
											İnat ettim.
									","
											Mais peu de temps après, 
mon direceur de thèse m'a poussé
											à questionner Alex sur sa vie amoureuse.
											J'ai protesté.
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Dije, ""Claro, está saliendo con
tipos debajo de su categoría,
											se acuesta con un
cabeza hueca,
											pero no es como si fuera
a casarse con él"".
									","
											Tabi ki kendini iyi hissetmek için insanlarla çıkıyor,
											bir aptalla yatıyor,
											ama sonuçta adamla evlenmeyecek ki."" dedim.
									","
											J'ai dit, « Oui, elle sort avec des idiots,
											elle couche avec un crétin,
											mais ce n'est pas qu'elle va l'épouser. »
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
											Y entonces mi supervisor dijo,
											""Todavía no, pero tal vez
se case con el próximo.
											Además, el mejor momento para 
trabajar en el matrimonio de Alex
											es antes de que se case"".
									","
											Süpervizörüm, ""Henüz değil, ama
											bir sonrakiyle evlenebilir. Üstelik,
											Alex'le evlilik üzerine çalışmak için en uygun
											zaman, daha evlenmediği zamandır."" diye cevap verdi.
									","
											Alors mon directeur a répondu,
											« Pas encore, mais elle pourrait épouser le prochain.
											De plus, le meilleur moment 
pour préparer le mariage d'Alex,
											c'est avant qu'elle ne le fasse. »
									",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
"
","
","
",Why 30 is not the new 20,Meg Jay,14:49,"aging,culture,goal-setting,youth"
