es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",A multimedia theatrical adventure,Natasha Tsakos,14:39,"media,performance,performance art,storytelling,theater,animation"
"
											Me encanta el teatro.
											Me encanta la idea de que te puedes transformar, convertirte en otra persona
											y mirar la vida con una nueva perspectiva.
											Me encanta la idea de que la gente se siente en una habitación por un par de horas y escuche.
											La idea de que en esa habitación en ese momento,
											todo el mundo, sin importar su edad, su género, su raza, su color, ni su religión,
											se une.
											En ese momento, trascendemos el espacio y el tiempo juntos.
											El teatro nos despierta los sentidos y abre la puerta de nuestra imaginación.
											Y nuestra capacidad para imaginar es lo que nos hace exploradores.
											Nuestra capacidad para imaginar nos hace inventores y creadores y únicos.
											Me comisionaron en 2003 para crear un espectáculo original
											y empecé a desarrollar ""Upwake.""
											""Upwake"" cuenta la historia de Cero,
											un empresario moderno que va al trabajo con la vida en una maleta,
											pegado entre el sueño y la realidad e incapaz de descifrar los dos.
											Quería que ""Upwake"" tuviera las mismas cualidades audiovisuales que tendría una película.
											Y quería dejar volar mi imaginación.
											Así que empecé a dibujar la historia que se estaba moviendo en mi cabeza.
											Si Antoine de Saint-Exupery, el autor de ""El Principito"", estuviera aquí,
											habría dibujado tres agujeros dentro de esa caja
											y te habría dicho que tu oveja estaba adentro.
											Porque, si miras de cerca, unas cosas aparecerán.
											Esta no es una caja; éstas son las interpretaciones de mi imaginación
											desde la cabeza al papel a la pantalla a la vida.
											En ""Upwake"" los edificios llevan trajes, Cero baila Tap en un teclado gigantesco,
											se clona con un escáner, doma y pega los ratones de la computadora,
											zarpa al paraíso desde una sola hoja de papel, y se lanza al espacio.
											Quería crear atmósferas que se movieran y se transformaran como ilusionista.
											Viajar de un mundo a otro en un segundo.
											Quería tener humor, belleza, simplicidad, y complejidad
											y utilizar metáforas para sugerir ideas,
											Al principio de la obra, por ejemplo Cero manipula el sueño y la realidad.
											La tecnología es un instrumento que me permite manifestar mis visiones
											en alta definición, en persona, en el escenario.
											Así que hoy me gustaría hablarles de la relación
											entre el teatro y la tecnología
											Empecemos con la tecnología.
											(Fusible que se funde)
											Bueno. Empecemos con el teatro.
											(Risas)
											(Zumbido)
											(Click, click, bang)
											(Risas)
											(Aplausos)
											Gracias.
											""Upwake"" dura cincuenta y dos minutos, cincuenta y cuatro segundos.
											Proyecto animación tridimensional en las cuatro superficies del escenario
											con las cuales yo trabajo.
											El uso de animación y proyección fue un proceso de descubrimiento.
											No la usé como efecto especial, sino como colaboradora en el escenario.
											No hay ningún efecto especial en “Upwake,” ningún artificio.
											Es tan fastuoso e intrincado como sencillo y mínimo.
											Tres cientos cuarenta y cuatro monturas, cuatro años y media y comisiones más tarde,
											lo que comenzó como espectáculo de una persona se convirtió en una obra colaborativa
											de diez y nueve artistas de mucho talento.
											Y aquí están algunos extractos.
											(Aplausos)
											Gracias.
											Así que éste es un espectáculo relativamente nuevo con el cual empezamos a hacer una gira,
											Y en Austin, Texas,
											me pidieron hacer pequeñas exposiciones en escuelas por las tardes,
											Cuando llegué a una de las escuelas, ciertamente no me esperaba a esto:
											Seis cientos niños, atestados en un gimnasio, esperando,
											Estaba un poco nerviosa de tener que actuar sin animación, vestuario— en realidad— y maquillaje.
											Pero los maestros vinieron a hablarme después y me dijeron
											que no habían visto los niños tan atentos antes.
											Y creo que fue porque yo podía usar su lenguaje y su realidad
											para transportarlos hacia otro lenguaje y otra realidad.
											Algo pasó mientras tanto.
											Cero se convirtió en una persona y no sólo un personaje en una obra teatral.
											Cero no habla, no es hombre ni mujer,
											Cero es Cero. Un pequeño héroe del Siglo 21.
											Y Cero puede impactar en muchísimas más personas que yo pudiera,
											Se trata tanto de traer nuevas disciplinas dentro de esta caja
											como de quitar el teatro de su caja.
											Como artista callejera, he aprendido que todo el mundo quiere establecer conexiones.
											Y que usualmente, si eres un poco extraordinario, si no tienes una típica apariencia humana,
											la gente será dispuesta a participar y a sentir en voz alta.
											Es como si hicieras que algo resuene dentro de ellos.
											Es como si el misterio de la persona con la cual están interactuando y conectando
											les permita ser sí mismos un poquito más.
											Porque a través de tu máscara, dejan caer las suyas.
											Ser humano es una forma de arte.
											Yo sé que el teatro puede mejorar la calidad de vida de la gente,
											y yo sé que el teatro puede curar.
											He trabajado como payaso médico en un hospital por dos años.
											He visto a niños enfermos y a padres tristes y a médicos
											que se animan y se dejan transportar en momentos de pura alegría.
											Yo sé que el teatro nos une.
											Cero quiere captar la generación de hoy y la de mañana.
											Contar varias historias a través de diferentes medios.
											Libros de cómics. Física cuántica videojuegos.
											Y Cero quiere ir a la luna.
											En 2007, Cero lanzó una campaña verde,
											sugiriendo que sus amigos y aficionados apaguen su electricidad
											cada domingo entre las 7:53 y las 8:00 de la noche.
											La idea es sencilla, básica. No es original,
											pero es importante, y es importante participar,
											Hay una revolución.
											Es una revolución humana y tecnológica.
											Es movimiento y emoción,
											Es información.
											Es visual. Es musical. Es sensorial.
											Es conceptual. Es universal. Va más allá de palabras y números.
											Está pasando.
											La evolución natural de la ciencia y el arte
											uniéndose para mejor tocar y definir la experiencia humana.
											Hay una revolución en la manera en la que pensamos,
											en la manera en que compartimos, y en la manera en que expresamos nuestras historias,
											nuestra evolución.
											Esta es una época de comunicación, conexión, y colaboración creativa.
											Charlie Chaplin innovó las películas
											y contó historias a través de la música, el silencio, el humor y la poesía.
											Era social; y su personaje, El Vagabundo, impactó en millones de personas.
											Dio entretenimiento, placer, alivio a tantos seres humanos
											cuando más lo necesitaban.
											No estamos aquí para cuestionar lo posible, estamos aquí para desafiar lo imposible.
											En la ciencia de hoy, nos convertimos en artistas.
											En el arte de hoy, nos convertimos en científicos.
											Diseñamos nuestro mundo. Inventamos posibilidades.
											Enseñamos, tocamos y nos movemos.
											Es ahora que podemos usar la diversidad de nuestros talentos
											para crear obras inteligentes, significativas y extraordinarias. Lucirse.
											(Timbre)
											Gracias.
											(Aplausos)
									","
											Tiyatroyu çok seviyorum.
											Dönüştürme, başka biri haline gelme ve hayata
											yeni bir açıdan bakma fikrini çok seviyorum.
											İnsanların bir odada saatlerce oturup dinlemesi fikrine bayılıyorum.
											O an o odada yaşından, cinsiyetinden, ırkından,
											renginden, dininden bağımsız olarak bir araya
											gelen insanlar fikrine bayılıyorum.
											O anda, zamanı ve mekanı aşıyoruz.
											Tiyatro hislerimizi uyandırıyor ve hayallerimize olan kapıları açıyor.
