en,de,title,speaker,duration,tags
"
","
",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
"
											Chris Anderson: The rights of citizens,
											the future of the Internet.
											So I would like to welcome to the TED stage
											the man behind those revelations,
											Ed Snowden.
											(Applause)
											Ed is in a remote location somewhere in Russia
											controlling this bot from his laptop,
											so he can see what the bot can see.
											Ed, welcome to the TED stage.
											What can you see, as a matter of fact?
									","
											Chris Anderson: Bürgerrechte,
											die Zukunft des Internet.
											Ich möchte auf der Bühne von TED
											den Mann hinter 
diesen Enthüllungen begrüßen:
											Ed Snowden.
											(Applaus)
											Ed hält sich an einem entfernten Ort 
in Russland auf.
											Er steuert diesen Roboter 
von seinem Laptop aus.
											Er sieht, was der Bot sieht.
											Ed, willkommen bei TED!
											Was kannst du eigentlich wirklich sehen?
									",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
"
","
",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
"
											Edward Snowden: Ha, I can see everyone.
											This is amazing.
											(Laughter)
									","
											Edward Snowden: Ich kann alle sehen.
											Es ist fantastisch.
											(Lachen im Publikum)
									",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
"
","
",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
"
											CA: Ed, some questions for you.
											You've been called many things
											in the last few months.
											You've been called a whistleblower, a traitor,
											a hero.
											What words would you describe yourself with?
									","
											CA: Ed, ich habe ein paar Fragen an dich.
											Man hat dich vieles genannt
											in den letzten Monaten:
											einen Whistleblower, einen Verräter,
											einen Helden.
											In welchen Worten 
würdest du dich beschreiben?
									",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
"
","
",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
"
											ES: You know, everybody who is involved
											with this debate
											has been struggling over me and my personality
											and how to describe me.
											But when I think about it,
											this isn't the question that
we should be struggling with.
											Who I am really doesn't matter at all.
											If I'm the worst person in the world,
											you can hate me and move on.
											What really matters here are the issues.
											What really matters here is the
kind of government we want,
											the kind of Internet we want,
											the kind of relationship between people
											and societies.
											And that's what I'm hoping
the debate will move towards,
											and we've seen that increasing over time.
											If I had to describe myself,
											I wouldn't use words like ""hero.""
											I wouldn't use ""patriot,"" and I wouldn't use ""traitor.""
											I'd say I'm an American and I'm a citizen,
											just like everyone else.
									","
											ES: Jeder, der an dieser
											Debatte beteiligt ist,
											hat sich mit mir und 
meiner Persönlichkeit beschäftigt
											und damit, wie man 
mich beschreiben sollte.
											Aber, wenn ich darüber nachdenke:
											Das ist nicht die Frage, 
mit der wir ringen sollten.
											Wer ich bin, spielt keine Rolle.
											Wenn ich der schlimmste 
Mensch der Welt bin,
											kann man mich hassen und 
zur Tagesordnung übergehen.
											Was zählt, sind die Sachfragen.
											Was zählt, ist die Art 
von Regierung, die wir wollen,
											die Art von Internet, die wir wollen,
											die Art von Beziehung zwischen Menschen
											und Gesellschaften.
											Das ist die Richtung, die ich mir 
für diese Diskussion erhoffe.
											Wir haben gesehen, 
dass dies zunehmend der Fall ist.
											Wenn ich mich beschreiben müsste,
											würde ich keine Wörter wie ""Held"" benutzen,
											Ich würde nicht ""Patriot"" sagen 
oder ""Verräter"".
											Ich würde sagen, 
ich bin Amerikaner und ein Bürger,
											so wie jeder andere auch.
									",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
"
","
",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
"
											CA: So just to give some context
											for those who don't know the whole story —
											(Applause) —
											this time a year ago, you were stationed in Hawaii
											working as a consultant to the NSA.
											As a sysadmin, you had access
											to their systems,
											and you began revealing
certain classified documents
											to some handpicked journalists
											leading the way to June's revelations.
											Now, what propelled you to do this?
											ES: You know,
											when I was sitting in Hawaii,
											and the years before, when I was
working in the intelligence community,
											I saw a lot of things that had disturbed me.
											We do a lot of good things
in the intelligence community,
											things that need to be done,
											and things that help everyone.
											But there are also things that go too far.
											There are things that shouldn't be done,
											and decisions that were being made in secret
											without the public's awareness,
											without the public's consent,
											and without even our representatives in government
											having knowledge of these programs.
											When I really came to struggle with these issues,
											I thought to myself,
											how can I do this in the most responsible way,
											that maximizes the public benefit
											while minimizing the risks?
											And out of all the solutions that I could come up with,
											out of going to Congress,
											when there were no laws,
											there were no legal protections
											for a private employee,
											a contractor in intelligence like myself,
											there was a risk that I would be
buried along with the information
											and the public would never find out.
											But the First Amendment of
the United States Constitution
											guarantees us a free press for a reason,
											and that's to enable an adversarial press,
											to challenge the government,
											but also to work together with the government,
											to have a dialogue and debate about how we can
											inform the public about matters of vital importance
											without putting our national security at risk.
											And by working with journalists,
											by giving all of my information
											back to the American people,
											rather than trusting myself to make
											the decisions about publication,
											we've had a robust debate
											with a deep investment by the government
											that I think has resulted in a benefit for everyone.
											And the risks that have been threatened,
											the risks that have been played up
											by the government
											have never materialized.
											We've never seen any evidence
											of even a single instance of specific harm,
											and because of that,
											I'm comfortable with the decisions that I made.
									","
											CA: Um jenen etwas Kontext zu liefern,
											die nicht mit der ganzen Geschichte 
vertraut sind:
											(Applaus)
											Vor einem Jahr warst du noch in Hawaii
											und hast im Auftrag der NSA gearbeitet.
											Als Systemadministrator hattest du
											Zugang zu ihren Systemen.
											Du hast angefangen, vertrauliche Dokumente
											ausgewählten Journalisten zu übergeben.
											Das hat dann 
zu den Enthüllungen im Juni geführt.
											Was hat dich dazu veranlasst?
											ES: Weißt du,
											als ich auf Hawaii saß,
											und in den Jahren davor, als ich für 
die Nachrichtendienste arbeitete,
											sah ich viele Dinge, 
die mich beunruhigten.
											Wir tun viel Gutes 
in den Nachrichtendiensten,
											Dinge, die getan werden müssen,
											Dinge, die allen helfen.
											Aber es gibt auch Dinge, 
die zu weit gehen.
											Da sind Dinge, die man nicht tun sollte,
											und Entscheidungen, 
die im Geheimen getroffen wurden,
											von denen die Öffentlichkeit 
nichts wusste,
											ohne Zustimmung der Öffentlichkeit,
											und sogar unsere Regierungsvertreter
											wussten nichts von diesen Programmen.
											Als ich anfing, 
mich an diesen Problemen zu stoßen,
											habe ich mich gefragt:
											Wie kann ich diese Sache so 
verantwortungsbewusst wie möglich angehen,
											damit die Öffentlichkeit 
den maximalen Nutzen zieht,
											aber die Risiken minimal bleiben?
											Bei allen Lösungen, die mir einfielen,
											außer ""Ich wende mich an den Kongress"",
											wenn es keine Gesetze gab,
											wenn es keinen rechtlichen Schutz gab
											für eine angestellte Privatperson,
											für einen Subunternehmer 
im Nachrichtendienst wie mich,
											bestand das Risiko, dass man mich 
mit der Information begraben würde,
											ohne dass die Öffentlichkeit 
davon je erführe.
											Aber der erste Zusatzartikel 
der amerikanischen Verfassung
											garantiert uns die Pressefreiheit 
aus gutem Grund,
											nämlich um eine Presse zu ermöglichen, 
die unbequem ist,
											die die Regierung herausfordert,
											aber auch mit der Regierung arbeitet,
											um Dialog und Debatte zu ermöglichen,
											wie wir die Öffentlichkeit über 
entscheidende Fragen informieren können,
											ohne die nationale Sicherheit 
zu gefährden.
											Indem ich mit Journalisten 
gearbeitet habe,
											indem ich all meine Informationen
											dem amerikanischen Volk 
zurückgegeben habe,
											statt nur auf mich selbst zu vertrauen
											bei Entscheidungen 
über die Veröffentlichung,
											hatten wir eine handfeste Debatte,
											an der sich die Regierung 
intensiv beteiligt
											und die allen einen Nutzen gebracht hat.
											Die Risiken, mit denen gedroht wurde,
											die Risiken, die von der Regierung
											hochgespielt wurden,
											haben sich nie materialisiert.
											Wir haben keinerlei Hinweis,
											dass auch nur ein Schaden entstanden wäre,
											und deshalb kann ich
											mit meinen Entscheidungen gut leben.
									",Here's how we take back the Internet,Edward Snowden,35:02,"Internet,journalism,law,surveillance,encryption"
