en,pt,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
"
											Before empires and royalty,
											before pottery and writing,
											before metal tools and weapons –
											there was cheese.
											As early as 8000 BCE,
											the earliest Neolithic farmers 
living in the Fertile Crescent
											began a legacy of cheesemaking
											almost as old as civilization itself.
											The rise of agriculture led to 
domesticated sheep and goats,
											which ancient farmers harvested for milk.
											But when left in warm conditions 
for several hours,
											that fresh milk began to sour.
											Its lactic acids caused proteins to 
coagulate, binding into soft clumps.
											Upon discovering this 
strange transformation,
											the farmers drained the remaining liquid –
											later named whey –
											and found the yellowish globs could be 
eaten fresh as a soft, spreadable meal.
											These clumps, or curds, became 
the building blocks of cheese,
											which would eventually be aged, pressed, 
ripened, and whizzed
											into a diverse cornucopia 
of dairy delights.
									","
											Antes dos impérios e da realeza,
											antes da cerâmica e da escrita,
											antes dos instrumentos
de metal e das armas
											havia o queijo.
											Já em 8000 a.C.,
											os primeiros agricultores do Neolítico
que viviam no Crescente Fértil
											tinham iniciado o legado
do fabrico de queijo
											quase tão antigo como a civilização.
											A evolução da agricultura levou
à domesticação de ovelhas e cabras
											cujo leite era aproveitado
pelos antigos lavradores.
											Mas, quando deixado em condições
de calor, durante várias horas,
											aquele leite fresco começava a azedar.
											Os ácidos lácticos faziam coagular
as proteínas,
											ligando-as em torrões macios.
											Quando descobriram
esta estranha transformação,
											os lavradores escorreram 
o líquido restante
											— posteriormente chamado ""soro"" —
											e perceberam que os pedaços amarelados
podiam ser comidos frescos
											numa refeição ligeira.
											Aqueles torrões, ou coalhada, 
eram os constituintes do queijo
											que acabaram por ser envelhecidos,
comprimidos, curados e batidos
											numa profusão diversificada
de delícias lácteas.
									","
											Avant les empires et la royauté,
											avant la poterie et l'écriture,
											avant les outils en métal et les armes,
											il y avait le fromage.
											Déjà, dès 8 000 av. J.-C.,
											les premiers agriculteurs néolithiques
habitant le Croissant fertile
											commencèrent un héritage
de fabrication du fromage,
											presque aussi âgé
que la civilisation même.
											L'expansion de l'agriculture mena
à la domestication de moutons et chèvres,
											que les anciens éleveurs
gardaient pour le lait.
											Mais, laissé au chaud
pendant plusieurs heures,
											ce lait frais commençait à tourner.
											Ses acides lactiques faisaient
coaguler les protéines,
											qui se liaient en des touffes molles.
											En découvrant
cette bizarre transformation,
											les éleveurs égouttèrent
le liquide restant,
											qu'on appela plus tard petit-lait,
											et découvrirent que les gouttes jaunâtres
pouvaient être mangées fraîches
											comme une nourriture
molle et facile à étaler.
											Ces touffes, ou caillots, devinrent
les composants de base du fromage,
											qu'on aurait un jour laissés vieillir,
pressés, affinés et transformés
											en une variété de délices laitiers.
									","
											İmparatorluklardan ve krallıklardan önce,
											çömlekçilikten ve yazarlıktan önce,
											metal aletler ve silahlardan önce -
											peynir vardı.
											M.Ö. 8000 yılında,
											Bereketli Hilal'de yaşayan 
ilk Neolitik çiftçiler
											neredeyse medeniyetin 
kendisi kadar eski olan
											peynir yapımını miras 
bırakmaya başladı.
											Tarımın yükselişi, dönemdeki çiftçilerin 
süt ihtiyacını karşılaması adına
											evcil koyun ve keçilerin 
oluşmasını sağladı.
											Ancak birkaç saat sıcak
koşullarda bırakıldığında,
											taze süt ekşimeye başladı.
											Laktik asitler, proteinin pıhtılaşmasını,
yumuşak kümeler gibi bağlanmasını sağladı.
											Bu tuhaf dönüşümü keşfettikten sonra,
											çiftçiler kalan sıvıyı boşalttı –
-
											sonra peynir altı suyu adı verildi-
											ve sarı topakların yumuşak ve sürülebilir 
biçimde, taze hâlde yenebileceğini buldu.
											Bu topaklar ya da lorlar, 
peynirin yapı taşı oldu
											ve bekletildi, baskı uygulandı, 
olgunlaştırıldı
											ve çok farklı ve fazla türde 
süt ürünlerini oluşturdu.
									","
											Noch vor Imperien und Königen,
											vor Töpferei und Schrift,
											vor Metallwerkzeugen und Waffen
											gab es Käse.
											Schon 8000 v. Chr.
begannen Bauern der Jungsteinzeit
											im Fruchtbaren Halbmond
ein Vermächtnis der Käseherstellung,
											fast so alt wie die Zivilisation selbst.
											Mit dem Aufstieg der Landwirtschaft
domestizierte man Schafe und Ziegen,
											deren Milch die damaligen Bauern nutzten.
											Doch ließ man frische Milch 
ein paar Stunden in der Wärme stehen,
											dann wurde sie sauer.
											Durch die Milchsäure gerinnen Proteine
											und verbinden sich zu weichen Klümpchen.
											Als die Bauern diese
seltsame Verwandlung entdeckten,
											gossen sie die Restflüssigkeit ab,
die später Molke genannt wurde.
											Sie bemerkten, dass die weichen
gelblichen Klümpchen streichfähig waren
											und sich frisch essen ließen.
											Diese Klümpchen — nämlich Quark —
wurden zu den Bausteinen von Käse,
											der gelagert, gepresst und gereift wird,

											um eine bunte Fülle an Köstlichkeiten
aus Milch zusammenzustellen.
									",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
"
","
","
","
","
",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
"
											The discovery of cheese gave Neolithic
people an enormous survival advantage.
											Milk was rich with essential proteins, 
fats, and minerals.
											But it also contained high 
quantities of lactose –
											a sugar which is difficult to process for 
many ancient and modern stomachs.
											Cheese, however, could provide all of 
milk’s advantages with much less lactose.
											And since it could be preserved 
and stockpiled,
											these essential nutrients could be eaten
											throughout scarce famines 
and long winters.
											Some 7th millennium BCE pottery fragments 
found in Turkey
											still contain telltale residues of 
the cheese and butter they held.
									","
											A descoberta do queijo
deu à população do Neolítico
											uma enorme vantagem de sobrevivência.
											O leite continha proteínas essenciais,
gorduras e minerais.
											Mas também continha
grande quantidade de lactose
											— um açúcar que é difícil de digerir
por muitos estômagos antigos e modernos.
											Mas o queijo pode proporcionar
todas as vantagens do leite
											com muito menos lactose.
											Como pode ser preservado e armazenado,
											esses nutrientes essenciais
podiam ser comidos
											durante épocas de fome
e invernos prolongados.
											Alguns fragmentos de cerâmica
de 7000 anos a.C., encontrados na Turquia,
											ainda contêm resíduos denunciadores
de queijo e manteiga que continham.
									","
											La découverte du fromage donna aux hommes
néolithiques un énorme avantage de survie.
											Le lait était riche
en protéines essentielles,
											matières grasses et minéraux.
											En plus, il contenait de hautes
quantités de lactose,
											un sucre difficile à transformer pour
beaucoup d'estomacs anciens et modernes.
											Mais le fromage pouvait fournir
tous les avantages du lait
											avec beaucoup moins de lactose.
											Et, vu qu'il pouvait être
conservé et stocké,
											ces nutriments essentiels
pouvaient être mangés
											durant les famines et les longs hivers.
											Des fragments de poterie du 7e millénaire
av. J.-C. trouvés en Turquie
											contiennent encore des résidus révélateurs
du fromage et du lait qu'ils ont contenus.
									","
											Peynirin keşfi Neolitik insanlara muazzam 
bir hayatta kalma avantajı sağladı.
											Süt, gerekli proteinler, yağlar 
ve mineraller bakımından zengindi.
											Ama aynı zamanda yüksek miktarda 
laktoz içeriyordu
											ve laktoz eski ve modern birçok mide 
yapısında işlenmesi zor bir şeker tipi.
											Bununla birlikte, peynir, sütteki tüm 
avantajları daha az laktozla sağlayabilir.
											Ve peynir korunup depolanabildiği için,
											bu temel besinler, kıtlıklar
											ve uzun kışlar boyunca yenilebilir.
											Türkiye'de bulunan M.Ö. 7. bin yıl önceden
kalma çanak çömlek parçaları
											hâlâ içerisinde peynir ve 
tereyağından kalan sofra artıkları içerir.
									","
											Die Entdeckung des Käses
											gab Steinzeitmenschen
einen großen Überlebensvorteil.
											Milch war reich an essentiellen Proteinen,
Fetten und Mineralien.
											Aber sie enthielt auch
hohe Mengen an Laktose,
											ein Zucker, der für viele Mägen
damals wie heute schwer verdaulich ist.
											Käse dagegen konnte alle Vorteile
der Milch viel laktoseärmer bieten.
											Da er sich konservieren und lagern ließ,
											standen diese essentiellen Nährstoffe
											in mitunter auftretenden Hungersnöten
und langen Wintern zur Verfügung.
											Aus der Türkei stammende Tonscherben
aus dem 7. Jahrtausend v. Chr.
											enthalten noch Spuren 
von Käse und Butter.
									",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
"
","
","
","
","
",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
"
											By the end of the Bronze Age,
											cheese was a standard commodity 
in maritime trade
											throughout the eastern Mediterranean.
											In the densely populated city-states of 
Mesopotamia,
											cheese became a staple 
of culinary and religious life.
											Some of the earliest known writing
											includes administrative records 
of cheese quotas,
											listing a variety of cheeses for different
rituals and populations
											across Mesopotamia.
											Records from nearby civilizations 
in Turkey also reference rennet.
											This animal byproduct, produced in the
stomachs of certain mammals,
											can accelerate and control coagulation.
											Eventually this sophisticated cheesemaking
tool spread around the globe,
											giving way to a wide variety of new, 
harder cheeses.
											And though some conservative food 
cultures rejected the dairy delicacy,
											many more embraced cheese, and quickly
added their own local flavors.
									","
											No final da Idade do Bronze,
											o queijo era um produto habitual
do comércio marítimo
											em todo o Mediterrâneo oriental.
											Nas cidades-estado densamente
povoadas da Mesopotâmia,
											o queijo tornou-se um produto
habitual da culinária e da vida religiosa.
											Alguns dos escritos
mais antigos conhecidos
											incluem registos administrativos
de quotas de queijos,
											listando uma diversidade de queijos
para diferentes rituais e populações,
											em toda a Mesopotâmia.
											Registos de civilizações vizinhas
na Turquia
											também fazem referência ao coalho.
											Este subproduto animal, produzido
no estômago de determinados mamíferos,
											pode acelerar e controlar a coagulação.
											Por fim, o fabrico sofisticado do queijo
espalhou-se pelo planeta,
											dando azo a uma ampla variedade
de novos queijos mais rijos.
											Embora algumas culturas conservadoras
tenham rejeitado este acepipe lácteo
											muitas mais adotaram o queijo
e cedo adicionaram os seus aromas locais.
									","
											A la fin de l'âge du bronze,
											le fromage était un produit standard
dans le commerce maritime
											dans toute la Méditerranée orientale.
											Dans les cités-états densément
peuplées de la Mésopotamie,
											le fromage devint un élément de base
de la vie culinaire et religieuse.
											Certaines des premières écritures connues
											incluent des rapports administratifs
de quotas de fromage,
											énumérant des fromages variant
selon les rituels et les populations,
											dans toute la Mésopotamie.
											Des traces écrites de civilisations
voisines en Turquie
											font aussi référence à la présure.
											Ce produit animal dérivé, produit
dans l'estomac de certains mammifères,
											peut accélérer et
contrôler la coagulation.
											Finalement, cet outil sophistiqué
pour la fabrication du fromage
											se répandit dans le monde,
											créant une vaste gamme
de fromages nouveaux et plus durs.
											Et même si certaines cultures
alimentaires plus conservatrices
											réjetèrent les délices laitiers,
											beaucoup plus adoptèrent le fromage
											et y ajoutèrent ensuite
leurs saveurs locales.
									","
											Tunç Çağı'nın sonunda,
											peynir, Doğu Akdeniz'de deniz ticaretinde
											standart bir üründü.
											Mezopotamya'nın yoğun nüfuslu 
şehirlerinde,
											peynir, mutfak ve dini yaşamın 
temelini oluşturdu.
											Bilinen en eski yazılardan bazıları,
											Mezopotamya üzerindeki peynir 
kotalarının idari kayıtlarını
											ve farklı ayinler ve topluluklar 
için çeşitli peynirlerin
											listelenmesini içermektedir.
											Türkiye yakınındaki medeniyetlerden gelen 
kayıtlar peynir mayasını da içermektedir.
											Bazı memelilerin midelerinde üretilen 
bu hayvansal yan ürün,
											pıhtılaşmayı hızlandırabilir ve 
kontrol edebilir.
											Sonunda bu sofistike peynir yapım 
aracı dünyaya yayıldı,
											geniş yelpazede yeni, daha sert
peynirlerin oluşumunu sağladı.
											Ve bazı muhafazakâr yiyecek kültürleri
süt ürünlerini reddetmiş olsa da,
											çok daha fazlası peyniri sahiplendi ve 
hızla kendi yerel lezzetlerine ekledi.
									","
											Am Ende der Bronzezeit war Käse
eine Standardware des Seehandels
											im gesamten östlichen Mittelmeerraum.
											In den dicht besiedelten
Stadtstaaten Mesopotamiens
											wurde Käse ein Hauptbestandteil
in Küche und Religion.
											Einige der ältesten bekannten Schriften
											enthalten Verwaltungseinträge
über Käsequoten,
											Auflistungen vieler Käsesorten
für diverse Rituale und Bevölkerungen
											in ganz Mesopotamien.
											In den Aufzeichnungen
benachbarter Kulturen in der Türkei
											finden sich Hinweise auf Lab.
											Dieses tierische Nebenprodukt
aus den Mägen bestimmter Säugetiere
											kann die Gerinnung
beschleunigen und steuern.
											Als komplexes Hilfsmittel in der Käserei
											wurde es schließlich weltweit bekannt
											und ermöglichte eine Vielzahl
an neuen, härteren Käsen.
											Obwohl einige konservative Esskulturen
diese Delikatesse ablehnten,
											übernahmen viele andere den Käse
											und fügten ihm bald
eigene regionale Aromen hinzu.
									",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
"
","
","
","
","
",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
"
											Nomadic Mongolians used yaks’ milk to
create hard, sundried wedges of Byaslag.
											Egyptians enjoyed goats’ milk cottage 
cheese, straining the whey with reed mats.
											In South Asia, milk was coagulated with a
variety of food acids,
											such as lemon juice, vinegar, or yogurt
											and then hung to dry into loafs of paneer.
											This soft mild cheese could be added to 
curries and sauces,
											or simply fried as a 
quick vegetarian dish.
											The Greeks produced bricks of salty brined
feta cheese,
											alongside a harder variety similar to 
today’s pecorino romano.
											This grating cheese was produced in Sicily
											and used in dishes all across the 
Mediterranean.
											Under Roman rule, “dry cheese” 
or “caseus aridus,”
											became an essential ration
											for the nearly 500,000 soldiers guarding
the vast borders of the Roman Empire.
									","
											Os mongóis nómadas
usavam o leite dos iaques
											para criar fatias de ""byaslag"",
secas ao sol.
											Os egípcios gostavam de queijo
de leite de cabra,
											espremendo o soro com esteiras de junco.
											No sul da Ásia, o leite era coagulado
com uma série de ácidos alimentares,
											como o sumo de limão,
o vinagre ou o iogurte
											e depois pendurado para secar.
											Este queijo meio macio podia ser
adicionado a caril e a molhos
											ou simplesmente frito
como um prato vegetariano rápido.
											Os gregos produziam cubos
de queijo salgado de ovelha,
											juntamente com uma variedade mais dura
semelhante ao ""pecorino"" romano moderno.
											Este queijo bom para ralar
era produzido na Sicília
											e usado em pratos por todo o Mediterrâneo.
											Durante o domínio romano,
o ""queijo seco"" ou ""caseus aridus""
											tornou-se uma ração essencial
											para os cerca de 500 000 soldados
											que guardavam as vastas fronteiras
do Império Romano.
									","
											Les Mongols utilisaient le lait de yak
											pour créer un fromage
dur et sec, le Byaslag.
											Les Égyptiens appréciaient
le fromage blanc de lait de chèvre
											et filtraient le petit-lait
avec des tapis en roseaux.
											Dans l'Asie du sud, le lait était coagulé
avec une variété d'acides alimentaires,
											comme jus de citron, vinaigre et yaourt
											puis suspendu pour sécher
dans des moules à paneer.
											Ce fromage mou et doux pouvait
être ajouté aux curries et aux sauces,
											ou simplement frit et servi
comme un rapide plat végétarien.
											Les Grecs produisaient des briques
de feta salée et saumurée,
											tout comme une variété plus dure
similaire au pecorino actuel.
											Ce fromage à râper
était produit en Sicile
											et utilisé dans les plats
de toute la Méditerranée.
											Pour les Romains, le « fromage dur »,
ou « caseus aridus »,
											devint une ration essentielle
											pour les presque 500 000 soldats gardant
les vastes frontières de l'Empire Romain.
									","
											Göçebe Moğollar, sert, güneşte kuruyan 
Byaslag dilimi için yak sütünü kullandı.
											Mısırlılar keçi sütü peynirinin peyniraltı
suyunu kamış paspaslarıyla süzdüler.
											Güney Asya'da süt çeşitli gıda 
asitleriyle pıhtılaştırıldı,
											limon suyu, sirke veya yoğurt gibi
											ve daha sonra paneer somunlarına 
kurumaya bırakıldı.
											Bu yumuşak peynir, köri ve 
soslara eklenebilir
											veya çabuk hazırlanan bir vejetaryen 
yemeği olarak kolayca kızartılabilir.
											Yunanlılar kalıp hâlde tuzlu, salamura 
edilmiş beyaz peyniri üretti,
											aynı zamanda bugünün pecorino romano'suna 
benzer, sert bir çeşidi de ürettiler.
											Bu rendelenmiş peynir Sicilya'da üretildi
											ve tüm Akdeniz boyunca 
yemeklerde kullanıldı.
											Roma yönetimi uyarınca, “kuru peynir” 
veya “caseus aridus”
											Roma İmparatorluğu'nun
											geniş sınırlarını koruyan yaklaşık 500.000
asker için önemli bir pay hâline geldi.
									","
											Mongolische Nomaden stellten aus Yakmilch
											harte, sonnengetrocknete
Byaslag-Käseecken her.
											Ägypter aßen gern
Hüttenkäse aus Ziegenmilch,
											dessen Molke sie
durch Schilfmatten abgossen.
											In Südasien brachte man Milch
mit einer Reihe Lebensmittelsäuren
											wie Zitronensaft, Essig
oder Joghurt zum Gerinnen.
											Die so entstehenden Panir-Käselaibe
wurden zum Trocknen aufgehängt.
											Diesen weichen, milden Käse
fügte man Currys und Soßen bei
											oder man briet ihn einfach
als schnelles vegetarisches Gericht.
											Die Griechen stellten Blöcke
von Fetakäse in Salzlake her,
											dazu eine härtere Variante,
ähnlich dem heutigen Pecorino Romano.
											Diesen in Sizilien produzierten Reibekäse
											verwendete man in Speisen
des gesamten Mittelmeerraums.
											Unter römischer Herrschaft wurde
""trockener Käse"" oder ""caseus aridus""
											zu einer lebenswichtigen Ration
für die fast 500.000 Soldaten,
											die die ausgedehnten Grenzen
des Römischen Reiches bewachten.
									",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
"
","
","
","
","
",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
"
											And when the Western Roman 
Empire collapsed,
											cheesemaking continued to evolve
											in the manors that dotted the medieval
European countryside.
											In the hundreds of Benedictine monasteries
scattered across Europe,
											medieval monks experimented endlessly 
with different types of milk,
											cheesemaking practices,
											and aging processes that led to many 
of today’s popular cheeses.
											Parmesan, Roquefort, Munster 
and several Swiss types
											were all refined and perfected 
by these cheesemaking clergymen.
											In the Alps, Swiss cheesemaking was
particularly successful –
											producing a myriad of cow’s milk cheeses.
											By the end of the 14th century,
											Alpine cheese from the Gruyere region of
Switzerland had become so profitable
											that a neighboring state invaded the 
Gruyere highlands
											to take control of the growing 
cheese trade.
									","
											Quando o Império Romano
do Ocidente caiu,
											o fabrico do queijo continuou a evoluir
											nas propriedades que salpicavam
o campo medieval europeu.
											Nas centenas de mosteiros beneditinos
espalhados pela Europa,
											os monges medievais experimentaram
incessantemente tipos diferentes de leite,
											práticas de fabrico do queijo
											e processos de cura que levaram
a muitos dos queijos populares modernos.
											O parmesão, o roquefort, o munster
e vários tipos suíços,
											foram todos refinados e aperfeiçoados
por estes frades queijeiros.
											Nos Alpes, o fabrico de queijos suíços
foi um êxito, em especial,
											produzindo uma miríade
de queijos de leite de vaca.
											No final do século XIV,
											o queijo alpino da região de Gruyère
da Suíça, tornou-se tão lucrativo
											que um estado vizinho invadiu
as terras altas de Gruyère
											para assumir o controlo
do crescente comércio de queijo.
									","
											Lorsque l'Empire Romain
d'Occident s'écroula,
											la fabrication du fromage
continua à évoluer
											dans les monastères éparpillés dans
les campagnes de l'Europe du Moyen-Âge.
											Dans les centaines de monastères
bénédictins parsemés en Europe,
											les moines expérimentaient sans
cesse différents types de lait,
											pratiques de fabrication
et processus de vieillissement
											qui menèrent à beaucoup
des fromages appréciés aujourd'hui.
											Le Parmesan, le Roquefort, le Munster
et plusieurs fromages suisses
											furent affinés et perfectionnés
par ces hommes d'église.
											Dans les Alpes, la fabrication du fromage
suisse était particulièrement réussie,
											et on fabriquait une myriade
de fromages de vache.
											A la fin du XIVe siècle,
											le fromage alpin suisse de la région
de la Gruyère était devenu si rentable
											qu'un État voisin envahit
les montagnes de la Gruyère
											pour prendre le contrôle
du commerce du fromage.
									","
											Ve Batı Roma İmparatorluğu çöktüğünde,
											Ortaçağ Avrupa kırsalı yaşanan köşklerde
											peynir yapımcılığı gelişmeye devam etti.
											Avrupa’ya dağılmış yüzlerce 
Benediktin manastırında,
											Ortaçağ rahipleri sayısız deneyleri
farklı peynir türleriyle,
											peynir yapım uygulamalarıyla
											ve günümüz popüler peynirlerinin çoğunu

											oluşturan olgunlaştırma 
süreçleriyle yaptı.
											Parmesan, Rokfor, Munster ve 
birkaç İsviçre tipi peynirlerinin tamamı,
											bu peynir yapımcı din adamları 
tarafından kusursuzlaştırılmıştır.
											Alpler'de İsviçre peynirlerinin yapımı 
oldukça başarılı geçti -
											ve sayısız inek sütü peyniri üretildi.
											14. yüzyılın sonunda,
											İsviçre'nin Gruyere bölgesinde üretilen 
Alp peyniri çok kârlı olmuştu
											ve bu nedenle komşu bir devlet
Gruyere yaylalarını istila etti,
											tek amaç, büyüyen peynir ticaretini 
kontrol altına almaktı.
									","
											Als das Weströmische Reich zerfiel,
											entwickelte sich die Käserei 
auf den Landgütern weiter,
											die in Europa im Mittelalter 
überall verstreut lagen.
											In den hunderten
Benediktinerklöstern europaweit
											experimentierten mittelalterliche Mönche
unablässig mit Milchsorten,
											Käsereiverfahren und Alterungsprozessen.
											Dem verdanken wir heute
viele beliebte Käsesorten:
											Parmesan, Roquefort, Munster
und viele Schweizer Arten
											wurden von den geistlichen Käseherstellern
verfeinert und perfektioniert.
											In den Alpen war die Schweizer Käserei
besonders erfolgreich.
											Hier entstand eine große Anzahl
an Kuhmilchkäsen.
											Ende des 14. Jahrhunderts
											brachte der Bergkäse aus der
Schweizer Region Greyerz so viel Gewinn,
											dass ein Nachbarstaat
das Greyerzer Hochland überfiel,
											um sich den zunehmenden Käsehandel
unter den Nagel zu reißen.
									",A brie(f) history of cheese,Paul S. Kindstedt,5:15,"TED-Ed,food,history,animation,culture,world cultures"
