en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
											I've been doing some thinking.
											I'm going to kill my dad.
											I called my sister.
									","
											He estado reflexionando.
											Voy a matar a mi padre.
											He llamado a mi hermana.
									","
											Tenho andado a pensar.
											Vou matar o meu pai.
											Telefonei à minha irmã:
									","
											J'ai bien réfléchi.
											Je vais tuer mon père.
											J'appelle ma sœur.
									","
											Bir süredir düşünüyorum.
											Babamı öldüreceğim.
											Kız kardeşimi aradım.
									",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
","
","
","
","
",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
											""Listen,
											I've been doing some thinking.
											I'm going to kill Dad.
											I'm going to take him to Oregon,
											find some heroin,
											and give it to him.""
									","
											""Escucha.
											He estado pensando.
											Voy a matar a papá.
											Voy a llevarle a Oregon,
											conseguir algo de heroína,
											y dársela"".
									","
											""Ouve,
											""tenho andado a pensar.
											""Vou matar o pai.
											""Vou levá-lo até ao Oregon,
											""vou arranjar heroína
											""e vou dar-lha"".
									","
											« Écoute,
											j'ai bien réfléchi.
											Je vais tuer Papa.
											Je vais l'amener en Oregon,
											trouver de l'héroïne
											et la lui donner. »
									","
											""Dinle,
											Bir süredir düşünüyorum.
											Babamı öldüreceğim.
											Onu Oregon'a götüreceğim,
											biraz eroin bulacağım
											ve ona vereceğim.
									",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
","
","
","
","
",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
											My dad has frontotemporal lobe dementia,
											or FTD.
											It's a confusing disease
that hits people in their 50s or 60s.
											It can completely change
someone's personality,
											making them paranoid and even violent.
											My dad's been sick for a decade,
											but three years ago he got really sick,
											and we had to move him out of his house —
											the house that I grew up in,
											the house that he built
with his own hands.
											My strapping, cool dad
with the falsetto singing voice
											had to move into a facility
for round-the-clock care
											when he was just 65.
									","
											Mi padre tiene demencia 
del lóbulo frontotemporal o FTD.
											Es una enfermedad confusa que
afecta a personas entre 50 y 60 años.
											Puede cambiar completamente 
la personalidad de alguien,
											haciéndole paranoico e incluso violento.
											Mi padre ha estado enfermo
durante una década,
											pero hace tres años
se puso realmente enfermo,
											y tuvimos que sacarlo de su casa...
											la casa en la que crecí,
											la casa que él construyó
con sus propias manos.
											Mi encantador y musculoso padre,
que canta con voz de falsete,
											tuvo que trasladarse a un centro
de atención las 24 horas
											cuando solo tenía 65 años.
									","
											O meu pai sofre de
Demência do Lobo Frontotemporal
											ou DFT.
											É uma doença confusa
que ataca pessoas nos seus 50 ou 60 anos.
											Consegue mudar totalmente
a personalidade da pessoa,
											tornando-a paranoica
ou até mesmo violenta.
											O meu pai já está doente há dez anos,
											mas piorou há três anos
											e tivemos de o retirar da sua casa,
											a casa onde eu cresci,
											a casa que ele construiu
com as próprias mãos.
											O meu pai, um homem robusto e fixe,
que cantava em falsete como ninguém,
											teve de ir para uma instituição
de cuidados permanentes
											quando tinha apenas 65 anos.
									","
											Mon père est atteint de dégénérescence
lobaire fronto-temporale, ou DLFT.
											C'est une maladie déroutante
touchant les gens de 50 à 70 ans.
											Elle peut complètement changer
la personnalité des gens,
											les rendre paranoïaques
ou même violents.
											Mon père en est atteint depuis 10 ans,
											mais il y a trois ans,
il est devenu vraiment malade
											et nous avons dû le sortir de sa maison,
											la maison où j'ai grandi,
											celle qu'il a bâtie de ses propres mains.
											Mon père, cool et costaud,
qui chante d'une voix de fausset,

											a dû déménager dans un centre
de soins continus
											à tout juste 65 ans.
									","
											Babamda frontotemporal lobu demansı vardı
											ya da FTD olarakta bilinir.
											Bu, insanları 50 ya da 60'larında vuran
kafa karıştırıcı bir hastalık.
											Bu birinin kişiliğini tamamen
değiştirebilir,
											onları paranoyak, hatta saldırgan
yapabilir.
											Babam on yıldır hasta
											ama üç yıl önce hastalığı ciddileşti
											ve onu evinden çıkarmak zorunda kaldık —
											içinde büyüdüğüm ev,
											kendi elleriyle yaptığı ev.
											Benim tiz nağmeli, havalı, 
güçlü babam
											sadece 65 yaşında iken
24 saat bakım için bir tesise
											taşınmak zorunda kaldı.
									",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
","
","
","
","
",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
											At first my mom and sisters
and I made the mistake
											of putting him in a regular nursing home.
											It was really pretty;
											it had plush carpet
and afternoon art classes
											and a dog named Diane.
											But then I got a phone call.
									","
											Al principio mi madre, 
mis hermanas y yo cometimos el error
											de ponerle en una residencia regular.
											Era realmente bonita;
											tenía moqueta y clases 
de arte por las tardes
											y había una perra llamada Diane.
											Pero entonces recibí una llamada.
									","
											No início,
											a minha mãe, as minhas irmãs e eu
cometemos o erro
											de colocá-lo numa casa de repouso normal.
											Era bastante bonita.
											Era alcatifada,
havia aulas de arte à tarde
											e uma cadela chamada Diane.
											Mas, um dia, recebi uma chamada.
									","
											Au début, ma mère, mes sœurs
et moi avons commis l'erreur
											de choisir une résidence pour aînés.
											L'endroit était joli,
											il y avait des tapis somptueux,
des cours d'art l'après-midi
											et un chien appelé Diane.
											Puis j'ai reçu un appel.
									","
											Başta annem, kız kardeşlerim ve ben
											onu sıradan bir bakımevine koyma 
hatasına düştük.
											Başlarda oldukça güzeldi,
											peluş halısı, öğleden sonra
sanat dersleri ve
											Diane adında bir köpeği vardı.
											Ama sonra bir telefon aldım.
									",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
","
","
","
","
",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
											""Ms. Malone, we've arrested your father.""
									","
											""Srta. Malone,
hemos arrestado a su padre"".
									","
											""Menina Malone,
tivemos de prender o seu pai.""
									","
											« Mlle Malone, nous avons
arrêté votre père.
									","
											""Bayan Malone, babanızı tutukladık.""
									",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
","
","
","
","
",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
											""What?""
									","
											""¿Qué?""
									","
											""O quê?!""
									","
											- Quoi ?
									","
											""Ne?""
									",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
"
","
","
","
","
",How my dad's dementia changed my idea of death (and life),Beth Malone,7:01,"death,disease,humanity,family,illness,mental health,life,TED Residency,personal growth"
